0.0%┣                                            ┫ 0/1.0k [00:00<00:-50, -0s/it]
[1AΔETS: 114.218 -- ΔMSR: 186.409 -- ΔEOM 30.872 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.1%┣┫ 1/1.0k [00:07<Inf:Inf, InfGs/it]
[1AΔETS: 129.175 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.2%┣┫ 2/1.0k [00:08<02:18:47, 8s/it]
[1AΔETS: 105.732 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.3%┣┫ 3/1.0k [00:09<01:11:35, 4s/it]
[1AΔETS: 121.552 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.4%┣┫ 4/1.0k [00:09<49:04, 3s/it]
[1AΔETS: 100.364 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.5%┣┫ 5/1.0k [00:09<37:55, 2s/it]
[1AΔETS: 116.388 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.6%┣┫ 6/1.0k [00:09<31:12, 2s/it]
[1AΔETS: 96.946 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.7%┣┫ 7/1.0k [00:10<26:38, 2s/it]
[1AΔETS: 112.837 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.8%┣┫ 8/1.0k [00:10<23:26, 1s/it]
[1AΔETS: 94.860 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  0.9%┣┫ 9/1.0k [00:10<20:58, 1s/it]
[1AΔETS: 110.473 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.0%┣┫ 10/1.0k [00:10<19:07, 1s/it]
[1AΔETS: 93.642 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.1%┣┫ 11/1.0k [00:11<17:35, 1s/it]
[1AΔETS: 108.926 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.2%┣┫ 12/1.0k [00:11<16:21, 1it/s]
[1AΔETS: 93.010 -- ΔMSR: 0.000 -- ΔEOM 30.236 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.3%┣┫ 13/1.0k [00:11<15:17, 1it/s]
[1AΔETS: 107.964 -- ΔMSR: 0.000 -- ΔEOM 30.213 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.4%┣┫ 14/1.0k [00:11<14:25, 1it/s]
[1AΔETS: 92.789 -- ΔMSR: 0.000 -- ΔEOM 29.986 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.5%┣┫ 15/1.0k [00:12<13:38, 1it/s]
[1AΔETS: 107.433 -- ΔMSR: 0.000 -- ΔEOM 29.388 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.6%┣┫ 16/1.0k [00:12<13:00, 1it/s]
[1AΔETS: 92.868 -- ΔMSR: 0.000 -- ΔEOM 28.702 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.7%┣┫ 17/1.0k [00:12<12:25, 1it/s]
[1AΔETS: 107.230 -- ΔMSR: 0.000 -- ΔEOM 28.186 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.8%┣┫ 18/1.0k [00:12<11:56, 1it/s]
[1AΔETS: 93.176 -- ΔMSR: 0.000 -- ΔEOM 27.938 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  1.9%┣┫ 19/1.0k [00:13<11:29, 1it/s]
[1AΔETS: 107.288 -- ΔMSR: 0.000 -- ΔEOM 26.872 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.0%┣┫ 20/1.0k [00:13<11:06, 1it/s]
[1AΔETS: 93.655 -- ΔMSR: 0.000 -- ΔEOM 27.046 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.1%┣┫ 21/1.0k [00:13<10:44, 2it/s]
[1AΔETS: 107.620 -- ΔMSR: 0.000 -- ΔEOM 25.749 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.2%┣┫ 22/1.0k [00:13<10:26, 2it/s]
[1AΔETS: 94.032 -- ΔMSR: 0.000 -- ΔEOM 26.118 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.3%┣┫ 23/1.0k [00:14<10:09, 2it/s]
[1AΔETS: 107.903 -- ΔMSR: 0.000 -- ΔEOM 24.463 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.4%┣┫ 24/1.0k [00:14<09:53, 2it/s]
[1AΔETS: 94.431 -- ΔMSR: 0.000 -- ΔEOM 25.004 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.5%┣┫ 25/1.0k [00:14<09:40, 2it/s]
[1AΔETS: 108.252 -- ΔMSR: 0.000 -- ΔEOM 23.257 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.6%┣┫ 26/1.0k [00:15<09:26, 2it/s]
[1AΔETS: 94.821 -- ΔMSR: 0.000 -- ΔEOM 23.818 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.7%┣┫ 27/1.0k [00:15<09:15, 2it/s]
[1AΔETS: 108.564 -- ΔMSR: 0.000 -- ΔEOM 22.053 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.8%┣┫ 28/1.0k [00:15<09:03, 2it/s]
[1AΔETS: 95.303 -- ΔMSR: 0.000 -- ΔEOM 22.764 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  2.9%┣┫ 29/1.0k [00:15<08:53, 2it/s]
[1AΔETS: 108.969 -- ΔMSR: 0.000 -- ΔEOM 21.088 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.0%┣┫ 30/1.0k [00:16<08:43, 2it/s]
[1AΔETS: 95.764 -- ΔMSR: 0.000 -- ΔEOM 22.011 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.1%┣┫ 31/1.0k [00:16<08:35, 2it/s]
[1AΔETS: 109.352 -- ΔMSR: 0.000 -- ΔEOM 20.501 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.2%┣┫ 32/1.0k [00:16<08:26, 2it/s]
[1AΔETS: 96.224 -- ΔMSR: 0.000 -- ΔEOM 21.344 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.3%┣┫ 33/1.0k [00:16<08:18, 2it/s]
[1AΔETS: 109.732 -- ΔMSR: 0.000 -- ΔEOM 19.186 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.4%┣┫ 34/1.0k [00:17<08:11, 2it/s]
[1AΔETS: 96.677 -- ΔMSR: 0.000 -- ΔEOM 19.730 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.5%┣┫ 35/1.0k [00:18<08:23, 2it/s]
[1AΔETS: 110.118 -- ΔMSR: 0.000 -- ΔEOM 17.182 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.6%┣┫ 36/1.0k [00:19<08:35, 2it/s]
[1AΔETS: 97.092 -- ΔMSR: 0.000 -- ΔEOM 18.756 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.7%┣┫ 37/1.0k [00:20<08:45, 2it/s]
[1AΔETS: 110.428 -- ΔMSR: 0.000 -- ΔEOM 16.648 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.8%┣┫ 38/1.0k [00:21<08:55, 2it/s]
[1AΔETS: 97.531 -- ΔMSR: 0.000 -- ΔEOM 19.231 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  3.9%┣┫ 39/1.0k [00:22<09:12, 2it/s]
[1AΔETS: 110.767 -- ΔMSR: 0.000 -- ΔEOM 17.432 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.0%┣┫ 40/1.0k [00:23<09:23, 2it/s]
[1AΔETS: 97.892 -- ΔMSR: 0.000 -- ΔEOM 19.566 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.1%┣┫ 41/1.0k [00:24<09:34, 2it/s]
[1AΔETS: 110.999 -- ΔMSR: 0.000 -- ΔEOM 16.714 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.2%┣┫ 42/1.0k [00:25<09:46, 2it/s]
[1AΔETS: 98.248 -- ΔMSR: 0.000 -- ΔEOM 17.841 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.3%┣┫ 43/1.0k [00:26<09:54, 2it/s]
[1AΔETS: 111.194 -- ΔMSR: 0.000 -- ΔEOM 13.653 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.4%┣┫ 44/1.0k [00:27<10:04, 2it/s]
[1AΔETS: 98.588 -- ΔMSR: 0.000 -- ΔEOM 14.789 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.5%┣┫ 45/1.0k [00:28<10:11, 2it/s]
[1AΔETS: 111.552 -- ΔMSR: 0.000 -- ΔEOM 10.203 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.6%┣┫ 46/1.0k [00:29<10:15, 2it/s]
[1AΔETS: 98.838 -- ΔMSR: 0.000 -- ΔEOM 13.390 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.7%┣┫ 47/1.0k [00:30<10:25, 2it/s]
[1AΔETS: 111.797 -- ΔMSR: 0.000 -- ΔEOM 10.869 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.8%┣┫ 48/1.0k [00:32<10:54, 1it/s]
[1AΔETS: 99.045 -- ΔMSR: 0.000 -- ΔEOM 15.261 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  4.9%┣┫ 49/1.0k [00:35<11:25, 1it/s]
[1AΔETS: 111.898 -- ΔMSR: 0.000 -- ΔEOM 13.392 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.0%┣┫ 50/1.0k [00:37<11:49, 1it/s]
[1AΔETS: 99.201 -- ΔMSR: 0.000 -- ΔEOM 16.355 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.1%┣┫ 51/1.0k [00:39<12:21, 1it/s]
[1AΔETS: 111.850 -- ΔMSR: 0.000 -- ΔEOM 13.262 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.2%┣┫ 52/1.0k [00:41<12:41, 1it/s]
[1AΔETS: 99.314 -- ΔMSR: 0.000 -- ΔEOM 15.212 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.3%┣┫ 53/1.0k [00:43<12:59, 1it/s]
[1AΔETS: 111.750 -- ΔMSR: 0.000 -- ΔEOM 11.667 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.4%┣┫ 54/1.0k [00:45<13:20, 1it/s]
[1AΔETS: 99.331 -- ΔMSR: 0.000 -- ΔEOM 13.922 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.5%┣┫ 55/1.0k [00:47<13:39, 1it/s]
[1AΔETS: 111.535 -- ΔMSR: 0.000 -- ΔEOM 11.032 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.6%┣┫ 56/1.0k [00:49<14:08, 1it/s]
[1AΔETS: 99.257 -- ΔMSR: 0.000 -- ΔEOM 13.656 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.7%┣┫ 57/1.0k [00:51<14:23, 1it/s]
[1AΔETS: 111.251 -- ΔMSR: 0.000 -- ΔEOM 10.996 -- ΔREC NaN -- ΔH2 NaN -- ΔH2CN-PROD NaN -- ΔH2CN-CAP NaN  5.8%┣┫ 58/1.0k [00:53<14:43, 1it/s]
