Year;CAP_SMR;CAP_SMRCCS;CAP_electrolysis_base;CAP_electrolysis_peak;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak;CN_CAP_electrolysis_base;CN_CAP_electrolysis_peak;CN_PROD_electrolysis_base;CN_PROD_electrolysis_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.1;0.1;9.90687285000577;0.0929090909090483;1.0018107482303929e-11;4.083019195770204e-12;0.0;0.0;0.0;0.0;4.240181574086751;0.0;0.0
2022.0;70.0;0.35;0.1;0.1;11.089467841547005;0.0;0.01051334972452835;0.010911091740257525;0.0;0.0;0.0;0.0;9.520180093542292;0.0;0.0
2023.0;65.33333333333333;0.32666666666666666;0.19499999999999917;0.19499999999999978;12.134170475413287;0.0;0.04379790601753661;0.044121892743199824;0.0;0.0;0.0;0.0;7.320251026272242;0.0;0.0
2024.0;62.06550998368551;0.6533333333333318;0.2899999999999978;0.2899999999999994;13.031125005460462;0.1734303030300843;0.06426096499204906;0.06426096500055559;0.0;0.0;0.0;0.0;6.292196712993471;0.0;0.0
2025.0;60.15564241572631;0.979999999999996;0.48499999999998383;0.484999999999993;14.00745134897525;0.26014545454540805;0.07379347823926202;0.10275044842754588;0.0;0.0;0.0;0.0;5.271406966649447;0.0;0.0
2026.0;56.46415672137821;1.3066666666666589;0.7749999999999715;0.7749999999999879;14.988667056940557;0.3468606060605864;0.10800266849863241;0.11168769733628248;0.0;0.0;0.0;0.0;4.504676550610533;0.0;0.0
2027.0;59.66524223384843;1.9600000000232147;1.259999999999946;1.259999999999977;15.838409756658368;0.5202909090910685;0.1533031271958504;0.15532976351928035;0.0;0.0;0.0;0.0;3.3027263371759217;0.0;0.0
2028.0;62.02905214833285;2.940000000193816;2.034999999999906;2.0349999999999606;16.465893843088985;0.7804363636658346;0.2588046386678592;0.27149317584628235;0.0;0.0;0.0;0.0;3.385899361243854;0.0;0.0
2029.0;63.572484151609544;4.246666666816033;3.2949999999998343;3.294999999999932;16.875604883945197;1.1272969697641977;0.42763718626497593;0.4588232127678649;0.0;0.0;0.0;0.0;3.480167572753331;0.0;0.0
2030.0;63.53646404774638;6.206666666758491;5.3299999999997185;5.3299999999998855;16.866043183692504;1.6475878788908709;0.7064262400556305;0.7804285933421753;5.329999999999682;5.3299999999998775;0.0;0.0;3.581902314144993;0.0;5000.936857767891
2031.0;61.402329898214845;9.146666667349862;8.624999999999469;8.624999999999792;16.299527572932906;2.428024242555053;1.3215931712682178;1.4516275472162665;8.000004297000574;8.000004300158535;0.0;0.0;5.568167002364725;0.0;0.006130020209410468
2032.0;56.7356632315484;13.393333333844;13.954999999999036;13.954999999999632;15.060739694144958;3.555321212522276;2.0324563203109776;2.3497016711092864;8.000004439630352;8.000004439605915;0.0;0.0;4.304973114201704;0.0;0.006965597546378613
2033.0;52.06899656488193;13.370000000510778;22.579999999998222;22.579999999999337;13.789653834052714;3.5491272731283603;3.252592907705967;3.908270895726842;8.000004532118405;8.000004532447822;0.0;0.0;3.7996928457010064;0.0;0.007823445354865753
2034.0;47.40232989821546;13.346666667177496;36.53499999999671;36.534999999998796;10.234915761310925;3.542933333734435;5.484423179932845;6.737103727844844;8.000004578012474;8.000004578491469;0.0;0.0;3.995585433207918;0.0;0.008694449441479131
2035.0;42.735663231549026;13.323333333844195;59.114999999993735;59.11499999999775;4.036453495101633;3.536739394340504;8.60606205801818;11.321446226314123;8.000004580180105;8.000004580812009;0.0;0.0;4.192219265580701;0.0;0.00956995776834673
2036.0;38.0689965648826;13.300000000510884;95.6499999999823;95.64999999998402;1.1125252902661179e-13;1.982092080916862;9.53348006217683;17.48539728487195;8.000004542578763;8.000004543281115;0.0;0.0;2.4406515713012342;0.0;0.010441982745510035
2037.0;33.402329898216216;13.276666667177578;130.59103485777374;95.64499999998726;1.2311138306195176e-13;1.8179417579438752;11.322632929959362;17.35746664754655;8.000004469741672;8.000004470432087;0.0;0.0;2.470145512709132;0.0;0.011303349378933531
2038.0;33.40232989821652;13.276666667177606;156.29317946172426;95.63999999999106;1.3019694280003266e-13;1.6557228938371547e-12;14.258302403163347;17.741628739806778;8.00000436649081;8.000004367170336;0.0;0.0;2.4461746003658966;0.0;0.012147784757071883
