period,time_step,WindOffshore,Other,Load,WindOnshore,Solar
56,1,0.831515581,66473.0,301046.0,0.334819398,0.000178638
56,2,0.791501416,66701.0,297693.0,0.328826616,0.000178638
56,3,0.758144476,67421.0,295287.0,0.314815152,0.000178638
56,4,0.754745042,69097.0,294215.0,0.296375823,0.000178638
56,5,0.741997167,70051.0,295075.0,0.286397962,0.000178638
56,6,0.713810198,71001.0,300981.0,0.284505505,0.000188562
56,7,0.747450425,78810.0,320102.0,0.282279441,0.001667283
56,8,0.721175637,91887.0,347088.0,0.281151245,0.02162506
56,9,0.66388102,96458.0,360961.0,0.268079944,0.120699393
56,10,0.629320113,90195.0,364038.0,0.238825706,0.276560596
56,11,0.630382436,85098.0,362369.0,0.199363115,0.415778743
56,12,0.646033994,82621.0,362504.0,0.179662148,0.504164599
56,13,0.528966006,78529.0,359017.0,0.180517393,0.541857108
56,14,0.443767705,77070.0,355416.0,0.188602796,0.529263165
56,15,0.356303116,79430.0,352630.0,0.18917296,0.46305813
56,16,0.319759207,82569.0,347336.0,0.190392139,0.346576566
56,17,0.339022663,88260.0,343449.0,0.185169684,0.189583991
56,18,0.332790368,96185.0,339378.0,0.187917387,0.051725476
56,19,0.344192635,106635.0,353229.0,0.201097868,0.0053492
56,20,0.382152975,110314.0,365374.0,0.217717526,0.000486291
56,21,0.405453258,99160.0,352952.0,0.230042762,0.000148864
56,22,0.386473088,87201.0,337294.0,0.233251448,0.00013894
56,23,0.389164306,78846.0,321297.0,0.230346041,0.00013894
56,24,0.39766289,70043.0,305603.0,0.225936372,0.00013894
282,1,0.136685552,51135.0,259721.0,0.226118339,0.002540622
282,2,0.128399433,52010.0,255950.0,0.212846875,0.002014634
282,3,0.111898017,53694.0,254427.0,0.203026719,0.002004709
282,4,0.095184136,55249.0,255961.0,0.196985412,0.001965013
282,5,0.080878187,54772.0,255842.0,0.19066509,0.00170698
282,6,0.082790368,54521.0,259346.0,0.190155582,0.00193524
282,7,0.081161473,55881.0,265694.0,0.186916568,0.006817997
282,8,0.106657224,61476.0,278702.0,0.184150669,0.066482917
282,9,0.103186969,61766.0,291361.0,0.161950687,0.227355895
282,10,0.106869688,58136.0,296296.0,0.132193006,0.398818105
282,11,0.107082153,56097.0,302434.0,0.125108422,0.537053745
282,12,0.115155807,55673.0,306448.0,0.134964971,0.618780393
282,13,0.122025496,53869.0,302477.0,0.135407758,0.640058102
282,14,0.085623229,56359.0,301769.0,0.132017105,0.610493599
282,15,0.071954674,59955.0,300618.0,0.134619234,0.531158707
282,16,0.079674221,60618.0,295189.0,0.13937464,0.401904565
282,17,0.095892351,60663.0,287773.0,0.147393322,0.22492444
282,18,0.107082153,69369.0,289614.0,0.164922816,0.067187542
282,19,0.122167139,73720.0,299272.0,0.211118188,0.011680907
282,20,0.156444759,67174.0,296859.0,0.254814545,0.00329487
282,21,0.178186969,59322.0,287501.0,0.272052892,0.002907821
282,22,0.186048159,52437.0,276525.0,0.272477482,0.002123801
282,23,0.191926346,48988.0,269003.0,0.273702726,0.001329857
282,24,0.167422096,46487.0,257176.0,0.263318473,0.001280235
