Timestep;REC_price_h;REC_price_d;REC_price_m;REC_price_y;DAC_h;Biomass_h;Solar_h;WindOffshore_h;WindOnshore_h;electrolysis_h;DAC_d;Biomass_d;Solar_d;WindOffshore_d;WindOnshore_d;electrolysis_d;DAC_m;Biomass_m;Solar_m;WindOffshore_m;WindOnshore_m;electrolysis_m;DAC_y;Biomass_y;Solar_y;WindOffshore_y;WindOnshore_y;electrolysis_y
18.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
19.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
20.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
21.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
22.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
23.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
24.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
25.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
26.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
27.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
28.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
29.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
30.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
31.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
32.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
33.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
34.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
35.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
36.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
37.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
38.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
39.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
40.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
41.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
42.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
43.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
44.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
45.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
46.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
47.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
48.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
49.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
50.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
51.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
52.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
53.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
54.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
55.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
56.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
57.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
58.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
59.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
60.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
61.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
62.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
63.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
64.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
65.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
66.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
67.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
68.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
69.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
70.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
71.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
72.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
73.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
74.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
75.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
76.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
77.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
78.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
79.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
80.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
81.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
82.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
83.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
84.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
85.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
86.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
87.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
88.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
89.0;0.0;0.0;0.0;5.788688342862503;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.9533509381022745e-7;110.37599999999986;114.00430019590326;46.292640144592994;114.00430019590326;-0.6092181818334753
