Timestep;REC_price_h;REC_price_d;REC_price_m;REC_price_y;DAC_h;Biomass_h;Solar_h;WindOffshore_h;WindOnshore_h;electrolysis_h;DAC_d;Biomass_d;Solar_d;WindOffshore_d;WindOnshore_d;electrolysis_d;DAC_m;Biomass_m;Solar_m;WindOffshore_m;WindOnshore_m;electrolysis_m;DAC_y;Biomass_y;Solar_y;WindOffshore_y;WindOnshore_y;electrolysis_y
560.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
561.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
562.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
563.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
564.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
565.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
566.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
567.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
568.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
569.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
570.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
571.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
572.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
573.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
574.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
575.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
576.0;0.0;0.0;0.0;7.67119922336988;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.287257327391759e-7;103.01760000000007;128.18601538670467;58.173126024851115;136.20258313965886;-21.89123999996854
577.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
578.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
579.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
580.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
581.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
582.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
583.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
584.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
585.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
586.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
587.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
588.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
589.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
590.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
591.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
592.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
593.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
594.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
595.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
596.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
597.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
598.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
599.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
600.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
601.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
602.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
603.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
604.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
605.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
606.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
607.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
608.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
609.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
610.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
611.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
612.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
613.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
614.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
615.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
616.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
617.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
618.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
619.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
620.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
621.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
622.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
623.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
624.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
625.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
626.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
627.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
628.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
629.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
630.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
631.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
632.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
633.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
634.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
635.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
636.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
637.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
638.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
639.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
640.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
641.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
642.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
643.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
644.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
645.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
646.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
647.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
648.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
649.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
650.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
651.0;0.0;0.0;0.0;17.12488597281967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-4.477157175416074e-8;95.65919999999997;119.02987143052134;55.60131274230912;209.49001452093339;-130.9165788082522
