Hour;EOM_price;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;22.687324218743367;0.18382343462774325;0.09159970423322926
2.0;14.682052603122294;0.18382343462778697;0.09159970423324032
3.0;11.998833557536393;0.18382343462779757;0.09159970423324307
4.0;16.7512936216724;0.18382343462777764;0.09159970423323793
5.0;8.166672543296666;0.18382343462781026;0.0915997042332464
6.0;2.382408510241407;0.1838234346278258;0.0915997042332505
7.0;5.789231665659545;0.18382343462781714;0.09159970423324822
8.0;25.33923506034012;0.1838234346277227;0.09159970423322421
9.0;48.63652773324618;0.18382343462522382;0.09159970423292733
10.0;23.87797754409307;0.18382343462773448;0.0915997042332271
11.0;0.004772839053916686;0.18382343462783096;0.0915997042332519
12.0;0.004775464171887305;0.18382343462783096;0.0915997042332519
13.0;0.004775473386287009;0.18382343462783096;0.0915997042332519
14.0;0.004775491546737169;0.18382343462783096;0.0915997042332519
15.0;0.004738331294016318;0.18382343462783096;0.0915997042332519
16.0;41.73580862473422;0.18382343462732378;0.09159970423314087
17.0;50.652413196545815;0.17177143038727694;0.09159970423264086
18.0;50.6519237148583;0.16686033897635147;0.091599704232641
19.0;50.652065320711245;0.16726370638528465;0.09159970423264098
20.0;50.651757859587725;0.16310412730008125;0.09159970423264112
21.0;50.650557843222515;0.16085394548185827;0.09159970423264141
22.0;50.65038838747217;0.1699710822469377;0.09159970423264145
23.0;50.649317426973155;0.17192746443404017;0.09159970423264167
24.0;50.6484792436663;0.17669228350636337;0.09159970423264187
25.0;53.19545078513401;1.7211025927680163e-12;0.025148964666947923
26.0;53.19628776640031;1.7204659167516828e-12;0.04248954407529203
27.0;53.19749391845158;1.7196478192296795e-12;0.05617774417495424
28.0;53.19868787301878;1.7188651673901096e-12;0.06787225097806078
29.0;53.199302495509386;1.7184357611947894e-12;0.07254425225616402
30.0;53.201061694924775;1.7174092434176105e-12;0.08079981169391953
31.0;53.20353109567408;1.715874633887533e-12;0.0820590465365846
32.0;53.20498574627903;1.7149217117696111e-12;0.07530947616368261
33.0;53.20719462151727;1.7135694385634304e-12;0.08190740663985498
34.0;50.63230717825864;0.018369421635212088;0.09159970423277754
35.0;50.63755109923594;0.048413545590306986;0.09159970423277651
36.0;50.64202358114065;0.07649470574979787;0.09159970423277565
37.0;50.64506525477411;0.09996141718283869;0.09159970423277507
38.0;50.64508861286816;0.10336651475230009;0.09159970423277508
39.0;50.64272357930213;0.08805993459001267;0.09159970423277555
40.0;50.637185532612754;0.05260736362777922;0.09159970423277664
41.0;50.63188079154428;0.018844881069529088;0.09159970423277766
42.0;53.20510667292333;1.7148506202737203e-12;0.06723586309263772
43.0;53.20438529939022;1.7153632450718634e-12;0.06213187255377564
44.0;53.20451854628795;1.715311326694785e-12;0.06555919136423763
45.0;53.20542278263527;1.7148373521680683e-12;0.08025984506434759
46.0;50.59407608546767;0.016370370718166487;0.09159970423278628
47.0;50.63393060895701;0.015554653282801397;0.09159970423277901
48.0;50.62969450881161;0.024601427711159408;0.09159970423277819
49.0;166.14122924247053;6.306403527462671e-14;1.9074011159340694e-14
50.0;160.41736323913463;6.635189913168684e-14;2.009209551527165e-14
51.0;165.1199447649175;6.362610212583355e-14;1.9247884791647032e-14
52.0;171.2904660279105;6.037149417340654e-14;1.8242051705937333e-14
53.0;171.442976543746;6.02956076712685e-14;1.821862700543751e-14
54.0;182.28113479729114;5.5349967585052163e-14;1.6694740691313604e-14
55.0;199.05918773695865;4.908767393471256e-14;1.4772863027490394e-14
56.0;167.14818984137395;6.251510582834248e-14;1.890426908323069e-14
57.0;53.199847331575064;2.8714479238454823e-12;0.002656980762644302
58.0;53.214646506965785;2.8538516914983594e-12;0.07401276600080169
59.0;50.645107335143194;0.06681225810027883;0.0915997042324339
60.0;50.65092551080998;0.12138954030943212;0.09159970423243136
61.0;49.208040111899706;0.18382343462249157;0.0915997042327289
62.0;28.29332863464844;0.18382343462761244;0.09159970423319569
63.0;50.61901993839787;0.1426947329973339;0.0915997042324462
64.0;50.6478719147954;0.0973487034012585;0.0915997042324331
65.0;50.63553684071175;0.01168938781809588;0.09159970423243706
66.0;69.93913911707217;3.7746327801655943e-13;1.2864870074240017e-13
67.0;223.5419082269507;4.2132430775718884e-14;1.264834881917121e-14
68.0;270.91347555684047;3.3069528852494453e-14;9.89574914364689e-15
69.0;268.21566364200254;3.348019365188366e-14;1.0020094563524302e-14
70.0;256.8010442437224;3.533482285869513e-14;1.05821097931453e-14
71.0;242.583423830985;3.795334779562846e-14;1.1376870857908947e-14
72.0;228.5286436956471;4.0953580236991314e-14;1.2289303518894727e-14
73.0;98.75731057054048;9.473616645629164e-14;2.958945348342171e-14
74.0;113.893025880112;7.20603530706978e-14;2.2209365208762656e-14
75.0;126.89997775907518;5.97672971100643e-14;1.8289466643009635e-14
76.0;136.59649026849326;5.3023396344559277e-14;1.6162644124934875e-14
77.0;123.0776316472159;6.292037442782781e-14;1.9289560756174993e-14
78.0;116.82081242192267;6.886870300873129e-14;2.1186248961663855e-14
79.0;81.5228964062912;1.4759059135603623e-13;4.758410933055089e-14
80.0;53.190109754476254;1.8029538719896857e-12;0.025543582264762575
81.0;50.628984871074685;0.007935067747713942;0.09159970423275489
82.0;50.63311483984888;0.06256410941411646;0.09159970423275399
83.0;50.63910551778891;0.09374231930793228;0.09159970423275272
84.0;50.637331726918156;0.11061642942062282;0.09159970423275321
85.0;50.65401816006709;0.13366649413185888;0.0915997042327497
86.0;50.67699135416032;0.1459869735386818;0.09159970423274616
