Timestep;H2M_price_h;H2M_price_d;H2M_price_m;H2M_price_y;demand;SMR;electrolysis;SMRCCS
1.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339710542e-14;0.0003499999999609521
2.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339710219e-14;0.0003499999999609521
3.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339710058e-14;0.0003499999999609521
4.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339709896e-14;0.0003499999999609521
5.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339709896e-14;0.0003499999999609521
6.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339710219e-14;0.0003499999999609521
7.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339711512e-14;0.0003499999999609521
8.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339714743e-14;0.0003499999999609521
9.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339720074e-14;0.0003499999999609521
10.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339724113e-14;0.0003499999999609521
11.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339721851e-14;0.0003499999999609521
12.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339720882e-14;0.0003499999999609521
13.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.20635333971959e-14;0.0003499999999609521
14.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339719913e-14;0.0003499999999609521
15.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339725406e-14;0.0003499999999609521
16.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339823956e-14;0.0003499999999609521
17.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353345103372e-14;0.0003499999999609521
18.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.20635461851529e-14;0.0003499999999609521
19.0;132.05959495075942;0.0;0.0;0.0;0.03767123287671233;0.03729333750448194;6.969327590012533e-14;0.0003499999999609521
20.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.20635334210662e-14;0.0003499999999609521
21.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339723467e-14;0.0003499999999609521
22.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339714743e-14;0.0003499999999609521
23.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339712966e-14;0.0003499999999609521
24.0;132.05959495075936;0.0;0.0;0.0;0.03767123287671233;0.037293337504469865;7.206353339711835e-14;0.0003499999999609521
25.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273050334e-14;0.00034999999996905725
26.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273049769e-14;0.00034999999996905725
27.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273049607e-14;0.00034999999996905725
28.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273049446e-14;0.00034999999996905725
29.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273049607e-14;0.00034999999996905725
30.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.72716027304993e-14;0.00034999999996905725
31.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273051546e-14;0.00034999999996905725
32.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273283221e-14;0.00034999999996905725
33.0;132.05959494830728;0.0;0.0;0.0;0.03767123287671233;0.03729333757766782;3.787718716981542e-14;0.00034999999996905725
34.0;132.05959494830728;0.0;0.0;0.0;0.03767123287671233;0.03729333757766782;3.7877185366286225e-14;0.00034999999996905725
35.0;132.05959494830716;0.0;0.0;0.0;0.03767123287671233;0.0372933375776506;4.209386948733568e-14;0.00034999999996905725
36.0;132.05959494830702;0.0;0.0;0.0;0.03767123287671233;0.03729333757762955;4.702535823565029e-14;0.00034999999996905725
37.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273437429e-14;0.00034999999996905725
38.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273062936e-14;0.00034999999996905725
39.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.72716027306229e-14;0.00034999999996905725
40.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.72716027308103e-14;0.00034999999996905725
41.0;132.05959494830677;0.0;0.0;0.0;0.03767123287671233;0.03729333757758554;5.727160273284675e-14;0.00034999999996905725
42.0;132.05959494830694;0.0;0.0;0.0;0.03767123287671233;0.03729333757761233;5.139187812827724e-14;0.00034999999996905725
43.0;132.05959494830714;0.0;0.0;0.0;0.03767123287671233;0.03729333757764103;4.426460690582911e-14;0.00034999999996905725
