Iterations;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap
1.0;16.590646296493233;0.0;1.9526030519956796;0.8984614706723724;1.2408219388155597;0.0;6.61009105653174;16.66989527814415;1.1938896752316501;6.044434163812679;1.687641164837555;0.0;3.9673853199923235
2.0;16.44398988707568;0.0;1.9482395285485652;0.8925339252939261;1.2211301311807738;0.0;6.619330980110745;16.277119853476503;1.2460728218917423;6.035275794902452;1.7181407720886859;0.0;4.028200230589629
