Iterations;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap
1.0;16.570738759486566;0.0;1.6369242830952475;0.7698280071647005;1.0669707188178317;0.0;0.0;8.634521051650912;1.192561410481931;5.008026620947714;0.8635036541995706;0.0;0.0
2.0;16.276352183632874;0.0;1.6338174308632887;0.76756863351979;1.1407878662744186;0.0;0.0;8.717375175102891;1.309306164203264;5.001292079278711;0.8567235530947478;0.0;0.0
