Year;EOM_avg;REC_y;CAP_Biomass;CAP_SPP_lignite;CAP_Solar;CAP_ICE;CAP_WindOffshore;CAP_WindOnshore;CAP_Nuclear;CAP_CCGT_old;CAP_CCGT_new;CAP_SPP_coal;CAP_OCGT;FS_Biomass;FS_SPP_lignite;FS_Solar;FS_ICE;FS_WindOffshore;FS_WindOnshore;FS_Nuclear;FS_CCGT_old;FS_CCGT_new;FS_SPP_coal;FS_OCGT
2021.0;165.7612479275223;-5.888250574790697e-12;12.6;24.35;110.84;14.407499999999999;12.708;164.87;78.48;59.5;90.0;22.470000000000002;11.39;110.37599999999975;211.72696997791147;137.34215934290341;3.941550718387826e-10;46.29264014459302;354.4815821335945;687.4847999999996;1.213966851868201;422.22830297759253;196.8371999998543;3.2521226827751005e-10
2022.0;310.1724832584026;-9.77532964987684e-9;12.6;24.35;166.2599999999932;14.49992429754437;12.708;247.3049999999999;78.48;59.5;90.0;22.470000000000002;11.390000000005875;110.37599999999975;197.02601683641802;206.01323901114625;98.8276176050704;46.29264014459302;531.7223732002567;687.4847999999996;0.0;159.33008625920678;194.33983997938924;0.0
2023.0;182.5210481762472;5.064699686909173e-11;11.76;23.863;242.00066666663452;13.059174297552333;18.355999999999863;359.96616666666614;74.556;55.533333333333324;85.5;20.971999999999998;10.2510000000118;95.79127997754644;137.44167926142717;299.8637145563413;2.7497298836774406e-8;66.86714687526684;773.9514543246365;650.4509944798856;0.0;107.50270331737183;154.19004127248158;0.0
2024.0;102.33373414690803;1.0903866926410215e-10;10.92;23.376;359.30633333315603;11.618424297560658;24.003999999999298;534.4535833333296;70.632;51.56666666666667;81.00000000000006;19.474;9.11200000001776;65.81437345143901;103.39093827384363;445.21749983882637;2.3230699176420972e-9;87.44165360556903;1149.1111287484287;544.6848259024822;0.0;36.158144756776245;105.02307056255569;0.0
2025.0;72.49273010144877;1.156845647561716e-10;10.08;22.889;535.2648333328257;10.17767429757034;23.298000000000897;732.3877622075697;66.708;47.6;76.50000000000013;17.976000000000003;7.9730000000251025;50.85950818014899;27.555759267366913;663.248177798915;7.321619518244719e-10;84.86984026431259;1574.6829179501015;575.8218068936587;1.60193867892098e-11;14.516125787016875;32.11507568886061;0.0
2026.0;67.87858236942843;1.8721514413997882e-8;9.24000000000013;22.402;588.1170761351805;8.736924297581748;22.592000000002592;769.96596207476;62.784000000000006;43.633333333333326;72.00000000000018;16.478;6.8340000000344;43.37076978770283;29.891641797796126;728.7375422195776;0.0;82.29802692289975;1655.4785735735688;518.8756615961469;2.7096531931277302e-11;18.682003043684794;30.519320004602918;0.0
2027.0;63.446031948106686;1.2673239176578554e-8;8.400000000000233;21.915000000000003;580.7277428036923;7.29617429759563;21.88600000000443;784.7063869028312;58.86;39.666666666666664;67.50000000000027;14.98;5.695000000046654;47.59697699290818;1.0364734527764152;719.581398265343;0.0;79.72621358153083;1687.1714777670168;493.8940349963771;1.1501973421566308e-10;90.42400321893481;4.537022191362521;1.8486955263819242e-9
2028.0;64.57665327089221;1.179311276338211e-8;7.560000000000324;21.428;573.3384094804803;5.85542429761284;21.180000000006416;847.2803870430732;54.93599999999999;35.699999999999996;63.00000000000039;13.482000000000001;4.556000000063864;36.51088833453305;2.532737842291041;710.4252543181985;0.0;77.15440024007195;1821.7097841303134;455.23449107932043;4.725848879645685e-10;88.58010103623735;6.109999123483814;2.2440993524252075e-9
2029.0;65.32137814147086;8.63673810567046e-9;6.720000000000444;20.941000000000003;583.7553745861435;4.4146742976342;20.474000000008527;860.5804598365877;51.012;31.733333333333334;58.500000000000576;11.984000000000018;3.41700000009104;31.589079728142263;0.0871614558269829;723.318852569492;0.0;74.55663253258128;1850.2838245922935;421.6320254840699;15.27809271932492;95.52081670087692;1.0213473354382896;2.7418341625586964e-9
2030.0;66.46063882924665;7.646954281123501e-9;5.880000000000608;20.454;602.6497849770504;2.9739242976613562;19.76800000001075;915.682419090978;47.088;27.766666666666662;54.000000000000895;10.48600000000003;2.2780000001482317;27.73941762472362;1.0149069141918594;746.5058286262301;0.0;71.58440632132907;1968.1828377312477;386.25146467287846;18.026286683864058;91.6760206995209;2.894199119222222;3.6126313993933133e-9
2031.0;66.91382530253867;1.0063286073345078e-6;5.040000000000848;19.967;644.0440374664466;1.5331742976974112;19.06200000001308;972.2448790080899;43.16400000000002;23.8;49.500000000001656;8.98800000000005;1.9334223033650366;24.791688088332208;3.4106885704699486;797.6784067604377;3.7286594130339096e-10;68.36597538011932;2089.023383287078;350.394891985135;17.86741709982386;83.94883213762371;4.177128895413368;0.06139809993016271
2032.0;73.47322432466419;9.609856633063614e-7;4.200000000001233;19.480000000000004;636.6547041415421;0.09242429774874793;18.35600000001554;1048.882707273429;39.240000000000045;19.833333333333332;45.000000000047166;7.49000000000007;2.3306334549448113;20.887806787988296;6.514419231041684;788.4216045547288;0.009998692719295502;65.82646691101158;2248.792409705055;291.52062314882875;15.725135237232564;74.43033241089346;4.6703894566536865;0.25213378687902294
2033.0;73.56537873342052;0.00362178765752097;3.360000000001774;18.993000000000002;689.0358063602381;0.09242429781252474;17.650000000018075;1099.5136041088422;35.31600000000007;15.866666666666667;49.59290771265916;5.9920000000000995;4.06545018224226;16.66087840924455;5.172082582709632;853.4667757771829;0.009998692772229974;62.785218898778794;2355.4029910855224;241.51600072820685;11.953736441038362;76.1670120984729;3.0660775781893768;2.5723114944803758
