Year;EOM_avg;REC_y;CAP_Biomass;CAP_SPP_lignite;CAP_Solar;CAP_ICE;CAP_WindOffshore;CAP_WindOnshore;CAP_Nuclear;CAP_CCGT_old;CAP_CCGT_new;CAP_SPP_coal;CAP_OCGT;FS_Biomass;FS_SPP_lignite;FS_Solar;FS_ICE;FS_WindOffshore;FS_WindOnshore;FS_Nuclear;FS_CCGT_old;FS_CCGT_new;FS_SPP_coal;FS_OCGT
2021.0;148.33364561039423;-4.6526265478851015e-5;12.6;24.35;110.84;14.407499999999999;12.708;164.87;78.48;59.5;90.0;22.470000000000002;11.39;110.37599999999975;211.58211923756818;152.6023991968598;0.0;51.43626682318845;393.86842451608385;687.4847999999996;1.0237891600392351e-11;304.08976838222367;195.2464155906887;0.0
2022.0;121.4861879217793;-0.0004880249676283893;12.6;24.35;166.2599999999518;14.407499999999999;12.708;247.30499999999992;78.48;59.5;90.0;22.470000000000002;11.390000000000004;107.56547883200322;184.29823916229302;228.9035987842933;1.6337322429739575e-14;51.43626682318845;590.8026367740678;687.4847999999996;0.0;0.0;171.65830519461267;0.0
2023.0;51.44241201045888;-0.0006236448363582297;11.76;23.863;281.22185543548846;12.966750000000001;18.355999999999405;442.4011666666662;74.556;55.533333333333324;85.5;20.971999999999998;10.251000000000007;53.55523313720563;62.748023398057;387.18088992788955;0.0;74.29682985371001;1056.8802724511827;523.9563702018967;0.0;0.0;50.34551006516;0.0
2024.0;59.34210426692068;-0.002284789839768529;10.92;23.376;273.83252210241244;11.526000000000002;30.35799999999825;468.91967365092574;70.632;51.56666666666667;81.00000000000003;19.474;9.11200000000001;52.620685210922666;65.32695034263504;377.0073966493931;2.557338122938531e-15;122.87552629785849;1120.2320196848204;482.72141231703927;0.0;0.0;47.40215833309731;0.0
2025.0;60.87066447633766;-0.0033117091645966192;10.08;22.889;266.44318876967543;10.08525;45.53699999996634;480.165267511042;66.708;47.6;76.50000000000006;17.976000000000003;7.973000000000014;50.213841301203956;58.88568657597822;366.66939310958116;2.5518483675675053e-15;183.63077762893533;1146.1561939989542;451.1149222415655;0.0;6.523843314760791;41.69947817350665;0.0
2026.0;62.99754651815181;-0.013459279587396697;9.240000000000089;22.402;259.05385544012944;8.644500000000003;66.36399999986646;484.7482396250814;62.784000000000006;43.633333333333326;72.00000000000009;16.478;6.83400000000002;45.78334596344078;51.71694964962761;355.79082438759104;0.0;264.39887020848806;1150.8428190213365;420.44296650228256;2.377261908437067e-12;34.494361794117104;40.37781791163147;0.0
2027.0;61.14616204797099;-2.373818034813727e-9;8.400000000000164;21.915000000000003;271.4429730865367;7.203750000000004;72.91768973591759;473.7569062920667;58.86;39.666666666666664;67.50000000000013;14.98;5.695000000000035;42.06183972931048;18.148844129114238;372.7974483914835;0.0;293.75008117327275;1126.261050693582;403.03937406287974;1.755816319692992e-11;144.77709795303238;7.14532349343555;6.07106918135093e-13
2028.0;61.91461501091114;1.1501986099282376e-7;7.560000000000225;21.428;279.7733153881851;5.763000000000006;72.21168973635963;515.0914383848216;54.93599999999999;35.699999999999996;63.00000000000016;13.482000000000001;4.556000000000127;37.75351288264527;19.7847197308234;383.28754237576743;0.0;289.3630976429211;1214.6202364356711;361.8514719384819;3.09394198498871;136.28178120461132;9.020677036405312;1.3753766971074803e-12
2029.0;63.36196306650906;9.00082358215232e-7;6.720000000000302;20.941000000000003;305.3297822959239;4.3222500000000075;71.87695633972989;562.8202862063808;51.012;31.733333333333334;58.50000000000022;11.98400000000006;3.417000000000349;32.940290908228285;18.86559165445156;412.6369750834081;0.0;285.3334543882012;1308.4606555979772;308.52074049181994;11.088820672752664;150.60930880134316;11.074435513967957;1.880229563850816e-12
2030.0;63.133209578451236;4.481568445118345e-6;5.880000000000394;20.454;322.7710499151775;2.881500000000014;71.17095633989226;602.8952618089448;47.088;27.766666666666662;54.000000000000284;10.48600000000012;2.278000000000722;29.17973421168671;11.47742651343816;433.90614482100744;0.0;283.0626189928113;1390.918295035214;282.5165852250429;24.418885013847643;119.5878136579585;9.221720097529195;2.3816194496777414e-12
2031.0;63.631721690629625;2.4666596434540913e-5;5.040000000000512;19.967;329.57503224623196;1.440750000000023;70.46495634015767;655.4702859969213;43.164;23.8;49.50000000000036;8.988000000000188;1.1390000000010503;25.22538686224938;15.699573255838137;442.49732527134546;0.0;276.4208803332279;1493.7299373642113;259.62496484353295;22.235391772307853;108.04175938440825;7.904331512400554;3.8590832741367765e-12
2032.0;63.56093832959422;8.371560902214082e-5;4.2000000000006645;19.480000000000004;341.4872763052494;5.036993809870648e-14;69.75895634027236;734.099200915099;39.24;19.833333333333332;45.00000000000046;7.490000000000269;2.528880998661049e-12;21.021155718365037;11.543234089693525;458.86607065585855;3.0552150885503853e-15;270.9015502323541;1644.34658520673;230.0616552106502;17.442060724347282;93.31176378233587;4.770321183188746;1.670747254979283e-12
2033.0;63.12817536902711;0.0002524719216815585;3.3600000000008614;18.993000000000002;368.92461629298407;1.4035019087043011e-13;69.05295634037701;821.8226814247541;35.31600000000001;15.866666666666667;40.50000000000056;5.99200000000038;2.7315326372401345e-12;16.983382451236245;10.651507867116976;495.83453542954396;2.312814684035901e-14;265.975739693874;1823.353950582049;206.62387787539825;12.945919331337798;76.17092774049769;3.550670358778838;1.7236806835272201e-12
