Timestep;EOM_price;Demand;DAC;Biomass;SPP_lignite;Solar;ICE;WindOffshore;WindOnshore;Nuclear;CCGT_old;CCGT_new;SPP_coal;OCGT;electrolysis
19.0;3.7190419473438445;-0.32147224799999996;-5.884181336623939e-11;0.0;0.0;5.9400596919999995e-5;0.0;0.007090739996832;0.08707314064596;0.0;0.0;0.0;0.0;0.0;-0.00020454545453560695
20.0;3.6818838250521257;-0.31719631800000003;-5.938071562239244e-11;0.0;0.0;2.079014796e-5;0.0;0.005391360002736;0.08673653051306;0.0;0.0;0.0;0.0;0.0;-0.0002045454545356098
21.0;3.601070304979095;-0.31047439;-6.05809092127374e-11;0.0;0.0;1.881021304e-5;0.0;0.005158890004428001;0.08520918406578001;0.0;0.0;0.0;0.0;0.0;-0.00020454545453561595
22.0;3.4715852180625766;-0.301958728;-6.260229487575764e-11;0.0;0.0;1.881021304e-5;0.0;0.005058450000864;0.08489237449014002;0.0;0.0;0.0;0.0;0.0;-0.00020454545453562576
23.0;3.3728203034765034;-0.29501343399999996;-6.423846090480856e-11;0.0;0.0;1.881021304e-5;0.0;0.005674049996472;0.08347843172905002;0.0;0.0;0.0;0.0;0.0;-0.00020454545453563324
24.0;3.270407353691232;-0.28822332;-6.602664508886802e-11;0.0;0.0;1.881021304e-5;0.0;0.006036120003888;0.08272780879026;0.0;0.0;0.0;0.0;0.0;-0.000204545454535641
25.0;3.263747836718206;-0.25112011;-5.250476442508756e-11;0.0;0.0;1.683027812e-5;0.0;0.006204599999208;0.04342001679544;0.0;0.0;0.0;0.0;0.0;-0.00020454545453767883
26.0;3.167428455463278;-0.247231508;-5.391500353807421e-11;0.0;0.0;1.683027812e-5;0.0;0.0073896299964719995;0.04453425062703;0.0;0.0;0.0;0.0;0.0;-0.00020454545453768458
27.0;3.131376904395625;-0.24718417;-5.445884108251642e-11;0.0;0.0;1.7820190160000002e-5;0.0;0.008163989994024;0.04612189877142;0.0;0.0;0.0;0.0;0.0;-0.0002045454545376867
28.0;3.11343064731974;-0.248009674;-5.473142772327577e-11;0.0;0.0;1.683027812e-5;0.0;0.008693730001548;0.04767534595327;0.0;0.0;0.0;0.0;0.0;-0.00020454545453768775
29.0;3.129259351930654;-0.250185334;-5.448325818280253e-11;0.0;0.0;1.5840144399999998e-5;0.0;0.00915623999982;0.04847547012034001;0.0;0.0;0.0;0.0;0.0;-0.0002045454545376868
30.0;3.2058101153761376;-0.257285702;-5.332272123848014e-11;0.0;0.0;1.5840144399999998e-5;0.0;0.009438120011052;0.050644535782000004;0.0;0.0;0.0;0.0;0.0;-0.0002045454545376822
31.0;3.4030187768282896;-0.272316328;-5.0556220668185325e-11;0.0;0.0;2.3760216600000003e-5;0.0;0.009457559997804;0.05345172105133;0.0;0.0;0.0;0.0;0.0;-0.00020454545453767037
32.0;3.649555800684896;-0.289936952;-4.7479211534584564e-11;0.0;0.0;0.00043956395168000007;0.0;0.00950130000612;0.05528777668141001;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765555
33.0;3.7407045688234506;-0.29838337600000003;-4.64306674705095e-11;0.0;0.0;0.00236612132036;0.0;0.009497249991936;0.0562751067766;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765002
34.0;3.7533135160333204;-0.30318301000000003;-4.628239024667691e-11;0.0;0.0;0.0069023423126800005;0.0;0.009523170003924;0.05598979792264001;0.0;0.0;0.0;0.0;0.0;-0.00020454545453764923
35.0;3.732299567056893;-0.30734645400000005;-4.6506816626934455e-11;0.0;0.0;0.012979017181640002;0.0;0.009515070000972;0.05577019141238001;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765045
36.0;3.724959169818146;-0.31196027000000004;-4.657967674764896e-11;0.0;0.0;0.017999352379359998;0.0;0.009349019991288;0.05633000832173;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765083
37.0;3.6748129435888996;-0.31235534400000003;-4.714454521215217e-11;0.0;0.0;0.0211693609726;0.0;0.009282600002664001;0.05700502880306;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765381
38.0;3.6334430655583616;-0.30948965799999995;-4.762735778679472e-11;0.0;0.0;0.02054268535676;0.0;0.008988569999712;0.057637747929010004;0.0;0.0;0.0;0.0;0.0;-0.0002045454545376563
39.0;3.6262465626351483;-0.305700666;-4.771896679883758e-11;0.0;0.0;0.01728555596932;0.0;0.008474220002880001;0.05784835435084001;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765677
40.0;3.6340004083278172;-0.299701788;-4.7640454949038347e-11;0.0;0.0;0.01200979841544;0.0;0.00846126000324;0.056217504825740006;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765636
41.0;3.654769086511598;-0.29511735800000005;-4.7408648187752256e-11;0.0;0.0;0.0062142860541600006;0.0;0.008819279996472;0.05537327941750001;0.0;0.0;0.0;0.0;0.0;-0.0002045454545376552
42.0;3.6966084697175345;-0.29235235600000004;-4.6935867518971275e-11;0.0;0.0;0.00194833753952;0.0;0.008852490003492001;0.05385493322352001;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765273
43.0;3.71192204140892;-0.292497106;-4.6762942476630265e-11;0.0;0.0;0.00022869207092000003;0.0;0.008899469992656001;0.054656857606120005;0.0;0.0;0.0;0.0;0.0;-0.0002045454545376518
44.0;3.6768197915778513;-0.29021363;-4.716506005197907e-11;0.0;0.0;5.54405054e-5;0.0;0.008676720000432;0.05496646697912;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765392
45.0;3.5801855351892984;-0.284871784;-4.830670845973328e-11;0.0;0.0;3.069037676e-5;0.0;0.008127539993448;0.05631020776447001;0.0;0.0;0.0;0.0;0.0;-0.00020454545453765972
46.0;3.439734368111455;-0.27691349600000004;-5.006857862338565e-11;0.0;0.0;2.475012864e-5;0.0;0.007290000000828001;0.058065260949980005;0.0;0.0;0.0;0.0;0.0;-0.00020454545453766815
47.0;3.3400592747647924;-0.268974546;-5.1404319169334745e-11;0.0;0.0;1.683027812e-5;0.0;0.006070950001332;0.0574946435718;0.0;0.0;0.0;0.0;0.0;-0.00020454545453767414
48.0;3.2332683112172513;-0.261410554;-5.2914503508028066e-11;0.0;0.0;1.7820190160000002e-5;0.0;0.005103809999603999;0.05753964500317;0.0;0.0;0.0;0.0;0.0;-0.00020454545453768054
49.0;3.341803376100677;-0.242423864;-8.598316243030313e-11;0.0;0.0;0.00054054484452;0.0;0.0053694900049319995;0.029227486371109997;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324504
50.0;3.27263203074369;-0.237701714;-8.760310792749193e-11;0.0;0.0;0.00042174387236;0.0;0.005635169997552001;0.02867306961374;0.0;0.0;0.0;0.0;0.0;-0.00020454545453245731
51.0;3.257622664067957;-0.23614305799999996;-8.796489057993906e-11;0.0;0.0;0.00032076297952;0.0;0.0055549800013680005;0.02819605503475;0.0;0.0;0.0;0.0;0.0;-0.00020454545453245883
52.0;3.255860359219771;-0.23556405399999997;-8.800918414181291e-11;0.0;0.0;0.00021285192652;0.0;0.005687820004032001;0.027671339278140004;0.0;0.0;0.0;0.0;0.0;-0.00020454545453245902
53.0;3.2760495118147723;-0.237031686;-8.752529343653004e-11;0.0;0.0;9.108077488000001e-5;0.0;0.005587380000467999;0.028107852552410002;0.0;0.0;0.0;0.0;0.0;-0.000204545454532457
54.0;3.37570380822659;-0.24335261399999997;-8.521622817114771e-11;0.0;0.0;7.821080996e-5;0.0;0.00542537999226;0.02835536001277;0.0;0.0;0.0;0.0;0.0;-0.00020454545453244701
55.0;3.5582404144150335;-0.255453358;-8.128629453568736e-11;0.0;0.0;0.0011553405183200001;0.0;0.005217210002808;0.02817715450282;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324287
56.0;3.683864876581616;-0.26924518999999997;-7.876785074883985e-11;0.0;0.0;0.007951751823760001;0.0;0.005070599992584;0.027832444141949998;0.0;0.0;0.0;0.0;0.0;-0.00020454545453241598
57.0;3.704255150103931;-0.284218542;-7.833246030986007e-11;0.0;0.0;0.02393049588008;0.0;0.004787100003635999;0.026747911146249997;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324137
58.0;3.6589417090527103;-0.294878792;-7.916106225386299e-11;0.0;0.0;0.04089528898072001;0.0;0.00458783999964;0.02438983967068;0.0;0.0;0.0;0.0;0.0;-0.000204545454532418
59.0;3.5247497420977325;-0.29897974;-8.181799248524468e-11;0.0;0.0;0.054187148848;0.0;0.004395870003384;0.0246490476252;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324313
60.0;3.4389445218966923;-0.302674016;-8.36084656369307e-11;0.0;0.0;0.06281705681232;0.0;0.004579739996688;0.02552117398354;0.0;0.0;0.0;0.0;0.0;-0.00020454545453243975
61.0;3.409573740813562;-0.305976244;-8.423184458955513e-11;0.0;0.0;0.06645335953164;0.0;0.004433129999172;0.02752103471829;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324426
62.0;3.3734876265003173;-0.305024412;-8.502970896828721e-11;0.0;0.0;0.06599003536336;0.0;0.004646969993232;0.02917078461045;0.0;0.0;0.0;0.0;0.0;-0.00020454545453244617
63.0;3.3509654903927304;-0.299711004;-8.555360760109654e-11;0.0;0.0;0.06088158923772;0.0;0.0048470400051480005;0.029917807283050005;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324485
64.0;3.378861127521347;-0.29230212200000005;-8.495892617893519e-11;0.0;0.0;0.05123494229568001;0.0;0.004706909994743999;0.029932207853200003;0.0;0.0;0.0;0.0;0.0;-0.00020454545453244588
65.0;3.473434417666657;-0.282959018;-8.294558616339653e-11;0.0;0.0;0.036193736605920006;0.0;0.004419359991612;0.028961078378819997;0.0;0.0;0.0;0.0;0.0;-0.00020454545453243666
66.0;3.63553596901586;-0.27483463399999997;-7.968149837861427e-11;0.0;0.0;0.018918080643720005;0.0;0.00428165999226;0.026854114300060003;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324207
67.0;3.7628695628478637;-0.269017862;-7.729047263316247e-11;0.0;0.0;0.0054856395226;0.0;0.00456840000018;0.025269166396530006;0.0;0.0;0.0;0.0;0.0;-0.00020454545453240812
68.0;3.825798497057536;-0.26922680200000004;-7.615158330309679e-11;0.0;0.0;0.00110088992496;0.0;0.004619430003528001;0.02561297673207;0.0;0.0;0.0;0.0;0.0;-0.00020454545453240183
69.0;3.7926874764538026;-0.26658467999999996;-7.675448384508732e-11;0.0;0.0;0.0005573751226400001;0.0;0.0038369699903159997;0.02633659874609;0.0;0.0;0.0;0.0;0.0;-0.0002045454545324052
70.0;3.723773035941009;-0.262011696;-7.803745670498241e-11;0.0;0.0;0.0005791552934800001;0.0;0.003369600008064;0.026516604141830002;0.0;0.0;0.0;0.0;0.0;-0.00020454545453241213
71.0;3.6293108379453427;-0.255810654;-7.986714588292809e-11;0.0;0.0;0.0005791552934800001;0.0;0.0029305800107280004;0.02666330860036;0.0;0.0;0.0;0.0;0.0;-0.00020454545453242164
72.0;3.523553255973722;-0.248786582;-8.202045639893463e-11;0.0;0.0;0.00056628510688;0.0;0.002323079992656;0.02686941489554;0.0;0.0;0.0;0.0;0.0;-0.00020454545453243227
73.0;2.3953474556956555;-0.17650215800000002;-7.202765207187101e-11;0.0;0.0;0.00041580373508000003;0.0;0.0028228499994240003;0.02492535589612;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737683
74.0;2.376521477304381;-0.173886194;-7.252217923414683e-11;0.0;0.0;0.00023166202872000003;0.0;0.003043169993304;0.02335840833432;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737802
75.0;2.360204279248711;-0.171565488;-7.295657047240445e-11;0.0;0.0;0.00012870109012;0.0;0.002978370007812;0.02214247164044;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737905
76.0;2.340819507402232;-0.169363822;-7.34769077179176e-11;0.0;0.0;4.752043320000001e-5;0.0;0.0031962599906400005;0.02095443556692;0.0;0.0;0.0;0.0;0.0;-0.00020454545453738024
77.0;2.3304101450057937;-0.169779206;-7.375206521886835e-11;0.0;0.0;3.9600361e-5;0.0;0.003451409994672;0.021847262507849997;0.0;0.0;0.0;0.0;0.0;-0.00020454545453738087
78.0;2.3405773787977653;-0.171172282;-7.347509146243825e-11;0.0;0.0;0.0010404994160000001;0.0;0.0034991999917560004;0.02160425517414;0.0;0.0;0.0;0.0;0.0;-0.00020454545453738024
79.0;2.349826295804374;-0.17521709399999996;-7.321237453089546e-11;0.0;0.0;0.00516982665748;0.0;0.003361499992404;0.021309046206420004;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737962
80.0;2.363874518575957;-0.185330126;-7.279915646002388e-11;0.0;0.0;0.015794602460800004;0.0;0.0032100299982;0.02068532733377;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737867
81.0;2.37219799424611;-0.198604304;-7.252419411546418e-11;0.0;0.0;0.02945375571792;0.0;0.0030196800050760002;0.020822131513670003;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737802
82.0;2.3814935660433942;-0.20984523;-7.223533490113843e-11;0.0;0.0;0.040862618779880004;0.0;0.0027677699946000002;0.021036338036820004;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737734
83.0;2.3969671106207455;-0.21708589599999997;-7.180942993012529e-11;0.0;0.0;0.046359148332480005;0.0;0.003014820008388;0.02198226663709;0.0;0.0;0.0;0.0;0.0;-0.0002045454545373763
84.0;2.4092127606964726;-0.22106570599999997;-7.148345977647796e-11;0.0;0.0;0.04859755847476;0.0;0.0030391200045360002;0.0231460020267;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737553
85.0;2.364366595369654;-0.22164996200000003;-7.262439087607486e-11;0.0;0.0;0.05008554191464;0.0;0.0030302100063720003;0.02529256705511;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737826
86.0;2.311586384134748;-0.22005632200000003;-7.402526334965298e-11;0.0;0.0;0.050054851648720006;0.0;0.0027969300001440003;0.02738963069037;0.0;0.0;0.0;0.0;0.0;-0.0002045454545373815
87.0;2.2816527236697652;-0.21783314999999998;-7.48502692118902e-11;0.0;0.0;0.047396677569000005;0.0;0.003205980009432;0.029270687586950006;0.0;0.0;0.0;0.0;0.0;-0.00020454545453738333
88.0;2.280747148711546;-0.21459936199999996;-7.489049311248941e-11;0.0;0.0;0.04176154680832;0.0;0.003198690001692;0.031523455934040004;0.0;0.0;0.0;0.0;0.0;-0.00020454545453738344
89.0;2.3383098199409265;-0.210182044;-7.335774782762927e-11;0.0;0.0;0.03245150287936;0.0;0.0033849900060480003;0.03208057293227;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737997
90.0;2.432304557641843;-0.20729648600000006;-7.09670265261475e-11;0.0;0.0;0.021702975767800003;0.0;0.0032375700006119995;0.03360521913869;0.0;0.0;0.0;0.0;0.0;-0.00020454545453737425
91.0;2.5114009229897754;-0.200991706;-6.908835916558109e-11;0.0;0.0;0.010438654162040002;0.0;0.002766959999388;0.033318110398940004;0.0;0.0;0.0;0.0;0.0;-0.00020454545453736948
92.0;2.604444081800401;-0.19921038599999996;-6.698057299775462e-11;0.0;0.0;0.00273440473308;0.0;0.0031670999978039996;0.032492785522630005;0.0;0.0;0.0;0.0;0.0;-0.00020454545453736382
93.0;2.6119907363057733;-0.197510786;-6.68210937970759e-11;0.0;0.0;0.00087219796488;0.0;0.002787210006768;0.03241628303984;0.0;0.0;0.0;0.0;0.0;-0.00020454545453736338
94.0;2.6051098053278237;-0.19663508200000002;-6.697565071989153e-11;0.0;0.0;0.0006633060190399999;0.0;0.002740230004896;0.03219847658024;0.0;0.0;0.0;0.0;0.0;-0.0002045454545373638
95.0;2.569359707356884;-0.195007718;-6.777897340604078e-11;0.0;0.0;0.00066429604192;0.0;0.00291113999856;0.03268359122233;0.0;0.0;0.0;0.0;0.0;-0.000204545454537366
96.0;2.507991161761444;-0.19119609200000004;-6.920794666520624e-11;0.0;0.0;0.0006633060190399999;0.0;0.003070709995716;0.03256658759968999;0.0;0.0;0.0;0.0;0.0;-0.0002045454545373698
97.0;2.748103306694555;-0.193719702;-5.922219051962552e-11;0.0;0.0;0.0006217257231200001;0.0;0.000570239996868;0.02172665894876;0.0;0.0;0.0;0.0;0.0;-0.000204545454537957
98.0;2.67940782684667;-0.18921848200000002;-6.054378873243671e-11;0.0;0.0;0.0005474750046800002;0.0;0.000568620006444;0.021598855022160003;0.0;0.0;0.0;0.0;0.0;-0.00020454545453796094
99.0;2.6412812469102978;-0.186976784;-6.130218208055815e-11;0.0;0.0;0.00045936407676;0.0;0.000808379999784;0.02160785527546;0.0;0.0;0.0;0.0;0.0;-0.00020454545453796314
100.0;2.6493304699803404;-0.18802355199999998;-6.11385395435371e-11;0.0;0.0;0.00040491370508000005;0.0;0.0013616100082440002;0.02168705766937;0.0;0.0;0.0;0.0;0.0;-0.00020454545453796265
101.0;2.7091073628511806;-0.192219492;-5.996178813888475e-11;0.0;0.0;0.0008256674437200001;0.0;0.0015211800054;0.021581754540890005;0.0;0.0;0.0;0.0;0.0;-0.00020454545453795923
102.0;2.844094032664532;-0.20250235400000005;-5.7461749768117354e-11;0.0;0.0;0.0038194544028;0.0;0.0017479799991;0.020295615376659998;0.0;0.0;0.0;0.0;0.0;-0.00020454545453795145
103.0;2.8923291380184453;-0.21183756200000003;-5.660168687915412e-11;0.0;0.0;0.0126008337618;0.0;0.002064689995068;0.01792854364779;0.0;0.0;0.0;0.0;0.0;-0.0002045454545379486
104.0;2.9723634978194555;-0.230007362;-5.522259819562558e-11;0.0;0.0;0.02773708031796;0.0;0.002211299992584;0.01667390569985;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794386
105.0;2.9575242732354035;-0.24503302400000002;-5.5421661183940873e-11;0.0;0.0;0.044964225713240005;0.0;0.0023538600013319998;0.01632919533898;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794457
106.0;2.9338700474557737;-0.25854397800000006;-5.5771537561810636e-11;0.0;0.0;0.059965831042000005;0.0;0.002465640001404;0.01721482207727;0.0;0.0;0.0;0.0;0.0;-0.0002045454545379458
107.0;2.928323201235578;-0.26833848200000004;-5.583539013087613e-11;0.0;0.0;0.069164994071;0.0;0.002695680001368;0.01860716423044;0.0;0.0;0.0;0.0;0.0;-0.000204545454537946
108.0;2.9028300881580833;-0.270584194;-5.6253817576346066e-11;0.0;0.0;0.07173208715416;0.0;0.0028884600055440004;0.01995000499046;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794744
109.0;2.872762358005916;-0.269091788;-5.6767620985886946e-11;0.0;0.0;0.07107670120732;0.0;0.0029087100002160005;0.021005737010730004;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794918
110.0;2.8674705753725607;-0.26798189000000006;-5.686151723083288e-11;0.0;0.0;0.06789580258408;0.0;0.0029240999982;0.02334130785305;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794948
111.0;2.86245629808522;-0.26459497000000004;-5.695767989200018e-11;0.0;0.0;0.062350762575399996;0.0;0.0033785100062280003;0.02515396282455;0.0;0.0;0.0;0.0;0.0;-0.0002045454545379498
112.0;2.8671528371379185;-0.259173458;-5.6892940011876725e-11;0.0;0.0;0.05372679474836001;0.0;0.004143150010404;0.02691441616204;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794958
113.0;2.91747506217373;-0.251743908;-5.606290518628265e-11;0.0;0.0;0.04130911278088;0.0;0.004114800000072;0.02806465100683;0.0;0.0;0.0;0.0;0.0;-0.0002045454545379468
114.0;2.9716076736132413;-0.24460692200000003;-5.5194269293901144e-11;0.0;0.0;0.02914487301296;0.0;0.003966569999424001;0.029138383698570004;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794378
115.0;2.997642423056299;-0.234643218;-5.480388972495254e-11;0.0;0.0;0.016169815812;0.0;0.0038191500066960004;0.02988720642183;0.0;0.0;0.0;0.0;0.0;-0.0002045454545379424
116.0;3.010832332716174;-0.223148028;-5.462573882814015e-11;0.0;0.0;0.006388527642560001;0.0;0.0040491899939520005;0.02629069728939;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794175
117.0;2.9930315479038807;-0.21686553599999997;-5.492630048703484e-11;0.0;0.0;0.00163846481168;0.0;0.003821579992332;0.02575698111461;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794283
118.0;2.9592492282483;-0.21509005200000006;-5.5477420400629196e-11;0.0;0.0;0.0006276656387200001;0.0;0.00345626999136;0.0275003341357;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794476
119.0;2.8747582709232993;-0.20930883200000003;-5.690941641545155e-11;0.0;0.0;0.0006098455594;0.0;0.00303507000306;0.0274274319191;0.0;0.0;0.0;0.0;0.0;-0.00020454545453794964
120.0;2.6890372612254225;-0.19621448;-6.033386724252354e-11;0.0;0.0;0.00058212525128;0.0;0.003073140006768;0.02587938488923;0.0;0.0;0.0;0.0;0.0;-0.00020454545453796032
121.0;2.801739670119223;-0.194079202;-7.148362457520818e-11;0.0;0.0;0.00052470470012;0.0;0.001044899999568;0.01814185014561;0.0;0.0;0.0;0.0;0.0;-0.00020454545453624825
122.0;2.7797531342610573;-0.192536758;-7.197854551971306e-11;0.0;0.0;0.00040887368576000003;0.0;0.0011210399942760002;0.018007746206570002;0.0;0.0;0.0;0.0;0.0;-0.0002045454545362498
123.0;2.7649640568345877;-0.19049287399999998;-7.231923219996883e-11;0.0;0.0;0.00032274291444000006;0.0;0.001138860003312;0.01688541198214;0.0;0.0;0.0;0.0;0.0;-0.00020454545453625086
124.0;2.748496064089982;-0.188958092;-7.26995009331377e-11;0.0;0.0;0.00032670289512;0.0;0.001065150006948;0.016420097897310002;0.0;0.0;0.0;0.0;0.0;-0.00020454545453625202
125.0;2.7970960245967507;-0.19111284;-7.159763493885807e-11;0.0;0.0;0.00038808342695999997;0.0;0.001079729997012;0.015389566751150002;0.0;0.0;0.0;0.0;0.0;-0.0002045454545362486
126.0;2.91399716912132;-0.19830340800000001;-6.907210654133467e-11;0.0;0.0;0.00160876456864;0.0;0.001067579992584;0.014026925433870002;0.0;0.0;0.0;0.0;0.0;-0.00020454545453624037
127.0;3.043117660594614;-0.21036524999999998;-6.64683898199403e-11;0.0;0.0;0.007511197849199999;0.0;0.0008124300012600001;0.01260488227994;0.0;0.0;0.0;0.0;0.0;-0.00020454545453623118
128.0;3.1098674214857414;-0.22534906600000004;-6.517027802827036e-11;0.0;0.0;0.01953287631752;0.0;0.0007257600052559999;0.0121881697278;0.0;0.0;0.0;0.0;0.0;-0.00020454545453622633
129.0;3.1158343834314715;-0.23898781800000002;-6.501807425784989e-11;0.0;0.0;0.034240448952;0.0;0.000676349992332;0.011682354338250002;0.0;0.0;0.0;0.0;0.0;-0.00020454545453622573
130.0;3.084855848396663;-0.24823898200000005;-6.555961589577164e-11;0.0;0.0;0.04575425288748;0.0;0.000600210010332;0.012189069588259998;0.0;0.0;0.0;0.0;0.0;-0.0002045454545362278
131.0;3.101982165086454;-0.25609368200000004;-6.521813471216387e-11;0.0;0.0;0.052829846544;0.0;0.00045440999532;0.012493278809280002;0.0;0.0;0.0;0.0;0.0;-0.00020454545453622652
132.0;3.1185668579637666;-0.26070264200000004;-6.490019893029553e-11;0.0;0.0;0.055878084096439996;0.0;0.00037098000558000003;0.013335704496600001;0.0;0.0;0.0;0.0;0.0;-0.0002045454545362253
133.0;3.1083822766728266;-0.261721018;-6.508296766100097e-11;0.0;0.0;0.05624933746696;0.0;0.00027945000018;0.01482434968982;0.0;0.0;0.0;0.0;0.0;-0.000204545454536226
134.0;3.0855610529120585;-0.261165556;-6.550530777527097e-11;0.0;0.0;0.05571968276328001;0.0;0.00025110000255600004;0.01631749484482;0.0;0.0;0.0;0.0;0.0;-0.0002045454545362276
135.0;3.066129540374797;-0.25732868200000003;-6.588009911906445e-11;0.0;0.0;0.05147353437372;0.0;0.000310229996148;0.017711637048650003;0.0;0.0;0.0;0.0;0.0;-0.000204545454536229
