Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1596.0;2826.79124536;0.0;2272.5326496400003;1715.7728035758776;512.9;89.45572665202208;508.6627151321007;80.0;1612.9135887709058;1214.6520725305563
2022.0;1552.0;1162.1345875539298;0.0;2662.3980620860702;1862.0385891441651;487.255;99.90271650518007;428.7110854804619;86.8692811835732;875.173851171451;286.95565141748136
2023.0;1509.0;1085.5132642963263;2201.244797789743;884.6399999999999;2102.1397311396013;464.35673234112147;108.34547916117442;272.70991079859414;86.89529605732217;853.4208740703701;232.08973664973865
2024.0;1412.0;945.9026472457654;950.737352754234;400.0;2294.0057496421878;531.4324427344794;95.1649758176955;127.43921019100375;95.59139975586437;785.2298169339184;160.67099361620737
2025.0;1412.0;892.1371830462888;519.8628169537112;400.0;2628.84813053375;518.023637303877;13.788732223920698;25.48243262692853;105.14882628702323;773.5957298396991;118.5391415675267
2026.0;1295.0;717.6512296145501;577.3487703854498;400.0;2818.057896146403;504.06928159979054;0.06879461759581895;24.3033877845109;115.68249015584622;618.4501308538945;99.20091783965381
2027.0;1233.0;586.9396674228879;646.0603325771119;400.0;2889.026995231508;489.5915302926132;0.06254034275016358;26.316497702419618;127.26204929645684;518.4343844961132;68.50783471057794
2028.0;1141.0;458.988576998055;682.0114230019449;400.0;2844.628931679521;474.58512346617874;0.056286295007510694;28.745230788855768;139.98089413790422;411.43751419312457;47.55707784902565
2029.0;1049.0;359.185366228597;689.8146337714024;400.0;2715.9244795009017;458.9973219954096;0.050032257931144374;28.842464153875603;153.97307415000063;324.1836540588308;35.01053553899583
2030.0;958.0;285.5854125712044;672.4145874287954;400.0;2528.988162978586;442.8099029989624;0.04377822609818543;29.66804786845951;169.3636604648011;259.34609204610547;26.25095525837316
2031.0;866.0;547.5665151207845;318.4334848792157;400.0;2621.76808589174;425.9897436245265;0.03752419380796019;28.759324389295948;186.29280496039266;538.353542059223;9.21846724592975
2032.0;774.0;466.81022352604356;307.1897764739563;400.0;2651.439140793235;408.53037108162;0.03127016419568496;28.577527378733052;204.91429752454917;457.8340909956256;8.982118464433787
2033.0;682.0;366.2009874969314;315.7990125030685;400.0;2597.671056345661;390.39604785306983;0.0250161328218123;29.548007958613415;225.39995828846781;357.008280516852;9.198709734570238
2034.0;591.0;274.97802648271477;316.02197351728523;400.0;2472.789060699334;371.56480799926436;0.018762054673793972;28.276452075103418;247.93277345170358;264.3021698369124;10.681526634945378
2035.0;499.0;192.27475306437373;306.7252469356263;400.0;2284.424735099517;352.0110482931366;2.2955342977243702e-7;28.62803014150081;272.7160584043586;179.64627442672185;12.633389381668751
2036.0;407.0;117.79988574007263;289.20011425992743;400.0;2042.2123559099207;331.69848686396324;1.0987627429731062e-8;28.313778054717908;299.98411771393995;102.99836586538783;14.805480656030426
2037.0;315.0;50.55752695564183;264.44247304435794;400.0;1750.4663149156736;310.6150079844633;1.0358930859531408e-8;31.68855995506668;329.9659118694091;27.74380807980424;22.815921506145006
2038.0;224.0;0.0;233.39564106942044;400.0;1433.7366325023463;284.97000798446334;1.0182856531891925e-8;31.759674418681108;630.481064066418;1.459898073169547e-13;7.712681839888921e-11
2039.0;132.0;0.0;189.34946530009393;400.0;1143.4835145489324;259.32500798446335;9.465192018352884e-9;30.92810995948546;656.1544700590628;1.7156980949102444e-13;8.823229391366671e-11
2040.0;40.0;0.0;80.0;400.0;879.1452580413652;233.68000798446334;9.083251339809324e-9;30.65824851402063;674.0983334024235;3.2545015865950753e-13;1.0602523596231908e-10
2041.0;0.0;0.0;0.0;400.0;641.4064036186346;208.03500798446333;8.85118582243387e-9;29.703846429416096;707.7942930049142;6.433691332737733e-13;1.2183920621810174e-10
2042.0;0.0;0.0;0.0;400.0;430.91298871592846;182.39000798446332;8.503824279679759e-9;28.103406909738975;749.5053502752179;1.1635119130723493e-12;1.3789821950045453e-10
2043.0;0.0;0.0;0.0;400.0;248.5621563904495;156.7450079844633;8.497727461942894e-9;25.605824332517923;790.9415538541655;3.026433190446126e-12;1.5987044187108935e-10
2044.0;0.0;33.333333333333336;0.0;366.66666666666674;120.5924639566581;138.32638864689955;8.340144358669133e-9;22.976637111885022;643.1011636885435;30.059067347053254;3.2708259309093437
2045.0;0.0;99.99999999999999;0.0;266.66666666666697;86.25557066411639;112.68138864689955;8.530603726417141e-9;21.65550463711155;707.4092177428278;75.97300284363394;24.02359039087303
2046.0;0.0;99.99999999999999;0.0;166.66666666666688;79.39581379134324;87.03638864689955;8.381210915397466e-9;19.823368217492362;778.1478207888631;83.10780891141985;16.888817744109485
2047.0;0.0;99.99999999999999;0.0;66.66666666666688;100.81230361721735;61.39138864689956;8.565542789159522e-9;17.19212151866079;855.9600420901742;61.75367679579833;38.242982935858365
2048.0;0.0;66.6666666666669;0.0;0.0;116.45457987757062;35.74638864689956;8.53411990107359e-9;15.278001750879945;941.5533334466612;34.2891421055676;32.374215843067034
2049.0;0.0;0.0;0.0;0.0;91.80972819645794;10.101388646899562;8.541150545454505e-9;14.543463025671976;1133.6042014452592;2.2375374665096008e-9;5.75795927774848e-10
2050.0;0.0;0.0;0.0;0.0;77.65119685815543;0.0;8.621424586519586e-9;14.158531329681091;1244.1468822101772;3.0034794006012324e-13;6.036049881550621e-10
2051.0;0.0;0.0;0.0;0.0;63.86437278360571;0.0;8.56571022063554e-9;13.78682406598401;1365.0669887636116;1.7181229494964914e-13;6.285193753316633e-10
