Year;EOM_avg;REC_y;ADD_CAP_Biomass;ADD_CAP_SPP_lignite;ADD_CAP_Solar;ADD_CAP_ICE;ADD_CAP_WindOffshore;ADD_CAP_WindOnshore;ADD_CAP_Nuclear;ADD_CAP_CCGT_old;ADD_CAP_CCGT_new;ADD_CAP_SPP_coal;ADD_CAP_OCGT;CAP_Biomass;CAP_SPP_lignite;CAP_Solar;CAP_ICE;CAP_WindOffshore;CAP_WindOnshore;CAP_Nuclear;CAP_CCGT_old;CAP_CCGT_new;CAP_SPP_coal;CAP_OCGT;FS_Biomass;FS_SPP_lignite;FS_Solar;FS_ICE;FS_WindOffshore;FS_WindOnshore;FS_Nuclear;FS_CCGT_old;FS_CCGT_new;FS_SPP_coal;FS_OCGT
2021.0;164.36789461490204;3.039231035587099e-13;1.4457190740386056e-14;0.0;55.4199999999987;2.663839124620391e-16;6.353999999999943;82.43499999999987;1.941401305493571e-14;0.0;4.482393554413158e-13;1.194096343942381e-13;6.122167248754191e-12;12.6;24.35;110.84;14.407499999999999;12.708;164.87;78.48;59.5;90.0;22.470000000000002;11.39;110.37599999999975;211.74722861807481;137.34215934290341;7.411635191472738e-15;46.29264014459302;354.4815821335945;687.4847999999996;1.1033495083033278;436.07847739964063;196.83719999884673;0.0
2022.0;245.97718829410434;-1.145461374156817e-6;1.2563810053536071e-14;0.0;83.12999999999424;2.780321040684246e-16;6.353999999999785;123.6524999999995;1.8658055725008632e-14;0.0;4.581237445296141e-13;1.2509522577629488e-13;6.195521669915672e-12;12.6;24.35;166.2599999999987;14.407499999999999;12.708;247.3049999999999;78.48;59.5;90.0;22.470000000000002;11.390000000006122;110.37599999999975;197.53559491832263;206.0132390138584;0.013085768057994553;46.29264014459302;531.722373200283;687.4847999999996;0.0;245.42890849627193;194.43125014094093;0.0
2023.0;122.75509007361431;-1.1875778202442702e-6;1.115697601315367e-14;0.0;76.40279340567943;2.8775976225387403e-16;6.122599908576518e-13;185.4787499999917;1.7919953962178938e-14;0.0;4.63805214654206e-13;1.3136239781213488e-13;6.243817805801505e-12;11.76;23.863;242.0006666666596;12.96675;18.35599999999994;359.966166666666;74.556;55.533333333333324;85.5;20.971999999999998;10.251000000012317;95.98683533968345;144.84368928321155;299.8637145639856;0.0;66.86714687544146;773.951454324719;650.6344394845029;7.168300130143701e-11;110.60094894671406;124.11556089831481;0.0
2024.0;73.06087581201777;-5.2748075420320135e-12;1.4452904985089246e-14;0.0;109.30003082121614;3.493028126298073e-16;6.298481833368391e-13;144.65840366281412;2.2058928681314602e-14;0.0;6.13745239141985e-13;1.697256238540352e-13;7.576298771821818e-12;10.92;23.376;311.0141267390057;11.526;24.003999999999728;534.4535833333244;70.632;51.56666666666667;81.00000000000045;19.474;9.112000000018561;70.94435864020069;85.03277782700943;385.37848928264197;0.0;87.44165360623664;1149.1111287489373;586.0052538699799;9.721887763808212e-11;40.36239321332736;42.66757722514845;0.0
2025.0;64.42999678409193;3.354577107559051e-12;1.947023394855684e-14;0.0;28.43039562133639;4.3010603322116454e-16;6.732759935064256e-13;32.52935699643229;2.766529232025015e-14;0.0;8.477274141921371e-13;2.27399265408176e-13;9.370520362514158e-12;10.08;22.889;412.9248242268885;10.08525;23.298000000000343;668.1206536628051;66.708;47.6;76.50000000000091;17.976000000000003;7.973000000026137;68.59952964711415;0.06808234516890815;511.65632447899617;0.0;84.8698402648927;1436.5043147110207;572.0392502255262;7.776404951971498e-11;102.55636670712613;1.9919105568906952;2.401760446927469e-10
2026.0;64.64581539407482;1.0024413762083552e-8;2.7760248015094916e-14;0.0;62.32130995136571;5.447021051601214e-16;6.839485041509337e-13;73.96003229943477;3.548972290184075e-14;0.0;1.2291785951659204e-12;3.2218686471079253e-13;1.199539895839488e-11;9.240000000000013;22.402;433.96588651489157;8.6445;22.592000000000972;689.6586773259041;62.784000000000006;43.633333333333326;72.00000000000136;16.478;6.834000000035507;53.986644924466184;1.0456481312794697;537.7283646220558;0.0;82.29802692350337;1482.8125133166573;532.0494244542297;9.453032208768303e-11;111.78051097238706;4.918289121946529;2.0544523273952747e-9
2027.0;64.66917380572222;5.688345575333063e-9;4.3900644199819457e-14;0.0;15.701693400779632;7.200182003435637e-16;7.128326824494701e-13;32.22178782145441;4.721962723347738e-14;0.0;1.9859480164151e-12;5.135498710058113e-13;1.597917376796362e-11;8.400000000000027;21.915000000000003;488.89786313292393;7.203750000000001;21.886000000001644;752.6273762920056;58.86;39.666666666666664;67.50000000000199;14.98;5.695000000047504;41.747630017739205;2.075447134388834;605.7947331321428;0.0;79.72621358211967;1618.1994486862561;497.9007309008663;1.2213677828820717e-10;104.75448930646367;6.35619325239505;2.298998402809372e-9
2028.0;65.11282332088291;4.4530521345594876e-10;6.611435113829957e-14;0.0;93.5175516909915;1.0097588078477077e-15;7.569650584853772e-13;112.95820717393505;6.408981888903105e-14;0.0;3.909783691327286e-12;1.1216385021367537e-12;2.3497977320869394e-11;7.560000000000038;21.428;497.21022320037025;5.763000000000003;21.18000000000233;773.8578307801267;54.93599999999999;35.699999999999996;63.000000000002835;13.482000000000001;4.556000000063483;37.5931050244775;6.263667348997606;616.0946021401543;0.0;77.15440024072807;1663.8463528916777;463.2614997150884;0.6018431543917007;111.12881404595251;8.326995302955018;2.729736372754362e-9
2029.0;65.21320662595943;3.210276583283382e-10;9.7495531452055e-14;0.0;42.104905894375584;1.5852587445906162e-15;7.947587401685483e-13;58.42920497453153;9.271639317256187e-14;0.0;1.5409941311944323e-11;2.162276212454192e-10;3.780291220750016e-11;6.720000000000052;20.941000000000003;583.3384415580283;4.322250000000003;20.47400000000304;875.8247046207284;51.012;31.733333333333334;58.500000000004064;11.98400000000012;3.4170000000869805;32.262782738952616;0.02562526326977782;722.8121988401483;0.0;74.55338534078804;1882.798117822362;419.7192277696815;14.26049602102252;92.09229442475278;0.7854900724375213;3.0912568649237976e-9
2030.0;66.0433572426158;6.406715911846766e-10;1.8307237120082418e-13;0.0;30.194134510953344;3.2599778089705738e-15;8.521002712985644e-13;58.18110057903779;1.5177143433606272e-13;0.0;12.289592086826403;3.133849229667784e-11;9.93127577386545e-11;5.880000000000072;20.454;618.0540141190706;2.8815000000000053;19.7680000000038;923.2625762619267;47.088;27.766666666666662;54.00000000000605;10.486000000000244;2.2780000001247838;27.276833900259042;0.90049982644123;765.5571477804934;0.0;71.86843417887548;1984.036369194117;383.22167180253126;17.57505929404426;89.32371551150389;2.6169346605777433;3.869679393696585e-9
