Timestep;EOM_price;Demand;Biomass;SPP_lignite;Solar;ICE;WindOffshore;WindOnshore;Nuclear;CCGT_old;CCGT_new;SPP_coal;OCGT;electrolysis
1.0;163.23663640326544;-0.28487954000000004;0.0126;0.024349999999709347;1.683027812e-5;0.0;0.009528839995824;0.08506607987344;0.07848000000000001;3.035843512187322e-13;0.052367641777508314;0.02246999999939355;0.0;-3.880993979286191e-9
2.0;163.23663640325572;-0.28233063199999997;0.0126;0.024349999999709347;1.5840144399999998e-5;0.0;0.009384660009360002;0.08531898748578;0.07848000000000001;3.035843512185771e-13;0.04971099628302702;0.02246999999939355;0.0;-3.880993940390438e-9
3.0;163.23663640324926;-0.28039142600000005;0.0126;0.024349999999709347;1.5840144399999998e-5;0.0;0.009435690000000002;0.08513718203937999;0.07848000000000001;3.0358435121849954e-13;0.0479025657372687;0.02246999999939355;0.0;-3.880993945567504e-9
4.0;163.23663640324293;-0.277665108;0.0126;0.024349999999709347;1.683027812e-5;0.0;0.009073619992584;0.08458096506648001;0.07848000000000001;3.0358435121839614e-13;0.04609354458232792;0.02246999999939355;0.0;-3.880993947356437e-9
5.0;163.2366364032439;-0.278801248;0.0126;0.024349999999709347;1.683027812e-5;0.0;0.00874719000324;0.08574650050675;0.07848000000000001;3.03584351218422e-13;0.046390579131676525;0.02246999999939355;0.0;-3.8809939469227565e-9
6.0;163.236636403255;-0.28366492;0.0126;0.024349999999709347;1.683027812e-5;0.0;0.009467280003888;0.08676803139961;0.07848000000000001;3.035843512185771e-13;0.04951263024078323;0.02246999999939355;0.0;-3.880993941691481e-9
7.0;163.23663640329795;-0.29589681;0.0126;0.024349999999709347;2.1780281680000002e-5;0.0;0.009099540004571999;0.08885069462959001;0.07848000000000001;3.035843512191716e-13;0.06002464701684747;0.02246999999939355;0.0;-3.880993970802309e-9
8.0;163.23663640340877;-0.310857744;0.0126;0.024349999999709347;0.0005286647916400001;0.0;0.008993430009108;0.08964901874600001;0.07848000000000001;3.0358435122069674e-13;0.07378648241240626;0.02246999999939355;0.0;-3.880993956680576e-9
9.0;163.2366364035748;-0.31669256;0.0126;0.024349999999709347;0.00285419572812;0.0;0.0073045800036;0.08770225967058999;0.07848000000000001;3.0358435122304903e-13;0.08093137659876458;0.02246999999939355;0.0;-3.88099396120712e-9
10.0;163.23663640363358;-0.32209970599999993;0.0126;0.024349999999709347;0.0080527327166;0.0;0.007302150005256001;0.08641522081077001;0.07848000000000001;3.035843512239796e-13;0.08242945448638891;0.02246999999939355;0.0;-3.880993960150023e-9
11.0;163.23663640360195;-0.32911517;0.0126;0.024349999999709347;0.015675801377800003;0.0;0.007414740000540002;0.08646832230524001;0.07848000000000001;3.035843512234626e-13;0.08165615832531502;0.02246999999939355;0.0;-3.8809939589031905e-9
12.0;163.23663640358956;-0.333899634;0.0126;0.024349999999709347;0.020726826952280005;0.0;0.007492499998380001;0.08644672169732;0.07848000000000001;3.035843512232817e-13;0.08133343735724316;0.02246999999939355;0.0;-3.880993956707681e-9
13.0;163.23663640356554;-0.33468972399999997;0.0126;0.024349999999709347;0.022106899450000002;0.0;0.007544339996940001;0.08647552250788;0.07848000000000001;3.035843512229198e-13;0.08066281404366132;0.02246999999939355;0.0;-3.880993962345532e-9
14.0;163.23663640356793;-0.33232339;0.0126;0.024349999999709347;0.01928636405644;0.0;0.007662599996832;0.08674193066504;0.07848000000000001;3.035843512229715e-13;0.08073234728081122;0.02246999999939355;0.0;-3.880993962047377e-9
15.0;163.23663640366115;-0.3291131580000001;0.0126;0.024349999999709347;0.014537291248439999;0.0;0.007424460006624;0.08622081484488;0.07848000000000001;3.035843512243932e-13;0.08303044392843842;0.02246999999939355;0.0;-3.8809939529129735e-9
16.0;163.23663640300953;-0.32351599600000003;0.0126;0.024349999999709347;0.008126983324200001;0.0;0.007514369996184;0.08455846443323001;0.07848000000000001;3.0358435123457786e-13;0.08541603102285021;0.02246999999939355;0.0;-3.880993939712812e-9
17.0;163.23663643313537;-0.320509878;0.0126;0.024349999999709347;0.00299576700484;0.0;0.007391249999604001;0.08465296725775001;0.07848000000000001;3.0358435183190566e-13;0.08756976204170017;0.02246999999939355;0.0;-3.880993913312489e-9
18.0;163.23664024649892;-0.321108626;0.0126;0.024349999999709347;0.0007256765737600001;0.0;0.007328070004536;0.08620011426229;0.07848000000000001;3.0358446991845215e-13;0.0889585781940735;0.02246999999939355;0.0;-3.880993178060786e-9
19.0;163.23669186217654;-0.32147224799999996;0.0126;0.024349999999709347;5.9400596919999995e-5;0.0;0.007090739996832;0.08707314064596;0.07848000000000001;3.0358493719908743e-13;0.08935349501034998;0.022469999999393555;0.0;-3.880990245239699e-9
20.0;163.236636412824;-0.31719631800000003;0.0126;0.024349999999709347;2.079014796e-5;0.0;0.005391360002736;0.08673653051306;0.07848000000000001;3.035843515314323e-13;0.08714749994442189;0.02246999999939355;0.0;-3.8809939200074375e-9
21.0;163.2366364036234;-0.31047439;0.0126;0.024349999999709347;1.881021304e-5;0.0;0.005158890004428001;0.08520918406578001;0.07848000000000001;3.035843512237728e-13;0.08218735773238268;0.02246999999939355;0.0;-3.880993961857641e-9
22.0;163.23663640341312;-0.301958728;0.0126;0.024349999999709347;1.881021304e-5;0.0;0.005058450000864;0.08489237449014002;0.07848000000000001;3.0358435122074843e-13;0.07408894525613295;0.02246999999939355;0.0;-3.880993956707681e-9
