Year;ADD_CAP_SMR;ADD_CAP_electrolysis;ADD_CAP_SMRCCS;CAP_SMR;CAP_electrolysis;CAP_SMRCCS;PROD_SMR;PROD_electrolysis;PROD_SMRCCS;CN_CAP_electrolysis;CN_PROD_electrolysis;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;1.8472748582492728e-12;0.6479999999999617;0.0011113608756769153;70.0;0.135;0.35;9.909370060997723;7.089291431760588e-12;0.09290909087343467;0.0;0.0;4.231364346090975;0.0;0.0
2022.0;1.872554940345205e-12;3.7583999999995865;9.158286841059517e-13;70.0;0.7829999999999617;0.35;11.076266292756747;0.03707015885458249;4.7315092712085974e-11;0.0;0.0;7.311291498521173;0.0;0.0
2023.0;1.895221357132866e-12;21.798719999996358;2.811883188464465e-13;65.33333333333518;4.532399999999549;0.3277780275423436;12.00575392478526;0.13579731537790554;0.08701016727561588;0.0;0.0;4.237445318602447;0.0;0.0
2024.0;2.191518814708207e-12;71.76011235093337;2.5440869808412165e-13;60.666666666670395;26.32211999999591;0.3044446942099261;10.598956260940877;2.6575367000174457;0.08081622789844939;6.000002584782539;1.000000000000025;3.0549305944525935;1.4357724136340653e-12;0.00012803388757925854
2025.0;2.5531496345999206e-12;30.28564307768439;2.3064987930546535e-13;56.00000000000561;98.07323235092929;0.2811113608768739;2.967162589040749;11.40559652258281;0.07462228850699514;6.000003587290955;0.9999999999999991;2.9376431317392875;-3.1208225688004715e-14;0.00019552575274380148
2026.0;3.001953305181591e-12;8.986296516437465;2.21066325313341e-13;51.33333333334114;128.34987542861367;0.257778027543795;5.50284225622916e-9;15.488400050706232;0.06842834911140402;6.000004789905232;0.9999999999999867;2.9184377976708693;-9.011096711089638e-13;0.00028726821970998087
2027.0;3.5705974932134414e-12;9.279508948743226;2.2380334224882675e-13;46.666666666677024;137.32717194505116;0.2344446942106923;1.0700314910245876e-9;16.605418054671183;0.062234409714056985;6.000006175092157;0.9999999999999812;2.858592552881274;-1.3981776400556515e-12;0.0004074885948733044
2028.0;4.3103715859887015e-12;2.42320753158753;2.0255940630847432e-13;42.00000000001336;146.59768089379438;0.21111136087758006;6.48947255156447e-10;17.722051503997356;0.056040470315017556;6.00000771104992;0.9999999999999778;2.789015265601267;-1.845202574985483e-12;0.0005598685019099991
2029.0;5.3065255769373675e-12;6.528069877353788e-12;1.4799693107059493e-13;37.33333333335027;149.01188842538193;0.1877780275444705;7.82103616248144e-10;18.82777379069417;0.049846530925281296;6.000009354174578;0.9999999999999769;2.8822351957538346;-2.115552601874686e-12;0.0007472546845864131
2030.0;6.713015178985093e-12;1.8146503590870144e-12;1.6611811221729227e-13;32.66666666668791;149.00288842538845;0.16444469421133975;0.38237166258946886;19.57349592298458;0.043652591539350034;100.01085306930399;10.000000000000014;3.290349787648368;1.4696844041484279e-12;0.9538881974986536
