Year;CAP_SMR;CAP_SMRCCS;CAP_electrolysis_base;CAP_electrolysis_peak;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak;CN_CAP_electrolysis_base;CN_CAP_electrolysis_peak;CN_PROD_electrolysis_base;CN_PROD_electrolysis_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.1;0.1;9.905862284823998;0.09290909090906853;0.0002145331190842494;0.00021453326881401766;0.0;0.0;0.0;0.0;4.198021684274501;0.0;0.0
2022.0;70.0;0.35;0.1;0.1;11.058484453207987;0.0;0.025775607888314195;0.026064300020683176;0.0;0.0;0.0;0.0;9.478021579440448;0.0;0.0
2023.0;65.33333333333333;0.32666666666666666;0.19499999999999595;0.19499999999996634;12.11995486213385;0.0;0.05063773564355076;0.0508253857003243;0.0;0.0;0.0;0.0;7.278007688450566;0.0;0.0
2024.0;61.89206213458482;1.3533333333333326;0.2899999999999893;0.28999999999991094;12.86471406210347;0.3276160807028377;0.06954184289903802;0.07132974579061048;0.0;0.0;0.0;0.0;6.242245349346626;0.0;0.0
2025.0;58.80459408777428;1.6799999999999982;0.48499999999994997;0.48499999999978316;13.807502273168854;0.4459636363636122;0.08830861111992326;0.1018302321776308;0.0;0.0;0.0;0.0;5.220410304998221;0.0;0.0
2026.0;55.65894112257781;2.0066666666666633;0.7749999999999069;0.7749999999995427;14.774918916166387;0.5326787878787789;0.12147858665863913;0.12758744146713513;0.0;0.0;0.0;0.0;4.448511359268954;0.0;0.0
2027.0;56.0756731544044;5.459999999999832;1.2599999999998193;1.2599999999990792;14.885542328250455;1.4493818181818234;0.16133816456168726;0.16935594333238785;0.0;0.0;0.0;0.0;3.2405992020512517;0.0;0.0
2028.0;55.01476060486976;9.940000000000158;2.0349999999996724;2.0349999999982136;14.603918269640406;2.6386181818180723;0.2639904821017175;0.27039347639337896;0.0;0.0;0.0;0.0;3.317729723811124;0.0;0.0
2029.0;50.9104423668587;15.446666666666932;3.2949999999994106;3.2949999999966444;13.514408337383298;4.100387878787777;0.5697792735794288;0.7033049624607006;0.0;0.0;0.0;0.0;5.868618237110713;0.0;0.0
2030.0;46.24377570019634;31.359999999999573;5.3299999999989405;5.329999999993672;10.213392895986551;8.324654545454539;0.6972309246784406;0.7635791257941488;0.0;0.0;0.0;0.0;3.2529948619862266;0.0;0.0
2031.0;41.577109033534434;44.31829034533473;8.624999999998114;8.624999999988313;7.212019935163584;11.764491618943119;1.2103796290677558;1.305802678416572;0.0;0.0;0.0;0.0;3.416896217983055;0.0;0.0
2032.0;36.91044236687299;44.29495701200145;13.954999999996645;13.954999999978506;6.893646406372;11.758297679549193;2.0683704250393404;2.271359082952117;0.0;0.0;0.0;0.0;3.5647058850956026;0.0;0.0
2033.0;32.24377570021206;44.271623678668135;22.579999999993987;22.579999999960165;5.672173397546096;11.75210374015526;3.3154420238113467;3.764617704996336;0.0;0.0;0.0;0.0;3.724811237379473;0.0;0.0
2034.0;27.577109033551693;44.248290345334816;36.53499999998909;36.53499999992524;1.6870779371269027;11.745909800762037;5.722256411054656;6.830664041260809;0.0;0.0;0.0;0.0;3.9321836780333226;0.0;0.0
2035.0;22.910442366891928;44.2249570120015;59.11499999997665;59.114999999812554;4.659581908646827e-12;11.739715861368403;5.587002969725811;10.188340706867404;0.0;0.0;0.0;0.0;2.7004325857404177;0.0;0.0
2036.0;18.24377570023283;44.20162367866818;95.64999999992651;60.45590474071061;3.919737813886768e-12;7.1420178064744375;10.4950822609695;11.35212838164833;0.0;0.0;0.0;0.0;2.415948985655873;0.0;0.0
2037.0;13.577109033574457;44.17829034533486;95.6450000002563;60.45090474126187;4.377103326668525e-12;11.72732798258012;8.5389315592287;10.258307582125065;0.0;0.0;0.0;0.0;2.5287188340265194;0.0;0.0
2038.0;13.577109033583543;44.17829034533487;113.00865279774517;60.445904744645425;5.1057228176886735e-12;11.727327982580082;9.67470632876628;10.609600610315216;0.0;0.0;0.0;0.0;2.7052544035967845;0.0;0.0
2039.0;13.577109033593494;44.17829034533489;120.55740269494595;66.07525448056748;4.790681197007836e-12;11.727327982580361;10.10710732000014;11.676082579796258;0.0;0.0;0.0;0.0;2.5779411395661;0.0;0.0
2040.0;13.577109033604815;44.1782903453349;187.82633222134825;109.86442260839802;4.056999321066542e-12;7.408688023852148e-14;14.841632093699786;20.152369580670616;187.826332221332;109.86442260825775;0.0;0.0;2.2176219849833254;0.0;15.603537586849223
2041.0;13.577109033617699;44.17829034533492;188.60470452014434;109.8594226097708;4.2286164107667466e-12;7.93440944139288e-14;16.17000396332243;20.335840900956498;188.604704520116;109.85942260955824;0.0;0.0;2.222378992186281;0.0;8.480746582140775
2042.0;13.57710903363236;44.17829034533494;189.07256376342107;109.85442261013654;4.326052872611485e-12;7.249697770147018e-14;17.908967641194877;20.112288488257576;189.07256376338051;109.85442260983162;0.0;0.0;2.1874948808079395;0.0;6.879592084592925
2043.0;13.577109033649021;44.178290345334965;189.1341359080851;109.75442261059021;4.734525096313566e-12;1.0780022962657676e-13;19.01658157991805;20.49795939022447;189.13413590804493;109.75442261029052;0.0;0.0;2.285312011240528;0.0;7.360034428457228
2044.0;13.577109033667917;44.17829034533499;190.43205445969394;109.65442261171202;5.3500604086860376e-12;3.1052325456211674e-13;20.05248711451788;20.952435618458512;190.43205445930556;109.63482508280411;0.0;0.0;2.447305974170443;0.0;5.317775617287729
