Timestep;H2M_price_h;H2M_price_d;H2M_price_m;H2M_price_y;demand;SMR;electrolysis;SMRCCS
1.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.037087320666543945;1.7883516206175017e-12;0.00034999999967465624
2.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206176196e-12;0.00034999999967465624
3.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206177008e-12;0.00034999999967465624
4.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206177791e-12;0.00034999999967465624
5.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206177642e-12;0.00034999999967465624
6.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206176285e-12;0.00034999999967465624
7.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206170998e-12;0.00034999999967465624
8.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206157395e-12;0.00034999999967465624
9.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206136016e-12;0.00034999999967465624
10.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206128585e-12;0.00034999999967465624
11.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206131998e-12;0.00034999999967465624
12.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.788351620613384e-12;0.00034999999967465624
13.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206137382e-12;0.00034999999967465624
14.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206137018e-12;0.00034999999967465624
15.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206126876e-12;0.00034999999967465624
16.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206151324e-12;0.00034999999967465624
17.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516211718617e-12;0.00034999999967465624
18.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883517127387886e-12;0.00034999999967465624
19.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883527882451548e-12;0.00034999999967465624
20.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516207769294e-12;0.00034999999967465624
21.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206129473e-12;0.00034999999967465624
22.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.788351620615685e-12;0.00034999999967465624
23.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206164996e-12;0.00034999999967465624
24.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03708734739207976;1.7883516206170057e-12;0.00034999999967465624
25.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.419670679754274e-12;0.00034999999974219087
26.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797545172e-12;0.00034999999974219087
27.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797545947e-12;0.00034999999974219087
28.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797546335e-12;0.00034999999974219087
29.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797546068e-12;0.00034999999974219087
30.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797544517e-12;0.00034999999974219087
31.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.419670679753784e-12;0.00034999999974219087
32.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.419670679762841e-12;0.00034999999974219087
33.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;9.380858982931663e-13;0.00034999999974219087
34.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;9.380858982893038e-13;0.00034999999974219087
35.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;9.380858997071972e-13;0.00034999999974219087
36.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.0943276268877216e-12;0.00034999999974219087
37.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797731732e-12;0.00034999999974219087
38.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797512791e-12;0.00034999999974219087
39.0;0.0;0.0;0.0;128.77251282372438;0.03767123287671233;0.03762863610283548;1.4196706797512448e-12;0.00034999999974219087
