Year;ADD_CAP_SMR;ADD_CAP_electrolysis;ADD_CAP_SMRCCS;CAP_SMR;CAP_electrolysis;CAP_SMRCCS;PROD_SMR;PROD_electrolysis;PROD_SMRCCS;CN_CAP_electrolysis;CN_PROD_electrolysis;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;8.665268447150057e-10;0.6749999999998807;2.888377888570315e-10;70.0;0.135;0.35;9.909244898569936;1.5145109005583978e-11;0.09290909089461188;0.0;0.0;4.251164063538749;0.0;0.0
2022.0;8.844830394967499e-10;4.049999999998693;4.3375799457470656e-13;70.0;0.8099999999998807;0.35;11.076144855897946;0.03710266592364164;2.354812554011794e-11;0.0;0.0;7.331140270791143;0.0;0.0
2023.0;8.895501265731217e-10;24.299999999987907;1.1698233806757707e-13;65.33333333419985;4.8509999999985745;0.32666666695550445;11.9962581889399;0.1416594971002516;0.08671515157734118;0.0;0.0;4.251510206299323;0.0;0.0
2024.0;1.0322397453365564e-9;66.58394848198328;1.056752961751505e-13;60.66666666841768;29.14199999998648;0.3033333336226049;10.407416144167929;2.8483156031733152;0.08052121218983659;6.000001642990331;1.0000000000000013;3.068356148781825;1.1863275170478314e-13;8.038757482392246e-5
2025.0;1.2006267703351385e-9;32.029636136391325;9.285691544279106e-14;56.00000000264056;95.71694848196977;0.2800000002893885;3.3159049442572797;11.058415225896164;0.07432727279689781;6.000002379045495;1.0000000000046627;2.9538980985686654;2.6881440746287377e-10;0.0001280830811251319
2026.0;1.419381249155057e-9;9.080058172722497;8.696370736385745e-14;51.33333333700613;127.73758461836108;0.25666666695616086;2.9211780089985367e-5;15.479665725176112;0.06813333340254585;6.000003301479626;1.0000000002679423;2.938082663073135;1.7101048858188948e-8;0.0001955778752546892
2027.0;1.6922696390338814e-9;9.699115683265743;8.6234357586528e-14;46.66666667154009;136.80864279108357;0.23333333362292036;1.4411864890696588e-6;16.596698863185477;0.06193939400715544;6.000004407983306;1.0000000008316128;2.8723057470621254;5.8499388890301526e-8;0.00028731697757752395
2028.0;2.042176049438253e-9;9.073175975747764;9.112352727340063e-14;42.00000000629281;146.4987584743493;0.21000000028967403;4.5614990207671385e-7;17.714584477366827;0.05574545461103442;6.000005682441843;1.0000000022612308;2.7984706734373033;1.815553081148308e-7;0.0004075264920061269
2029.0;2.5656360952884713e-9;7.070062974494028;9.70169353789657e-14;37.333333341318415;155.5629344500971;0.18666666695642692;2.4871562753384017e-7;18.834315182382113;0.0495515152133114;6.000007095612058;0.9999998506072585;2.707992251622769;4.243632900869789e-6;0.0005598870833902887
2030.0;3.872573857435677e-9;10.337076107019696;1.1070933504109543e-13;32.666666676693914;162.6239974245911;0.16333333362318472;2.0673346032931884e-7;19.950057194575955;0.04335757581724399;100.00413621051344;10.000000013720063;2.672939294145724;1.2994138387795261e-6;0.3590824030920079
2031.0;4.362887863417431e-9;13.192130746422752;1.2215078543149744e-13;28.00000001259289;172.9520735316108;0.14000000028994838;1.6076939420210254e-7;21.463620659861874;0.03716363641514803;100.00429036486058;10.00000010152288;2.614180861387915;1.0565594697852647e-5;0.4097873404198031
2032.0;6.336208804129885e-9;17.177312274344846;1.4731108573088516e-13;23.333333349798796;186.13520427803354;0.11666666695672577;1.5989263655161418e-7;22.9518893830373;0.030969697022683415;100.00451052402907;10.000000060108775;2.619654541181066;6.868136441503822e-6;0.4739765134841082
2033.0;1.196153027516629e-8;14.136223872414252;2.10482949937187e-13;18.66666668749502;203.3035165523784;0.09333333362351458;1.3535808645074293e-7;24.458762441857168;0.024775757613315824;100.00471527340835;9.99999996985376;2.528251958793275;2.3957921491156815e-5;0.5451243345377251
