Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2017.0;3457.904897;3457.904897;0.0;0.0;1986.3855580707925;756.7289523460736;714.7903865831336;5.0;1719.939511307858;1753.5523942263783
2018.0;1892.9805800000001;1892.9805800000001;0.0;0.0;2793.0633066663786;756.7289523460736;329.5738790583401;5.0;1368.233331857508;540.3342566767645
2019.0;1854.716334;1313.4495801753628;0.0;1441.2667538246365;3001.320943360039;756.7289523460736;348.4629911356287;24.72;1052.4373977711584;270.2583113503497
2020.0;1816.452088;1129.4562834645765;0.0;2128.2625583600598;3445.1856906287085;441.0560571114662;244.535479084441;57.380338672232774;900.5223074256281;228.96410348757635
2021.0;1635.379448;879.5532418120969;0.0;3584.088764547963;3575.566777199607;464.78301345146565;284.38914178973334;63.096702360031;712.3473010887117;167.3091457729768
2022.0;1547.7698321887224;710.4947795121606;0.0;4421.363817224526;3451.3793251425404;501.88054361339255;332.80168795583455;69.36159211001726;564.8130673916054;145.83003457173044
2023.0;1460.160216377445;611.9591860141048;4869.564847587864;400.0;3124.464293862922;538.2315538874494;400.6426634062738;76.1699381179674;446.77376931597325;165.3075125502185
2024.0;1372.5506005661675;570.3727650343272;802.1778355318402;400.0;2826.035276359544;573.3667405413139;295.4350419963927;83.80326380920089;397.9310815314614;172.541269339457
2025.0;1284.94098475489;558.9438756280589;725.9971091268312;400.0;2602.8897233698535;606.5058653647419;175.5835632530075;92.67886996008477;405.8324041243428;153.18476588974383
2026.0;1197.3313689436127;536.9345468564973;660.3968220871154;400.0;2386.209225880377;591.8983044376046;161.7167399083683;101.74066502802056;408.39760527664043;128.55870428906618
2027.0;1109.7217531323354;502.36265932272875;607.3590938096065;400.0;2167.8042418679797;575.8243037116946;144.94333962343194;111.80971384474394;405.0387665769862;97.14990504604653
2028.0;1022.1121373210578;466.89432183075917;555.2178154902986;400.0;1952.8444883367993;558.7050886294716;123.14898673246904;122.74960510578596;397.88933168398944;68.55582950315778
2029.0;934.5025215097804;431.42628374395974;503.0762377658209;400.0;1748.699241136961;539.764758751865;95.80677219193315;135.15697635825998;389.8506184160055;41.12737007808235
2030.0;846.892905698503;394.5418482736582;452.35105742484484;400.0;1550.4047841244683;520.3307451038288;72.50556018232291;148.27795209378397;372.60619876337375;21.493095736436842
2031.0;759.2832898872256;557.37115923129;201.9121306559357;400.0;1564.2172945408875;499.9428198145507;43.615829000320026;162.45946380861642;547.3923297255368;9.708862399868266
2032.0;671.6736740759482;485.0725995643552;186.6010745115932;400.0;1542.6323222929714;476.41451175226956;30.24306006000127;178.83082562389657;474.71910160062737;10.09663331517902
2033.0;584.0640582646706;397.2213818096808;186.84267645499017;400.0;1465.3487449930271;450.55127143653715;23.953687673088126;197.1594426803685;389.39469042832496;7.680476434040707
2034.0;496.4544424533931;314.4299068702343;182.02453558315892;400.0;1336.2296577038505;423.34312066721475;20.20587349219156;216.8947878085914;312.91824070280774;1.3960107007781766
2035.0;408.84482664211555;238.16774073451938;170.67708590759594;400.0;1165.167831312705;391.6809698190732;17.54859730659198;240.0284598742026;238.21318264757508;7.185045188070778e-10
2036.0;321.235210830838;167.73012496202182;153.50508586881597;400.0;955.7904338385961;359.5594196968382;17.548102739291163;264.2484279313386;167.8715342620438;4.780273520286421e-10
2037.0;233.62559501956048;99.4820239016787;134.14357111788172;400.0;711.189753039991;326.53460196110024;17.548102739183992;289.98876566480203;99.29545408765603;0.650646495073326
2038.0;146.01597920828294;64.15568998255223;81.86028922573087;400.0;468.369945520526;289.42739476288614;17.54810273913122;319.21594969156536;62.973986886373325;1.9821379865962
2039.0;58.40636339700586;58.40636339700586;0.0;400.0;259.7931543952527;249.43505178317685;17.548102739102564;350.91553777477463;58.51629740961857;9.411227103366468e-9
2040.0;0.0;33.333333333333336;0.0;366.66666666666674;69.58377179305717;205.9946131963136;17.548102739216286;386.29345566800754;33.42032319661939;1.922999932457815e-8
2041.0;0.0;99.99999999999999;0.0;266.66666666666697;-8.874837849563846;160.91050690346708;17.548102739154746;424.06606969182076;100.12393057745439;1.524893254517964e-8
2042.0;0.0;99.99999999999999;0.0;166.66666666666688;-37.611231122946265;111.27734963235093;17.45904364103139;466.28243044882487;100.15369901325664;3.2124908267395523e-9
2043.0;0.0;99.99999999999999;0.0;66.66666666666688;-38.12784139120595;82.96850752904345;17.54810273921603;495.1817606596305;85.5279369007386;14.51757735337467
2044.0;0.0;66.6666666666669;0.0;0.0;-40.679893920070754;51.670616456269045;17.548102739262198;527.198738780265;49.11118708373398;17.57395811180168
2045.0;0.0;0.0;0.0;0.0;-40.70574929344912;0.0;0.025855373378341557;624.1581850993634;1.6435819345680685e-12;1.9478648943995063e-10
2046.0;0.0;0.0;0.0;0.0;-40.70574929403483;0.0;5.856705262594303e-10;656.7946893435482;1.0863695213025189e-12;1.9742914245543375e-10
2047.0;0.0;0.0;0.0;0.0;-40.70574929410395;0.0;6.874221487451371e-11;717.2989851663758;7.350656640204548e-13;1.1155086485297855e-10
2048.0;0.0;0.0;0.0;0.0;-40.705749294173074;0.0;6.931229993807183e-11;779.4420313005296;6.110629487613937e-13;9.773462321006439e-11
2049.0;0.0;0.0;0.0;0.0;-40.705749294244015;0.0;7.084144350952652e-11;846.5446733234214;5.786074476381879e-13;8.983744418725055e-11
2050.0;0.0;0.0;0.0;0.0;-40.70574929432041;0.0;7.558173646250886e-11;918.5591625607289;5.166185718374161e-13;8.449076489375907e-11
2051.0;0.0;0.0;0.0;0.0;-40.70574929439863;0.0;7.854127011372413e-11;932.1560916227558;6.536308349434254e-13;8.994351138681764e-11
2052.0;0.0;0.0;0.0;0.0;-40.70574929448048;0.0;8.260235109680642e-11;978.553012353699;7.056121656848617e-13;9.048530384416912e-11
2053.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;8.826319290781146e-11;1031.9301103718838;7.429775890912992e-13;9.049208294658885e-11
2054.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;0.0;1084.8878468048963;7.654637291326836e-13;9.091158611340341e-11
2055.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;0.0;1125.4737133848705;8.206808139190802e-13;9.344496827713324e-11
2056.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;0.0;1169.5309720374694;8.84097931756231e-13;9.613605410109062e-11
2057.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;0.0;1211.526720192615;1.0681348103546196e-12;9.98821879803209e-11
2058.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;0.0;1248.38147053422;1.4616577606025325e-12;1.0529180960613907e-10
2059.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;0.0;1278.206766133522;1.9910084592210766e-12;1.1265523949151636e-10
2060.0;0.0;0.0;0.0;0.0;-40.705749294569614;0.0;0.0;1325.9948975861776;2.3877713455796878e-12;1.1770697822990622e-10
2061.0;0.0;0.0;0.0;0.0;-40.705749295504575;0.0;9.350482708556128e-10;1367.74505281889;2.865933537311617e-12;1.293519937547781e-10
