Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_H2S;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2021.0;1636.083007;1636.083007;0.0;0.0;2036.0533869204983;512.9;95.11021998983279;570.7918260896686;80.14764448058423;737.9141732400158;898.0193654099937
2022.0;1550.6159844786314;1550.6159844786314;0.0;0.0;2343.387838024575;624.0632116990555;100.28973843103563;518.9285832444637;80.14751665561938;805.7954349293153;744.6643769288046
2023.0;1465.1489619572628;1465.1489619572628;0.0;0.0;2735.463610310674;626.137840963388;104.12269383628862;342.8126548714872;80.14703131695684;820.8302108346909;644.1695163855617
2024.0;1379.6819394358943;1379.6819394358943;0.0;0.0;3158.63655040301;618.0422905455143;124.25924846311715;214.20746033492694;88.13137498392933;827.2814977546149;552.1992648364302
2025.0;1294.2149169145257;1294.2149169145257;0.0;0.0;3587.848188036617;609.2787895511324;134.02459318406343;121.69989654572318;96.94510455415916;805.8523949432245;488.1767845849558
2026.0;1208.7478943931571;1208.7478943931571;0.0;0.0;3948.04978009201;599.8279856586303;132.16613547616723;116.55218120296686;106.64001337965296;788.9872220131263;419.5899867523617
2027.0;1123.2808718717886;1123.2808718717886;0.0;0.0;4283.289537105924;589.6483278231759;139.61333113505034;58.779455899649136;117.29772620530507;772.1384017369274;351.04276427334685
2028.0;1037.81384935042;1037.81384935042;0.0;0.0;4533.819135296562;578.6578587733362;148.6351979636234;59.991194422822666;129.02713190449032;733.0409283451713;304.6865245308242
2029.0;952.3468268290513;952.3468268290513;0.0;0.0;4690.519503388327;566.8056465048262;173.03567355438742;55.805138678073426;141.929182319498;693.9810949938085;258.29345983171686
2030.0;866.8798043076827;866.8798043076827;0.0;0.0;4778.632348227731;554.0241162740739;167.37490402446767;57.36793916973721;156.12110835416743;658.3213282993;208.50104329845982
2031.0;781.412781786314;781.412781786314;0.0;0.0;4787.518104965752;540.24041744579;178.69001578585176;53.596591816650886;171.7318542518002;622.7505208383452;158.62046303758794
2032.0;695.9457592649453;695.9457592649453;0.0;0.0;4711.908733346379;525.3759908730735;198.88388423962974;47.29525577161439;188.90325271281594;585.1637951711947;110.75670300272586
2033.0;610.4787367435766;610.4787367435766;0.0;0.0;4567.125598457298;509.3461421332089;204.03854263526824;41.87718686418095;207.79129809968617;541.3731051998005;69.09801148770877
2034.0;525.011714222208;525.011714222208;0.0;0.0;4364.654682048741;492.0595597683149;205.88845388660502;29.534616975845438;228.56755736474872;475.4278826360849;49.595210092954
2035.0;439.5446917008393;439.5446917008393;0.0;0.0;4104.805081178763;473.42228801803043;199.41439483296162;26.557609719825287;251.4175528931824;388.211220397602;51.38355863292788
2036.0;354.0776691794706;354.0776691794706;0.0;0.0;3806.806284675272;453.319403266375;186.9290968550523;11.827965561535105;276.55479743294575;303.9882888176376;50.161094712890296
2037.0;268.6106466581019;268.6106466581019;0.0;0.0;3454.1619526730838;431.64074569459854;178.66502835153744;10.949204614153894;304.20471433150743;218.96323146825426;49.74297109527006
2038.0;183.14362413673328;183.14362413673328;0.0;0.0;3057.8705305150033;408.26291616826774;163.60172549058709;7.57040463595902;334.618332643042;132.0770695995286;51.18839432998959
2039.0;97.67660161536463;97.67660161536463;0.0;0.0;2628.5978969413704;383.05286412192027;140.3127213990572;3.583649668019997;368.0717410643658;38.06516228714375;59.762232788851875
2040.0;12.209579093995984;12.209579093995984;0.0;0.0;2192.507506228854;355.86331565186333;91.3131841544656;1.1234700001839788;404.8727206410577;1.2924411004221962e-5;12.392198227171916
2041.0;0.0;0.0;0.0;0.0;2005.9565533102623;145.67135151497826;40.317866403391385;0.5617350002218812;645.079466782274;7.764524769662643e-13;3.67509807776537e-11
2042.0;0.0;0.0;0.0;0.0;1869.240409104965;117.34477316618586;19.371371038884977;2.2645251154534918e-10;689.8886836396268;8.529922907261042e-13;3.857695486413816e-11
2043.0;0.0;0.0;0.0;0.0;1763.0738391293942;88.44870023590408;17.717869739454244;2.1249540660002646e-10;736.8865573371229;9.478144428531118e-13;4.0267436751740274e-11
2044.0;0.0;0.0;0.0;0.0;1686.7975526825057;58.728707689066596;17.547578757615636;2.06275651809749e-10;786.4539645516993;1.0659754333312162e-12;4.221139062603542e-11
2045.0;0.0;0.0;0.0;0.0;1644.6931242849248;28.4622371882449;13.64219120913297;2.0296830629637226e-10;838.3625546158574;1.2191251324121796e-12;4.44508292368907e-11
2046.0;0.0;0.0;0.0;0.0;1615.6329639173405;23.395918054657386;5.664242312724782;2.0211915678301977e-10;861.3070336284942;1.7353052301547427e-12;5.211215421233804e-11
2047.0;0.0;0.0;0.0;0.0;1595.9929161479495;19.640047769177727;1.7826772885839855e-12;2.1143503841938948e-10;883.2041955108273;2.921561596449687e-12;6.349126274618547e-11
2048.0;0.0;0.0;0.0;0.0;1579.491386270354;16.501529877394205;1.8498758935333547e-12;1.9932443598508352e-10;904.8495897901348;8.231528141881518e-12;8.357929378461908e-11
2049.0;0.0;0.0;0.0;0.0;1579.4913610406784;2.5229472953469667e-5;1.939680850360128e-12;2.0086774705700355e-10;944.2979236876656;2.5229441712002046e-5;1.0914269683457132e-10
2050.0;0.0;0.0;0.0;0.0;1579.491361040492;0.0;2.0100847129456526e-12;1.8438659645737633e-10;1005.1891822916913;1.1842105854748217e-12;1.2964979296612847e-10
2051.0;0.0;0.0;0.0;0.0;1579.4913610403032;0.0;2.1196651466765127e-12;1.8667746549082892e-10;1105.9269367466459;8.310173404185532e-13;1.1483362246993143e-10
