Year;EOM_avg;REC_y;CAP_Biomass;CAP_SPP_lignite;CAP_Solar;CAP_ICE;CAP_WindOffshore;CAP_WindOnshore;CAP_Nuclear;CAP_CCGT_old;CAP_SPP_gas;CAP_CCGT_new;CAP_SPP_coal;CAP_OCGT;FS_Biomass;FS_SPP_lignite;FS_Solar;FS_ICE;FS_WindOffshore;FS_WindOnshore;FS_Nuclear;FS_CCGT_old;FS_SPP_gas;FS_CCGT_new;FS_SPP_coal;FS_OCGT
2030.0;39.132320011170606;1.7798017542028581;95.98750048920701;8.810666666666666;39.120000000024554;0.0;5.491111111114403;645.6040330408466;37.6704;9.066666666666666;2.8951425;53.93250000000188;9.985333333333333;7.160817054679047e-14;760.3189455800444;8.214692612197566e-15;43.006016907431174;0.0;31.091320513245854;2458.026508569037;329.9927039999999;0.0;0.0;0.0;4.3820751707612656e-13;0.0
2031.0;37.856545861160896;2.1318070005635996;94.79466715587374;6.6080000000000005;32.600000000030974;0.0;4.706666666670757;695.3067048341412;33.4848;6.8;2.57346;47.94000000000188;7.489000000000001;7.160817054679047e-14;709.4259750347968;7.137292012422978e-15;35.83834742252836;0.0;26.649703296936963;2647.2608977025;293.32684799999987;0.0;0.0;0.0;4.125255377860609e-13;0.0
2032.0;36.56846307483753;2.493054448655984;93.60183382254046;4.405333333333333;26.0800000000396;0.0;3.9222222222273415;747.037154511041;29.2992;4.533333333333333;2.2517774999999998;41.94750000000187;4.992666666666667;7.160817054679047e-14;650.4155176057725;5.787513426415341e-15;28.67067793763643;0.0;22.20808608063309;2844.215702967693;256.660992;0.0;0.0;0.0;4.0953652825457726e-13;0.0
2033.0;35.31545708324942;2.8925161784430125;92.4090004892072;2.2026666666666666;19.560000000051915;0.0;3.1377777777842755;782.6125711251337;25.1136;2.2666666666666666;1.9300949999999997;35.955000000001874;2.4963333333333333;7.160817054679047e-14;650.673933960501;4.219230770044376e-15;21.50300845273055;0.0;17.766468864323315;2979.662993590854;219.99513599999995;0.0;0.0;0.0;3.5853859749554435e-13;0.0
2034.0;34.072448039904216;3.328773967981689;91.21616715587393;0.0;13.04000000007157;0.0;2.353333333341797;824.8840171125156;20.928;0.0;1.6084125;29.962500000001874;0.0;7.160817054679047e-14;640.3804239671045;0.0;14.335338967814899;0.0;13.32485164800907;3140.604266375458;183.3292800000001;0.0;0.0;0.0;0.0;0.0
2035.0;32.91422057735104;3.656509449429315;91.216167155874;0.0;6.520000000113139;0.0;1.5688888889004955;877.2991885777162;16.7424;0.0;1.28673;23.97000000000188;0.0;4.8008544056479385e-14;631.3467566304603;0.0;7.167669482893405;0.0;8.88323443168838;3340.1660322859757;146.66342399999994;0.0;0.0;0.0;0.0;0.0
2036.0;31.77969747402552;4.111178925799757;91.21616715587409;0.0;1.816833261825258e-9;0.0;0.7844444444626726;915.2359650321191;12.5568;0.0;0.9650474999999998;17.977500000001875;0.0;4.8008544056479385e-14;624.8071949462301;0.0;1.6074176036888683e-9;0.0;4.441617215372834;3484.603795066461;109.99756799999997;0.0;0.0;0.0;0.0;0.0
2037.0;30.753343558460895;4.445404276032123;91.21616715587417;0.0;2.2527086786684134e-9;0.0;2.5514313214233383e-10;960.3616595600674;8.3712;0.0;0.643365;11.985000000001875;0.0;2.4895530788272134e-14;582.8053162987866;0.0;2.026710769536157e-9;0.0;9.724386336112748e-10;3656.4121291078427;73.33171199999997;0.0;0.0;0.0;0.0;0.0
2038.0;29.744526277133552;4.771419906251044;91.21616715587427;0.0;2.645437812036261e-9;0.0;3.1505295720574756e-10;987.146394287792;4.1856;0.0;0.3216825;5.9925000000018755;0.0;0.0;604.1261633647889;0.0;2.3914058734937046e-9;0.0;1.219706326607113e-9;3758.390407767982;36.665855999999984;0.0;0.0;0.0;0.0;0.0
2039.0;28.78184529919986;5.124150616345463;91.21616715587437;0.0;3.0800788064011343e-9;0.0;3.7577889792672373e-10;1025.1415071826755;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;585.8601775443811;0.0;2.7941710129523873e-9;0.0;1.4692444722019052e-9;3903.0502765290753;0.0;0.0;0.0;0.0;0.0;0.0
2040.0;27.8141298345234;5.5097412362981695;91.21616715587449;0.0;3.6309709088729416e-9;0.0;4.6281982978999407e-10;1053.5302788747306;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;569.8969389787418;0.0;3.311086090495653e-9;0.0;1.8374306801982411e-9;4011.1356505242534;0.0;0.0;0.0;0.0;0.0;0.0
2041.0;26.862188458188463;5.717145964792007;91.21616715587461;0.0;4.632269770615422e-9;0.0;2.288586434938783;1074.5093521700965;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;566.2744325959776;0.0;4.283646547565502e-9;0.0;12.958247050005292;4091.0098700851954;0.0;0.0;0.0;0.0;0.0;0.0
2042.0;26.048365340468298;5.4683278098497174;91.21616715587477;0.0;5.308828686332953e-9;0.0;12.042490587274434;1082.9151362071743;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;566.7655792250349;0.0;4.9014555318655416e-9;0.0;68.18600589950377;4123.01344957201;0.0;0.0;0.0;0.0;0.0;0.0
2043.0;25.536260474824367;5.581523291643731;91.21616715587494;0.0;5.924464819400576e-9;0.0;14.808503636903819;1101.4555287779772;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;567.1703995714923;0.0;5.460327305441938e-9;0.0;83.84749890659704;4193.602810984294;0.0;0.0;0.0;0.0;0.0;0.0
2044.0;24.887906970217326;5.484868581234694;91.21616715587514;0.0;6.492291860508778e-9;0.0;20.863368014246547;1115.6853070419077;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;570.525614760318;0.0;5.945538686917544e-9;0.0;118.13085708574486;4247.780248537213;0.0;0.0;0.0;0.0;0.0;0.0
2045.0;29.227772595692677;5.72979691393749;91.21616715587543;0.0;6.825396766086451e-9;0.0;20.86336801435052;1115.6853070426257;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;648.6681525128147;0.0;6.358015190109873e-9;0.0;118.13085708718734;4247.78024854165;0.0;0.0;0.0;0.0;0.0;0.0
2046.0;28.9708533602105;5.74566403416606;91.21616715587582;0.0;7.533432828950644e-9;0.0;24.08357381890104;1153.301327585554;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;584.8705277976197;0.0;7.0119137282383265e-9;0.0;136.3640431877859;4390.996788261184;0.0;0.0;0.0;0.0;0.0;0.0
2047.0;27.017413578843303;5.52580842813352;91.21616715587643;0.0;8.606662729982017e-9;0.0;31.48524274643099;1173.0872306552978;0.0;0.0;0.0;1.8747378237400098e-12;0.0;0.0;561.931093382294;0.0;7.953253857085374e-9;0.0;178.27316800849152;4466.328217050147;0.0;0.0;0.0;0.0;0.0;0.0
2048.0;25.110430708484774;5.374752753714791;91.21616715587767;0.0;1.0328264615587148e-8;0.0;37.38745285141037;1188.8609731095514;0.0;0.0;0.0;1.610874922016542e-12;0.0;0.0;553.8642243673642;0.0;9.471568271663909e-9;0.0;211.69217964330298;4526.384033164866;0.0;0.0;0.0;0.0;0.0;0.0
2049.0;23.47763758573281;6.1516236747305255;31.935464102176308;0.0;69.25408617969008;0.0;50.28431327008775;1275.027926308642;0.0;0.0;0.0;1.3470193254013422e-12;0.0;0.0;191.4194266702241;0.0;76.12450706064921;0.0;275.1607972424683;4838.900706432392;0.0;0.0;0.0;0.0;0.0;0.0
2050.0;21.726770170796236;5.618780025248303;31.93546410218132;0.0;97.60236371712617;0.0;51.20621606475554;1271.4373996364932;0.0;0.0;0.0;1.3470193254013422e-12;0.0;0.0;191.36399759647173;0.0;107.18591704723431;0.0;282.0378447797218;4824.083009512675;0.0;0.0;0.0;0.0;0.0;0.0
2051.0;20.09716087095703;5.135789903392161;31.935464102184483;0.0;124.31146453637133;0.0;51.88044394645723;1266.4155224097562;0.0;0.0;0.0;1.0567733291688336e-12;0.0;0.0;196.58220443073864;0.0;136.56468516877646;0.0;289.52086918772085;4805.072401593;0.0;0.0;0.0;0.0;0.0;0.0
2052.0;18.859905757935582;4.751677699956176;31.93546410218712;0.0;144.83920725505754;0.0;52.835626989762815;1276.1158213709703;0.0;0.0;0.0;7.3750736026133e-13;0.0;0.0;174.02870855092453;0.0;158.89576553791653;0.0;292.0447576163094;4825.886715454809;0.0;0.0;0.0;0.0;0.0;0.0
2053.0;17.37988655600251;4.427551948211671;31.935464102189474;0.0;163.5922644013209;0.0;53.57194912578437;1279.5786402042163;0.0;0.0;0.0;3.8631450805103934e-13;0.0;0.0;161.28494218144525;0.0;179.4077942255936;0.0;296.9485219508435;4838.328693489613;0.0;0.0;0.0;0.0;0.0;0.0
2054.0;15.897064641231074;4.149373330346748;31.935464102191748;0.0;180.47323744117443;0.0;54.23199533102906;1278.783748389816;0.0;0.0;0.0;0.0;0.0;0.0;154.0031735794234;0.0;198.01603869576093;0.0;303.84856182419213;4841.266562835908;0.0;0.0;0.0;0.0;0.0;0.0
2055.0;14.496906158902869;3.9065602427415027;31.935464102193997;0.0;196.12270682073776;0.0;54.78803990014707;1278.6989688503068;0.0;0.0;0.0;0.0;0.0;0.0;154.26714173797214;0.0;215.30653785894208;0.0;308.2460958812997;4843.927425686587;0.0;0.0;0.0;0.0;0.0;0.0
2056.0;13.225605771811269;3.6842267210600594;31.935464102196228;0.0;211.57990189443387;0.0;55.170064198336085;1279.0853857777433;0.0;0.0;0.0;0.0;0.0;0.0;154.04258850947232;0.0;232.26815823304548;0.0;311.59061314859537;4846.586993144664;0.0;0.0;0.0;0.0;0.0;0.0
2057.0;12.086311493720267;3.495163945830183;31.935464102198466;0.0;225.70119378593802;0.0;55.51193077875228;1287.8867490433918;0.0;0.0;0.0;0.0;0.0;0.0;146.41616164564684;0.0;247.6652134217762;0.0;309.52385658389625;4866.509234836497;0.0;0.0;0.0;0.0;0.0;0.0
2058.0;11.018609614126245;3.3422785077469057;31.935464102200765;0.0;237.9786152455713;0.0;55.89869802297627;1288.0866912367796;0.0;0.0;0.0;0.0;0.0;0.0;147.4886674652787;0.0;261.61752404430564;0.0;315.2553496841877;4866.031935096661;0.0;0.0;0.0;0.0;0.0;0.0
2059.0;9.935979620965423;3.2206775798998155;31.93546410220316;0.0;248.66571574996956;0.0;56.320338897861966;1297.5716564803722;0.0;0.0;0.0;0.0;0.0;0.0;137.53205135594987;0.0;272.9515900191474;0.0;318.07511508147786;4887.064340480657;0.0;0.0;0.0;0.0;0.0;0.0
2060.0;8.913129524744996;3.1231658925094563;31.935464102205643;0.0;258.12457770107414;0.0;56.76843307399392;1343.4638551786184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;283.7655854742359;0.0;320.64548648881953;5041.011271152158;0.0;0.0;0.0;0.0;0.0;0.0
2061.0;8.254157020797614;3.0354670813206748;31.93546410220817;0.0;266.85129341193465;0.0;57.26313612989467;1335.6352992074962;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;293.3591739618958;0.0;324.23048472560976;5028.258187320082;0.0;0.0;0.0;0.0;0.0;0.0
2062.0;8.139067100530543;2.850387453319323;31.935464102210677;0.0;271.19062860073853;0.0;59.38228844383706;1327.2295152004742;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;297.5308831242227;0.0;335.46062846350407;4992.952791944957;0.0;0.0;0.0;0.0;0.0;0.0
2063.0;9.838629158735808;3.3825459464571295;31.93546410221058;0.0;271.19062860012167;0.0;56.6162753942075;1308.6891226296575;0.0;0.0;0.0;0.0;0.0;0.0;127.70870317359666;0.0;297.9550146176405;0.0;319.14211509886906;4906.964515308621;0.0;0.0;0.0;0.0;0.0;0.0
