Year;EOM_avg;REC_y;CAP_Biomass;CAP_SPP_lignite;CAP_Solar;CAP_ICE;CAP_WindOffshore;CAP_WindOnshore;CAP_Nuclear;CAP_CCGT_old;CAP_SPP_gas;CAP_CCGT_new;CAP_SPP_coal;CAP_OCGT;FS_Biomass;FS_SPP_lignite;FS_Solar;FS_ICE;FS_WindOffshore;FS_WindOnshore;FS_Nuclear;FS_CCGT_old;FS_SPP_gas;FS_CCGT_new;FS_SPP_coal;FS_OCGT
2019.0;72.31527286483538;NaN;17.892500000000002;33.04;110.84;14.407499999999999;14.12;164.87;83.712;34.0;6.43365;119.85;37.445;5.95;156.73829999999998;3.978669969059793e-12;121.85038124080779;3.2344158782403224e-13;79.9491098924102;627.7142175818751;733.3171200000004;25.68841242840443;1.7221617412768436e-13;884.3741117151858;5.442766440289278e-11;2.0107767052720796e-10
2020.0;15.840219838416118;0.042063247877504525;16.69966666666667;30.837333333333333;104.32000000000099;12.96675;13.3355555555557;519.6633403187295;79.52640000000001;31.733333333333334;6.1119674999999996;113.85749999999999;34.94866666666667;5.206250000000024;36.57227;4.907015349844804e-15;114.68271175499997;0.0;75.50749267570467;1978.5289444653533;436.4363950561512;0.0;0.0;0.0;5.341495195270478e-13;0.0
2021.0;25.506465987086532;0.053400354624475434;15.506833333333335;28.634666666666668;97.800000000002;11.526;12.551111111111407;509.9651050252336;75.3408;29.46666666666667;5.790285;107.86500000000001;32.452333333333335;4.4625000000000234;56.599941666666666;4.6087804158138566e-14;107.51504227042271;0.0;71.06587545953701;1941.6045787277635;471.51591793380004;4.095542820331652e-12;0.0;4.844258758829499e-10;2.667063164076709e-12;5.760033111531737e-12
2022.0;47.816263469636446;0.08948347878802156;14.314;26.432000000000002;91.28000000000307;10.085249999999998;11.766666666667115;500.26686973112817;71.15520000000001;27.2;5.4686025;101.87249999999999;29.956000000000003;3.7187500000000466;121.30080204171838;1.4924961895747292e-13;100.34737278614773;0.0;66.62425824350147;1904.6802129881166;623.319552;1.7037543267560216e-11;0.0;3.9554396602205105e-9;7.129317684017713e-12;3.15223964021642e-11
2023.0;57.8142040452767;0.14066707593974384;13.121166666666666;24.22933333333333;84.76000000000431;8.644499999999999;10.982222222222846;490.5686344370241;66.9696;24.93333333333333;5.14692;95.88000000000028;27.459666666666664;2.9750000000000716;114.94142;1.6510770299288776e-13;93.17970330150497;0.0;62.182641027305195;1867.7558472481537;586.6536959999997;3.093734179993326e-11;2.3365213228382458e-14;1.2385201813068954e-8;7.427314571991811e-12;4.5588386988175454e-11
2024.0;27.269857312912038;0.12187297382613045;103.14450048920645;22.026666666666667;78.24000000000576;7.203749999999999;10.197777777778597;480.87039914291336;62.784000000000006;22.666666666666664;4.8252375;89.88750000000053;24.96333333333333;2.2312500000000712;671.2409967029837;9.752196958812548e-15;86.01203381622994;0.0;57.741023810832644;1830.8314815076128;549.9878399999999;0.0;0.0;0.0;4.0166568422232523e-13;0.0
2025.0;40.1961528430614;0.19464029462528526;101.95166715587337;19.823999999999998;71.72000000000757;5.763;9.413333333334398;471.1721638488249;58.5984;20.4;4.5035549999999995;83.89500000000051;22.467;1.4875000000000715;790.4579345444745;1.403992405407239e-14;78.84436433160637;0.0;53.299406594644864;1793.907115767725;513.321984;0.0;0.0;3.141871179437608e-10;7.292432534206108e-13;0.0
2026.0;43.99944822092209;0.28340646127391605;100.7588338225401;17.621333333333332;65.20000000000977;4.3222499999999995;8.628888888890252;461.4739285550931;54.412800000000004;18.133333333333333;4.1818725;77.90250000000083;19.970666666666666;0.7437500000000716;814.7711949444071;1.5640967467763486e-14;71.67669484684974;0.0;48.85778937839908;1756.9827500290787;476.6561280000002;0.0;0.0;3.749180549936759e-10;7.500008831514639e-13;0.0
2027.0;43.262586320054254;0.40553254231293334;99.56600048920684;15.418666666666667;58.680000000012406;2.8815;7.84444444444616;529.0636462297489;50.2272;15.866666666666667;3.8601899999999993;71.91000000000113;17.474333333333334;7.160817054679047e-14;793.8060998967314;1.4324336143115885e-14;64.50902536200613;0.0;44.416172162115366;2014.3189952326506;439.9902719999999;0.0;0.0;3.165060767881529e-10;6.222302845271803e-13;0.0
2028.0;41.89275177040214;0.5070117121486579;98.37316715587356;13.216000000000001;52.160000000015614;1.44075;7.06000000000214;562.8391733827331;46.04160000000001;13.6;3.5385075;65.9175000000015;14.978000000000002;7.160817054679047e-14;777.9388342540269;1.1347782883809025e-14;57.34135587715771;0.0;39.974554945829674;2142.913515765414;403.324416;0.0;0.0;2.75024142628414e-10;5.28838866273947e-13;0.0
2029.0;40.48924444232865;0.7207575042275836;97.18033382254029;11.013333333333334;45.64000000001957;0.0;6.275555555558212;593.8778903334642;41.856;11.333333333333332;3.216825;59.92500000000187;12.481666666666666;7.160817054679047e-14;771.1449452475212;9.135650599395198e-15;50.173686392302805;0.0;35.53293772954133;2261.0881013507737;366.6585600000002;0.0;0.0;2.499168467243971e-10;4.696042646258402e-13;0.0
