Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak;IMP_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;45.69314169054604;4.351846955499056e-12;1.0631830552004858e-13;0.12743456487840377;0.0;0.004367519992934942;1.0492211636072407e-15;0.2790591319336662;0.007847999999958798;4.053265098516841e-5;0.0
2.0;10.892873381892388;1.9285590626802402e-5;0.007073443319697789;0.12743456487840374;0.0;0.0041034600030033985;0.0;0.2817737013717157;0.0078479999983243;4.053265085881489e-5;0.0
3.0;10.000193448854455;1.928565547633577e-5;0.009258935808719356;0.1274345648784038;0.0;0.003933359991790723;0.0;0.29062200792098025;0.0004900905860491262;3.783043377140071e-5;0.0
4.0;10.00019776928582;1.928565547606281e-5;0.009258935808719334;0.1274345648784038;0.0;0.003912300001906622;0.0;0.2860013070852713;0.0024373926033017007;3.783043377140085e-5;0.0
5.0;10.000198927716111;1.9285655476025443e-5;0.009258935808719332;0.12743456487840377;0.0;0.004229009997876173;0.0;0.28979132072565195;0.0008673559473180064;3.783043377140087e-5;0.0
6.0;10.000200352297032;1.9285655475979706e-5;0.009258935808719329;0.12743456487840382;0.0;0.004362659995752828;0.0;0.2944416875540271;0.005746708596328435;4.053265084400243e-5;0.0
7.0;266.7661888958172;6.437467337280876e-13;1.5901521082011404e-14;0.12743456487840385;3.202967976123548e-14;0.004278419998701262;1.5084122258610693e-15;0.29670382852607147;0.007847999999994918;0.0005944792850654657;4.742408041224015e-13
8.0;271.8036501111926;6.315740207728892e-13;1.5601301890093965e-14;0.12743456487840385;0.005123811239226849;0.004012739993372396;1.5208236360181957e-15;0.2947680297771518;0.00784799999999503;0.006477122958311015;5.272722634586011e-13
9.0;117.04483922481406;1.5158534510754582e-12;3.7370142258660154e-14;0.12743456487840388;1.0393890710748442e-15;0.004098600006842044;1.1762276870768761e-15;0.2969930852013421;0.007847999999986763;0.029424027234502083;1.1858157087293237e-13
10.0;10.892715448927305;1.928559064609212e-5;0.00654834137699516;0.1274345648784039;0.0;0.004415310002284922;0.0;0.2803570826293677;0.007847999998324053;0.06270676599275778;0.0
11.0;3.378998420730342e-5;1.9285708852468147e-5;0.009258935811274946;0.12743456487840393;0.0;0.003420342051567074;0.0;0.2710076158164242;0.0;0.08843503051180093;0.0
12.0;3.3791659803376556e-5;1.9285708852468143e-5;0.009258935811274946;0.1274345648784039;0.0;0.003387244923592652;0.0;0.26781404919507684;0.0;0.08968281418616791;0.0
13.0;3.3791601480071596e-5;1.9285708852468143e-5;0.009258935811274946;0.12743456487840393;0.0;0.003577102277406856;0.0;0.26159407914108024;0.0;0.09486023688212665;0.0
14.0;3.379161251407816e-5;1.9285708852468143e-5;0.009258935811274946;0.12743456487840402;0.0;0.0032781969101798323;0.0;0.26556140122883976;0.0;0.09252380016516512;0.0
15.0;3.379160329047062e-5;1.928570885246814e-5;0.009258935811274946;0.12743456487840402;0.0;0.003015747147636682;0.0;0.27212916770206014;0.0;0.08080089346025036;0.0
16.0;3.379154418247798e-5;1.9285708852468143e-5;0.009258935811274946;0.127434564878404;0.0;0.00274376157689768;0.0;0.2849708264422459;0.0;0.06167127030183865;0.0
