Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;PROD_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;54.359362848350834;-2.0009561292751512e-17;-4.277750578816892e-11;-0.042297006912492344;-0.03992741581879829;-0.008782590363242589;0.0;0.24327137235806373;2.846958990191272e-16;0.2540246671126005;0.035154835443670526;0.0008841002269513663;0.0
2.0;54.21499669228142;-2.0009561292751512e-17;-4.277750578816892e-11;-0.042279222654997076;-0.039910901865404205;-0.008782590363242571;0.0;0.23915367075135116;2.8466311233699847e-16;0.25415494338897404;0.035154835443670034;0.0008841002269512013;0.0
3.0;54.099079691470756;-2.0009561292751512e-17;-4.277750578816892e-11;-0.04230212828147496;-0.03993217137570118;-0.00878259036324257;0.0;0.2363106946030013;2.846358878346555e-16;0.25582385471292574;0.035154835443669624;0.0008251593319700166;0.0
4.0;53.854506438194626;-2.0009561292751512e-17;-4.277750578816892e-11;-0.04234821608103408;-0.0399749671895693;-0.008782590363242566;0.0;0.23501508604642146;2.84579060832222e-16;0.2536573701716414;0.03515483544366874;0.0008251593319697276;0.0
5.0;53.4966039235994;-2.0009561292751512e-17;-4.277750578816892e-11;-0.04257743198499196;-0.040187810528950485;-0.00878259036324257;0.0;0.23764323457202935;2.844931629780243e-16;0.2529525503828263;0.035154835443667376;0.0008251593319692863;0.0
6.0;54.6865856635474;-2.0009561292751512e-17;-4.277750578816892e-11;-0.042276233802649145;-0.03990812650252611;-0.008782590363242566;0.0;0.24451449302066783;2.8477129306789017e-16;0.2591802977417977;0.03515483544367163;0.0008841002269517426;0.0
7.0;53.20606469733965;-2.0009561292751512e-17;-4.277750578816892e-11;-0.04521162139103564;-0.042633843548925146;-0.008782590363242564;0.0;0.24748223205546555;2.8443455673851744e-16;0.2638523630068664;0.03515483544366642;0.012966812128061358;0.0
8.0;27.93969969042285;-2.0009561292751512e-17;-4.277750578816892e-11;-0.06477724156963972;-0.05999376404971349;-0.008782590363242566;0.0;0.19542023558576216;0.0;0.21489729184337839;0.026560382166050105;0.13128795248207079;0.0
9.0;27.48656154843409;-2.0009561292751512e-17;-4.277750578816892e-11;-0.06819455153640716;-0.06316698044490858;-0.008782590363242564;0.0;0.1927869396457578;0.0;0.2116599167678148;0.02652405626403867;0.16381460836973963;0.0
10.0;27.079841806090347;-2.0009561292751512e-17;-4.277750578816892e-11;-0.06937482775278929;-0.06426295121745744;-0.008782590363242566;0.0;0.1902415241307881;0.0;0.20067345980952708;0.026724030989345407;0.1868797236310583;0.0
11.0;26.798866588359665;-2.0009561292751512e-17;-4.277750578816892e-11;-0.0701225725039844;-0.06495728562936459;-0.008782590363242564;0.0;0.1791854213247796;0.0;0.19348783318997984;0.026906605158494246;0.2089949835919848;0.0
12.0;26.518684597963656;-2.0009561292751512e-17;-4.277750578816892e-11;-0.07066853459243472;-0.0654642504258481;-0.008782590363242566;0.0;0.1727272911395042;0.0;0.1875334318265968;0.027219828285525608;0.21726196546252272;0.0
13.0;26.410161317437343;-2.0009561292751512e-17;-4.277750578816892e-11;-0.07087746471028185;-0.06565825696386778;-0.008782590363242564;0.0;0.17275594086420906;0.0;0.18858010476999115;0.02734281673921361;0.21447914526877387;0.0
14.0;26.418644203064588;-2.0009561292751512e-17;-4.277750578816892e-11;-0.07089838734910738;-0.06567768512848891;-0.008782590363242561;0.0;0.16915799193111353;0.0;0.19297998455921198;0.02730873101435396;0.21530481239758983;0.0
15.0;26.522526318207525;-2.0009561292751512e-17;-4.277750578816892e-11;-0.07051485561351803;-0.06532154851685895;-0.008782590363242563;0.0;0.1667836778375097;0.0;0.19650087583328896;0.027311567750055676;0.20843167762746517;0.0
16.0;26.89041950135437;-2.0009561292751512e-17;-4.277750578816892e-11;-0.06952833908197845;-0.06440549745178935;-0.008782590363242564;0.0;0.1698215781950436;0.0;0.20391460417976917;0.027077416848919372;0.19260900972728892;0.0
17.0;27.28901208886191;-2.0009561292751512e-17;-4.277750578816892e-11;-0.06846359172660736;-0.06341680347882026;-0.008782590363242566;0.0;0.17931701292939714;0.0;0.21122206453358944;0.02682103979166504;0.17015093857075375;0.0
18.0;27.685340007044328;-2.0009561292751512e-17;-4.277750578816892e-11;-0.06743666221141671;-0.06246322607159746;-0.008782590363242563;0.0;0.187870779813302;0.0;0.2168553591283406;0.02654525077540576;0.15161494922926078;0.0
19.0;39.38387687120063;-2.0009561292751512e-17;-4.277750578816892e-11;-0.054037468309867366;-0.050829272830685036;-0.008782590363242568;0.0;0.2347902476608431;0.0;0.26236343559862046;0.03504497832237209;0.04921495443019847;0.0
20.0;58.51720275553987;-2.0009561292751512e-17;-4.277750578816892e-11;-0.04190740440558843;-0.0395656420625042;-0.008782590363242568;0.0;0.2651916624301792;2.8549619855651184e-16;0.29094823144945253;0.03515483544368076;0.003948980574045677;0.0
21.0;58.19056017027056;-2.0009561292751512e-17;-4.277750578816892e-11;-0.04181389326392496;-0.039478810288084344;-0.008782590363242568;0.0;0.2610511103940378;2.8553006222340576e-16;0.28767192705344874;0.03515483544368113;0.0027112415759826696;0.0
22.0;57.52744804359663;-2.0009561292751512e-17;-4.277750578816892e-11;-0.041630701047729944;-0.03930870323016596;-0.008782590363242564;0.0;0.25548637232006216;2.854358249854961e-16;0.2832405210060117;0.03515483544368009;0.0009430411219359371;0.0
