Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak
1.0;108.83898844973048;3.343368670578219e-13;2.1953514026290736e-12
2.0;42.04793232778846;8.665952794278938e-13;5.690384981325239e-12
3.0;5.070010278513006e-7;1.7696616633076822e-5;1.8291977595356983e-5
4.0;3.289731571652866e-7;1.7698046796978265e-5;1.8292608887747406e-5
5.0;5.1338780004486e-7;1.7696565146709488e-5;1.829195436276436e-5
6.0;3.774124715826209;9.756688583686145e-12;6.407973630669836e-11
7.0;151.4985147051501;2.401392014786065e-13;1.5768190468603326e-12
8.0;170.95934767282384;2.1277074894528831e-13;1.3971094554857843e-12
9.0;95.0748505377345;3.826111933340063e-13;2.5123373359435856e-12
10.0;26.446587660606173;1.3758697043434379e-12;9.034579683121047e-12
11.0;4.873302683244257e-7;1.7696735137282152e-5;1.8292045085749533e-5
12.0;4.840350544417433e-7;1.7696779229711306e-5;1.8292065096461208e-5
13.0;4.83984553475339e-7;1.769677976047645e-5;1.829206535768133e-5
14.0;4.839640358981528e-7;1.7696779952621234e-5;1.8292065453721196e-5
15.0;4.83950385366904e-7;1.769678009838838e-5;1.829206548946593e-5
16.0;4.839413492907854e-7;1.7696780236895998e-5;1.829206545450932e-5
17.0;4.839852329994394e-7;1.7696780057642854e-5;1.829206498667946e-5
18.0;27.222106159416903;1.3391995763807675e-12;8.793779370763243e-12
19.0;198.94126341444533;1.8284261374556472e-13;1.2005924788980095e-12
20.0;105.34246441916343;3.454754474678334e-13;2.2684911112456985e-12
21.0;4.832389923136542e-7;1.7696811081585675e-5;1.8292045491012623e-5
22.0;5.316477516772754e-7;1.7696405634878756e-5;1.8291894903464925e-5
23.0;5.114532020225841e-7;1.769658861002096e-5;1.8291962081332893e-5
24.0;5.114090414158973e-7;1.769658898708258e-5;1.8291962308291515e-5
25.0;6.570278948022069e-7;1.7568027488900396e-5;1.8126939116290327e-5
26.0;6.59317145660807e-7;1.756807687929515e-5;1.8126856826043634e-5
27.0;6.544811189112699e-7;1.7568118883426942e-5;1.812688757152753e-5
28.0;6.94582850706551e-7;1.7567781328230196e-5;1.81267667398957e-5
29.0;7.098166424899554e-7;1.7567783447784555e-5;1.8126749727711654e-5
30.0;6.679987587256786e-7;1.7567997446735145e-5;1.8126812558661505e-5
31.0;43.8165619810325;9.15470598927946e-13;6.011312405626271e-12
32.0;40.97261335858849;9.785496088276318e-13;6.425520868168849e-12
33.0;9.99252734398257;4.0103658230352276e-12;2.6335284332124417e-11
34.0;14.78955039385505;2.712280875452308e-12;1.781051439629312e-11
35.0;9.933895396575005;4.028138745942813e-12;2.6452005818181596e-11
36.0;6.645911946732082e-7;1.756801743157198e-5;1.8126838028109193e-5
37.0;6.59336892986029e-7;1.756806743394163e-5;1.812686633385004e-5
38.0;6.572218256964483e-7;1.7568087202672192e-5;1.8126877226228576e-5
39.0;9.521873702879505;4.203570611896649e-12;2.7604137859562682e-11
40.0;113.69785498014858;3.521339135962044e-13;2.312210953271494e-12
41.0;378.668827030363;1.0577048523816079e-13;6.945152421673979e-13
42.0;520.9195938580507;7.688761680035845e-14;5.04862848058704e-13
43.0;459.798422149451;8.711805009304714e-14;5.720384953652905e-13
44.0;284.59616721709875;1.4079508863284885e-13;9.244961766973917e-13
45.0;49.9172300157423;8.037230899917127e-13;5.277524911305022e-12
46.0;6.611701357915427e-7;1.756805550895874e-5;1.812685174157748e-5
47.0;6.584365612587052e-7;1.7568066400807255e-5;1.812688246047872e-5
48.0;6.494280478800749e-7;1.7568097144511414e-5;1.812697311507898e-5
