Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_CAP_Import;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;CN_PROD_Import;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;7.497371430175241e-12;2.1688708893072623e-12;9.75688434659402e-15;7.349902333774699e-13;0.022384140711194822;0.0;0.0;0.0;0.0;0.0;0.0;0.04749885902494274;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;2.972692873050793e-12;8.332449112082344e-13;6.32813310988303e-15;4.768531096528277e-13;0.02542820557066414;0.0;0.0;0.0;0.0;0.0;0.0;0.05277418865150717;0.0;0.0
2023.0;65.33333333333466;0.3266666666672778;0.12825000000000253;0.12825000000158432;4.1436858871767535e-12;1.164866726597079e-12;1.596910972119838e-14;1.199085144936167e-12;0.028472224667066295;0.0;0.0;0.0;0.0;0.0;0.0;0.058049430565502096;0.0;0.0
2024.0;60.66666666666937;0.3033333333342868;0.12150000000000519;0.12150000000228187;5.4893084716395506e-12;1.5588141761453647e-12;4.5481897740092304e-14;3.327139418580521e-12;0.0323317458956131;0.12149999999967542;0.12149999997570687;0.0;0.0;0.0;0.0;0.06332084770351827;0.0;0.09199475342809996
2025.0;56.00000000000407;0.28000000000129494;0.11475000000000798;0.114750000002725;7.589619129149756e-12;2.1952137470564346e-12;7.161849997690548e-14;5.285888215884751e-12;0.0364132626742863;0.11474999999967851;0.11474999997618514;0.0;0.0;0.0;0.0;0.06858734064403238;0.0;0.09219640866021114
2026.0;51.33333333333899;0.25666666666838567;0.10800000000001149;0.10800000000333869;1.1236867454991934e-11;3.337976241989295e-12;7.147949060214338e-14;5.267363278719633e-12;0.0407422335905819;0.10799999999968234;0.1079999999768325;0.0;0.0;0.0;0.0;0.07384052981479101;0.0;0.09116602202268353
2027.0;46.66666666667418;0.23333333333558084;0.10125000000001601;0.10125000000428902;2.0865931869540646e-11;6.433778074250696e-12;5.810975579642089e-14;4.326331415182987e-12;0.04536459120079412;0.10124999999968723;0.10124999997782452;0.0;0.0;0.0;0.0;0.07910388994207346;0.0;0.09136767725425596
2028.0;42.00000000000969;0.21000000000294283;0.09450000000002207;0.09450000000619009;2.3342249233419295e-11;7.21734807732277e-12;7.164240305187816e-14;5.2998005508807616e-12;0.05031936824305179;0.09449999999969372;0.09449999997976422;0.0;0.0;0.0;0.0;0.08438000175939997;0.0;0.09156933248636161
2029.0;37.333333333345614;0.18666666667056184;0.08775000000003072;0.08775000000903978;2.6127824740099634e-11;8.085887298895624e-12;8.676762791395446e-14;6.3617756877207634e-12;0.05563855462323908;0.08774999999970282;0.08774999998265741;0.0;0.0;0.0;0.0;0.0896490058241426;0.0;0.09177098771845862
2030.0;32.66666666668207;0.16333333333945954;0.08100000000004455;0.08100000007196201;2.933579085039421e-11;9.068698808222488e-12;8.858722479724162e-14;6.580773159967878e-12;0.06137150151446157;0.08099999999999656;0.08100000006806;0.0;0.0;0.0;0.0;0.09491434740763463;0.0;0.6338450793842627
2031.0;28.000000000019245;0.14000000000999485;0.07425000000006399;0.07425000046493835;3.2526920511156546e-11;1.0025847359962029e-11;0.0008608677449114671;0.0008608677810452851;0.0689079817709256;0.07425000000001598;0.07425000046101003;0.0;0.0;0.0;0.0;0.10201838288447101;0.0;0.633872697489043
2032.0;23.33333333335743;0.11666666668097175;0.06750000000009171;0.1478793257453525;3.6087008542929533e-11;1.1047862359907978e-11;0.0007826070405635792;0.0017145392888481873;0.07707770821964924;0.06750000000004361;0.147879325741394;0.0;0.0;0.0;0.0;0.10912751738192403;0.0;0.6330785705429035
2033.0;18.666666666697168;0.09333333335585657;0.06075000000013223;0.38137919292043554;4.0062231880993704e-11;1.2167505420351976e-11;0.0010241049862928446;0.006429157992910942;0.08592618613048451;0.060750000000083834;0.3813791929164384;0.0;0.0;0.0;0.0;0.1161723047997234;0.0;0.6283531895297786
2034.0;14.0000000000394;0.07000000004102551;0.05400000000019333;1.9209224463650645;4.4505913375324313e-11;1.3555291907093501e-11;9.514511642582885e-13;6.467546765940326e-11;0.09551545914694057;0.05400000000014343;1.9209224463608834;0.0;0.0;0.0;0.0;0.12310261996176035;0.0;0.6079924408507453
2035.0;9.33333333338664;0.04666666675745792;0.04725000000028703;5.7954643739308125;4.9479343697614313e-11;1.6433127298269125e-11;6.945077291519354e-13;4.9692947489618176e-11;0.10591406676887159;0.047250000000231884;5.7954643739260625;0.0;0.0;0.0;0.0;0.12988717994472257;0.0;0.5715522163261045
2036.0;4.666666666750757;0.023333333431807265;0.040500000000574805;9.04057244119865;5.504138536139905e-11;1.9574788312819398e-11;8.085982073043097e-13;0.07476954584494755;0.11704070357186502;0.040500000000514555;9.040572441193317;0.0;0.0;0.0;0.0;0.13649901795264996;0.0;0.5412098217806607
2037.0;1.5164164624429298e-9;3.062624013264274e-10;0.033750000036741334;9.29888333960341;5.2260936285083584e-11;1.5412102097056588e-11;0.0007105747780593583;0.18053890279258397;0.12938261295956924;0.033750000036678794;9.298883339598463;0.0;0.0;0.0;0.0;0.1432030529434662;0.0;0.5215165266400806
2038.0;1.6385350256865248e-9;3.27890109855388e-10;0.02700000005918037;9.292133339625256;5.7975255250889474e-11;1.700819760274047e-11;0.000710574779371501;0.28126754072568155;0.14283584860067683;0.027000000059121884;9.292133339620134;0.0;0.0;0.0;0.0;0.1499552722495602;0.0;0.5098382467550001
2039.0;1.809779781961712e-9;3.599658227256459e-10;0.020250000059346834;9.285383339635139;6.463222605842509e-11;1.890450333460104e-11;0.000980885631144341;0.4019349692347205;0.15779246948652825;0.020250000059288353;9.285383339630016;0.0;0.0;0.0;0.0;0.15680874131788017;0.0;0.5100399019870214
2040.0;2.0253796149977918e-9;4.0096216529482584e-10;0.013500000059420047;9.278633339640018;7.231317754914449e-11;2.1110280433516233e-11;0.0007960387109747232;0.49468760591580935;0.17429932871157663;0.0;0.0;0.0;0.0;0.0;0.0;0.163715525730657;0.0;0.0
2041.0;2.2839963468049686e-9;4.5112234785681816e-10;0.0067500000595761825;9.271883339647102;8.113155774752812e-11;2.365739016277245e-11;0.00043714970944816174;0.6155674899592617;0.1924761125938898;0.0;0.0;0.0;0.0;0.0;0.0;0.17051648637357741;0.0;0.0
2042.0;2.5858801816275363e-9;5.10107539943925e-10;0.02220049359630676;9.265133339656618;9.127955777518369e-11;2.6585472515830026e-11;0.0014377687774152909;0.7022844285349542;0.21286667771620704;0.0;0.0;0.0;0.0;0.0;0.0;0.1774412671702687;0.0;0.0
2043.0;2.9346668612652433e-9;5.784169288769238e-10;0.02220049359654524;9.265133339666217;1.0301576411296459e-10;2.995951700477934e-11;0.001437768777845865;0.7567620839021952;0.23591526727790418;0.0;0.0;0.0;0.0;0.0;0.0;0.1845084920821975;0.0;0.0
2044.0;3.3363974323598496e-9;6.571542680388246e-10;0.31170542955707875;9.265133339685603;1.166320077617395e-10;3.3860991791823924e-11;0.024661397552587415;0.7978841977900718;0.26160246626618117;0.0;0.0;0.0;0.0;0.0;0.0;0.19151184976065871;0.0;0.0
2045.0;3.798904494983306e-9;7.478333910660167e-10;0.4056920926798528;9.265133339747942;1.3220349944487115e-10;3.83304620380863e-11;0.04016833770082257;0.8406855216485343;0.2879535659902944;0.0;0.0;0.0;0.0;0.0;0.0;0.19802964426754305;0.0;0.0
2046.0;4.332609894658037e-9;8.525446979617737e-10;3.522746388248622;10.68579052926305;1.5016904562705817e-10;4.3498329987183053e-11;0.34879375051614836;1.021122200609343;0.31561672053100603;0.0;0.0;0.0;0.0;0.0;0.0;0.20413257481089023;0.0;0.0
