Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak
1.0;114.81825833987266;4.0232534081585375e-13;2.9239197473299924e-13
2.0;50.685715918702066;9.119961710091488e-13;6.62691227298542e-13
3.0;1.0591074615351724e-6;1.3860657016231247e-5;1.5679127935423984e-5
4.0;1.095038201239173e-6;1.3883690821644053e-5;1.568594490622768e-5
5.0;1.1020857634814257e-6;1.3890048568113765e-5;1.5687916038942207e-5
6.0;9.598304385554238;4.820191143447067e-12;3.4981081240992973e-12
7.0;156.6782937841287;2.9479643037540683e-13;2.1425172408895588e-13
8.0;179.71488977484594;2.5698623328859404e-13;1.867741792082951e-13
9.0;121.59423201457885;3.798551969666972e-13;2.7606356385904035e-13
10.0;66.35117791602099;6.963492832184303e-13;5.060291076448803e-13
11.0;1.023454051501279e-6;1.3849959979369242e-5;1.567597975716999e-5
12.0;1.0229311549219379e-6;1.3850171976657153e-5;1.567605436497191e-5
13.0;1.0228106678385571e-6;1.3850182667083965e-5;1.5676059951815448e-5
14.0;1.0227809747424815e-6;1.3850184967379874e-5;1.567606123516736e-5
15.0;1.0227554382293546e-6;1.3850183640840071e-5;1.5676061154140068e-5
16.0;1.0227254871246648e-6;1.3850176777034843e-5;1.5676059152224508e-5
17.0;1.022726780864113e-6;1.3850144375255982e-5;1.56760474796635e-5
18.0;47.287689284563065;9.774838936865773e-13;7.102618806087774e-13
19.0;203.24880307793313;2.272275784863884e-13;1.6514743327738483e-13
20.0;113.03667605407011;4.0868893374506343e-13;2.9701617387380904e-13
21.0;9.295996294656049e-7;1.3822050795593413e-5;1.566771467954315e-5
22.0;1.103103811355211e-6;1.3880224564211074e-5;1.5684965366571933e-5
23.0;1.0711827330497678e-6;1.387221661771797e-5;1.568248898742562e-5
24.0;1.070352677233508e-6;1.3872351038788067e-5;1.5682551195893212e-5
25.0;1.1422445758450944e-6;1.370895591495988e-5;1.547912933771936e-5
26.0;1.184380019045531e-6;1.3682570643341388e-5;1.5468486831503084e-5
27.0;1.3521046719972024e-6;1.3686635102259617e-5;1.5467018677000782e-5
28.0;1.3078561390422077e-6;1.3680017162285505e-5;1.5464611518203672e-5
29.0;1.308473362287007e-6;1.3685001211206506e-5;1.5466388762789336e-5
30.0;1.2200316913591924e-6;1.3646275787272401e-5;1.545427403502041e-5
31.0;48.53688706412122;1.0486814852996584e-12;7.619892361319556e-13
32.0;59.19378406657429;8.596610791837743e-13;6.246807477715772e-13
33.0;9.938648476018878;5.121549643751386e-12;3.716895588496282e-12
34.0;9.811303519711435;5.190232826102649e-12;3.766685717625616e-12
35.0;1.4344443586603573e-5;6.386190939762448e-6;1.0412301116185691e-5
36.0;1.212427212626336e-6;1.3643946577737435e-5;1.5453454002471562e-5
37.0;1.2082901241302208e-6;1.3644326972350891e-5;1.5453635439788352e-5
38.0;1.2370974765323879e-6;1.3641316770575867e-5;1.545216223533122e-5
39.0;7.1741773356518455e-6;8.949194543730563e-6;1.5059540815357703e-5
40.0;124.43057492132857;4.087631319450094e-13;2.9707172635339416e-13
41.0;327.24217440949997;1.5547716771244575e-13;1.1300232759565858e-13
42.0;456.752251599463;1.1137523342443039e-13;8.094959218378939e-14
43.0;392.86296609852536;1.295024146275176e-13;9.412429667807403e-14
44.0;238.64819885018943;2.1318098244421098e-13;1.5493953923693578e-13
45.0;61.19132529715348;8.318757462541779e-13;6.044954575870366e-13
46.0;1.211567741257419e-6;1.3644055013434858e-5;1.5453482037211416e-5
47.0;1.2138846082123207e-6;1.3644845456410847e-5;1.5453756824761806e-5
48.0;1.2193081383821974e-6;1.3697072339140308e-5;1.547298980554712e-5
