Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak
1.0;88.91801942455918;0.04630022244745149;2.9211951698113648e-12
2.0;88.91801235850092;0.052741083344697084;2.9211983139699544e-12
3.0;88.91798930765762;0.06388967685111262;2.9212085715873357e-12
4.0;88.91800133528339;0.06115906572424806;2.9212032196431593e-12
5.0;88.91799146994717;0.06322162122301615;2.921207609433181e-12
6.0;88.91797938419667;0.05907974547673085;2.921212986625805e-12
7.0;88.91797731049508;0.04706609596196523;2.9212137632296997e-12
8.0;88.91802285256657;0.0562883756737107;2.92119194544438e-12
9.0;82.08407846019344;0.07872814729572507;0.031169408178429243
10.0;82.08435092140586;0.07872814729572505;0.1047238423615003
11.0;82.08458106326027;0.07872814729572504;0.1844916446062613
12.0;82.08470860915148;0.07872814729572504;0.24924134879622298
13.0;82.08471827092652;0.07872814729572503;0.28820088360718094
14.0;53.27893473862324;0.07872814729600346;0.29338296154896026
15.0;82.08452500378762;0.07872814729572504;0.2638698268044886
16.0;82.08434498293671;0.07872814729572505;0.1956647879215932
17.0;82.08411681262633;0.07872814729572507;0.09988643984839211
18.0;82.08393662686618;0.07872814729572508;0.007218611357698727
19.0;88.91795168584254;0.04895140411684277;2.9212247269714653e-12
20.0;88.91790058092295;0.055880987528465674;2.9212480155575333e-12
21.0;88.91787250286855;0.07346025449292504;2.9212605244776463e-12
22.0;82.08375649507288;0.07872814729572508;0.010688538143219701
23.0;82.08377442864519;0.07872814729572508;0.018753046442093597
24.0;82.08377079808741;0.0787281472957251;0.02457942371697307
25.0;82.0838473402104;0.0787281472956909;0.03356201519169012
26.0;82.08388678928188;0.07872814729569089;0.019566999088139803
27.0;82.08392029525659;0.07872814729569089;0.0056634099532229054
28.0;88.91805028939109;0.07045173884873986;3.2173067179939594e-12
29.0;88.9180664495766;0.061860286637023934;3.2172987985833184e-12
30.0;88.91807108355124;0.05846432677754712;3.217296506443507e-12
31.0;88.91810108521591;0.04950016486988118;3.2172814792394346e-12
32.0;82.80705900464629;0.07872814729564621;2.998279873643736e-11
33.0;82.08447709574256;0.07872814729569086;0.09615129154421755
34.0;82.08487306562171;0.07872814729569083;0.19171352472323178
35.0;82.08514942823297;0.07872814729569082;0.26943544533375874
36.0;-0.000389982598618418;0.07872814729604158;0.29338296154937915
37.0;-0.0003899793387857038;0.07872814729604158;0.29338296154937915
38.0;-0.00039391599051696624;0.07872814729604158;0.29338296154937915
39.0;82.08512812639843;0.07872814729569082;0.2575186254682961
40.0;82.0849003897717;0.07872814729569083;0.163932514277761
41.0;82.08459614215803;0.07872814729569086;0.03720141576346767
42.0;88.9183538166711;0.022853941065988058;3.217152455465627e-12
43.0;88.91817534672506;0.0037706285953656242;3.2172443155712665e-12
44.0;88.91807904476238;0.02846900102556343;3.217292265727562e-12
45.0;88.91802629525414;0.05301201345688322;3.217318196810339e-12
46.0;88.91799516516213;0.06739532355468442;3.217333551795069e-12
47.0;82.08387810136874;0.07872814729569085;0.003626930911503761
48.0;82.0838728704394;0.07872814729569086;0.011480652568113859
