Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_CAP_Import;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;CN_PROD_Import;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;2.8110386225188086e-11;6.446032337415418e-12;3.230767481428429e-13;2.8814120186660743e-13;0.022384140711098052;0.0;0.0;0.0;0.0;0.0;0.0;0.047498859024832654;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;1.1130415699844523e-11;2.3241162264001226e-12;2.0995900719705864e-13;1.8760298632194636e-13;0.025428205570623016;0.0;0.0;0.0;0.0;0.0;0.0;0.05277418865145956;0.0;0.0
2023.0;65.33333333333827;0.32666666666772176;0.12825000000007947;0.12825000000025832;1.489759312197419e-11;3.1823740267701934e-12;5.304793480604823e-13;4.72436652412526e-13;0.028472224667011554;0.0;0.0;0.0;0.0;0.0;0.0;0.058049430565442275;0.0;0.0
2024.0;60.66666666667664;0.3033333333354298;0.12150000000016381;0.12150000000045047;1.9739866202128373e-11;4.367137402468859e-12;1.533048666203143e-12;1.3481885011299694e-12;0.03233174589553611;0.12149999998922259;0.12149999998996448;0.0;0.0;0.0;0.0;0.06332084770344103;0.0;0.09199475342807151
2025.0;56.00000000001505;0.2800000000031096;0.11475000000025254;0.11475000000059898;2.7295147522938186e-11;6.2633273649267934e-12;2.347623118016083e-12;2.0746443003473122e-12;0.03641326267417854;0.11474999998932153;0.11474999999012375;0.0;0.0;0.0;0.0;0.06858734064392882;0.0;0.0921964086601822
2026.0;51.33333333335425;0.25666666667104276;0.10800000000036257;0.10800000000079557;4.042217892498477e-11;9.02869525816096e-12;2.2380318188551367e-12;1.979642168021414e-12;0.040737261634632566;0.10799999998943974;0.10799999999032925;0.0;0.0;0.0;0.0;0.07383107079171161;0.0;0.09052035564225817
2027.0;46.666666666694425;0.23333333333928338;0.10125000000050219;0.10125000000107338;7.514403266963904e-11;1.4232113330189285e-11;1.87713002754083e-12;1.6663356606545918e-12;0.0453521629900907;0.10124999998959133;0.10124999999061966;0.0;0.0;0.0;0.0;0.07908021726895795;0.0;0.09007241081444993
2028.0;42.0000000000358;0.21000000000804453;0.09450000000068529;0.09450000000150122;8.407722077110042e-11;1.514550642607887e-11;2.324189916026059e-12;2.0578701090986536e-12;0.05030939703107096;0.09449999998978863;0.09449999999106207;0.0;0.0;0.0;0.0;0.08436102606351506;0.0;0.0902740660459281
2029.0;37.3333333333787;0.18666666667773962;0.08775000000093815;0.08775000000239186;9.412221018317795e-11;1.600702250066521e-11;2.8794696112164744e-12;2.539087983335926e-12;0.05562858513345527;0.0877499999900566;0.08774999999196685;0.0;0.0;0.0;0.0;0.08963003046888146;0.0;0.09047572118771297
2030.0;32.666666666723565;0.1633333333510891;0.08100000000132665;0.08100000001077412;1.0568388024916252e-10;1.6816475890545475e-11;3.5955070296348798e-12;3.1609877729529026e-12;0.06136141031768985;0.08099999999973455;0.08100000000924504;0.0;0.0;0.0;0.0;0.0948951365362375;0.0;0.6325498128536513
