Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak;IMP_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;49.511897615931154;0.011401464621007816;3.630733109006234e-12;0.004809626778628237;0.0;0.004367519992839643;3.0753043434833267e-15;0.28901923515579553;0.007847999999919537;0.00021459603119877203;0.0
2.0;49.51189369519255;0.01734108526413818;3.6307354570098817e-12;0.004809626778628274;0.0;0.004103460003351575;3.0753043106408636e-15;0.2918306922736489;0.007847999999919537;0.00021459603119877203;0.0
3.0;49.51188094268741;0.02719523617534728;3.630743092836164e-12;0.004809626778628277;0.0;0.003933359992191533;3.07530420383561e-15;0.3009948101922208;0.007847999999919537;0.00020028941555413294;0.0
4.0;49.51188761680691;0.02508255941653994;3.6307390958187165e-12;0.004809626778628281;0.0;0.003912300002307526;3.0753042597432046e-15;0.296209188549357;0.007847999999919537;0.00020028941555413294;0.0
5.0;49.51188214252676;0.026787987828324412;3.630742374273376e-12;0.0048096267786282764;0.0;0.004229009998275608;3.0753042138859755e-15;0.3001344743337096;0.007847999999919537;0.00020028941555413294;0.0
6.0;49.5118753975656;0.022086366824497133;3.6307464151625607e-12;0.00480962677862827;0.0;0.004362659996151642;3.0753041573650635e-15;0.30495082079984326;0.007847999999919537;0.000214596031198772;0.0
7.0;49.51186642869107;0.010938341745538125;3.630752070180652e-12;0.004809626778628268;0.0;0.004278419998491619;3.0753040782663213e-15;0.30729370149686497;0.007847999999919537;0.003147410593470691;0.0
8.0;49.511808682933946;0.03319823512747973;3.630789664879493e-12;0.004809626778628269;0.0;0.004012739993163553;3.075303552424213e-15;0.3052888107414482;0.007847999999919537;0.03429247397888428;0.0
9.0;44.09462690257692;0.04273236275026546;0.09414191055900675;0.004809626778628269;0.0;0.00409860000663735;3.026437268535035e-15;0.30759328224332;0.00784799999990652;0.15578254338962627;0.0
10.0;44.094308394689996;0.04273236275026551;0.24314334669858653;0.004809626778628276;0.0;0.004415310002605431;3.026434442026772e-15;0.2903635119574722;0.00784799999990652;0.3319946456091097;0.0
11.0;44.09400724442392;0.04273236275026558;0.3904623100850497;0.004809626778628271;0.0;0.003980339994037317;3.026431777079444e-15;0.28204436678220834;0.007847999999906518;0.4928845787062151;0.0
12.0;44.09380444575744;0.042732362750265616;0.49743851291296187;0.004809626778628272;0.0;0.003985199990725316;3.0264299899821857e-15;0.2844026091872967;0.007847999999906517;0.5955187929821404;0.0
13.0;44.09371337255364;0.04273236275026563;0.5495343716793549;0.004809626778628271;0.0;0.004175549996557362;3.026429200462121e-15;0.29927413706805617;0.007847999999906518;0.6316997145985161;0.0
14.0;44.093723124753026;0.04273236275026563;0.5475539313194381;0.004809626778628274;0.0;0.0038758500017052897;3.026429301897163e-15;0.31562052822972453;0.007847999999906518;0.6150041295949665;0.0
15.0;44.093868217035066;0.0427323627502656;0.48075495492672726;0.0048096267786282764;0.0;0.0036126000074292244;3.026430591233439e-15;0.325299310507601;0.007847999999906518;0.5333717307660334;0.0
16.0;44.094122664779576;0.042732362750265554;0.3569490627157179;0.004809626778628277;0.0;0.003339629994361156;3.026432838946908e-15;0.32814149385586067;0.007847999999906518;0.40043652901219334;0.0
17.0;44.0944639204862;0.042732362750265485;0.18851496618986166;0.0048096267786282695;0.0;0.0035008200073571995;3.026435849866768e-15;0.328103086067853;0.007847999999906518;0.22491113633502163;0.0
18.0;44.09477291853521;0.04273236275026542;0.03331000826055229;0.004809626778628272;0.0;0.0035793900004092204;3.0264385689508053e-15;0.32040614846545185;0.00784799999990652;0.07147484427484725;0.0
19.0;49.511828756725606;0.014250379447946911;3.6307754822970697e-12;0.004809626778628275;0.0;0.0037130399983114773;3.0753037507967048e-15;0.322042323048863;0.007847999999919537;0.011945855882009932;0.0
20.0;49.51182968527674;0.01490090405406541;3.6307738638860026e-12;0.004809626778628274;0.0;0.004109129995251578;3.075303773433504e-15;0.33669108575917706;0.007847999999919537;0.0009585288326377456;0.0
21.0;49.51181490735338;0.030975507045349886;3.6307826851740662e-12;0.004809626778628267;0.0;0.004241969997915608;3.075303650049095e-15;0.34770646468827093;0.007847999999919537;0.0006580947092786116;0.0
22.0;44.09492039995435;0.042732362750265394;0.003036663215638162;0.004809626778628275;0.0;0.0042921899933174;3.0264398215106635e-15;0.3552113619434907;0.007847999999906522;0.000228902646841072;0.0
23.0;44.094872941068566;0.04273236275026541;0.011877644485544092;0.00480962677862827;0.0;0.003994110001597328;3.026439477554384e-15;0.34805213478033536;0.007847999999906522;0.00018598279990719935;0.0
24.0;44.09487092664301;0.04273236275026541;0.017386797883775035;0.004809626778628271;0.0;0.0037389599975652613;3.02643946114325e-15;0.34949627042370146;0.007847999999906522;0.00018598279990719935;0.0
25.0;44.09490897742812;0.04273236275015712;0.02988445336928347;0.0043651996914957115;0.0;0.001619999992860434;3.2048406164388966e-15;0.3198991656637435;0.007847999999896898;0.0018455277905179489;0.0
26.0;44.09493117256441;0.04273236275015712;0.017839310370388068;0.004365199691495715;0.0;0.0014766300016083984;3.204840797805112e-15;0.30414425584453175;0.007847999999896898;0.0017310764670869809;0.0
27.0;44.09495288107974;0.04273236275015711;0.005144248999796862;0.00436519969149572;0.0;0.0011963699935083276;3.2048409764222042e-15;0.29021756236303714;0.007847999999896896;0.0005722566171324636;0.0
28.0;49.51191465893771;0.035468079052927044;3.998558775585442e-12;0.0043651996914957185;0.0;0.0009323100040491421;3.2537600815393298e-15;0.2767671254528456;0.007847999999911232;0.00027182249377542237;0.0
29.0;49.51192355910858;0.027582865137893774;3.998552910617368e-12;0.0043651996914957185;0.0;0.0006560999974250728;3.2537601560702013e-15;0.2703376476689751;0.007847999999911232;0.00027182249377542237;0.0
30.0;49.51192510071908;0.024520336608007037;3.998551935514289e-12;0.004365199691495717;0.0;0.0005710499918450517;3.2537601684617546e-15;0.26869379012083183;0.007847999999911232;0.0006580947092767653;0.0
31.0;49.511925999192435;0.0191442099302279;3.998551972072654e-12;0.0043651996914957115;0.0;0.000517590002861038;3.2537601679970713e-15;0.25981388983351755;0.007847999999911232;0.006566643680753071;0.0
32.0;44.09483705902703;0.04273236275015714;0.041287973798636676;0.004365199691495719;0.0;0.0005127299934361556;3.204839915299728e-15;0.25096471577660323;0.007847999999896898;0.08829918721747025;0.0
33.0;44.09442215065651;0.04273236275015723;0.23356355234750326;0.004365199691495718;0.0;0.0005856299945881715;3.204836228152043e-15;0.23166860086738986;0.007847999999896896;0.3155851881132727;0.0
34.0;44.09398558717546;0.04273236275015733;0.4351892184823134;0.004365199691495719;0.0;0.0007217100035162028;3.2048323392593283e-15;0.20151842255298832;0.007847999999896894;0.5617985740186653;0.0
35.0;0.001180481979337184;0.04273236275122131;0.5600808181847731;0.0043651996914957115;0.0;0.000848993373495679;0.0;0.18502165565417245;0.0;0.7215851378169944;0.0
36.0;0.001179555251819433;0.04273236275122131;0.5600808181847731;0.004365199691495715;0.0;0.0008634887730353784;0.0;0.1876368642713773;0.0;0.7251210341797175;0.0
37.0;0.0011795444942078927;0.04273236275122131;0.5600808181847731;0.004365199691495719;0.0;0.0008642956954867274;0.0;0.18719342676899153;0.0;0.7217420768013724;0.0
38.0;0.0011742973693747302;0.04273236275122131;0.5600808181847731;0.004365199691495713;0.0;0.0009836209566181264;0.0;0.18272710147369117;0.0;0.7213986481455834;0.0
39.0;0.7625810974428782;0.04273236275121929;0.5600808181847651;0.004365199691495722;0.0;0.0010359899861281812;0.0;0.18005610417543036;0.0;0.7164509107883523;0.0
40.0;44.09405680716697;0.042732362750157314;0.40178004341915274;0.004365199691495706;0.0;0.0011825999986563186;3.2048329484610877e-15;0.17976420358272976;0.007847999999896894;0.5407681453403841;0.0
41.0;44.09450010818623;0.04273236275015722;0.17976508295530474;0.004365199691495718;0.0;0.0015406200045964115;3.2048368705284705e-15;0.18199185950859167;0.007847999999896896;0.3111215864994653;0.0
42.0;49.51181505456989;0.03956053873093298;3.9986351369151575e-12;0.004365199691495722;0.0;0.0029313899929976424;3.2537591111734704e-15;0.20801703435527927;0.007847999999911232;0.10080299310101044;0.0
43.0;447.3892521119127;2.1093831293900606e-14;7.154052021981888e-14;0.004365199691495726;0.015300000000000005;0.004391820001883084;9.004546437801484e-15;0.2375450065040003;0.007847999999993308;0.02062984824540781;0.0022420901669810175
44.0;176.28852663247832;6.187249224423123e-14;2.055646735172266e-13;0.004365199691495722;3.481496133465152e-16;0.00585549000407544;4.8319394353881624e-15;0.26872451635127514;0.00784799999998002;0.00683846457283694;9.578246056440669e-14
45.0;49.511887662488;0.021149815356132362;3.9985771176551896e-12;0.004365199691495708;0.0;0.00614385000225045;3.2537598484529194e-15;0.28895778410211476;0.007847999999911233;0.005379212201235551;0.0
