Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak
1.0;122.85389568030689;2.198632090603456e-13;9.239325338161293e-14
2.0;56.23277943169122;4.806863839984318e-13;2.0203973929592792e-13
3.0;1.3993355522269205e-5;1.753950526525765e-5;1.7305773803538374e-5
4.0;1.622845051693213e-5;1.7529473464205563e-5;1.7249386371214703e-5
5.0;1.3522049982096699e-5;1.7541611214798917e-5;1.7317231463320906e-5
6.0;10.624136070204477;2.5593592874241895e-12;1.0774493992154891e-12
7.0;166.52842228835456;1.6217831950221137e-13;6.814926421420726e-14
8.0;177.208590174871;1.5238466659776599e-13;6.403337067134246e-14
9.0;55.6776426620339;4.84881642989242e-13;2.0380372823652442e-13
10.0;35.88431895986623;7.523558788766202e-13;3.1629262469508374e-13
11.0;1.6881626827544336;1.6148038894563684e-11;6.862080251543325e-12
12.0;1.429325895491271e-5;1.753834297438531e-5;1.7298933719337918e-5
13.0;1.4292563827424968e-5;1.7538345075540507e-5;1.7298960916712716e-5
14.0;1.429257276219114e-5;1.753834501644273e-5;1.72989609969638e-5
15.0;1.4292673475280674e-5;1.753834456142582e-5;1.7298958729155228e-5
16.0;1.429293711849269e-5;1.753834339400857e-5;1.7298952463547376e-5
17.0;1.4293797847948316e-5;1.753833964110904e-5;1.729893135368181e-5
18.0;16.055710527436663;1.685721773366757e-12;7.091896163422656e-13
19.0;215.39767030839076;1.2536994828671293e-13;5.268045159840152e-14
20.0;123.3392239650477;2.1901750346488205e-13;9.203780196903965e-14
21.0;1.4722673987198716e-5;1.753641251613044e-5;1.7288901813073627e-5
22.0;1.3308432781504568e-5;1.7542622887398774e-5;1.732242421574438e-5
23.0;1.283860760462424e-5;1.754456894868644e-5;1.7334033293487677e-5
24.0;1.2837474922338092e-5;1.7544573239474247e-5;1.733406757487966e-5
25.0;1.195973939349761e-5;1.739958955340708e-5;1.7110153087459434e-5
26.0;1.3913812191900906e-5;1.7391171812811106e-5;1.7051463294467585e-5
27.0;1.375469715375294e-5;1.739192307981818e-5;1.7055237590113756e-5
28.0;1.3088152782671084e-5;1.739500112625004e-5;1.7071879578678365e-5
29.0;1.3276565318633143e-5;1.7394138590289364e-5;1.7066843891883933e-5
30.0;1.4587621071691923e-5;1.738794582077139e-5;1.7035438455130576e-5
31.0;67.87511255481108;4.3843391959054295e-13;1.8427003762794683e-13
32.0;24.810448111329425;1.199220003516799e-12;5.042962518987172e-13
33.0;9.94812965345632;2.9836176123489083e-12;1.2562631734046686e-12
34.0;32.576526882701145;9.12939416498541e-13;3.8383097201616904e-13
35.0;23.20232538044496;1.2827442997312878e-12;5.394520656222147e-13
36.0;8.998460906457064e-5;1.696834678191385e-5;1.2307957753802566e-5
37.0;1.3882463570442267e-5;1.739276781974832e-5;1.7028624945857024e-5
38.0;1.6952922255268454e-5;1.7390441873052096e-5;1.677408522786537e-5
39.0;18.793190471176544;1.5841331228732441e-12;6.663429070269266e-13
40.0;130.13020576351946;2.284193728878024e-13;9.598826330997631e-14
41.0;335.90191133359247;8.851013879957493e-14;3.7190723746819535e-14
42.0;514.7299970338927;5.77661542328844e-14;2.4271995387297794e-14
43.0;469.2056937423312;6.337727130937953e-14;2.6629763614834915e-14
44.0;285.6003344565509;1.0412252765085053e-13;4.3751321600348315e-14
45.0;55.286825287939145;5.384476487342629e-13;2.263211678466225e-13
46.0;1.3973970443939373e-5;1.73908869473224e-5;1.7050040138100327e-5
47.0;1.3976875802031052e-5;1.7390872764827952e-5;1.7049973466321935e-5
48.0;1.4074876260822909e-5;1.7390405015203133e-5;1.704766849636663e-5
