Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;3.8753430824534194e-17;9.378260614836387e-15;6.283616382404017e-17;2.2103672393279016e-13;6.416805916148041;0.0;0.0;0.0;0.0;0.08272125360793435;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;2.1448627439579935e-17;4.4664967316296534e-15;3.1175111800988454e-17;1.1427519426745807e-13;7.1297843512519075;0.0;0.0;0.0;0.0;0.09191250400928107;0.0;0.0
2023.0;65.33333333333333;0.3266666666666715;0.12825;0.1282500000000437;1.5611912448496945e-16;3.2758162946085516e-14;1.3921442270106025e-16;4.906695544676155e-13;7.842762786371362;0.0;0.0;0.0;0.0;0.10110375440828535;0.0;0.0
2024.0;60.66666666666667;0.30333333333334106;0.12150000000000002;0.12150000000008952;1.63945750721471e-16;3.373152918286018e-14;6.539428529174551e-16;2.273521733290648e-12;8.55574122151031;0.0;0.0;0.0;0.0;0.11029500479939514;0.0;0.0
2025.0;56.0;0.28000000000001074;0.11475000000000003;0.11475000000013706;1.9328434397536722e-16;3.832710079447302e-14;1.5315674034197119e-15;5.294883806088123e-12;9.268719656671193;0.0;0.0;0.0;0.0;0.11948625519067592;0.0;0.0
2026.0;51.33333333333333;0.256666666666681;0.10800000000000005;0.10800000000019262;1.9360693001570789e-16;3.83415191417172e-14;1.799607020436777e-15;6.202487968332922e-12;9.981698091808509;0.0;0.0;0.0;0.0;0.1286775056056397;0.0;0.0
2027.0;46.666666666666664;0.2333333333333519;0.10125000000000006;0.10125000000025794;2.07974547732569e-16;4.067231979915505e-14;2.0657226399797372e-15;7.0973531997980836e-12;10.694676526945056;0.0;0.0;0.0;0.0;0.1378687560255;0.0;0.0
2028.0;42.0;0.21000000000002517;0.09450000000000007;0.09450000000033647;2.2275237912756775e-16;4.322063605521786e-14;2.495115056435397e-15;8.538460601962512e-12;11.407654962085651;0.0;0.0;0.0;0.0;0.14706000645296152;0.0;0.0
2029.0;37.333333333333336;0.1866666666666994;0.08775000000000009;0.08775000000043108;2.381675602889583e-16;4.611546781424943e-14;2.834981648541365e-15;9.668921306957316e-12;12.12063339721759;0.0;0.0;0.0;0.0;0.1562512568863405;0.0;0.0
2030.0;32.666666666666664;0.16333333333339523;0.0810000000000001;0.08100000000054461;2.5448538080583957e-16;4.953785926884824e-14;3.2280645357414727e-15;1.0969276084464772e-11;12.833611832346728;0.0;0.0;0.0;0.0;0.16544250732443497;0.0;0.0
2031.0;28.0;0.14000000000007773;0.07425000000000014;0.07425000000068298;2.692557363582132e-16;5.299763447388649e-14;3.81275867508106e-15;1.2884134764769634e-11;13.79613271977251;0.0;0.0;0.0;0.0;0.17785069541376947;0.0;0.0
2032.0;23.333333333333332;0.11666666666676515;0.06750000000000016;0.06750000000085976;2.8441072716940125e-16;5.679289220900135e-14;0.0011378944293087892;0.0011378944353908082;14.757193277538267;0.0;0.0;0.0;0.0;0.19023927678382113;0.0;0.0
2033.0;18.666666666666668;0.09333333333345606;0.0607500000000002;0.060750000001164754;2.9954881469725143e-16;6.088184780826202e-14;0.001343863636365638;0.00134386364232121;15.719449832066578;0.0;0.0;0.0;0.0;0.20264479160469145;0.0;0.0
2034.0;14.0;0.07000000000024463;0.05400000000000025;0.05400000000147287;3.151861176358547e-16;6.572799031788673e-14;0.002417903814164412;0.002417903814752072;16.680592337935764;0.0;0.0;0.0;0.0;0.21503255214702843;0.0;0.0
2035.0;9.333333333333336;0.0466666666673127;0.0472500000000003;0.047250000001951065;3.304161917221837e-16;7.294602281470995e-14;0.002638279473757209;0.0026382794729507084;17.6428304037977;0.0;0.0;0.0;0.0;0.22743785852400766;0.0;0.0
2036.0;4.66666666666667;0.02333333333553369;0.04050000000000038;0.040500000002948074;3.4565128682913165e-16;1.0888835142361616e-13;0.0033920736091109186;0.0033894196368797393;18.604383901493073;0.0;0.0;0.0;0.0;0.23983395574170607;0.0;0.0
2037.0;2.2003110068009992e-14;2.7226663112734487e-12;0.033750000000000495;0.03375000000418496;3.3848254489422304e-16;7.499592503834338e-14;0.003004371702032015;0.003004371692024583;19.56740235006809;0.0;0.0;0.0;0.0;0.25224949472445396;0.0;0.0
2038.0;2.382606859997227e-14;2.905076434199753e-12;0.027000000000000652;0.027000000007658977;3.5327706711245904e-16;8.247768643937982e-14;0.0031284785919087274;0.0031284785721410295;20.529763963514103;0.0;0.0;0.0;0.0;0.26465596584830303;0.0;0.0
2039.0;2.6291749113402082e-14;3.1758125115922713e-12;0.020250000000000896;0.02025000001024036;3.683232831572737e-16;9.15002774438192e-14;0.0026661175939159897;0.002666117566960843;21.492878227105276;0.0;0.0;0.0;0.0;0.27707104720072523;0.0;0.0
2040.0;2.9346242369779266e-14;3.531277249137943e-12;0.013500000000001348;0.013500000019276242;3.8334427803234163e-16;1.0228566979994173e-13;0.0022325695009932606;0.002232569459236953;22.45595551335722;0.0;0.0;0.0;0.0;0.28948719756142066;0.0;0.0
2041.0;3.299013334181576e-14;3.970134244508529e-12;0.006750000000002492;0.006750000205895881;3.981275709297116e-16;1.1493004978801187e-13;0.0011945454545351393;0.0011945454458540086;23.419808560556756;0.0;0.0;0.0;0.0;0.3019127326422299;0.0;0.0
2042.0;3.7232392482786434e-14;4.487197345987544e-12;1.788971718665267e-13;1.2935868807945666e-7;4.125623653956136e-16;1.2950283750821998e-13;2.4531721845664132e-14;2.6378989043400582e-8;24.38386246928363;0.0;0.0;0.0;0.0;0.3143409789059862;0.0;0.0
2043.0;4.211710108393218e-14;5.080790472962451e-12;1.823854619620365e-13;0.033152199484348825;4.2647899446629355e-16;1.4595856223519862e-13;2.5293777946203422e-14;0.006966984881140027;25.341914705033663;0.0;0.0;0.0;0.0;0.32669389746703265;0.0;0.0
2044.0;4.7709449211058275e-14;5.746258110563926e-12;1.9971544119155826e-13;0.03315219956065337;4.4002110690388246e-16;1.6450870004240528e-13;2.814970182271952e-14;0.006966984891127512;26.3044359751804;0.0;0.0;0.0;0.0;0.3391033902777002;0.0;0.0
2045.0;5.4071205826229424e-14;6.461086835895146e-12;2.6018756708804525e-13;0.3646741942212486;3.857018073092998e-16;1.4035378855471495e-13;4.0063436012063275e-14;0.0808649320209161;27.220702435990837;0.0;0.0;0.0;0.0;0.3510871491224659;0.0;0.0
2046.0;6.143802042304986e-14;7.30802234724791e-12;3.502673062785682e-13;0.6961961893416192;3.2637640881012757e-16;1.0797887358398254e-13;5.74176778755121e-14;0.15437850674238243;28.13801953612802;0.0;0.0;0.0;0.0;0.36274344859028596;0.0;0.0
2047.0;7.017238006835526e-14;8.487224810496796e-12;4.925109022473198e-13;4.3429381312448925;4.775595904464507e-16;2.358367367332388e-13;8.541604662703769e-14;0.9630278277093839;28.606315246590402;0.0;0.0;0.0;0.0;0.3685105056027479;0.0;0.0
2048.0;8.01382175305609e-14;9.748064965404658e-12;6.70670908936481e-13;6.743146996582238;4.899009440149323e-16;2.6812760564650704e-13;1.065847661598117e-13;1.5156295660808223;29.234858373843085;0.0;0.0;0.0;0.0;0.3766251141235982;0.0;0.0
2049.0;9.164764832249485e-14;1.1160856460279744e-11;8.046240475650885e-13;11.561471992327734;5.002625059544059e-16;2.9700985046688987e-13;1.2536704872808456e-13;2.4743859696167405;29.666134254932857;0.0;0.0;0.0;0.0;0.38375775804199697;0.0;0.0
2050.0;1.0498410083547412e-13;1.2772866022017879e-11;1.006302007236739e-12;13.746079446077198;5.100893973428142e-16;3.2697284507211154e-13;1.6645792951961444e-13;3.0065169276780956;30.289117869232424;0.0;0.0;0.0;0.0;0.3897490926869792;0.0;0.0
