scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2022;CumulativeEmissions;TotalCost
6;ref;10000;2088.22778;34.81641201;61.82064577;0.052982714;0.419133045;0.17599685;1.57e-5;0.000572132;48.06662292;0.088018234;1.344197319;0.113796878;3.81e-6;0.001242296;0.424254446;79.86279223;13189.59708;2.25e6
12;ref;10000;1511.662775;0.574219667;0.024584508;0.036149089;0.405312191;0.001394665;1.57e-5;0.000313854;0.238404643;0.050624986;1.312739345;0.064445994;3.81e-6;0.000168018;0.424254446;83.45576148;13189.85245;2.2e6
18;ref;10000;1721.887807;0.598003969;0.101269419;0.036962044;0.540900193;0.010169112;1.55e-5;0.001743967;1.977864082;0.06036358;1.389313584;0.015750556;1.65e-5;0.001951704;0.424254446;83.62152039;13358.38527;2.14e6
24;ref;10000;1613.083842;1.62619056;0.133884072;0.037126679;0.493423712;0.023061508;0.000115046;0.011078549;2.373573477;0.048416152;1.561623619;0.033861691;8.37e-5;0.002213541;0.424394031;88.00573892;13196.23709;2.13e6
31;ref;10000;2379.9711975280347;0.14692135287687028;0.01607588936806424;0.03994513216519138;0.4096228864422809;0.10693000744611818;1.5738875977556978e-5;0.000599236990791736;0.10405922735913506;0.059704730157803435;1.3233903684496184;0.1366233425071062;3.80902390969071e-6;0.00015650625644485908;0.000741399;80.88048425711514;11881.488561219758;2.1957970062511973e6
31;low natural gas price;10000;2360.6137681643513;1.2567120647709478;0.051525276476926;0.055086712999093894;0.15340638777215376;0.21210393589104573;0.0050467665917807766;0.0029010904102378574;1.056387322996897;0.09451601074310569;0.40692062277275226;0.3524083317974304;0.004860599295530704;0.007218282626050573;0.000741399;91.051389137462;12021.227639429855;1.915111426553653e6
31;high natural gas price;10000;2042.6930820447844;0.43620218442508746;0.005292654555265288;0.058012908420662125;0.4655730090364443;0.38774232609100445;1.5741328901504834e-5;0.0005896738691958763;0.19535530860265984;0.03402601124121517;1.4889329719664313;0.1162491916091019;3.829132561469034e-6;0.0003146047709832388;0.000741399;81.2492104652755;12069.215465456095;2.243875265051358e6
31;Low RES buildout;10000;2302.9859131280177;0.7787454606803446;0.09326080532457584;0.0562105050041236;0.18695809506089928;0.10610933479690879;0.001174420819996366;0.0063722776207451835;0.7153231328765277;0.10445271651804208;0.5035761002713774;0.13307154972886698;0.001809334351602416;0.005531657150286461;0.000741399;84.23874539332951;13059.39601841607;2.016466406256689e6
31;High RES buildout;10000;1918.149690276251;0.19736838987416394;0.018056908847417102;0.05083127084344139;0.6850642615426715;0.11702226254770484;1.573942010559795e-5;0.0005992562642870451;0.22843002767123752;0.07090397076169569;2.0415888317338657;0.16321486060324653;3.807972548077622e-6;0.00015650094367777078;0.000741399;80.80463559019428;11490.056867879415;2.1961617173666717e6
31;low industry emission reduction rate;10000;2059.518257277168;0.7818222799525899;0.03711377720231427;0.03991213969780896;0.42051717763677104;0.06820389465881192;1.573927918339384e-5;0.000599252601656253;0.467168373595864;0.07073579167135706;1.3421687112336975;0.05953727544504676;3.8092647787007686e-6;0.00015637936236099587;0.000741399;86.88202820168227;11727.57883598391;2.2142876960915495e6
31;cheap SMR+CCS;10000;2079.6625405188843;0.14692135287687028;0.01607588936806424;0.03994513216519138;0.4096228864422809;0.10693000744611818;1.5738875977556978e-5;0.000599236990791736;0.10405922735913506;0.059704730157803435;1.3233903684496184;0.1366233425071062;3.80902390969071e-6;0.00015650625644485908;0.000741399;80.88048425711514;11881.488561219758;2.1957970062511973e6
31;expensive SMR+CCS;10000;2069.091783310751;0.14692135287687028;0.01607588936806424;0.03994513216519138;0.4096228864422809;0.10693000744611818;1.5738875977556978e-5;0.000599236990791736;0.10405922735913506;0.059704730157803435;1.3233903684496184;0.1366233425071062;3.80902390969071e-6;0.00015650625644485908;0.000741399;80.88048425711514;11881.488561219758;2.1957970062511973e6
31;High electrolysis buildout;10000;2228.976914;0.879926287;0.030444565;0.039640304;0.378867884;0.066400858;1.57e-5;0.000589628;1.779642419;0.051220262;1.135388869;0.046156937;3.83e-6;0.000314503;0.000741399;87.0666386;11905.19928;2.24e6
31;Extreme electrolysis buildout;10000;2372.108027;1.17235746;0.081920512;0.03530085;0.424144721;0.204335246;1.57e-5;0.000589656;0.951004961;0.043050715;1.363172298;0.114960351;3.8e-6;0.000314424;0.000741399;87.01949355;11882.97204;2.25e6
31;2030 res target 60;10000;2295.731237;0.969471149;0.008194158;0.035899344;0.405773582;0.152568516;1.57e-5;0.000597663;0.613233582;0.033137783;1.440690658;0.270814621;3.81e-6;0.00015611;0.000741399;87.06668833;11882.58636;2.25e6
31;2030 res target 80;10000;2155.346658;0.692105415;0.018982313;0.040683491;0.677517158;0.134922241;1.57e-5;0.000550199;0.749036776;0.047676268;2.39966252;0.095265941;3.81e-6;0.000598449;0.000741399;84.18006969;11965.23545;2.3e6
31;Expensive RES;10000;2160.62071;0.724519638;0.042102473;0.037511726;0.610768889;0.103299333;1.57e-5;0.000552171;0.516613893;0.063198042;2.814480722;0.217998834;4.95e-6;0.000599678;0.000741399;83.94188561;11971.34081;2.33e6
31;Cheap RES;10000;2074.398612;0.196973648;0.007415495;0.033101217;0.399817869;0.10191799;1.57e-5;0.000567828;0.12199918;0.055060602;1.067066542;0.08872779;3.81e-6;0.000302799;0.000741399;80.9779512;11933.30717;2.13e6
31;low demand growth;10000;2021.417597;0.308265444;0.030388263;0.039423322;0.402948113;0.096879308;1.57e-5;0.000555879;0.490302764;0.075642969;1.175187055;0.161342262;3.81e-6;0.001207017;0.000741399;78.8591918;11946.19531;2.0e6
31;high demand growth;10000;1842.27066;0.196973648;0.007415495;0.033101217;0.399817869;0.10191799;1.57e-5;0.000567828;0.12199918;0.055060602;1.067066542;0.08872779;3.81e-6;0.000302799;0.000741399;80.9779512;11933.30717;2.13e6
31;expensive electrolysis;10000;2046.193926;0.197304716;0.018006034;0.032986391;0.401937018;0.125598;1.57e-5;0.000647587;0.235587561;0.042547626;1.057090661;0.133981371;3.81e-6;0.000169123;0.000741399;80.8865881;11935.15656;2.14e6
37;ref;10000;1821.8468732640677;1.0227476078318267;0.025888934374348648;0.03605020680533118;0.41366585477090306;0.2959696644316132;1.5643605254350246e-5;0.00030389918746714256;1.1691700292129557;0.04527799969788301;1.3348663846211537;0.07675354500162378;8.075069728572816e-6;0.0006589753064580235;0.000741399;87.43801714135888;11892.275541805688;2.1509234001300433e6
37;low natural gas price;10000;2067.5632865430343;2.0779319620838543;0.03601189559191078;0.05325140806701917;0.14492952447890725;0.20665859311482038;0.006777221505194181;0.005657369160991033;1.6872902687544162;0.10009452749840572;0.4283043022476673;0.14639149007879887;0.008113986936647924;0.0031386902068269253;0.000741399;95.1096207984235;11977.847600747671;1.9268130805219105e6
37;high natural gas price;10000;1744.2618513856007;0.43798881461637323;0.011997447847818149;0.0249734808719575;0.4647760035991143;0.012757007859249825;1.573968539039125e-5;0.0002951099161583969;0.288092318796092;0.03048368047598743;1.3791272011138178;0.04859503428278193;3.810418820379539e-6;0.0003216152674319254;0.000741399;83.51166120471994;12111.43756848427;2.310359487517291e6
37;Low RES buildout;10000;1980.9810410650175;1.2290635906894998;0.06705406354549867;0.04870935839310994;0.1828545390388301;0.03441947974123494;0.0020262046761695455;0.017789241328158525;1.2351150486409483;0.08929554478009288;0.48691134851869633;0.06641303766231053;0.0020047468753026324;0.041662411092485634;0.000741399;89.054771877951;12859.199499416463;2.0151232590734106e6
37;High RES buildout;10000;1694.4317193643676;4.0743030276791155;0.0996224622510709;0.11580833098077367;0.6616555221437578;0.5085119676649583;1.5644195900181274e-5;0.0003174549456068415;2.350132447435225;0.1031250644139547;1.9760474222907434;0.48834050387459743;8.043959725357455e-6;8.359021509212478e-5;0.000741399;87.32875118068813;11480.15554789471;2.155703942831335e6
37;low industry emission reduction rate;10000;1794.3004294308341;1.0472645848802302;0.026632711818221643;0.03666031594784417;0.4101749538229412;0.12914604711827238;1.5738526129925943e-5;0.0003116299570665178;1.399259881010908;0.05162242829472108;1.326570523153262;0.11024354906174287;3.8115928546001573e-6;0.0003395780966241839;0.000741399;91.20143940028674;11824.150446210246;2.1614645669709714e6
37;cheap SMR+CCS;10000;1814.213977150301;1.0227476078318267;0.025888934374348648;0.03605020680533118;0.41366585477090306;0.2959696644316132;1.5643605254350246e-5;0.00030389918746714256;1.1691700292129557;0.04527799969788301;1.3348663846211537;0.07675354500162378;8.075069728572816e-6;0.0006589753064580235;0.000741399;87.43801714135888;11892.275541805688;2.1509234001300433e6
37;expensive SMR+CCS;10000;1823.8760501994175;1.0227476078318267;0.025888934374348648;0.03605020680533118;0.41366585477090306;0.2959696644316132;1.5643605254350246e-5;0.00030389918746714256;1.1691700292129557;0.04527799969788301;1.3348663846211537;0.07675354500162378;8.075069728572816e-6;0.0006589753064580235;0.000741399;87.43801714135888;11892.275541805688;2.1509234001300433e6
37;High electrolysis buildout;10000;1821.0618921986675;0.9278944321791605;0.005479457522741078;0.03133761352460652;0.34798618271717485;0.08193081891287335;1.573784286771162e-5;0.0003116287494448688;0.27211124191719954;0.052451231683075514;1.066329622761332;0.10766308819208975;3.816585755860364e-6;0.0003395814241735628;0.000741399;87.44176312861929;11908.202016413832;2.150357643500854e6
37;Extreme electrolysis buildout;10000;1757.4014058735675;3.9389795159567798;0.029790309897957678;0.09643368686528718;0.48430665134101303;0.2765824819250611;1.5450208732479546e-5;0.00030389436822410656;2.107248571882771;0.08780488606970233;1.6454364456803174;0.3775034989549747;1.6488368171726828e-5;0.000659182339088716;0.000741399;87.25240345978251;11868.857043811555;2.152605781945454e6
37;2030 res target 60;10000;1769.20653;1.365688536;0.048776746;0.083469926;0.425298461;1.996253107;1.57e-5;0.000298633;1.036900629;0.080856098;1.314757708;1.618827484;3.81e-6;0.00015979;0.000741399;87.48964375;11967.84678;2.32e6
37;2030 res target 80;10000;1673.729251;0.59068152;0.013077782;0.055026684;0.648002072;0.05312643;1.57e-5;0.000287398;0.866013425;0.086434652;2.158779653;0.024516576;3.81e-6;0.000623314;0.000741399;85.22167037;11949.33238;2.35e6
37;Expensive RES;10000;1709.619741;0.638240319;0.034983668;0.056947735;0.603081594;0.039839622;1.57e-5;0.000298379;0.937772039;0.089798403;2.315241094;0.058249288;3.81e-6;0.000159793;0.000741399;85.12441811;11951.36196;2.39e6
37;Cheap RES;10000;1718.242037;0.59068152;0.013077782;0.055026684;0.648002072;0.05312643;1.57e-5;0.000287398;0.866013425;0.086434652;2.158779653;0.024516576;3.81e-6;0.000623314;0.000741399;85.22167037;11949.33238;2.35e6
37;low demand growth;10000;1798.191321;0.665432048;0.016194267;0.036701018;0.496923888;0.084727818;1.57e-5;0.000298221;1.035352651;0.056723788;1.960963198;0.047761966;3.81e-6;0.0001597;0.000741399;84.85253019;11888.08638;2.21e6
37;high demand growth;10000;1769.538362;0.59068152;0.013077782;0.055026684;0.648002072;0.05312643;1.57e-5;0.000287398;0.866013425;0.086434652;2.158779653;0.024516576;3.81e-6;0.000623314;0.000741399;85.22167037;11949.33238;2.35e6
37;expensive electrolysis;10000;1783.192477;0.942161489;0.035903273;0.051161475;0.621348167;0.090137096;1.57e-5;0.000299098;0.40011217;0.063499879;2.096504041;0.017985796;3.81e-6;0.000325989;0.000741399;85.15781883;11954.53592;2.37e6
37;cheap electrolysis;10000;2143.876747;3.77643703;0.114469729;0.077417392;0.427357253;0.250358639;1.56e-5;0.000301153;2.117475233;0.068950919;1.36112213;0.153986771;8.03e-6;0.000161113;0.000741399;87.16995345;11892.81539;2.15e6
