scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2022;CumulativeEmissions;TotalCost;waterbed_sealed;CumulativeEmissions_PS;CumulativeEmissions_IND;CumulativeEmissions_H2S
38;expensive electrolysis;1375;223.3244147600001;3.020008955419751;0.06487907163410361;0.20653441800546674;1.4746714540244539;0.7507317805660598;0.00647164549874007;0.02011073916416898;2.6083519761384553;0.17564120693000934;1.474987491573175;0.48694117099017;0.01426666288609016;0.010081737850193678;0.000741399;87.26784892399854;11905.715337251388;2.154269585705178e6;2040.0;2375.7568997307208;8960.202480229284;569.7559572913935
38;cheap electrolysis;1308;207.63372427176677;3.48468169638873;0.0739091364985402;0.2064349408009356;1.519746547887009;0.26057652893621963;0.007219485913538291;0.016330396623526335;2.7758560004711788;0.1626057981239035;1.4547902997665867;0.11904457217178029;0.0038126921866076325;0.017191264049023606;0.000741399;87.15015896701458;11913.687373167795;2.1352630646079388e6;2040.0;2386.8658052839446;8968.532512613712;558.2890552701316
38;double CNHydrogen target 2030;1306;200.12517900150007;3.0387408560216786;0.07536966729029736;0.2061302300112582;1.480540087920127;0.3037927251117267;0.006952680321827621;0.19409455823991395;3.7150369015102136;0.19831851891815255;1.5178248548323818;0.3671928447840962;0.014364701976886449;0.05146478528811027;0.000741399;86.836725431509;11893.635905681209;2.1792889550798433e6;2040.0;2355.654755436846;8987.066638316339;550.9145119280265
38;Low discount rate;1173;176.48825769766674;7.1389866512919955;0.11025417436520295;0.2063802688545294;0.028541709300344758;0.491314721030939;0.006011458894435649;0.0187318374740324;4.720468564485075;0.20574690046898914;0.06451647026811;0.43855705602543626;0.006157726844123884;0.02092821902231247;0.000741399;114.51851590907944;11396.53774445556;2.6193754499386465e6;2042.0;2098.1922634267003;8824.107396209634;474.2380848192257
38;High discount rate;1463;213.24180665923345;4.264856127267908;0.019875181219919113;0.20663679626032969;1.4118906179813144;0.5955095728685116;0.006144762021424229;0.04068835661671763;2.7899531007860467;0.15157099329002086;1.2493304235211002;0.4713984363248216;0.014881834294446804;0.050291442660277845;0.000741399;67.03239579072276;12795.952458635187;1.7861692957065338e6;2039.0;2813.472943465142;9162.052740396988;820.4267747730565
38;No new nuclear-biomass;1412;167.5693619249334;2.962524051529933;0.09257929182463398;0.20652054744175924;1.1762712806496862;0.46898054359304453;0.006381383375527764;0.016626542736121786;2.8327472175835324;0.1935809634170196;1.4397615539248951;0.3931993442036258;0.006714192930059124;0.01866761612774976;0.000741399;87.42915955680742;11903.76624419339;2.1472131685086265e6;2040.0;2390.856518322229;8945.319413689893;567.5903121812762
39;ref;1355;178.10168743720007;2.652737822181202;0.07274577180595733;0.20656087415337407;1.954401186804657;0.12273786287803035;0.017636675388106655;0.08247614543895485;1.7947679097839953;0.20155432909841733;3.3687911755267774;0.16705385793503527;0.004229136255177466;0.04309871263126292;0.000741399;88.18679750683634;12007.12534232484;2.0960202007195782e6;2040.0;2463.6182720294237;8863.696943033752;679.8101272616642
39;low natural gas price;1327;196.7033749333834;4.103558950711843;0.042471867946956725;0.20670500109113457;1.5109591215988585;0.1369656755278427;0.02106738577242206;0.26955166429632654;3.032343741093885;0.1853410364216082;2.9394839394213315;0.12154864978547932;0.005394654626282054;0.28438801356688465;0.000741399;95.70565528060759;11991.450943985079;1.9265097151203502e6;2040.0;2730.5281219374087;8336.825055621513;924.0977664261588
39;high natural gas price;1626;179.88431431493342;3.0131954562956182;0.06434018413552615;0.206632354834774;1.4022334064017818;0.1236427656933445;0.01324878570805017;0.02699450959656189;2.17849647572273;0.13961799129065994;2.1426076727101884;0.06709482217630168;0.00660402012131384;0.059445609281927235;0.000741399;81.92530980924445;12193.014629583675;2.3457246704289056e6;2040.0;2281.8880183420756;9375.67649739102;535.4501138505874
39;Low RES buildout;1310;181.36850881218342;3.1126917045691447;0.03124909783474773;0.20667700274581516;2.2168239099523337;0.10791669186521102;0.04313228748206482;0.2308934504324335;2.7702373461973817;0.19680457103332355;3.325637952949813;0.14341883994881968;0.08899925928967926;0.12815143400728404;0.000741399;89.32596669992151;12873.17414702261;1.9999365943035951e6;2040.0;3303.425340416426;8783.906010761944;785.8427958442393
39;High RES buildout;1307;161.72018150336675;3.1833732058503714;0.04088336918258564;0.20670796016305765;2.2002063139382297;0.14348505328152047;0.018469898806762815;0.07221882902580434;1.7671993990638082;0.184768181227975;3.547820124161231;0.14764630222486302;0.009744114179762526;0.08601827573410067;0.000741399;88.00813891993923;11605.954973490474;2.09753545591411e6;2040.0;2072.846693569686;8877.190513454068;655.9177664667303
39;low industry emission reduction rate;1332;175.75544552780008;3.3807193503738477;0.028006637588105843;0.20553540692042654;1.834317792665097;0.10967284338340699;0.017317877605385435;0.0727377623600639;2.0089254452090635;0.20198239886344194;3.497296693111509;0.15452038078851527;0.03820314310426398;0.08414623576136049;0.000741399;92.37502898839318;11935.631614067877;2.106224350905832e6;2040.0;2401.8063469923313;8851.072941620514;669.6158928834095
39;cheap SMR+CCS;1355;168.77540175880006;2.652737822181202;0.07274577180595733;0.20656087415337407;1.954401186804657;0.12273786287803035;0.017636675388106655;0.08247614543895485;1.7947679097839953;0.20155432909841733;3.3687911755267774;0.16705385793503527;0.004229136255177466;0.04309871263126292;0.000741399;88.18679750683634;12007.12534232484;2.0960202007195782e6;2040.0;2463.6182720294237;8863.696943033752;679.8101272616642
39;expensive SMR+CCS;1355;174.19886414451676;2.652737822181202;0.07274577180595733;0.20656087415337407;1.954401186804657;0.12273786287803035;0.017636675388106655;0.08247614543895485;1.7947679097839953;0.20155432909841733;3.3687911755267774;0.16705385793503527;0.004229136255177466;0.04309871263126292;0.000741399;88.18679750683634;12007.12534232484;2.0960202007195782e6;2040.0;2463.6182720294237;8863.696943033752;679.8101272616642
39;High electrolysis buildout;1342;176.24466657756676;3.139910783607912;0.0482188875999871;0.20587886419956564;1.7835776750979846;0.1095775497650693;0.017129091640684223;0.086047068373196;1.7285797918058963;0.19679340044463514;3.3498395818837934;0.17289712219436104;0.037782638178854945;0.09052530976399306;0.000741399;88.27873754872499;12042.682641542955;2.0925072884916477e6;2040.0;2404.804697407877;8845.834495158819;709.4425220335359
39;Extreme electrolysis buildout;1287;164.4407688435834;2.7553845893313356;0.08285296926720391;0.20510803321486218;2.181826510326971;0.12494107298645624;0.01815079582276085;0.0716584276944008;1.7847346182482045;0.19858936409304614;3.4821081212064455;0.16615256783002635;0.037521360365546805;0.041723483728895616;0.000741399;88.26551451646954;11975.69278445793;2.101359185522956e6;2040.0;2401.544878719384;8850.23053981075;678.5290427780408
39;2030 res target 60;1540;213.9698431377001;1.7991865482655067;0.03484033827209304;0.206554491200791;1.8237007870192565;0.18877851594301936;0.024301344299911307;0.06069774689919538;3.462567549511069;0.1309671554833074;3.1081764302674366;0.11510943384425332;0.025610735472628904;0.03345699658850989;0.000741399;87.71622525792085;12009.500410303537;2.0989149114057403e6;2040.0;2459.004465921822;8848.831750654765;675.8625760944573
39;2030 res target 80;1890;263.76901219633345;1.3812645329440558;0.033800643317233287;0.2067222305034813;2.868929655179111;0.2679641422570996;0.026461035540271953;0.04850162379783097;1.0164879769191317;0.17018768283316346;2.898366993217815;0.21329351909055994;0.013262575636150836;0.05674433742296097;0.000741399;87.48040132285709;12012.352471578335;2.0997428211618857e6;2040.0;2424.076492332932;8910.211415349113;678.0645638963013
39;Expensive RES;1365;179.73088006096674;2.356712551500379;0.07883669812005424;0.206276281465515;1.7251570463915318;0.16791538845990334;0.01673516253212827;0.06611895892083869;1.4845570312102176;0.200390396054846;3.2484467050855144;0.15314462243385324;0.036905777211955655;0.1453512310041843;0.000741399;88.80880655851654;11990.493183295373;2.1153243861029875e6;2040.0;2466.476062239119;8817.470592599397;706.5465284568519
39;Cheap RES;1317;167.31560158980008;3.5639020205189933;0.06902627411513496;0.20373672125284514;1.9482207423344324;0.12968033356657108;0.017862273494842314;0.08647446777032075;3.125689954458596;0.19357499444295398;3.665495781840241;0.14938387416102897;0.019941115311932548;0.19091935526514842;0.000741399;87.7195341515307;12024.941710637357;2.0495531026931556e6;2040.0;2463.115434236703;8900.318350405196;661.5079259954665
39;low demand growth;1501;192.08908392151676;3.685142269832842;0.07433652674643344;0.16674343351686632;1.84107729077448;0.1425777092587608;0.014398031596263454;0.1310190665964675;2.9826039785068357;0.17378926718571278;2.9541083656322793;0.15371746471723904;0.007178044751169745;0.06773224808328816;0.000741399;86.19049102705101;11918.411329629213;1.9605183540083412e6;2040.0;2210.2850486958046;9018.50972180651;689.6165591269079
39;high demand growth;1053;132.97132061486673;4.832766382435883;0.062279464043596126;0.2688669582347662;2.097429557797179;0.12312716662900279;0.027284274968481428;0.11792001755100755;4.040899822728645;0.2548514117922081;4.129825582182217;0.1526127561582471;0.01332492869688849;0.03056301861431146;0.000741399;91.96233057332606;12189.721872915452;2.3721133956457702e6;2040.0;2463.6138969889043;8863.690977161255;679.8088541934936
39;expensive electrolysis;1349;169.38100029726675;2.730593788075817;0.032292546452156956;0.19559836847334375;1.8976100887154865;0.16153157955749037;0.01775275129292349;0.07308834876671876;1.9482962081452888;0.20637175372425476;3.321820737993133;0.15594627781059006;0.0042548550759980135;0.02333687597462698;0.000741399;88.4710371159345;11998.60216566341;2.0978883845367264e6;2040.0;2451.571985290026;8845.486623605977;701.5435567673954
39;cheap electrolysis;1282;162.84322418023342;2.962474566947048;0.05375207861882524;0.19099620470910372;1.916472696440629;0.13267013640653386;0.018307882954708043;0.05535652232018107;3.342179055762118;0.19956903908349946;3.6625453033180935;0.14981106597774071;0.04041011418670189;0.13241225967671974;0.000741399;88.05368069196888;12007.726254695346;2.0864184935804834e6;2040.0;2469.123309268615;8878.479112733796;660.1238326929451
39;double CNHydrogen target 2030;1303;162.98610495421676;3.317034897913691;0.08267976794590298;0.20642859173430522;1.958169882960808;0.1184670554396095;0.018566971090882727;0.3804539153702718;2.7508410092298328;0.19734884027160854;3.6292388525849413;0.1654574541540017;0.009190495025738127;0.8371485860497095;0.000741399;87.45356861659091;11997.051058442026;2.140346418034037e6;2040.0;2444.0357340034006;8919.614735469368;633.4307156065189
39;Low discount rate;1467;179.34418672010008;4.2369740312710675;0.1114365106921932;0.2061900995211795;0.5045604879292994;0.11282784421272407;0.009803921331394806;0.03797825353240064;6.305770861757588;0.1443303258180122;0.3566892904575718;0.11392764935804715;0.004667212102691034;0.009342269337426731;0.000741399;113.94269347659163;11477.540679249458;2.56754714144143e6;2042.0;2106.7685994281064;8796.711378405695;574.060701415661
39;High discount rate;1345;169.5383999136501;4.128927562932368;0.056773931249575325;0.20648240018153596;2.110501026332601;0.09903278720679405;0.019788539195604197;0.27149743206758176;2.515087251708826;0.18439835079423714;2.7158880307548148;0.17222794757022045;0.04349553542350892;0.5953717322582461;0.000741399;68.96856328021616;12728.6094826177;1.7674462668157965e6;2040.0;2334.1544054312476;8965.560511054457;609.0511428368523
39;No new nuclear-biomass;1424;149.56725403621672;2.637707204499236;0.03532354960933768;0.20471444838982245;2.347696960863277;0.24068554317338342;0.017875069792827235;0.05237506676850939;2.841407062365135;0.19666643929447905;3.2364597164062654;0.1549554670620876;0.03939137018288932;0.028793053724174608;0.000741399;89.68460479399722;11970.314560218465;2.093178438965808e6;2040.0;2532.634961799446;8751.45473028576;686.224868133253
40;ref;1319;172.92609964963341;3.2251747855958866;0.04567990769098954;0.20013024844509045;1.9768787975697617;0.16121834029061247;0.08517198970712062;0.06707135700009735;3.781093981712763;0.20247751687748322;3.796955561224612;0.11216788482092592;0.044017870313897436;0.01917784502225998;0.000741399;88.42516140199852;12008.194376802072;2.0968423924816446e6;2040.0;2483.3551607566164;8843.000221705843;681.8389943396207
40;low natural gas price;1372;204.4252744394001;3.62683536242124;0.04632712474667862;0.20672585276139713;1.7676222696245698;0.16553604170942848;0.07584798596066333;0.2549093246782381;3.5956236917810975;0.1694648231594945;2.969359078618253;0.12643059174340124;0.018700597016157686;0.5571806914699529;0.000741399;96.00409704713272;11977.918260594493;1.9282087975180424e6;2040.0;2728.736569886792;8325.664516455916;923.5171742517791
40;high natural gas price;1656;184.50344994241675;2.7469098667271825;0.09302003713724212;0.2062026026826481;1.671063465201054;0.10291454033730882;0.06259215217115559;0.027152563972689555;2.931697560212709;0.1947540657188307;2.2474225438945448;0.08482822826779252;0.06519558942531398;0.059795530390318916;0.000741399;81.99684149794892;12182.456258008047;2.3482164379281793e6;2040.0;2274.745136838117;9374.658823798378;533.0522973715558
40;Low RES buildout;1355;192.13175400023343;3.047796950534401;0.015388639769660529;0.20624250206030711;2.109083777560925;0.14014349110958665;0.0917665968369773;0.209931086316714;3.654942653664639;0.176354802671118;3.5929487897236734;0.16898953440507206;0.022984454432728875;0.2533585896417216;0.000741399;89.3670225504807;12876.080696812749;2.0007449655401297e6;2040.0;3313.7161206893584;8774.276400081188;788.0881760422104
40;High RES buildout;1326;164.0095597272334;2.4319947102311823;0.09792169551017338;0.2066372564884127;2.0862279024666996;0.1728024806789086;0.08350153662605622;0.06395494201528706;4.107484959562274;0.19532279363526958;3.8430559573943848;0.10614534242302058;0.043129635691297935;0.07287080167599133;0.000741399;88.28153909294178;11601.26178955363;2.097886592969868e6;2040.0;2085.879905803847;8857.966440031161;657.4154437186306
40;low industry emission reduction rate;1400;187.66528575265008;2.7171780118267606;0.046455277345131274;0.2062213567895523;2.4120044736522277;0.14685921801664586;0.07762406026499424;0.07047869416425545;2.1232398889447874;0.20084054090486983;3.418171703164562;0.135034924399643;0.01981500742383187;0.07940629522393709;0.000741399;92.42895909152762;11937.855200291875;2.1039745974643305e6;2040.0;2403.4861602765905;8848.230681440804;669.4987108947289
40;cheap SMR+CCS;1319;175.6281928908501;3.2251747855958866;0.04567990769098954;0.20013024844509045;1.9768787975697617;0.16121834029061247;0.08517198970712062;0.06707135700009735;3.781093981712763;0.20247751687748322;3.796955561224612;0.11216788482092592;0.044017870313897436;0.01917784502225998;0.000741399;88.42516140199852;12008.194376802072;2.0968423924816446e6;2040.0;2483.3551607566164;8843.000221705843;681.8389943396207
40;expensive SMR+CCS;1319;175.37028716776678;3.2251747855958866;0.04567990769098954;0.20013024844509045;1.9768787975697617;0.16121834029061247;0.08517198970712062;0.06707135700009735;3.781093981712763;0.20247751687748322;3.796955561224612;0.11216788482092592;0.044017870313897436;0.01917784502225998;0.000741399;88.42516140199852;12008.194376802072;2.0968423924816446e6;2040.0;2483.3551607566164;8843.000221705843;681.8389943396207
40;High electrolysis buildout;1471;194.5598284384334;2.744748536001985;0.024756680137521976;0.20644498940658237;2.622956385857716;0.19396472856564798;0.06699502384450783;0.07076727047583195;3.9721798376955064;0.16748009615497184;3.267571768265204;0.10955119517193466;0.1490344742081878;0.020356772030210503;0.000741399;88.15853787141747;12052.724883761632;2.0911384762626619e6;2040.0;2412.8113532431453;8836.460678542975;706.872319778529
40;Extreme electrolysis buildout;1314;174.8235007958334;2.734343180641054;0.06914071197763325;0.20592929722622105;2.0043906799403537;0.158579958983267;0.0843564065814602;0.06622103245388393;3.698255186678908;0.20662473451217456;3.7955644711588694;0.12871368706115122;0.09350027316584782;0.018225900836322226;0.000741399;88.4445465726544;11976.061731655713;2.101949916376677e6;2040.0;2476.2355334120703;8843.723852824107;656.1023454195482
40;2030 res target 60;1572;219.8024429523501;1.7502301454667493;0.026778764366668463;0.20662555698289292;1.8650456321993298;0.20478654772389768;0.06564511354831883;0.06486736578590639;2.4430114766169475;0.12041045952217411;3.179772908883729;0.1063770594439376;0.0692775142541146;0.036658105963660995;0.000741399;87.7392845166621;12010.083639225042;2.0986499769758806e6;2040.0;2439.4296725678114;8891.295506863196;679.358459794027
40;2030 res target 80;1842;264.5726195310168;1.152710048880196;0.06092262091999475;0.20601369594628133;2.384513974085942;0.2916577551845254;0.040186704176927955;0.054133250217290686;2.298649970378489;0.17332500986386934;3.0924658059751073;0.15264359271775121;0.019889599147115543;0.02914214559478021;0.000741399;87.49261769576498;12011.554924105092;2.101052287025037e6;2042.0;2123.067103057297;8152.312100412301;1464.8668539373055
40;Expensive RES;1429;190.39383237395012;2.601205519154161;0.025562097466960355;0.1961923905813371;1.8441965225156034;0.16783799627484217;0.07142775158575633;0.07149575952240744;1.9364572410126906;0.20398115371450268;3.2861628967914958;0.13888255829931845;0.15895762129396535;0.02117303382699315;0.000741399;88.74337613360686;11995.26480903178;2.1152921326665147e6;2040.0;2460.4609368897254;8820.450662271971;714.353209870085
40;Cheap RES;1321;170.81305612495007;2.9644509080693635;0.0652138763767355;0.20325392391576377;1.948323402970706;0.11358415969697869;0.0834179725677545;0.08586591064704067;3.085371012820278;0.19809746949389925;3.7798777439386897;0.11952155821834048;0.1848286304636171;0.08893172940298771;0.000741399;87.73306640011585;12015.513269243995;2.0506138423432093e6;2040.0;2461.89567478058;8895.804220523625;657.8133739398069
40;low demand growth;1634;217.73458378773344;2.175250032743834;0.02083707490119434;0.1753492178634827;2.275860332602353;0.1167898359139837;0.05167238449285083;0.11973859979679634;1.3949160233100277;0.14525618401580198;2.4147536546909487;0.16425071699395294;0.11375698187571483;0.058922804420708026;0.000741399;85.96135927882709;11913.730099723873;1.9618811539243348e6;2040.0;2189.189867180929;9037.261385401984;687.278847140971
40;high demand growth;1113;148.4085709187001;4.960834970485024;0.06947711818529322;0.2693780508370292;2.1500459553722795;0.13701897259295487;0.11536814341578011;0.11329071305693866;2.6152104632864583;0.19561902892662006;4.233090457932213;0.1007220403196013;0.23971023925966595;0.02641796813495409;0.000741399;92.0451188995035;12184.465360640734;2.37314599616195e6;2040.0;2927.2579425125346;8586.54739140239;670.6600267258108
40;expensive electrolysis;1420;187.81994432483344;2.9142139567726315;0.11445650926041032;0.2033718046066892;2.0576149602773492;0.20186135701088617;0.0742736820021164;0.07281755601439545;2.120535278920812;0.19913108293137377;3.3914250326791384;0.12927137438726252;0.039394568486348355;0.15619329537315285;0.000741399;88.44534527964112;12003.878228431377;2.0974468379993676e6;2040.0;2455.32478817433;8841.038340524505;707.5150997325586
40;cheap electrolysis;1287;172.53388288323342;3.2640930464727402;0.016134049533030024;0.20659015196342198;1.9673222765857552;0.12818269864690737;0.08744612275711092;0.05644676086571295;3.337518380690825;0.19929188201547632;3.880723783162696;0.12041204049518144;0.0974921898628144;0.06725836787679064;0.000741399;88.0477350528411;12008.152729322228;2.0858578748470114e6;2040.0;2472.2419113923947;8873.988377531074;661.9224403987472
40;double CNHydrogen target 2030;1475;188.8478210089501;2.775380832756601;0.05312751997985;0.20675734354718317;2.1601479934884695;0.12491428531594369;0.07333251331258901;0.3515180865055562;4.538064659072877;0.16013062968280214;3.4142979816429073;0.12709798674260386;0.0366676082903403;0.18468598438719522;0.000741399;87.03261611929669;12001.606090449866;2.139371020636938e6;2040.0;2424.0682184231264;8944.56960503886;632.9682669878915
40;Low discount rate;1527;198.70666345048343;6.177622002795486;0.10780725917839008;0.20638297656562485;0.8182205772680508;0.15525145974561091;0.045808312315289854;0.030950438215699556;3.5056899531320043;0.14371950990790014;0.4258690860503566;0.08803903704866378;0.054689943954309525;0.03263561432943489;0.000741399;113.69852865610427;11474.985368140617;2.5696862571207676e6;2042.0;2104.0555489833405;8802.606464481285;568.323354675998
40;High discount rate;1402;191.1752352200834;3.8260138949574505;0.023691162497480298;0.206673541119876;1.9946112046557354;0.09137931991248936;0.08221838073051832;0.268519792335102;2.2788562781714354;0.16778738758106637;2.9330787878973577;0.13129303294662786;0.019388422365534116;0.14086096278255295;0.000741399;68.94060618037321;12732.06865859314;1.7674531617189879e6;2039.0;2856.200355768464;8988.248480293276;887.6198225313935
40;No new nuclear-biomass;1539;169.30390374855008;2.4060219739208324;0.09277774890014007;0.2007206709443677;2.6572029222708102;0.25582723264210516;0.06376886386797259;0.056035784525315886;2.225070713288074;0.19838132575790046;3.2863877545445916;0.15072241678536336;0.015890415615339774;0.028033811851439484;0.000741399;89.67373569011788;11966.984673850387;2.094944578716847e6;2042.0;2449.787541012326;7536.7705805179285;1448.0453165456877
41;ref;1334;209.14581231531676;4.109369495482227;0.021597763220236463;0.20589076219547806;1.6756169205955969;0.09066349411834652;0.009629937271662396;0.07330863068311451;2.4328720267642785;0.18751530877586545;1.730080312503387;0.11139502364132174;0.02127159005770601;0.07637298674753427;0.000741399;87.98854176225866;12002.806440824186;2.0914089422623161e6;2040.0;2440.0324721828347;8884.069397060774;678.704571580586
41;low natural gas price;1386;225.62528344483343;3.5564985071442576;0.03300793355406926;0.20658166278545584;1.6367881127454695;0.10245558201080252;0.014863028501761794;0.25473081903333933;2.0837977323782644;0.12336837315045386;1.6865592157193512;0.08840787684208816;0.004708303003324266;0.0633712453124418;0.000741399;95.73625082235198;11991.658906305645;1.9239091358445715e6;2040.0;2731.079043638128;8339.580640897893;920.9992217696089
41;high natural gas price;1471;178.69197144585007;3.756267242143034;0.08526418863829498;0.20645273320241458;0.9732626445132302;0.09700341550377713;0.008470756530020324;0.028622417900860658;3.595217263432676;0.20543416563205805;1.5313489601959076;0.10111736799376816;0.008901010182908854;0.006660819922134394;0.000741399;81.86603468893087;12190.353110809358;2.345474493979431e6;2040.0;2273.4021232891955;9382.230575114798;534.7204124053723
41;Low RES buildout;1312;220.43310845401678;3.471524449382579;0.06924419429888326;0.19738389451405902;1.2871242427236622;0.09666125215101816;0.03746802556447437;0.24675320036868695;3.1399076823106964;0.19255158115948606;1.8296057216869086;0.11245178778405034;0.028033956796553985;0.2853524047961282;0.000741399;89.00808899495914;12871.113795146426;1.9954644746942827e6;2040.0;3289.9591991575885;8799.308633324054;781.8459626647858
41;High RES buildout;1312;194.32025264553343;3.1960531847972664;0.02883430673352437;0.20604979513551436;1.919424857686504;0.09286771507300293;0.010131532291616596;0.0787082053550539;3.6408178736506005;0.12945936526807258;1.6213469358779409;0.09331051586536417;0.01060514604366239;0.03772943164385387;0.000741399;87.97533407605655;11602.300860110894;2.0940091731486642e6;2040.0;2062.488681759422;8882.874214296202;656.9379640552733
41;low industry emission reduction rate;1388;196.63756256248342;3.0848127178551326;0.07363175907433589;0.20669470089185255;1.5770604762165321;0.08858641589332276;0.009053806603061114;0.0723799599989198;2.642840399692694;0.17193176370563804;1.6582814702282702;0.07740448532848312;0.019984833120778634;0.0180267440156978;0.000741399;92.19487766698005;11935.83818497553;2.103522015631184e6;2040.0;2397.636982026896;8866.59533731208;671.6058656365528
41;cheap SMR+CCS;1334;192.9879970130834;4.109369495482227;0.021597763220236463;0.20589076219547806;1.6756169205955969;0.09066349411834652;0.009629937271662396;0.07330863068311451;2.4328720267642785;0.18751530877586545;1.730080312503387;0.11139502364132174;0.02127159005770601;0.07637298674753427;0.000741399;87.98854176225866;12002.806440824186;2.0914089422623161e6;2040.0;2440.0324721828347;8884.069397060774;678.704571580586
41;expensive SMR+CCS;1334;198.82333899646676;4.109369495482227;0.021597763220236463;0.20589076219547806;1.6756169205955969;0.09066349411834652;0.009629937271662396;0.07330863068311451;2.4328720267642785;0.18751530877586545;1.730080312503387;0.11139502364132174;0.02127159005770601;0.07637298674753427;0.000741399;87.98854176225866;12002.806440824186;2.0914089422623161e6;2040.0;2440.0324721828347;8884.069397060774;678.704571580586
41;High electrolysis buildout;1329;191.2577148230001;2.9874715614633636;0.03661100628919977;0.20666570875633591;1.7462205291044208;0.1065771309307523;0.009685925468457951;0.0776537972857641;1.6075816619559415;0.20153597716591762;1.7382953020185576;0.108347810302272;0.021396747589924745;0.03786122448996151;0.000741399;88.08137049024081;12033.745267277543;2.0875370521388017e6;2040.0;2442.0160982281236;8873.9770120885;717.7521569609034
41;Extreme electrolysis buildout;1352;197.5298573332501;3.025817506432225;0.10472396981389243;0.20662730062125423;1.6334329818680329;0.10537947440344671;0.009793371222538852;0.06714557287276672;2.4762564472677218;0.19910605158328973;1.715661812334673;0.08997782412443137;0.0048336875701843;0.07334287724883103;0.000741399;87.99431419612121;11969.758922902573;2.0958159637130143e6;2040.0;2434.592854525404;8881.397179532758;653.7688888444126
41;2030 res target 60;1419;195.9781929840001;2.8101529835722037;0.04014987291848658;0.20110653548531554;2.3295787567467356;0.09831333334227513;0.009082161505263817;0.06490190954891618;2.2744881266506245;0.20321669873441534;2.274262740640032;0.1392260501222218;0.004791825023245596;0.030758182671999812;0.000741399;87.80139317543248;12008.182609974363;2.0919500772450163e6;2040.0;2431.268460862201;8894.223869621035;682.6902794911214
41;2030 res target 80;1556;227.7325901882001;3.151761935920284;0.02128172989693529;0.2059447485617025;5.279450615638702;0.11647024148047787;0.007738627580461771;0.0690219931641958;3.5186730671420356;0.20585803870032734;2.7464307074915304;0.1174835784312048;0.008659623114408165;0.01648263868526104;0.000741399;87.66182206496197;12021.889998679808;2.094539337954892e6;2040.0;2227.4947925533606;9119.052063482504;645.656042880766
41;Expensive RES;1393;204.42586310611676;2.555035828281055;0.02438797600029754;0.2028195057010702;2.358882314471305;0.11447969163217127;0.009409745166918252;0.06759184499885523;1.1498179588128905;0.2012072867844253;0.21024107374008766;0.10066945855925523;0.0049567342314891785;0.07177398743600881;0.000741399;88.47939520675445;11989.543930311022;2.115893101553446e6;2040.0;2444.5142616282405;8842.77966661992;702.2500020628562
41;Cheap RES;1344;182.52192585801677;2.8010934589445906;0.022639691649159594;0.2058842083308398;1.8138241332851406;0.09728866417043543;0.009830328209707964;0.07499777586649055;2.1551910937235994;0.1698292998327913;1.8262410923123227;0.1520441609952946;0.002336725742317976;0.07897655122544563;0.000741399;87.56292762696344;12013.717907517374;2.0462036674454724e6;2040.0;2440.9464763808637;8914.795892679202;657.9755384573258
41;low demand growth;1478;211.02563346380012;2.5127572639343976;0.12900581691895777;0.17433725389278812;0.4207001444744508;0.07169724026833126;0.008196908349784034;0.10556167830043324;5.56787356878248;0.1712530111776639;0.14863869549127928;0.11766656913069876;0.018074998968061015;0.056698036462466794;0.000741399;86.27330051815298;11903.578211490338;1.9607083115050083e6;2040.0;2042.9841471917125;9201.257657082067;647.5051439298445
41;high demand growth;1059;150.11425094588338;5.954196320084643;0.05509700977944666;0.2679074637218583;1.906557424085196;0.13875016040304317;0.013982930083014053;0.10797786301324401;3.8965747551253247;0.23708077836063318;3.5147485944175134;0.08365683141854773;0.01542864608107904;0.23913396775452272;0.000741399;91.73160374062621;12197.293063814988;2.36867176720864e6;2040.0;2918.4570805694784;8605.17965475571;673.656328489817
41;expensive electrolysis;1324;191.19142130438343;3.6249573371136945;0.030308568615240467;0.206582328209182;1.8375320373458681;0.18098938171721166;0.009991214642183586;0.0766751772081909;2.308624416154036;0.13841001178514203;1.6911636562334087;0.10865326378205122;0.010461699228095993;0.0202620379766899;0.000741399;88.16152684431613;11994.503311748442;2.097203558142121e6;2040.0;2434.2106306875203;8865.18879180263;695.1038892582924
41;cheap electrolysis;1328;187.54905738593342;2.874044535182202;0.12580920305062637;0.20616357746713285;1.8951868353352532;0.09057160664720756;0.00994444854361786;0.05464676720088993;2.8893541649427394;0.18725265705362085;1.7453003186626204;0.10617779232016047;0.010413983688782743;0.11904843506696243;0.000741399;87.69192792524679;11999.329019205297;2.0825662370324195e6;2040.0;2438.430391888137;8903.416340449661;657.4822868674895
41;double CNHydrogen target 2030;1367;198.58528569958344;2.7681373186417146;0.028824116890303435;0.20642696786175824;1.4682809494412303;0.09032184142205961;0.009242838727236453;0.3692791630437265;1.47791019255054;0.13343034066716672;1.739149642382017;0.0997602907677725;0.019114074753990747;0.8143810709873802;0.000741399;86.83390703620925;11997.371218849445;2.138730480432229e6;2040.0;2394.246677240702;8969.677535325834;633.4470062829159
