scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2022;CumulativeEmissions;TotalCost;waterbed_sealed;CumulativeEmissions_PS;CumulativeEmissions_IND;CumulativeEmissions_H2S
33;low natural gas price;1446;243.8181435468501;3.476489731229622;0.09207491149943087;0.2067328176957169;1.3650157113361343;0.8312375655792863;0.015137150039762135;0.06068784738765139;3.121096700211441;0.17611793576358326;2.0159310438416456;0.5562339046697601;0.014308884736516054;0.06316567284944338;0.000741399;93.76012220698482;12021.602320088874;1.923193099558867e6;2040.0;2680.8121337971625;8473.071319692808;868.3586599302483
33;high natural gas price;1642;221.7467378533668;2.0910993591779627;0.06447188882492139;0.19015612626268694;1.5702130113878756;0.4159316009251093;0.010634988328810647;0.016535681205376258;2.990424841043046;0.20381658632112504;2.213144386024209;0.2615872451355805;0.005677878956092164;0.017539136994001777;0.000741399;83.47701700118512;12124.994887025357;2.309368508213552e6;2040.0;2448.8782663693996;9289.06181384815;387.0548068078162
33;Low RES buildout;1397;210.1631998830501;2.6785368116202;0.12080089013186907;0.20674047044783775;1.2486797963512477;0.12967276821823148;0.016229009788061084;0.16555491526375266;2.904434020870736;0.13484927054133522;2.2680928890817427;0.3065271103325091;0.00780126435204939;0.2053969469581782;0.000741399;88.00704628540721;12880.226253675753;2.0171323361011124e6;2040.0;3249.8418165253706;8880.45408031466;749.9303568357205
33;High RES buildout;1385;188.52282066046675;2.5170183474685555;0.047636765926405554;0.20609565840434682;1.6225019525044315;1.1712491644660652;0.014082136067208607;0.03300534853874112;2.16755620344613;0.17403835812890908;2.1250547598836063;0.6864721016141018;0.007465976116828519;0.034905090731234156;0.000741399;86.32559779188706;11505.826317914349;2.160013655389454e6;2040.0;2345.9813075296865;9006.27211996723;552.1328802063709
33;low industry emission reduction rate;1419;204.74201374473344;2.898900190652017;0.09706122812068549;0.20674343213829383;1.3914702891531334;0.9002583744444586;0.013592427765400143;0.0343104866921279;2.727258040883254;0.17428466627962297;2.2676178727909746;0.2026165834308632;0.006772470896024099;0.01730461347418662;0.000741399;90.85157455567378;11841.05951251053;2.1630183203003765e6;2040.0;2320.24103214411;8964.301164341743;556.5173160246771
33;cheap SMR+CCS;1405;198.6542656849501;2.5192480008938745;0.03976202184077683;0.2065538810995192;1.6064311381421967;0.12763469869281607;0.013282063652623452;0.031856388889335445;2.3011427478309554;0.17252640186261126;1.9389557222681868;0.3021321066789738;0.029263500019463953;0.0160855559636973;0.000741399;86.43310047864584;11904.607599584651;2.1545985314840395e6;2040.0;2345.9096953953435;9006.412851894249;552.2850522950614
33;expensive SMR+CCS;1405;194.5342657690501;2.5192480008938745;0.03976202184077683;0.2065538810995192;1.6064311381421967;0.12763469869281607;0.013282063652623452;0.031856388889335445;2.3011427478309554;0.17252640186261126;1.9389557222681868;0.3021321066789738;0.029263500019463953;0.0160855559636973;0.000741399;86.43310047864584;11904.607599584651;2.1545985314840395e6;2040.0;2345.9096953953435;9006.412851894249;552.2850522950614
33;High electrolysis buildout;1418;206.36875886703345;2.3494429766940526;0.13123332517912492;0.20667284763802493;1.627541690471218;0.04215442976441608;0.01341862092449903;0.029612110362501172;3.7285750088039844;0.15558091704869778;1.9028156277432013;0.6415535013292408;0.015021120937181045;0.06520581008257788;0.000741399;86.46883832269025;11926.676128846904;2.153816863564121e6;2040.0;2321.4781475114523;8969.303792733966;572.0414029807266
33;Extreme electrolysis buildout;1413;200.69070178561677;2.5808020665881353;0.01945841437043878;0.2063698711168101;1.5353810120295968;0.3222565252600873;0.013755907491100259;0.03089413123818412;2.8946398534873508;0.20029298471147394;2.1949890277443735;0.37606471365021105;0.0033254546676278088;0.06804384141405484;0.000741399;86.41269652472637;11890.234771399599;2.1557787518231776e6;2040.0;2345.6803981113935;9006.914689952924;537.639683335292
33;2030 res target 60;1531;237.6964168905001;1.8185184345741725;0.039255170181914885;0.20410218533211905;1.9013948616890914;1.3179688241303609;0.02106558522573563;0.03704962780312155;1.6284188116233054;0.199862290672728;2.541004772593688;1.739418776963263;0.04342416405105422;0.08150205805462275;0.000741399;86.14641793086605;11921.328452547767;2.1553009742402416e6;2040.0;2343.602503020176;9017.606677715388;560.1192718122103
33;2030 res target 80;2145;357.4001984229335;2.2060066009030685;0.04827624768171816;0.20674625177167055;1.6603916503598697;1.2338840245977138;0.01861874225578404;0.01461303430926192;1.4862168395079685;0.12653988416271267;2.175209393259616;0.694589617572637;0.019666765346502517;0.0035049074275034617;0.000741399;86.7611427859971;11912.300062827146;2.150850646786964e6;2040.0;2374.5252619421294;8973.80567831681;563.969122568204
33;Expensive RES;1410;215.35680505903343;2.5788287608638907;0.08545349647119588;0.20651838698921166;1.3898948692639133;0.19096453027961857;0.013848551207920709;0.031010840236930706;2.7824880622544748;0.16823615856004803;1.956441735423941;0.3434653494375014;0.0033470654979335063;0.06828723327791536;0.000741399;86.36989518136207;11891.204485754635;2.1812595552067715e6;2040.0;2337.442530212919;9011.075703018178;542.6862525235373
33;Cheap RES;1403;213.11270910846676;3.179035532512829;0.12956847249929646;0.20612506268614036;1.6294796967912408;1.0061402042664582;0.013705815972236872;0.031353526842348024;2.577393112932412;0.205349788290041;2.2922558014466725;0.555285438701874;0.007270832628519601;0.007287582299579835;0.000741399;86.33244091734696;11960.507176967527;2.10344512714532e6;2040.0;2349.643667080493;9017.97180015372;592.8917097332981
33;low demand growth;1697;256.5657264655001;2.7380535692820653;0.07801246042693694;0.17529007096111987;0.9606397215567848;0.15881515618796627;0.009634613011271014;0.03079762265057679;1.8928518287853178;0.15448763723601963;1.8737836634973883;0.49612919876474176;0.010141102614739128;0.007163990806408858;0.000741399;84.43218183482759;11848.63448707456;2.0157224629345487e6;2040.0;2108.1313621054373;9166.757294910412;573.7458300587092
33;high demand growth;1243;201.09948402285008;2.7998771344002127;0.10235847658443666;0.26959526763625385;2.312539358177089;0.9646061039600795;0.018144444563362828;0.028068403221889388;3.4442927661427483;0.21069522559961953;2.7469737601898467;0.6180044449917789;0.009576167673855529;0.061786099666917685;0.000741399;90.00844132567161;12083.7544328954;2.4341001162547823e6;2040.0;2808.711678807556;8727.019495669832;548.0232584180037
33;expensive electrolysis;1436;205.65138745551675;2.285418772357198;0.04028729169432459;0.20629300605162057;1.5979849520675056;0.9172832716580537;0.01286228942256083;0.035086383958344625;3.0227324559731095;0.1742513812432475;1.895444170146284;0.5621216995137517;0.028331199931794563;0.017724671350314324;0.000741399;86.46629679383679;11901.79600958663;2.160246866121611e6;2040.0;2341.9084332704365;9002.947524676489;556.9400516397061
33;cheap electrolysis;1348;209.90171185643342;2.283024311957471;0.10863674440762619;0.20671218458735244;2.1023361766802924;0.9332544480847815;0.014633403433371401;0.026983616007708044;3.1341031398553554;0.15234869173801907;2.0529285479032198;0.637250443473028;0.007748475841894101;0.013606133363533598;0.000741399;86.27464638052318;11917.872091565112;2.14645553524323e6;2040.0;2341.7879428016104;9016.880412304608;559.2037364588788
33;double CNHydrogen target 2030;1399;225.2280243268001;2.122729709970344;0.0318374654054944;0.20675668166850833;1.64308698153403;0.3792326468163303;0.013366054908634495;0.2195149315994152;1.8900537723171789;0.16424411872975173;2.0376097897315324;0.5069774966076858;0.029450098738747467;0.23358202449918808;0.000741399;86.01141357831953;11914.756072718717;2.181295760411614e6;2040.0;2324.579484278334;9035.905411625103;554.2711768152724
33;Low discount rate;1297;197.36266112201676;4.497296120426428;0.044642551749207934;0.20662635732949378;1.7195638428743532;0.16256773813026015;0.009946827631974142;0.0275732140906013;3.60425320535979;0.16145750327994063;2.389818972801705;0.14064341488407792;0.02078269004784665;0.013838453990187063;0.000741399;112.73110759603738;11408.90954046672;2.625200140940328e6;2042.0;2082.4085567118514;8871.227264929988;455.27371882488364
33;High discount rate;1461;224.08283466251677;2.7505139671128593;0.04304854173802012;0.20644979908029445;2.506338523355527;0.8455471655913449;0.015203330678383566;0.08045646753090306;2.3058854637003434;0.15536066536322551;1.8127558642002697;1.5375311744738096;0.0035706740755038937;0.1744804800795991;0.000741399;66.73792752924113;12815.555538859862;1.7877284441617038e6;2039.0;2799.669501239995;9178.522641829231;837.3633957906362
33;No new nuclear-biomass;1777;227.28588466653343;3.393700044019412;0.06672822467597803;0.2065128173864698;1.3155463398032838;0.3105958206731856;0.010857789547857627;0.022901366088287776;2.554667891326964;0.13579629944359253;2.0635541850939254;0.31650177904789345;0.01143774707352166;0.005366590493827801;0.000741399;87.21542965770826;11898.368447274639;2.1513168777498975e6;2040.0;2387.414055670989;8950.067305247216;560.8870863564246
34;ref;1367;175.7079437815001;2.34895337759569;0.13664852911232955;0.20671588044271702;1.9294864000733618;0.9887459898507487;0.0780166913439805;0.04145967397995862;3.6742333169413834;0.1771580922306325;2.1649082913045428;0.3334062709466941;0.08704485589103397;0.009707764823683586;0.000741399;86.24027361998397;11910.056221209514;2.155907862229134e6;2040.0;2386.1208093728164;8947.255625684076;569.3501098681475
34;low natural gas price;1397;215.3953939670334;3.6676105890555535;0.08023129977398663;0.2065251579566638;1.7699224054637455;0.870998729156991;0.07622078726746079;0.05418984373930903;2.8871587096972466;0.17488239360738309;2.2065974056196613;0.5278517024860495;0.03811343281888106;0.02962358142131066;0.000741399;93.68281599147535;12014.400069392801;1.9253704614164294e6;2040.0;2723.928973600151;8405.388961989625;861.8938796670785
34;high natural gas price;1582;184.06560006463343;1.7421979795793658;0.08578153816619011;0.2062146477304551;1.415095383695826;0.5221658325034326;0.07505312348593653;0.018191878501258647;2.238037238153843;0.2051151153535903;2.6943359321883182;0.26776062521632066;0.1654336037009522;0.009248279270736468;0.000741399;82.85442808741607;12130.119927507667;2.3097129148460943e6;2040.0;2446.8275309832907;9294.50431691239;388.78807961198646
34;Low RES buildout;1386;197.57117397913345;2.035095569129471;0.030563604294491568;0.20675858395839433;1.504315293392378;0.588450384391674;0.0730428768623054;0.16104927411501557;2.2134813558743676;0.1757103174221874;2.266605616028284;0.3582382003245958;0.15134481259106433;0.20274383600696091;0.000741399;87.81725276783745;12878.09010907029;2.0144867545076734e6;2040.0;3238.6795031131182;8896.826232299085;742.5843736580694
34;High RES buildout;1392;165.1814389071834;2.7333008040122153;0.07354290307607726;0.20658954366245952;1.37931572576407;0.6249804733233546;0.07536697678052072;0.040651495614427;3.0796972563267677;0.18210099324049933;2.368356408873075;0.5454511203561202;0.03778478478113077;0.04304661119663179;0.000741399;86.27645535437716;11526.03568451583;2.152920301124684e6;2040.0;1952.593932880288;9025.454331091178;547.9874205443626
34;low industry emission reduction rate;1374;181.79218530895008;2.815310942066903;0.04519413301595803;0.20138912148379662;1.639394157744249;0.48351828706894295;0.07547985396195844;0.03953084498501197;1.9495849340534355;0.2037223109276775;2.226191732348255;0.6528771257963627;0.1557720175039347;0.08701762360752484;0.000741399;90.51501877182608;11835.3408695648;2.164272824066268e6;2040.0;2351.9924685665837;8917.99586889988;555.3717276313351
34;cheap SMR+CCS;1367;174.9143992168334;2.34895337759569;0.13664852911232955;0.20671588044271702;1.9294864000733618;0.9887459898507487;0.0780166913439805;0.04145967397995862;3.6742333169413834;0.1771580922306325;2.1649082913045428;0.3334062709466941;0.08704485589103397;0.009707764823683586;0.000741399;86.24027361998397;11910.056221209514;2.155907862229134e6;2040.0;2340.1476746934486;9020.598813731176;549.3097327848806
34;expensive SMR+CCS;1367;174.13848137135008;2.34895337759569;0.13664852911232955;0.20671588044271702;1.9294864000733618;0.9887459898507487;0.0780166913439805;0.04145967397995862;3.6742333169413834;0.1771580922306325;2.1649082913045428;0.3334062709466941;0.08704485589103397;0.009707764823683586;0.000741399;86.24027361998397;11910.056221209514;2.155907862229134e6;2040.0;2340.1476746934486;9020.598813731176;549.3097327848806
34;High electrolysis buildout;1492;191.93700619061676;2.439192829225996;0.04777765273224201;0.20634647997621408;1.4968694168169008;1.2016269144705944;0.06763728782069121;0.03706810984179098;2.3551132186010055;0.1524118076076172;2.178597447326789;0.7139380239547367;0.1484820660222735;0.008694266349141812;0.000741399;86.30405562713706;11948.60567995076;2.1504311767287534e6;2040.0;2389.034578493203;8953.32202373958;589.7741235102324
34;Extreme electrolysis buildout;1428;180.8179841535834;2.020583210122493;0.03614538274225765;0.20663412122470604;1.7264156859699422;0.5802242935046031;0.07449022106755905;0.03929067683697483;2.3744583231279877;0.1614104917103267;2.3226856136694143;0.5566037412333668;0.07843548999741601;0.0864844981245229;0.000741399;86.18318733047532;11898.581628924181;2.15548624421937e6;2040.0;2335.535593428306;9021.6778043661;541.3682311297616
34;2030 res target 60;1572;208.01588210636677;1.4734107874405342;0.1296360446120905;0.20607838473172238;2.007872878914252;0.3431816008166102;0.061696182163247196;0.032127163850872734;3.1812995045537256;0.19527425293301187;2.389174908962045;0.4249861701953085;0.031144381568075613;0.03409451642116776;0.000741399;86.26378464198022;11926.629578586912;2.1514720028726454e6;2040.0;2347.392079265385;9014.88205627029;564.3554430512501
34;2030 res target 80;2166;293.4121303647501;2.6978429828576576;0.06784160203555398;0.20655143580490917;1.3173290729204918;0.334970435377528;0.026129479418359216;0.0132544445023639;1.5131213856666568;0.16757593298766005;2.2747690017863813;0.25934235455978805;0.014330199849510207;0.014117523321251393;0.000741399;86.59513077850583;11914.871913580417;2.147717893864289e6;2040.0;2364.2485624375317;8982.939791367922;567.6835597749737
34;Expensive RES;1408;186.98309054243342;2.4794455059761944;0.06523326677556185;0.20623819310399577;1.601293559833832;0.7178382660175231;0.07547280622322865;0.04271367633456541;3.6071316325025498;0.18907582765759084;2.260004524749512;0.7404941486882777;0.16632819697435558;0.045249411013878665;0.000741399;86.28366302810801;11903.482548337548;2.1762722519906973e6;2040.0;2335.1997269887456;9017.929647334046;550.353174014768
34;Cheap RES;1475;178.20142256283344;1.9338208577307912;0.05313953087885593;0.20600373000054623;1.6537109617116341;0.633310962679765;0.06825802215963732;0.03112256181749825;1.2876415304077182;0.2001703666773607;2.5424526891677037;0.39520237562851057;0.01594922356733183;0.01574309273798553;0.000741399;86.23099466272872;11958.259426692568;2.1044451664218865e6;2040.0;2346.317593251605;9022.743111530719;589.1987219102562
34;low demand growth;1634;213.1073819230168;2.2962937136315094;0.05313514423916426;0.17491872607846967;1.5016838905544643;0.4723019420681567;0.05716556573968284;0.03849965781984816;2.2986400130326414;0.12101666075851687;1.8615533857903164;0.4131133666059032;0.12557206569090154;0.0847427950200231;0.000741399;84.35550958011893;11856.995650243844;2.0144211093232671e6;2040.0;2107.5651881908993;9164.621604770186;584.8088572827644
34;high demand growth;1154;151.2637056551834;3.8297243483859735;0.04525878728983711;0.2690126764485989;2.7584351091579444;0.8928087550340429;0.10243714643257792;0.04115795283888838;2.379724611903352;0.25657262438083706;3.476633310907375;0.33870082559815884;0.11334668974194455;0.009620494680256875;0.000741399;89.9122734182428;12086.382585253794;2.43392423660635e6;2040.0;2808.658689674522;8731.324201791032;546.3996937882366
34;expensive electrolysis;1382;176.99581226186675;2.4588941244328386;0.08879861875104297;0.20563990127906953;1.4592751058593074;1.1729320520476314;0.07726813369844941;0.04678493712527602;3.265389334813193;0.20536481645333854;2.3988207119169758;0.2619274452835514;0.01855674374568937;0.04956128879839518;0.000741399;86.38952604850328;11914.110276403984;2.1567065143812476e6;2040.0;2340.107363917272;9010.80396201508;563.198950471636
34;cheap electrolysis;1296;169.5446978158834;2.1694715617090123;0.09120790539006612;0.20674322483829716;2.419361625246878;0.9068399275884609;0.08122498334362042;0.032377437222377785;2.1927930925967463;0.18792587047403403;2.3884758685807688;1.0879619360790522;0.043350339244004076;0.016355780936797456;0.000741399;86.31787435781523;11928.875242484137;2.1424488971584467e6;2040.0;2351.010714673542;9013.203237080397;564.6612907302039
34;double CNHydrogen target 2030;1397;186.3911549825334;2.607028725588808;0.026662607378756885;0.20666144345962234;1.6514852091212457;0.42110807430567476;0.07586276834106655;0.21188486389923908;1.5207189844628402;0.18844359125670684;2.4286972993292135;0.5385480647902305;0.039954170308803875;0.04995954985081612;0.000741399;85.99848573017559;11919.02549351085;2.1839372196243983e6;2040.0;2326.4758821221103;9035.933288066622;556.6163233221038
34;Low discount rate;1310;164.71843590266676;4.898534931630266;0.06899947242465515;0.20667965646508268;1.90737145312627;0.2628364278358575;0.05961198447014581;0.030275492001088658;3.121034936978876;0.19295113483873225;2.377223600101623;0.1654895383627294;0.030399928535361307;0.06677998487949093;0.000741399;112.37189269554528;11415.672390001057;2.6235842658571703e6;2042.0;2083.0598875120886;8874.563305585554;458.0491969034052
34;High discount rate;1533;197.3467097794501;2.206433801469022;0.023817831310685884;0.20673533041756392;2.5161885304908997;1.0612949892250896;0.07446701112490509;0.08858364033344782;1.7876781612701924;0.161545427768932;1.9968557265382152;1.249772040021221;0.037741863923599246;0.18295784188652361;0.000741399;66.78593934474917;12821.036959266337;1.7870760273103274e6;2039.0;2792.0036912917944;9190.247045433964;838.7862225405755
34;No new nuclear-biomass;1811;197.24869368291675;1.8228392513951879;0.07758371366051943;0.20674279933118236;1.3958045658422131;0.23697013864357075;0.05349268721335435;0.02347553857333955;1.7100932744020145;0.19553043186781854;1.8952095028539482;0.28500846236648064;0.062039355277423686;0.0055381514013954115;0.000741399;87.13319807842713;11896.219188145898;2.1510273691740544e6;2042.0;2379.54656500965;7589.711984569207;1408.5079847240809
35;ref;1364;184.68298567078344;3.494655088567674;0.07434939878853393;0.20668833567472214;1.595514640110268;0.28474747680019874;0.007124303444518071;0.022856430107100745;2.551572523888999;0.13898095958634962;1.7323603769080753;0.3110759809944439;0.015706881523871397;0.024186689094798774;0.000741399;86.88172253495028;11923.35642073685;2.1481779717538934e6;2040.0;2383.360066894302;8972.051946651816;567.9444071907426
35;low natural gas price;1397;220.26252904311679;3.053206092306638;0.010577936037960175;0.20649737166093132;1.401606207322439;0.32474062886426935;0.010796458605421095;0.08325611856193178;1.74873870445087;0.14121046605295315;1.8811855558608646;0.556677455933336;0.0143151217519171;0.08881794292163533;0.000741399;94.26659963872856;12004.058801904366;1.9217226656541082e6;2040.0;2711.9594168360472;8431.223866179836;860.875518888497
35;high natural gas price;1599;192.6070569438334;2.853836259740858;0.0665470090316326;0.20616247602191787;0.9507702117993817;0.23264990590287837;0.00575275370016303;0.012354295357933389;1.973270103129466;0.1787089750990783;1.650739606901129;0.4005780750758309;0.003064904569195857;0.027177041832295124;0.000741399;83.24731446320054;12116.627845677029;2.3078395575954355e6;2040.0;2444.85221850074;9288.350355946644;383.42527122964947
35;Low RES buildout;1257;186.26203861333343;2.7944873141975806;0.05260329051645354;0.20656403508629922;1.4272155093199825;0.346484505807517;0.009884519719048149;0.19928723804943035;3.2933799952754654;0.1677081231008093;2.0411113518195236;0.341580494505292;0.006786974712668725;0.24903056155751743;0.000741399;88.34781705985385;12873.33893444381;2.0143432708219048e6;2040.0;3263.030911757905;8863.638466942408;746.6695557434941
35;High RES buildout;1319;166.89675870985008;2.993360377884608;0.0938218162055375;0.2061108322842634;1.8581386039935155;0.16896093677811308;0.007766190038450496;0.024747091884801262;3.099721747597651;0.18211151994288613;1.7871157958763275;0.26334845268311063;0.0038510006655131947;0.0261774599503604;0.000741399;86.85625690956796;11524.534441589083;2.1501318225989975e6;2040.0;1994.4934373869053;8978.265838177907;551.775166024274
35;low industry emission reduction rate;1376;184.95919212986675;2.3933074487354613;0.03519213186828826;0.20580045295242347;1.3426709487676767;0.7424824059910158;0.007212928805439743;0.025588635741093307;1.9660467002426403;0.17231131467859817;1.8576133644922748;0.3810130352675753;0.007584496317271758;0.012908011055883097;0.000741399;91.1117392383033;11839.913710047218;2.161613183183256e6;2040.0;2333.4211119552933;8945.947152599218;560.5454454927175
35;cheap SMR+CCS;1364;181.71977823256674;3.494655088567674;0.07434939878853393;0.20668833567472214;1.595514640110268;0.28474747680019874;0.007124303444518071;0.022856430107100745;2.551572523888999;0.13898095958634962;1.7323603769080753;0.3110759809944439;0.015706881523871397;0.024186689094798774;0.000741399;86.88172253495028;11923.35642073685;2.1481779717538934e6;2040.0;2380.318071946973;8956.160079947758;582.7849182029581
35;expensive SMR+CCS;1364;184.22256341188344;3.494655088567674;0.07434939878853393;0.20668833567472214;1.595514640110268;0.28474747680019874;0.007124303444518071;0.022856430107100745;2.551572523888999;0.13898095958634962;1.7323603769080753;0.3110759809944439;0.015706881523871397;0.024186689094798774;0.000741399;86.88172253495028;11923.35642073685;2.1481779717538934e6;2040.0;2383.360066894302;8972.051946651816;567.9444071907426
35;High electrolysis buildout;1342;185.3642440107834;2.7012987116777416;0.019753049761846303;0.20639986679492106;1.5991072170854004;0.016903056767645808;0.007469859071207743;0.023849288715409808;2.610930109521883;0.12086855239920931;1.712428279363093;0.2837873957933676;0.008346758318531284;0.005566340847509817;0.000741399;86.97856317052235;11927.779557047912;2.1494241788687054e6;2040.0;2379.8900607623586;8966.691414514311;581.1980817712348
35;Extreme electrolysis buildout;1325;187.47068463603344;3.1530803234977482;0.05208347042782383;0.2067085311379997;1.5735612875122262;0.9108387635046356;0.00762053751394821;0.025051617985677392;2.7466586151992343;0.19479194293929294;1.836932139381545;1.1986939961059173;0.008005232003952634;0.012643550844764642;0.000741399;86.87427094272036;11891.616171644611;2.154940543964642e6;2040.0;2370.7084095277523;8972.802865518732;548.1048965981358
35;2030 res target 60;1487;215.04956188201677;3.117769586647252;0.05702458332444765;0.20667524903435158;2.0526760221164073;0.6136747959704678;0.006537961188171747;0.02462249707018927;2.0973449112712528;0.17141879661088089;2.182387731603683;0.4780738421610365;0.0015847212821201398;0.012374004783524255;0.000741399;86.6611799270014;11918.716209782238;2.152048321443225e6;2040.0;2362.778136447065;8990.122522352765;565.8155509824229
35;2030 res target 80;1598;227.76244967750011;2.247583233786583;0.09098585564214336;0.2066336635873198;2.301756160179474;0.4868927844010962;0.005811477890082323;0.016782636127257902;1.4767956651716412;0.184705897828002;2.717229185999314;0.4258009975357543;0.003095441739518426;0.008465874506000707;0.000741399;86.29458443263962;11925.6946078898;2.1521916849786662e6;2040.0;2343.924232203126;9013.295887591323;568.4744880953411
35;Expensive RES;1396;196.18781340671677;2.6657285258736687;0.0827559213807212;0.20661652451183218;1.5113513582343576;0.4502991075267815;0.006890219770597271;0.023986446134798674;2.0319867952128052;0.1819090775007863;1.8060922498379641;0.6264488747539284;0.015186306519033714;0.005609011378699482;0.000741399;86.92226933886026;11907.568678728578;2.1755110272161956e6;2040.0;2370.8390507454938;8971.514351885799;565.2152760972772
35;Cheap RES;1359;177.00263902100008;2.71234296415756;0.1387842153430014;0.2066120776910133;1.6873897385712444;0.27103765437971106;0.007154489420118364;0.020967217543350514;3.6735097482785983;0.14950453819754933;1.7535148945274233;0.5229395597988682;0.015774095955632023;0.04618007352921409;0.000741399;86.48691538672469;11942.384108319406;2.102735245277614e6;2040.0;2074.929742528095;9299.524034473903;590.6168753497147
35;low demand growth;1722;259.37400898156676;2.0072049258064726;0.014864029423365321;0.1751953655274693;0.6418044860951362;0.9469574466986934;0.004971606184739865;0.022743734670410163;2.3360709195064704;0.1633537700670676;0.6300381541501834;0.47592372759140084;0.01093201687530766;0.0052928113225928445;0.000741399;84.48101675449234;11849.72973823608;2.0125360454076857e6;2040.0;2115.7318925728987;9153.668226107522;580.32961955566
35;high demand growth;1128;148.51161958186674;4.1494451954084095;0.10392417620277032;0.2695899335907671;3.1617498229893526;0.07210373988204921;0.00954238750105112;0.023949650486201485;3.0339528379621576;0.23603470634095833;2.5809275541473866;0.3550118095594961;0.009976951971032492;0.012125047608251517;0.000741399;90.44022629890509;12079.814936332346;2.434520721073922e6;2040.0;2820.869658496952;8702.999138080444;555.946139754954
35;expensive electrolysis;1312;174.19574040876674;2.5748873316065537;0.07378643583355346;0.2066731822605157;1.6665188955415844;0.5800949201855374;0.0075372442015099175;0.02626212566458242;2.283412158267321;0.13528589463802565;1.8374725029652934;0.6275548741671968;0.01662596873625431;0.027798040606450233;0.000741399;86.86240159877623;11907.784237718837;2.159804801143626e6;2040.0;2363.172190323654;8981.264802312735;563.3472450824565
35;cheap electrolysis;1268;172.73426392191675;2.937959277785715;0.042836825382162644;0.2055679352909461;1.7698795031018864;0.18227187968029668;0.007913128777968549;0.02043011573451448;2.4493615519808505;0.17824998004884146;1.914117675625523;0.3338317114225918;0.01746345397546345;0.00475528191497994;0.000741399;86.71179994175282;11916.49541093219;2.142512404757241e6;2040.0;2367.971151079926;8987.707651870955;560.8166079812979
35;double CNHydrogen target 2030;1342;185.5990807653501;2.472018973031315;0.07435211210706721;0.20674309061428878;1.5187494841733225;0.8774430053779874;0.007617778066347108;0.22770359855270922;1.593736832198581;0.1559803863745051;1.8529461122090005;0.2880417662295068;0.001828297848445393;0.0526988572976324;0.000741399;86.5436337532441;11902.745467277482;2.1810154782188693e6;2040.0;2349.9223428236874;8999.942678528241;552.8804459255526
35;Low discount rate;1219;165.66611332585006;5.169518709384549;0.03075426921514229;0.2067359042512012;0.29810343502138026;0.38088129280439986;0.00601164532051056;0.021054269647868724;3.206736541554665;0.16923094212128223;0.3355139883451932;0.39734804099630283;0.006165402485776301;0.046435809107472484;0.000741399;113.47278748367644;11406.51095354266;2.619516248589525e6;2042.0;2099.69981509915;8839.799696266888;467.01144217662505
35;High discount rate;1478;204.3296669195668;3.5175684021195623;0.027888818034909023;0.2064739974741243;1.4495802686230006;0.6343834711876397;0.007319562264703075;0.03995545778719662;2.661866283232818;0.1833927492558607;1.7246448289662952;0.8572159860304914;0.01611734541109287;0.08241353562239938;0.000741399;66.93783627315874;12797.931913298193;1.786272602059873e6;2039.0;2811.499399641129;9164.122643720279;822.3098699367748
35;No new nuclear-biomass;1418;161.5023777479834;2.6065869357346876;0.13307599372541642;0.20642255831845333;1.7957626297850977;0.3519552251007241;0.006900957130051699;0.021178231795137305;1.6278593881815415;0.1758050727599723;1.8656716494940049;0.8721666919425175;0.007721466237679612;0.022407500985572534;0.000741399;87.15561891595988;11898.058038846299;2.15192486186659e6;2040.0;2393.1731616155153;8947.444130937307;557.4407462934914
36;ref;1243;157.66259989445007;3.3910617488907393;0.07669923681840202;0.20633536230802907;1.6745595330766228;0.565463825512527;0.007656476215680841;0.018120331459320457;3.662468625739755;0.18064916173135015;1.5961158279159111;0.34242226566394257;0.008538379792162005;0.039997362994195575;0.000741399;87.27522893542609;11908.33425869045;2.1478361693931874e6;2040.0;2379.8877922552333;8949.071599639936;567.0508696433425
36;low natural gas price;1425;214.81039478061678;3.678748323577484;0.025489546225361513;0.20636518549755561;1.3942162947995895;0.27031998679348135;0.008437055920846797;0.08547627943004903;2.104926966111606;0.16789074311094349;1.3533919971544386;0.400569821331259;0.009564747582638401;0.03612408046582773;0.000741399;94.45695107159105;12001.048703762668;1.9226680983270474e6;2040.0;2712.227240940137;8434.63834758068;854.1831152418639
36;high natural gas price;1553;179.72303132018342;2.283364831479554;0.03699518272043544;0.1962336152291436;0.8053315800457912;0.15002407882262148;0.005519692190855741;0.011188964757663325;2.0698820916576652;0.1921464809442076;0.33656517076732484;0.14948014018605665;0.005820394468527324;0.0025792850614823793;0.000741399;83.34701039899844;12111.54511739582;2.308470918499458e6;2040.0;2443.8763542096976;9284.821593648752;382.84716953736756
36;Low RES buildout;1264;174.6537081195501;3.7380304945186675;0.02496304506658848;0.20673098630598705;1.0931057409875107;0.4910089337163406;0.03638287322851433;0.21742849237531423;3.1273938375219346;0.15291434081335703;1.7751211251749333;0.34984921959107357;0.043235329458145684;0.5313431825914152;0.000741399;88.81344009035443;12862.247989400095;2.0131444312834025e6;2040.0;3274.681658427305;8828.957592411007;756.207566000119
