Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;112.5529390353453;0.0;0.0;-3.4167225993555854e-14;-1.1414906489594857e-13
2.0;112.5770138734346;0.0;0.0;-3.4148437942285676e-14;-1.140796773802547e-13
3.0;112.46468727666355;0.0;0.0;-3.422779728769243e-14;-1.1437282046352186e-13
4.0;112.49879785306906;0.0;0.0;-3.4211492788782975e-14;-1.1431258193414442e-13
5.0;112.22676942702431;0.0;0.0;-3.440262503064247e-14;-1.1501912325307366e-13
6.0;112.52520670839424;0.0;0.0;-3.418226706461754e-14;-1.1420462002254396e-13
7.0;112.54059625669878;0.0;0.0;-3.4175271348947824e-14;-1.1417878026612857e-13
8.0;123.01837399382786;0.0;0.0;-2.81655672688656e-14;-9.238880003031396e-14
9.0;123.35216847124691;0.0;0.0;-2.8008188762427625e-14;-9.182889736132191e-14
10.0;123.15734413089415;0.0;0.0;-2.8100256905837094e-14;-9.215638146153247e-14
11.0;123.00947117707075;0.0;0.0;-2.8170653523553172e-14;-9.24069042510878e-14
12.0;122.99469727439657;0.0;0.0;-2.8178199648557047e-14;-9.243376526621353e-14
13.0;119.4207111121544;0.0;0.0;-2.997581205808123e-14;-9.886786249225845e-14
14.0;118.52754603624645;0.0;0.0;-3.0462295919518006e-14;-1.00621308418293e-13
15.0;121.00145644219174;0.0;0.0;-2.915146398963714e-14;-9.590854734394579e-14
16.0;122.99814615656457;0.0;0.0;-2.8175818894864242e-14;-9.242529065626873e-14
17.0;123.7264202341648;0.0;0.0;-2.7834669559403866e-14;-9.121219202336652e-14
18.0;124.0226197242694;0.0;0.0;-2.7697791142586468e-14;-9.072617051438025e-14
19.0;123.70077267540377;0.0;0.0;-2.7846831590679986e-14;-9.125539595507785e-14
20.0;123.73800009200411;0.0;0.0;-2.7830978005222948e-14;-9.119907892012982e-14
21.0;123.0046168157648;0.0;0.0;-2.8172229174091445e-14;-9.241251279906562e-14
22.0;113.81619336636511;0.0;0.0;-3.3312156623213976e-14;-1.1099935073272396e-13
23.0;112.54077264736438;0.0;0.0;-3.41750282013559e-14;-1.141778821831999e-13
24.0;112.55136887422852;0.0;0.0;-3.4166778172962645e-14;-1.1414741092270995e-13
1.0;118.61830843576016;0.0;0.0;-3.3487654219542966e-14;-1.10552282675412e-13
2.0;118.04820261076466;0.0;0.0;-3.3837771069382035e-14;-1.1181609089175756e-13
3.0;120.43249308292566;0.0;0.0;-3.2420498298109275e-14;-1.0671534652382428e-13
4.0;120.84977545452469;0.0;0.0;-3.218460351399471e-14;-1.0587025525793396e-13
5.0;122.96886276117262;0.0;0.0;-3.104365591875569e-14;-1.0179835680249192e-13
