Iterations;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap
1.0;4.0560251179565565;0.0;1.184921547756822;2.346507303227773;1.0039875214595249;0.0;0.0;7.689003918563846;1.008239585938015;22.054452547713677;1.6832779270755076;0.0;0.0
2.0;4.101549526141413;0.0;1.1789763126336041;2.313034701940585;0.9777420873469884;0.0;0.0;7.688977851347726;1.1010772831943336;22.050297121359666;1.704657373850664;0.0;0.0
