Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;112.5529496986611;0.0;0.0;-3.2603971642562705e-14;-1.267043130118785e-13
2.0;112.57702599087017;0.0;0.0;-3.2586042206159176e-14;-1.2662738861068136e-13
3.0;112.46469874695896;0.0;0.0;-3.266177134995811e-14;-1.269523579682669e-13
4.0;112.49881238730434;0.0;0.0;-3.2646210933623955e-14;-1.2688557191012493e-13
5.0;112.22678268796771;0.0;0.0;-3.2828600616292745e-14;-1.2766882359120613e-13
6.0;112.52521487044166;0.0;0.0;-3.2618326541721237e-14;-1.2676590771411951e-13
7.0;112.54060663138421;0.0;0.0;-3.2611649148647117e-14;-1.2673725531241153e-13
8.0;123.0183778477215;0.0;0.0;-2.6876870875147145e-14;-1.0257995469157752e-13
9.0;123.35216334198518;0.0;0.0;-2.6726696288167296e-14;-1.0195916527246185e-13
10.0;123.15734316506567;0.0;0.0;-2.68145506505137e-14;-1.0232226479138481e-13
11.0;123.00947469186306;0.0;0.0;-2.688172475602753e-14;-1.0260002942050732e-13
12.0;122.99470028297971;0.0;0.0;-2.6888925722052222e-14;-1.0262981238231642e-13
13.0;119.42065950347556;0.0;0.0;-2.860433041170978e-14;-1.0976355762152681e-13
14.0;118.52752763841748;0.0;0.0;-2.906854265418578e-14;-1.1170747743458428e-13
15.0;121.0015670643923;0.0;0.0;-2.7817613886333312e-14;-1.0648223931649412e-13
16.0;122.99815254033437;0.0;0.0;-2.6886652408198205e-14;-1.02620409883547e-13
17.0;123.72647380032514;0.0;0.0;-2.6561086791883577e-14;-1.0127525359299736e-13
18.0;124.02262056758754;0.0;0.0;-2.6430495990314485e-14;-1.0073646119244698e-13
19.0;123.70074212285728;0.0;0.0;-2.6572732461144603e-14;-1.0132332293495543e-13
20.0;123.73799809202772;0.0;0.0;-2.6557590739035574e-14;-1.0126082377127973e-13
21.0;123.00462168123282;0.0;0.0;-2.6883227838485647e-14;-1.0260624600883614e-13
22.0;113.81617567314176;0.0;0.0;-3.1788035922314224e-14;-1.2321270573120345e-13
23.0;112.54078273147061;0.0;0.0;-3.261141735522749e-14;-1.2673626071938689e-13
24.0;112.5513797263301;0.0;0.0;-3.2603544193758476e-14;-1.2670247898211297e-13
1.0;118.6183517059303;0.0;0.0;-3.195545800841089e-14;-1.2271696234692592e-13
2.0;118.048191232381;0.0;0.0;-3.228959034706219e-14;-1.2411813208365186e-13
3.0;120.43249452922367;0.0;0.0;-3.0937144370095294e-14;-1.1846345329026462e-13
4.0;120.8497759240119;0.0;0.0;-3.071204140958853e-14;-1.1752657863614365e-13
5.0;122.96886662542819;0.0;0.0;-2.9623286524847064e-14;-1.1301234080210286e-13
6.0;123.67879702052133;0.0;0.0;-2.927334833313802e-14;-1.115674092220236e-13
7.0;123.7138370316642;0.0;0.0;-2.9256768342317867e-14;-1.1149902067914646e-13
8.0;122.99871473148177;0.0;0.0;-2.9609201851734733e-14;-1.1295412760058334e-13
9.0;112.54359725440334;0.0;0.0;-3.5913270657672024e-14;-1.3949157053284376e-13
10.0;112.5232022749414;0.0;0.0;-3.592749836424408e-14;-1.3955258242832426e-13
11.0;105.581403134076;0.0;0.0;-4.183252995295584e-14;-1.6533044486770167e-13
12.0;95.37878994991156;0.0;0.0;-5.52031218353861e-14;-2.2729556636971682e-13
13.0;84.97017409210042;0.0;0.0;-8.190978878632591e-14;-3.6801638065798386e-13
14.0;75.56618856189488;0.0;0.0;-1.4551049131054172e-13;-8.326764514271556e-13
15.0;76.20982998625466;0.0;0.0;-1.3815512418234762e-13;-7.650203856841618e-13
16.0;96.36185146502045;0.0;0.0;-5.354907351783066e-14;-2.1934390608448167e-13
17.0;112.52417027171475;0.0;0.0;-3.592845436978489e-14;-1.3955668219962088e-13
18.0;112.56251105143471;0.0;0.0;-3.5901694714932485e-14;-1.3944193385911644e-13
19.0;122.99277007633604;0.0;0.0;-2.961134159828056e-14;-1.1296297105904222e-13
20.0;123.70820040094202;0.0;0.0;-2.925928956851942e-14;-1.1150941972193648e-13
21.0;123.714433465752;0.0;0.0;-2.925576455401931e-14;-1.1149488049847426e-13
22.0;123.72524414851702;0.0;0.0;-2.925140336404066e-14;-1.1147689280461078e-13
23.0;123.03957885781345;0.0;0.0;-2.958774701704776e-14;-1.1286546192265652e-13
24.0;122.94948021776982;0.0;0.0;-2.963441010695848e-14;-1.1305831888247649e-13
1.0;38.58855050130212;0.0;0.0;-0.003130769230718939;-0.0029071428569957484
2.0;43.29692694937038;0.0;0.0;-0.0031307692307072006;-0.0029071428569682925
3.0;42.11916173475371;0.0;0.0;-0.00313076923071062;-0.002907142856976076
4.0;50.00653087297076;0.0;0.0;-0.0031307692306762553;-0.0029071428569048567
5.0;51.38974214490388;0.0;0.0;-0.003130769230665606;-0.0029071428568855817
6.0;63.26867179926465;0.0;0.0;-0.0031307692231404656;-0.0029071428562950394
7.0;70.13925369569984;0.0;0.0;-1.86181183746131e-13;-2.3649719307148152e-12
8.0;64.43157782857739;0.0;0.0;-1.2618326854699897e-12;-0.0029071428560367343
9.0;43.406822274340826;0.0;0.0;-0.0031307692307068935;-0.002907142856967602
10.0;9.956988457584007;0.0;0.0;-0.0031307692307458047;-0.002907142857067457
