Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;112.55294287796964;0.0;0.0;-3.544167042768531e-14;-2.3565937903682544e-13
2.0;112.57701727535677;0.0;0.0;-3.542218183533359e-14;-2.355172878255665e-13
3.0;112.46468977200722;0.0;0.0;-3.5504501817515505e-14;-2.361175954619824e-13
4.0;112.4988071840069;0.0;0.0;-3.5487584332685756e-14;-2.359942027217458e-13
5.0;112.22677258198168;0.0;0.0;-3.568585030175497e-14;-2.37441102905514e-13
6.0;112.52521074774101;0.0;0.0;-3.5457272326903827e-14;-2.3577314436307605e-13
7.0;112.54060004856888;0.0;0.0;-3.545001589633415e-14;-2.35720230878415e-13
8.0;123.01837419765862;0.0;0.0;-2.92161532483883e-14;-1.9108232356562213e-13
9.0;123.3521773979006;0.0;0.0;-2.9052900427726714e-14;-1.8993449163603993e-13
10.0;123.15734643667597;0.0;0.0;-2.91484058870305e-14;-1.9060586511600248e-13
11.0;123.00947227998128;0.0;0.0;-2.922142870822016e-14;-1.9111943271436775e-13
12.0;122.99469868166743;0.0;0.0;-2.92292559070218e-14;-1.9117449355480663e-13
13.0;119.42060810136257;0.0;0.0;-3.1093977412110056e-14;-2.0436092203214006e-13
14.0;118.52753461630533;0.0;0.0;-3.159855641532663e-14;-2.0795300363387496e-13
15.0;121.0015982063328;0.0;0.0;-3.02387495579206e-14;-1.9829600669060695e-13
16.0;122.99814860092815;0.0;0.0;-2.9226785988020904e-14;-1.9115711852163425e-13
17.0;123.72645135886496;0.0;0.0;-2.887289642105052e-14;-1.886700851630741e-13
18.0;124.02262392440527;0.0;0.0;-2.8730927326837605e-14;-1.876737358939124e-13
19.0;123.70074643936313;0.0;0.0;-2.8885542051965157e-14;-1.8875887103855112e-13
20.0;123.73799374759375;0.0;0.0;-2.8869086982606136e-14;-1.8864334004146457e-13
21.0;123.00461825689335;0.0;0.0;-2.9223063013456514e-14;-1.9113092912257845e-13
22.0;113.81621018987855;0.0;0.0;-3.455469856345322e-14;-2.292092029008234e-13
23.0;112.54077656012309;0.0;0.0;-3.544976357434654e-14;-2.3571839100205937e-13
24.0;112.55137269095549;0.0;0.0;-3.544120587594431e-14;-2.356559917996064e-13
1.0;118.61834067186344;0.0;0.0;-3.4736736720483496e-14;-2.2829265605344055e-13
2.0;118.04818721199702;0.0;0.0;-3.5099943123749444e-14;-2.308810507670405e-13
3.0;120.4324915893005;0.0;0.0;-3.362979702823936e-14;-2.2043464983565355e-13
4.0;120.84977510519144;0.0;0.0;-3.338510268055604e-14;-2.1870375607775157e-13
5.0;122.96886348551705;0.0;0.0;-3.220159702018415e-14;-2.1036297524243382e-13
6.0;123.67879347278948;0.0;0.0;-3.182120473470291e-14;-2.0769293743133268e-13
7.0;123.713825534733;0.0;0.0;-3.180318674430402e-14;-2.0756659501282726e-13
8.0;122.9987181072722;0.0;0.0;-3.218628313610464e-14;-2.1025538387569453e-13
9.0;112.54359724290099;0.0;0.0;-3.903897310681018e-14;-2.5928225480496795e-13
10.0;112.5232000192806;0.0;0.0;-3.905444126830373e-14;-2.59395005381586e-13
11.0;105.58139733438271;0.0;0.0;-4.54733499113054e-14;-3.0706198428749146e-13
12.0;95.3787837194311;0.0;0.0;-6.000742067926528e-14;-4.221939629112862e-13
13.0;84.97016722317062;0.0;0.0;-8.903774692271213e-14;-6.859178708479051e-13
14.0;75.56618274609808;0.0;0.0;-1.5817062260567147e-13;-1.5631405263963084e-12
15.0;76.20982921003575;0.0;0.0;-1.5017550742254316e-13;-1.4327169020510103e-12
16.0;96.36184794224228;0.0;0.0;-5.820944143070016e-14;-4.0736764154488205e-13
17.0;112.52416441684608;0.0;0.0;-3.905548351079352e-14;-2.594026028513612e-13
18.0;112.56246977513705;0.0;0.0;-3.9026423095787056e-14;-2.5919078241578715e-13
19.0;122.99276711159642;0.0;0.0;-3.218861241584638e-14;-2.1027174824380051e-13
20.0;123.70820512505503;0.0;0.0;-3.180591790628578e-14;-2.075857452135928e-13
21.0;123.71442049798964;0.0;0.0;-3.1802096104722815e-14;-2.0755894780506956e-13
22.0;123.72522406610119;0.0;0.0;-3.1797359340411205e-14;-2.0752573565866565e-13
23.0;123.03958011827754;0.0;0.0;-3.216296225946213e-14;-2.100915537110566e-13
24.0;122.94947151726377;0.0;0.0;-3.221369134484962e-14;-2.1044795280225548e-13
1.0;38.58855687010502;0.0;0.0;-0.003130769230714562;-0.00290714285686952
2.0;43.29693303110883;0.0;0.0;-0.0031307692307018017;-0.002907142856818675
3.0;42.11916762167917;0.0;0.0;-0.0031307692307055188;-0.0029071428568331033
4.0;50.00654807315041;0.0;0.0;-0.0031307692306681628;-0.0029071428567005687
5.0;51.38975184844596;0.0;0.0;-0.0031307692306565857;-0.0029071428566645086
6.0;63.268678809913794;0.0;0.0;-0.0031307692224466065;-0.002907142855547486
7.0;70.13927507818363;0.0;0.0;-2.0237497435882286e-13;-4.533808095636668e-12
8.0;64.43158235607869;0.0;0.0;-1.36815807301681e-12;-0.0029071428550418105
9.0;43.4068318515941;0.0;0.0;-0.0031307692307014677;-0.0029071428568173945
10.0;9.956985679609177;0.0;0.0;-0.003130769230743766;-0.0029071428570021525
11.0;4.980529995659182;0.0;0.0;-0.0031307692307459283;-0.0029071428570130557
12.0;-0.00024961234748909313;0.0;0.0;-0.0031307692307477454;-0.0029071428570223517
13.0;2.8369510280323447e-6;0.0;0.0;-0.0031307692307477454;-0.002907142857022351
14.0;2.62330603342099e-7;0.0;0.0;-0.0031307692307477454;-0.0029071428570223512
15.0;6.667440048850329e-8;0.0;0.0;-0.0031307692307477454;-0.0029071428570223512
16.0;-4.189917357444761e-7;0.0;0.0;-0.0031307692307477454;-0.0029071428570223512
17.0;0.00010824093731843468;0.0;0.0;-0.0031307692307477454;-0.002907142857022351
18.0;9.999773854728762;0.0;0.0;-0.0031307692307437456;-0.0029071428570020485
19.0;38.418410149145764;0.0;0.0;-0.0031307692307149457;-0.002907142856871108
20.0;71.55738961017958;0.0;0.0;-1.6701217989445288e-13;-2.5398184835106524e-12
21.0;87.85486039753924;0.0;0.0;-5.551793334090253e-14;-4.135284753075146e-13
22.0;87.58896731602748;0.0;0.0;-5.612823121976234e-14;-4.1921501047924366e-13
23.0;82.16004233059468;0.0;0.0;-7.24050791753998e-14;-5.83639052404425e-13
24.0;67.16609265308922;0.0;0.0;-3.635021334991538e-13;-0.002907142850066807
1.0;10.014829082375458;0.0;0.0;-0.0031307692307423387;-0.002907142856994375
2.0;10.007697596618566;0.0;0.0;-0.003130769230742343;-0.0029071428569943966
3.0;10.000168176385575;0.0;0.0;-0.003130769230742347;-0.002907142856994417
4.0;10.009126432894702;0.0;0.0;-0.0031307692307423417;-0.0029071428569943884
5.0;10.008406692491144;0.0;0.0;-0.003130769230742343;-0.002907142856994397
6.0;10.029084780497739;0.0;0.0;-0.003130769230742331;-0.0029071428569943368
7.0;10.071208656096374;0.0;0.0;-0.0031307692307423114;-0.002907142856994235
8.0;9.907761498440305;0.0;0.0;-0.0031307692307423946;-0.0029071428569946525
9.0;9.990393953456874;0.0;0.0;-0.003130769230742351;-0.002907142856994433
10.0;10.01692729102983;0.0;0.0;-0.003130769230742338;-0.0029071428569943714
11.0;10.005381976055856;0.0;0.0;-0.0031307692307423448;-0.002907142856994406
12.0;9.782581326119683;0.0;0.0;-0.0031307692307424562;-0.0029071428569949604
13.0;8.022809687944415;0.0;0.0;-0.0031307692307433054;-0.0029071428569992204
14.0;9.740945400989938;0.0;0.0;-0.0031307692307424766;-0.0029071428569950645
15.0;9.965356678510013;0.0;0.0;-0.0031307692307423664;-0.002907142856994513
16.0;25.460459747478783;0.0;0.0;-0.003130769230731468;-0.0029071428569419546
17.0;44.72200005999167;0.0;0.0;-0.0031307692306927104;-0.002907142856780572
18.0;49.193939908635386;0.0;0.0;-0.0031307692306687044;-0.002907142856696135
19.0;44.59955895079979;0.0;0.0;-0.003130769230693206;-0.0029071428567824264
20.0;35.19104651427371;0.0;0.0;-0.003130769230718493;-0.002907142856883913
21.0;25.919091062879694;0.0;0.0;-0.0031307692307310053;-0.0029071428569398053
22.0;18.116489320617937;0.0;0.0;-0.0031307692307375678;-0.0029071428569709063
23.0;9.947934063983082;0.0;0.0;-0.003130769230742378;-0.0029071428569945714
24.0;10.012449484399731;0.0;0.0;-0.0031307692307423413;-0.0029071428569943858
