Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;112.74723570176697;0.0;0.0;-4.156213563962203e-14;-9.48967892895471e-13
2.0;112.77887053773779;0.0;0.0;-4.153438107451738e-14;-9.482644602990889e-13
3.0;112.66032412713294;0.0;0.0;-4.1637446571822607e-14;-9.508771511565452e-13
4.0;112.73162220298771;0.0;0.0;-4.1583254772508076e-14;-9.495032214112904e-13
5.0;112.47601306893918;0.0;0.0;-4.1809345415070574e-14;-9.552379307527494e-13
6.0;112.73911371609773;0.0;0.0;-4.156301637216765e-14;-9.489902165376145e-13
7.0;112.74305984001197;0.0;0.0;-4.1565087622582457e-14;-9.49042716260898e-13
8.0;123.25697245982394;0.0;0.0;-3.4250012787544306e-14;-7.671524579310112e-13
9.0;123.7552591316946;0.0;0.0;-3.396763447679032e-14;-7.602696242719927e-13
10.0;123.55169718850719;0.0;0.0;-3.4083560272316307e-14;-7.630940371712172e-13
11.0;123.21327668522888;0.0;0.0;-3.427816500191801e-14;-7.678392082712964e-13
12.0;123.21779798356476;0.0;0.0;-3.427596320715816e-14;-7.677854936586449e-13
13.0;119.05879448949091;0.0;0.0;-3.683954535595885e-14;-8.307453598767086e-13
14.0;118.13573141236131;0.0;0.0;-3.7462526965800953e-14;-8.461731500580949e-13
15.0;120.67324059474926;0.0;0.0;-3.5797901890867236e-14;-8.050616942518419e-13
16.0;123.22460796644218;0.0;0.0;-3.427029830412726e-14;-7.676472964680776e-13
17.0;124.00603537656492;0.0;0.0;-3.382714979185971e-14;-7.568491376936118e-13
18.0;124.44373266816994;0.0;0.0;-3.358338473581299e-14;-7.509199228894852e-13
19.0;124.01179948460452;0.0;0.0;-3.382360849683864e-14;-7.567629473518974e-13
20.0;124.0096856485597;0.0;0.0;-3.382372075218883e-14;-7.567656794712478e-13
21.0;123.23485743099297;0.0;0.0;-3.42638990174487e-14;-7.674911886395922e-13
22.0;113.46510456837797;0.0;0.0;-4.096581138244212e-14;-9.338769319913805e-13
23.0;112.74196076044826;0.0;0.0;-4.15659505234076e-14;-9.490645882693545e-13
24.0;112.75400572961766;0.0;0.0;-4.155450458978281e-14;-9.48774475511351e-13
1.0;118.39470612532118;0.0;0.0;-4.105643957637368e-14;-9.269116839624037e-13
2.0;117.75119625695496;0.0;0.0;-4.1544058132704435e-14;-9.390096144770007e-13
3.0;120.27184418980285;0.0;0.0;-3.969749431633477e-14;-8.933435564835926e-13
4.0;120.71282934058785;0.0;0.0;-3.9391213989608486e-14;-8.858077920836487e-13
5.0;123.23213430593364;0.0;0.0;-3.773550576550504e-14;-8.452591507302849e-13
6.0;123.98897598616382;0.0;0.0;-3.726132734633309e-14;-8.337047320999278e-13
7.0;123.9922717200101;0.0;0.0;-3.726070337727392e-14;-8.336895447160518e-13
8.0;123.2053754726765;0.0;0.0;-3.7753155605284425e-14;-8.456897278358478e-13
9.0;112.69887845989095;0.0;0.0;-4.5815968795365784e-14;-1.0462104398944254e-12
10.0;112.70596220152837;0.0;0.0;-4.580675436474919e-14;-1.0459768382476842e-12
11.0;105.73138926884806;0.0;0.0;-5.335521449331469e-14;-1.2408787331599456e-12
12.0;95.36109970083109;0.0;0.0;-7.073005492258158e-14;-1.7181161847605024e-12
13.0;85.06088557203493;0.0;0.0;-1.0454140831170696e-13;-2.7800127337679295e-12
14.0;75.6544113453507;0.0;0.0;-1.8553649671916545e-13;-6.382286855677007e-12
15.0;76.31393779335929;0.0;0.0;-1.7596211147152934e-13;-5.84993078820369e-12
16.0;96.29361907661776;0.0;0.0;-6.871190298041142e-14;-1.6605157055863976e-12
17.0;112.71197811047762;0.0;0.0;-4.580463053256866e-14;-1.0459229969220264e-12
18.0;112.69673360919076;0.0;0.0;-4.5818357223407567e-14;-1.0462709923388453e-12
19.0;123.20524583477982;0.0;0.0;-3.775262007155645e-14;-8.456766626816475e-13
20.0;123.99195565202476;0.0;0.0;-3.726058767266226e-14;-8.33686728475018e-13
21.0;124.00355610025069;0.0;0.0;-3.725279574326553e-14;-8.334970770678307e-13
22.0;124.00641424923182;0.0;0.0;-3.725181359523651e-14;-8.3347317260299e-13
23.0;123.3851599052376;0.0;0.0;-3.763868921691159e-14;-8.428978981470536e-13
24.0;123.25642026040528;0.0;0.0;-3.7719744375438934e-14;-8.448746736660526e-13
1.0;38.35250873000273;0.0;0.0;-0.0031307692307062057;-0.0029071428560486544
2.0;43.09599568229482;0.0;0.0;-0.0031307692306914597;-0.002907142855843729
3.0;41.930011486600606;0.0;0.0;-0.0031307692306956816;-0.002907142855900859
4.0;50.01910253141135;0.0;0.0;-0.0031307692306513204;-0.0029071428553547546
5.0;51.20787018913536;0.0;0.0;-0.003130769230639889;-0.0029071428552312427
6.0;63.145454395529846;0.0;0.0;-0.003130769226210054;-0.002907142850874258
7.0;70.11198316992443;0.0;0.0;-2.4109583585450014e-13;-1.895636806918495e-11
8.0;64.37782376028005;0.0;0.0;-1.821463081594512e-12;-0.002907142848959046
9.0;43.22718858065352;0.0;0.0;-0.003130769230690993;-0.002907142855837491
10.0;9.97306389458957;0.0;0.0;-0.003130769230739811;-0.0029071428565790496
11.0;4.8414649712778335;0.0;0.0;-0.003130769230742424;-0.002907142856624499
12.0;0.00017274150744008127;0.0;0.0;-0.0031307692307444915;-0.0029071428566609537
13.0;-1.5643514469174426e-6;0.0;0.0;-0.0031307692307444915;-0.002907142856660955
14.0;3.0095989798359733e-7;0.0;0.0;-0.003130769230744492;-0.0029071428566609554
15.0;1.8304128586786644e-8;0.0;0.0;-0.0031307692307444915;-0.0029071428566609554
16.0;4.925427702230388e-7;0.0;0.0;-0.003130769230744492;-0.0029071428566609554
17.0;-7.228496483569472e-5;0.0;0.0;-0.0031307692307444915;-0.002907142856660956
18.0;9.988612668405047;0.0;0.0;-0.003130769230739804;-0.002907142856578923
19.0;38.215186263657735;0.0;0.0;-0.0031307692307065644;-0.002907142856053831
20.0;71.54043386329745;0.0;0.0;-1.982564298208215e-13;-1.0381205579112053e-11
21.0;87.90458938229432;0.0;0.0;-6.530863487882789e-14;-1.6791130779044253e-12
22.0;87.52151898474268;0.0;0.0;-6.634875227950913e-14;-1.7126749812310775e-12
23.0;82.14857733914297;0.0;0.0;-8.546395521796514e-14;-2.381048089300952e-12
24.0;67.1381252864532;0.0;0.0;-4.3774091995134457e-13;-0.0029071428307198017
1.0;10.023755121295478;0.0;0.0;-0.0031307692307381415;-0.0029071428565476216
2.0;10.019897947057842;0.0;0.0;-0.003130769230738144;-0.002907142856547659
3.0;9.978138626736724;0.0;0.0;-0.0031307692307381693;-0.0029071428565480926
4.0;10.021560093046755;0.0;0.0;-0.0031307692307381433;-0.0029071428565476537
5.0;10.01503843418354;0.0;0.0;-0.0031307692307381467;-0.0029071428565477066
6.0;10.03293232204115;0.0;0.0;-0.0031307692307381368;-0.002907142856547539
7.0;10.002940519584197;0.0;0.0;-0.003130769230738157;-0.002907142856547892
8.0;10.007912810930442;0.0;0.0;-0.0031307692307381463;-0.002907142856547707
9.0;10.047235575531055;0.0;0.0;-0.003130769230738126;-0.0029071428565473584
10.0;10.030976464725947;0.0;0.0;-0.0031307692307381385;-0.002907142856547561
11.0;10.006048895109329;0.0;0.0;-0.0031307692307381532;-0.0029071428565478233
12.0;9.7781114207875;0.0;0.0;-0.003130769230738286;-0.0029071428565501144
13.0;7.984596895648163;0.0;0.0;-0.0031307692307393003;-0.0029071428565676937
14.0;9.768994706001198;0.0;0.0;-0.0031307692307382916;-0.002907142856550209
15.0;9.976951903382986;0.0;0.0;-0.003130769230738169;-0.002907142856548087
16.0;25.045938435922466;0.0;0.0;-0.0031307692307258744;-0.0029071428563424754
17.0;44.41990484503593;0.0;0.0;-0.0031307692306814625;-0.0029071428556970776
18.0;49.036962016117286;0.0;0.0;-0.0031307692306533044;-0.002907142855352332
19.0;44.326549562271126;0.0;0.0;-0.003130769230681891;-0.0029071428557026677
20.0;34.771634645208515;0.0;0.0;-0.003130769230711066;-0.002907142856111475
21.0;25.48878828747677;0.0;0.0;-0.003130769230725363;-0.002907142856334199
22.0;17.708119286894963;0.0;0.0;-0.00313076923073288;-0.002907142856458015
23.0;9.927497331054404;0.0;0.0;-0.0031307692307381975;-0.002907142856548591
24.0;10.004195987646458;0.0;0.0;-0.003130769230738154;-0.0029071428565478384
