Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;112.69049177181604;0.0;0.0;-2.324506256139787e-14;-4.3984862125041573e-14
2.0;112.71486174059078;0.0;0.0;-2.3232507250139844e-14;-4.3958489849441015e-14
3.0;112.59337242132698;0.0;0.0;-2.3292533267596146e-14;-4.408460211788911e-14
4.0;112.66367821881894;0.0;0.0;-2.3262477536243052e-14;-4.4021447258206136e-14
5.0;112.4318763979605;0.0;0.0;-2.3380566951045718e-14;-4.426968719936306e-14
6.0;112.65128610333228;0.0;0.0;-2.3261130171101714e-14;-4.401861651706053e-14
7.0;112.67991674112515;0.0;0.0;-2.3250127142709593e-14;-4.399550110335558e-14
8.0;123.15530850257375;0.0;0.0;-1.9169763863638413e-14;-3.558639418376898e-14
9.0;123.4249421520066;0.0;0.0;-1.9082400356434597e-14;-3.540983552008106e-14
10.0;123.24509783626232;0.0;0.0;-1.9140280226594837e-14;-3.552679273262875e-14
11.0;123.16695269766244;0.0;0.0;-1.9165584957016258e-14;-3.5577945490949385e-14
12.0;123.14788660021385;0.0;0.0;-1.9171869328847782e-14;-3.559065102653823e-14
13.0;119.24431098590955;0.0;0.0;-2.0513359525389656e-14;-3.8319928795150835e-14
14.0;118.34128493992206;0.0;0.0;-2.0851325714948818e-14;-3.9012934780641244e-14
15.0;120.82656527886488;0.0;0.0;-1.9946603524834883e-14;-3.716268973861625e-14
16.0;123.16371291860247;0.0;0.0;-1.916627158110226e-14;-3.55793336487377e-14
17.0;123.83261398474738;0.0;0.0;-1.895336014878107e-14;-3.5149311715589546e-14
18.0;124.10603406953506;0.0;0.0;-1.886773406064744e-14;-3.497661044728384e-14
19.0;123.81615439989119;0.0;0.0;-1.8958480693588443e-14;-3.5159643814565344e-14
20.0;123.7966435995184;0.0;0.0;-1.8966237723576376e-14;-3.5175296679103263e-14
21.0;123.1513596004928;0.0;0.0;-1.9170092953144424e-14;-3.558705953350553e-14
22.0;113.63405175365963;0.0;0.0;-2.2808981332546403e-14;-4.3070713098325975e-14
23.0;112.68039270374568;0.0;0.0;-2.3249935987829316e-14;-4.3995099542096373e-14
24.0;112.67316736168688;0.0;0.0;-2.3252676683139533e-14;-4.400085702167116e-14
1.0;118.3790072215578;0.0;0.0;-2.2944180851509064e-14;-4.2925308089822567e-14
2.0;117.7322435760857;0.0;0.0;-2.321804999580115e-14;-4.348833864142453e-14
3.0;120.23801252927844;0.0;0.0;-2.2191901810745834e-14;-4.1385473255538996e-14
4.0;120.67033797877416;0.0;0.0;-2.202397987382553e-14;-4.1043095102785596e-14
5.0;123.12819730462448;0.0;0.0;-2.1119560026461745e-14;-3.920740844683753e-14
6.0;123.82892717351481;0.0;0.0;-2.0873147443105857e-14;-3.870969560020428e-14
7.0;123.81663635161757;0.0;0.0;-2.0878236116359884e-14;-3.871996342370512e-14
8.0;123.15364753786672;0.0;0.0;-2.1110894173968443e-14;-3.918988728770326e-14
9.0;112.66100707568923;0.0;0.0;-2.5615921781095022e-14;-4.84746405780525e-14
10.0;112.64620944347284;0.0;0.0;-2.5622182393213582e-14;-4.848779399699951e-14
11.0;105.57381123952855;0.0;0.0;-2.991715828660602e-14;-5.768158942756985e-14
12.0;95.28154114009335;0.0;0.0;-3.9604208498878466e-14;-7.974487711453558e-14
13.0;85.02906082337799;0.0;0.0;-5.84584631576563e-14;-1.2882690074765353e-13
14.0;75.65836182105804;0.0;0.0;-1.0348675419555997e-13;-2.9444231390654614e-13
15.0;76.30803925264945;0.0;0.0;-9.823177624691287e-14;-2.703092771430257e-13
16.0;96.19751235511166;0.0;0.0;-3.849147015180054e-14;-7.711152677548051e-14
17.0;112.66571428936699;0.0;0.0;-2.561330445689419e-14;-4.8469141843096056e-14
18.0;112.63566216333012;0.0;0.0;-2.5629622707399814e-14;-4.8503426867552895e-14
19.0;123.14862597873388;0.0;0.0;-2.1111981822097812e-14;-3.9192086291950326e-14
