Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;112.77032698460725;0.0;0.0;-1.3896970032411625e-13;-2.6760186191070576e-14
2.0;112.74754009415601;0.0;0.0;-1.390369015705676e-13;-2.6774553507779443e-14
3.0;112.68163387280242;0.0;0.0;-1.3924211366274344e-13;-2.6818436385996517e-14
4.0;112.75252251161307;0.0;0.0;-1.3905741669466008e-13;-2.6778939851822515e-14
5.0;112.52102429936758;0.0;0.0;-1.3966248569867533e-13;-2.690837402188498e-14
6.0;112.70742812646037;0.0;0.0;-1.3916147627763259e-13;-2.680119105651891e-14
7.0;112.78567637448391;0.0;0.0;-1.389263767754919e-13;-2.6750924627800017e-14
8.0;123.52524654246916;0.0;0.0;-1.1406348644417707e-13;-2.1538771358657267e-14
9.0;123.84824663814749;0.0;0.0;-1.1344762648431818e-13;-2.1412222478160652e-14
10.0;123.70391429299828;0.0;0.0;-1.1372316645782846e-13;-2.146882632978819e-14
11.0;123.52813406255778;0.0;0.0;-1.1405930377098315e-13;-2.1537911480564855e-14
12.0;123.53391284603907;0.0;0.0;-1.140484714787166e-13;-2.1535684593216102e-14
13.0;119.56648156313953;0.0;0.0;-1.2212087272090657e-13;-2.320567030809766e-14
14.0;118.65168333650126;0.0;0.0;-1.2414970945903311e-13;-2.3628711841220148e-14
15.0;121.24065087644814;0.0;0.0;-1.1857249830955726e-13;-2.2469004494673905e-14
16.0;123.54086841310978;0.0;0.0;-1.1403432334143274e-13;-2.153277609565383e-14
17.0;124.04936424481286;0.0;0.0;-1.1307190973000148e-13;-2.1335078503676533e-14
18.0;124.42802183484632;0.0;0.0;-1.1236547706350187e-13;-2.1190152296578436e-14
19.0;124.05274825874723;0.0;0.0;-1.1306545791961524e-13;-2.133375418043068e-14
20.0;124.05232995408862;0.0;0.0;-1.1307500871198546e-13;-2.1335714617279786e-14
21.0;123.54480776746678;0.0;0.0;-1.14025382791109e-13;-2.1530938178672558e-14
22.0;113.99333394139789;0.0;0.0;-1.35613227656257e-13;-2.6044530772862743e-14
23.0;112.78397976648705;0.0;0.0;-1.3893133551195506e-13;-2.6751984657642624e-14
24.0;112.80220589942358;0.0;0.0;-1.388817937594503e-13;-2.6741394484086586e-14
1.0;118.83486074924562;0.0;0.0;-1.362486210907961e-13;-2.5922824864940924e-14
2.0;118.07502813605808;0.0;0.0;-1.3814893829848815e-13;-2.631997217846332e-14
3.0;120.73257849594606;0.0;0.0;-1.3172310339909187e-13;-2.4981347237529504e-14
4.0;121.17301997117183;0.0;0.0;-1.3071549203299044e-13;-2.477254830714172e-14
5.0;123.55213503692956;0.0;0.0;-1.2555098640356783e-13;-2.3707015706890377e-14
6.0;124.06453610518739;0.0;0.0;-1.2448112491194458e-13;-2.348725477427441e-14
7.0;124.03306982900546;0.0;0.0;-1.245513280674271e-13;-2.3501665074668522e-14
8.0;123.51660598554965;0.0;0.0;-1.2562940110227733e-13;-2.3723135984421363e-14
9.0;112.76544561940634;0.0;0.0;-1.530552264083253e-13;-2.947293214719425e-14
10.0;112.689793014597;0.0;0.0;-1.5330482759301626e-13;-2.952630356130906e-14
11.0;105.88345872850455;0.0;0.0;-1.778807260592315e-13;-3.487688210930289e-14
12.0;95.43587639220156;0.0;0.0;-2.3616976890712055e-13;-4.83718267410847e-14
13.0;84.93603731330417;0.0;0.0;-3.5212222099211e-13;-7.914236137450623e-14
14.0;75.3940103388357;0.0;0.0;-6.357924854357808e-13;-1.8763470863138368e-13
15.0;76.10015841496585;0.0;0.0;-5.999554630547502e-13;-1.7031975544747535e-13
16.0;96.47856074092945;0.0;0.0;-2.286661035978312e-13;-4.656751503380411e-14
17.0;112.78111339529066;0.0;0.0;-1.53009014717066e-13;-2.946305295463331e-14
18.0;112.89132950742592;0.0;0.0;-1.5268832133359632e-13;-2.939451282770036e-14
19.0;123.53019035287709;0.0;0.0;-1.256006786424056e-13;-2.371723109307685e-14
20.0;124.03769263365534;0.0;0.0;-1.245436134172761e-13;-2.3500081451703123e-14
21.0;124.04825076516053;0.0;0.0;-1.2452095223588384e-13;-2.3495429782840127e-14
22.0;124.01849833622137;0.0;0.0;-1.2458386602372687e-13;-2.3508344485637226e-14
23.0;123.59772223615305;0.0;0.0;-1.254579859272011e-13;-2.368789923997033e-14
24.0;123.52853312575044;0.0;0.0;-1.2559382070334588e-13;-2.3715821242823516e-14
1.0;38.2164242236983;0.0;0.0;-0.0031307692305582177;-0.002907142857112121
2.0;43.025485245326955;0.0;0.0;-0.0031307692305088146;-0.0029071428571063205
3.0;41.86749920559447;0.0;0.0;-0.003130769230522702;-0.002907142857107908
4.0;50.00695882279196;0.0;0.0;-0.0031307692303746094;-0.0029071428570925126
5.0;51.207501428757695;0.0;0.0;-0.0031307692303362386;-0.002907142857089012
6.0;63.28268213508046;0.0;0.0;-0.003130769208950015;-0.002907142856962529
7.0;70.17472882878418;0.0;0.0;-8.02362554885017e-13;-5.258219826477951e-13
8.0;64.31825755865036;0.0;0.0;-6.811635438903268e-12;-0.0029071428569174326
9.0;42.85608579012712;0.0;0.0;-0.003130769230511102;-0.00290714285710658
10.0;9.971005703009771;0.0;0.0;-0.003130769230669225;-0.002907142857126911
11.0;4.478490217336201;0.0;0.0;-0.0031307692306785035;-0.0029071428571282726
12.0;-0.00010875840434053228;0.0;0.0;-0.003130769230684846;-0.0029071428571292163
13.0;4.2891390270909e-6;0.0;0.0;-0.003130769230684846;-0.002907142857129216
14.0;6.174552244394791e-7;0.0;0.0;-0.003130769230684846;-0.002907142857129216
15.0;1.210235331704537e-7;0.0;0.0;-0.003130769230684846;-0.0029071428571292167
16.0;-9.988031828760764e-7;0.0;0.0;-0.0031307692306848456;-0.002907142857129216
17.0;-0.0001235835419862948;0.0;0.0;-0.003130769230684846;-0.0029071428571292163
18.0;10.008773024410464;0.0;0.0;-0.003130769230669152;-0.0029071428571269004
19.0;37.922582806619154;0.0;0.0;-0.003130769230560689;-0.0029071428571124224
20.0;71.64521812984357;0.0;0.0;-6.56897781948541e-13;-2.862913868402588e-13
21.0;88.23615643598573;0.0;0.0;-2.1568711968647389e-13;-4.662838693843004e-14
22.0;87.8798859901102;0.0;0.0;-2.1883850942811601e-13;-4.748052364569331e-14
23.0;82.39319997529387;0.0;0.0;-2.824968261017325e-13;-6.611430395730038e-14
24.0;67.22286359416957;0.0;0.0;-1.44251342790225e-12;-0.0029071428563661465
1.0;10.029500665153542;0.0;0.0;-0.0031307692306636256;-0.0029071428571260226
2.0;10.016185277670388;0.0;0.0;-0.003130769230663653;-0.002907142857126026
3.0;9.818724366304835;0.0;0.0;-0.00313076923066404;-0.002907142857126083
4.0;10.011463608545697;0.0;0.0;-0.0031307692306636577;-0.002907142857126027
5.0;10.012100593274013;0.0;0.0;-0.003130769230663661;-0.002907142857126028
6.0;10.015710071706858;0.0;0.0;-0.003130769230663657;-0.0029071428571260266
7.0;10.073328970318522;0.0;0.0;-0.003130769230663543;-0.00290714285712601
8.0;9.963858286535432;0.0;0.0;-0.0031307692306637423;-0.0029071428571260396
9.0;9.974910947030171;0.0;0.0;-0.0031307692306637314;-0.002907142857126038
10.0;9.999743200331867;0.0;0.0;-0.0031307692306636868;-0.0029071428571260313
11.0;10.002820810505051;0.0;0.0;-0.0031307692306636837;-0.002907142857126031
12.0;9.628675270172101;0.0;0.0;-0.0031307692306644123;-0.0029071428571261367
13.0;7.782471102038195;0.0;0.0;-0.0031307692306678774;-0.002907142857126644
14.0;9.582344712678543;0.0;0.0;-0.003130769230664502;-0.00290714285712615
15.0;9.952420481902298;0.0;0.0;-0.00313076923066379;-0.0029071428571260465
16.0;24.61467932200173;0.0;0.0;-0.0031307692306243107;-0.0029071428571204707
17.0;44.22647889494661;0.0;0.0;-0.003130769230477536;-0.0029071428571024196
18.0;48.93186434991009;0.0;0.0;-0.003130769230383603;-0.0029071428570926774
19.0;44.09381754542318;0.0;0.0;-0.0031307692304795177;-0.0029071428571026386
20.0;34.51994600071464;0.0;0.0;-0.0031307692305749765;-0.0029071428571139637
21.0;25.109011235721642;0.0;0.0;-0.0031307692306224424;-0.0029071428571202152
22.0;17.262473833568723;0.0;0.0;-0.0031307692306472563;-0.002907142857123669
23.0;9.883306003455724;0.0;0.0;-0.0031307692306639183;-0.0029071428571260647
24.0;10.044466709522874;0.0;0.0;-0.0031307692306635922;-0.0029071428571260174
