Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_electrolysis_base;PROD_electrolysis_peak
1.0;112.55294210354532;0.0;0.0;-2.9737598063916185e-14;-3.2751550635755916e-13
2.0;112.57701735277668;0.0;0.0;-2.9721245472789125e-14;-3.2731561593080243e-13
3.0;112.46468948536554;0.0;0.0;-2.979031755799154e-14;-3.2816010233915827e-13
4.0;112.49880301915063;0.0;0.0;-2.977612496668446e-14;-3.279865462167244e-13
5.0;112.22676948929374;0.0;0.0;-2.994248195025442e-14;-3.300220118958009e-13
6.0;112.52520869394138;0.0;0.0;-2.975068990941551e-14;-3.2767555558353167e-13
7.0;112.54059869724944;0.0;0.0;-2.9744600838770494e-14;-3.2760111410909224e-13
8.0;123.01837507962166;0.0;0.0;-2.4513999419239996e-14;-2.6486966997932557e-13
9.0;123.35216542344881;0.0;0.0;-2.4377025621174817e-14;-2.632588939646043e-13
10.0;123.15734881208434;0.0;0.0;-2.4457154728665162e-14;-2.642009970194576e-13
11.0;123.00947308597397;0.0;0.0;-2.451842615862637e-14;-2.6492175397972773e-13
12.0;122.99469564279755;0.0;0.0;-2.452499525411933e-14;-2.6499904753383496e-13
13.0;119.42069276526401;0.0;0.0;-2.6089570790995052e-14;-2.835137491328421e-13
14.0;118.52766091014044;0.0;0.0;-2.6512922577820415e-14;-2.8855995651868457e-13
15.0;121.00153737314942;0.0;0.0;-2.5372047970223575e-14;-2.749966332402642e-13
16.0;122.99814773521139;0.0;0.0;-2.452292192834785e-14;-2.6497465188733706e-13
17.0;123.72643682462785;0.0;0.0;-2.4225992740486746e-14;-2.6148464056412787e-13
18.0;124.02263319695378;0.0;0.0;-2.410686190125502e-14;-2.6008652483613904e-13
19.0;123.70077632840378;0.0;0.0;-2.4236583924376754e-14;-2.6160899679503617e-13
20.0;123.73800676460574;0.0;0.0;-2.4222784342122563e-14;-2.6144697108551006e-13
21.0;123.00461718617646;0.0;0.0;-2.4519798203224634e-14;-2.649378974813561e-13
22.0;113.81620062157413;0.0;0.0;-2.899337738021907e-14;-3.1844273881008765e-13
23.0;112.54077511820545;0.0;0.0;-2.974438918806312e-14;-3.275985266495689e-13
24.0;112.55137170175878;0.0;0.0;-2.9737208446559775e-14;-3.275107434806985e-13
1.0;118.61832219003865;0.0;0.0;-2.914610865279338e-14;-3.1715552351293976e-13
2.0;118.04817722889673;0.0;0.0;-2.945085713737308e-14;-3.2079587670053475e-13
3.0;120.43248360939911;0.0;0.0;-2.8217311542487064e-14;-3.061058935731179e-13
4.0;120.84976687125209;0.0;0.0;-2.801199787402177e-14;-3.036724900451514e-13
5.0;122.96886316769007;0.0;0.0;-2.7018959781144898e-14;-2.9194933000997427e-13
6.0;123.6787998970719;0.0;0.0;-2.669978380970854e-14;-2.8819761409906065e-13
7.0;123.71380235586854;0.0;0.0;-2.6684679462319737e-14;-2.880202670987659e-13
8.0;122.99871917347798;0.0;0.0;-2.7006109857245064e-14;-2.9179813473239035e-13
9.0;112.54359467646375;0.0;0.0;-3.275594852071777e-14;-3.607550908610749e-13
10.0;112.5232000034638;0.0;0.0;-3.276892575526523e-14;-3.6091373605347483e-13
11.0;105.58137698854559;0.0;0.0;-3.815482446512166e-14;-4.279712080234295e-13
12.0;95.37876222314338;0.0;0.0;-5.0349915374827074e-14;-5.893318340840063e-13
13.0;84.97011380185185;0.0;0.0;-7.470868473139038e-14;-9.576448238067232e-13
14.0;75.56616103248385;0.0;0.0;-1.327173747844447e-13;-2.198632834129797e-12
15.0;76.20981302888134;0.0;0.0;-1.2600861706616117e-13;-2.0191802838693884e-12
