Datetime;LOAD;WIND_ONSHORE;WIND_OFFSHORE;SOLAR;OTHER
4-1-2021 02:00;297233;0.192091712;0.538725212;8.93E-05;70939
4-1-2021 03:00;296838;0.187975616;0.53394476;8.93E-05;72649
4-1-2021 04:00;298075;0.184558275;0.533371105;8.93E-05;73212
4-1-2021 05:00;301680;0.183439177;0.550580737;8.93E-05;71999
4-1-2021 06:00;318067;0.184099718;0.56555949;0.000125046;75517
4-1-2021 07:00;347816;0.180076426;0.598385269;0.001107553;87919
4-1-2021 08:00;368855;0.174813939;0.653774788;0.011879393;96756
4-1-2021 09:00;382666;0.171516695;0.700686968;0.040238093;104076
4-1-2021 10:00;391774;0.168486944;0.727330028;0.086344427;104958
4-1-2021 11:00;395600;0.168759895;0.729369689;0.106718032;103985
4-1-2021 12:00;398879;0.172925121;0.725545326;0.114997881;105780
4-1-2021 13:00;395477;0.175752888;0.715219547;0.110085349;102140
4-1-2021 14:00;391315;0.179645164;0.721211048;0.092168009;98409
4-1-2021 15:00;391418;0.184683832;0.728222379;0.061370908;99260
4-1-2021 16:00;391540;0.18530616;0.728094901;0.027179693;100765
4-1-2021 17:00;399263;0.18541534;0.724270538;0.009164103;107903
4-1-2021 18:00;401612;0.184279865;0.726055241;0.001179008;111664
4-1-2021 19:00;395991;0.188647075;0.725800283;0.000518049;107591
4-1-2021 20:00;382641;0.18470021;0.724206799;0.000500185;98408
4-1-2021 21:00;366461;0.182281867;0.720573655;0.000500185;88825
4-1-2021 22:00;353989;0.176140479;0.713116148;0.00042873;84406
4-1-2021 23:00;339006;0.171511237;0.712478753;0.000357275;77755
5-1-2021 00:00;327540;0.169895369;0.709674221;0.000357275;76378
5-1-2021 01:00;319654;0.16375398;0.714199717;0.000348343;74306
5-1-2021 02:00;316272;0.162121736;0.67697592;0.000357275;74505
5-1-2021 03:00;315136;0.163284505;0.682011331;0.000357275;74797
5-1-2021 03:59;317910;0.161237376;0.672386685;0.000357275;77145
5-1-2021 04:59;321950;0.158758985;0.666713881;0.000357275;76482
5-1-2021 05:59;337483;0.161783277;0.651926345;0.000375139;79296
5-1-2021 06:59;363483;0.163601128;0.639624646;0.003304794;90176
5-1-2021 07:59;382090;0.159828951;0.626303116;0.01830141;99272
5-1-2021 08:59;393058;0.153365481;0.600871105;0.046186721;105459
5-1-2021 09:59;400194;0.150008189;0.622669972;0.087371592;106832
5-1-2021 10:59;402116;0.149871713;0.623052408;0.109728074;106244
5-1-2021 11:59;404241;0.153239924;0.620885269;0.122786474;105895
5-1-2021 12:59;400495;0.158234919;0.636055241;0.123206272;101267
5-1-2021 13:59;396815;0.163961423;0.641026913;0.100054854;98662
5-1-2021 14:59;395168;0.168001092;0.641983003;0.062308754;98967
5-1-2021 15:59;395101;0.169829861;0.63006374;0.032860365;100869
5-1-2021 16:59;402956;0.173935038;0.629745043;0.012093758;109608
5-1-2021 17:59;403928;0.174273496;0.616550991;0.003304794;112396
5-1-2021 18:59;397881;0.17546902;0.599468838;0.000973574;109050
5-1-2021 19:59;384528;0.175922118;0.586529745;0.000419798;99144
5-1-2021 20:59;368887;0.173067055;0.592457507;0.000419798;90129
5-1-2021 21:59;353425;0.170572287;0.565304532;0.000419798;83229
5-1-2021 22:59;340046;0.167755436;0.552811614;0.00042873;79667
5-1-2021 23:59;326851;0.161810573;0.55121813;0.00042873;76739
6-1-2021 00:59;324910;0.158436903;0.530694051;0.00042873;78027
6-1-2021 01:59;323086;0.153878628;0.503286119;0.00042873;79344
6-1-2021 02:59;323107;0.150919844;0.483654391;0.00042873;81599
6-1-2021 03:59;322531;0.14276408;0.486203966;0.00042873;81822
6-1-2021 04:59;321433;0.136993904;0.480786119;0.00042873;79218
6-1-2021 05:59;329564;0.131332909;0.550325779;0.000419798;80740
6-1-2021 06:59;342434;0.125753799;0.550771955;0.001777443;83859
6-1-2021 07:59;355888;0.122330998;0.510552408;0.016166692;88021
6-1-2021 08:59;368142;0.121304704;0.47970255;0.046374291;93512
6-1-2021 09:59;375734;0.114857611;0.425587819;0.09049775;96171
6-1-2021 10:59;381166;0.108869075;0.403661473;0.119651387;97879
6-1-2021 11:59;382726;0.104725685;0.383073655;0.131066321;98672
6-1-2021 12:59;377828;0.105271586;0.37434136;0.122652496;95774
6-1-2021 13:59;372531;0.107657174;0.318569405;0.099099144;93103
6-1-2021 14:59;369230;0.108645255;0.310410765;0.05871814;92242
6-1-2021 15:59;372547;0.107285962;0.316593484;0.020989904;97364
6-1-2021 16:59;381527;0.109382222;0.326026913;0.004448073;105878
6-1-2021 17:59;386548;0.113525612;0.289058073;0.000410866;110756
6-1-2021 18:59;383449;0.116364299;0.252280454;0.000357275;109337
6-1-2021 19:59;371483;0.122942408;0.227422096;0.000366207;99326
6-1-2021 20:59;358180;0.1244218;0.224490085;0.000366207;88229
6-1-2021 21:59;347994;0.128701665;0.224362607;0.000366207;82486
6-1-2021 22:59;336894;0.130355745;0.226784703;0.000366207;78023
6-1-2021 23:59;324435;0.130017287;0.227103399;0.000366207;74679
7-1-2021 00:59;323760;0.130137386;0.216586402;0.000366207;78157
7-1-2021 01:59;322556;0.12806842;0.2148017;0.000357275;78651
7-1-2021 02:59;322839;0.125950323;0.249794618;0.000366207;80331
7-1-2021 03:59;326663;0.12486398;0.240679886;0.000357275;82538
7-1-2021 04:59;330251;0.121899736;0.27101983;0.000366207;81066
7-1-2021 05:59;347585;0.121730507;0.294794618;0.000357275;83398
7-1-2021 06:59;369864;0.122161769;0.272549575;0.001705988;91292
7-1-2021 07:59;392290;0.121195524;0.272294618;0.013987315;103296
7-1-2021 08:59;405156;0.120409426;0.25463881;0.036567093;109639
7-1-2021 09:59;409800;0.120278409;0.207280454;0.069230957;109910
7-1-2021 10:59;411601;0.116271495;0.217542493;0.09326663;109413
7-1-2021 11:59;410946;0.11337276;0.206770538;0.107718403;106796
7-1-2021 12:59;407864;0.11259758;0.219199717;0.09722345;105083
7-1-2021 13:59;402707;0.110708762;0.198165722;0.076698004;102660
7-1-2021 14:59;399233;0.108819943;0.185800283;0.044846941;103585
7-1-2021 15:59;402713;0.111533072;0.194532578;0.01696163;107376
7-1-2021 16:59;411176;0.118012919;0.26898017;0.004242641;115521
7-1-2021 17:59;413495;0.127205896;0.284277621;0.000526981;117643
7-1-2021 18:59;408340;0.137534346;0.245269121;0.000473389;112869
7-1-2021 19:59;392622;0.142676735;0.211550991;0.000473389;103978
7-1-2021 20:59;375583;0.145313438;0.192174221;0.000473389;93324
7-1-2021 21:59;361329;0.145438996;0.181338527;0.000482321;85277
7-1-2021 22:59;347064;0.142240015;0.160432011;0.000482321;79673
7-1-2021 23:59;339240;0.140880721;0.168080737;0.000473389;79643
8-1-2021 00:59;335229;0.143730325;0.163364023;0.000491253;80342
8-1-2021 01:59;336097;0.146377946;0.16361898;0.000482321;82870
8-1-2021 02:59;333819;0.149107451;0.15648017;0.000491253;81971
8-1-2021 03:59;335487;0.150870713;0.143859774;0.000491253;83082
8-1-2021 04:59;342564;0.152459285;0.129390935;0.000482321;84664
8-1-2021 05:59;358540;0.156264216;0.134617564;0.000482321;86329
8-1-2021 06:59;379273;0.159310345;0.150871105;0.001732784;94678
8-1-2021 07:59;397969;0.157650805;0.156671388;0.013755086;103391
8-1-2021 08:59;408970;0.154206168;0.14111898;0.040622164;110047
8-1-2021 09:59;413637;0.148867255;0.149915014;0.082494789;112048
8-1-2021 10:59;413289;0.145018652;0.147429178;0.108665181;109935
8-1-2021 11:59;412463;0.143517424;0.114985836;0.123375978;107954
8-1-2021 12:59;407355;0.14309708;0.104596317;0.119160133;104796
8-1-2021 13:59;400773;0.141186425;0.099560906;0.090524544;103219
8-1-2021 14:59;396656;0.144947685;0.115177054;0.048902011;102807
8-1-2021 15:59;397952;0.148528796;0.113456091;0.014031974;105052
8-1-2021 16:59;405686;0.154948595;0.11970255;0.003251202;110193
8-1-2021 17:59;408859;0.164332636;0.113583569;0.000500185;112713
8-1-2021 18:59;405304;0.168956419;0.111862607;0.000464458;110244
8-1-2021 19:59;389249;0.168224911;0.075531162;0.000464458;100924
8-1-2021 20:59;371785;0.165877537;0.072790368;0.000455526;90488
8-1-2021 21:59;357147;0.164600127;0.064567989;0.000464458;81766
8-1-2021 22:59;346558;0.163273587;0.051055241;0.000464458;79270
8-1-2021 23:59;333401;0.162733145;0.064695468;0.000464458;78207
9-1-2021 00:59;325160;0.161526704;0.055644476;0.000464458;76082
9-1-2021 01:59;324140;0.162585752;0.044043909;0.000455526;77174
9-1-2021 02:59;322284;0.166701847;0.044808782;0.000446594;77417
9-1-2021 03:59;321283;0.168819944;0.045254957;0.000446594;76049
9-1-2021 04:59;322560;0.168164862;0.040410765;0.000455526;76311
9-1-2021 05:59;326859;0.167520699;0.031487252;0.00042873;77134
9-1-2021 06:59;332867;0.167171322;0.021926345;0.001304054;77492
9-1-2021 07:59;347238;0.165844782;0.034228045;0.010762909;82093
9-1-2021 08:59;359356;0.163557456;0.036905099;0.033637438;86688
9-1-2021 09:59;364932;0.158704394;0.040155808;0.07196411;87271
9-1-2021 10:59;368521;0.154468202;0.032825779;0.107602288;88245
9-1-2021 11:59;370321;0.156979346;0.033208215;0.124349552;87672
9-1-2021 12:59;365533;0.161199163;0.023838527;0.116936096;83384
9-1-2021 13:59;362271;0.163268129;0.021352691;0.092623535;83420
9-1-2021 14:59;361034;0.1649768;0.025240793;0.056315467;84721
9-1-2021 15:59;361341;0.164998635;0.029830028;0.023365783;87510
9-1-2021 16:59;371133;0.164856701;0.033144476;0.008315575;96873
9-1-2021 17:59;376923;0.169038304;0.032379603;0.001375509;101426
9-1-2021 18:59;374433;0.171243745;0.029256374;0.00042873;99823
9-1-2021 19:59;365539;0.175518151;0.032315864;0.000419798;91690
9-1-2021 20:59;352058;0.174049677;0.043087819;0.000410866;84912
9-1-2021 21:59;341387;0.174049677;0.059150142;0.000410866;79072
9-1-2021 22:59;330884;0.175354381;0.094716714;0.000410866;74317
9-1-2021 23:59;318921;0.17447548;0.13398017;0.000410866;70260
10-1-2021 00:59;309566;0.173378219;0.166550991;0.000401934;67984
10-1-2021 01:59;305207;0.175365299;0.232903683;0.000401934;66394
10-1-2021 02:59;304937;0.181059048;0.262478753;0.000410866;66969
10-1-2021 03:59;306601;0.18060595;0.321628895;0.000410866;68113
10-1-2021 04:59;308982;0.181997998;0.336735128;0.000410866;68773
10-1-2021 05:59;313658;0.183799472;0.375106233;0.000401934;70782
10-1-2021 06:59;315221;0.185650078;0.368031162;0.001223667;69440
10-1-2021 07:59;320722;0.186305159;0.362613315;0.009655357;70585
10-1-2021 08:59;332459;0.187058502;0.351331445;0.034128691;73051
10-1-2021 09:59;345994;0.182380129;0.36509915;0.081038894;77780
10-1-2021 10:59;353547;0.18237467;0.374213881;0.124921192;79186
10-1-2021 11:59;357681;0.184006914;0.402259207;0.150555671;80046
10-1-2021 12:59;355017;0.187276863;0.418385269;0.159425023;77352
10-1-2021 13:59;350213;0.192670367;0.422719547;0.132406103;76145
10-1-2021 14:59;348477;0.201290146;0.376954674;0.086433746;76301
10-1-2021 15:59;354915;0.213807661;0.33348442;0.035450609;82778
10-1-2021 16:59;362496;0.229966336;0.326409349;0.011093387;88751
10-1-2021 17:59;370559;0.243575653;0.268279037;0.001402304;93579
10-1-2021 18:59;370510;0.251594942;0.24546034;0.000786004;93558
10-1-2021 19:59;362877;0.259799837;0.213399434;0.000464458;88153
10-1-2021 20:59;353087;0.262944227;0.22302408;0.000410866;81567
10-1-2021 21:59;343944;0.25723956;0.234688386;0.000419798;77224
10-1-2021 22:59;336522;0.25574379;0.288038244;0.000419798;75002
10-1-2021 23:59;322955;0.251120007;0.372365439;0.000419798;69034
11-1-2021 00:59;324195;0.251884269;0.530694051;0.000419798;71863
11-1-2021 01:59;326066;0.25663361;0.613172804;0.000348343;72702
11-1-2021 02:59;325859;0.263981439;0.657854107;0.000339412;72635
11-1-2021 03:59;329773;0.26939132;0.666713881;0.000348343;73987
11-1-2021 04:59;339644;0.274413611;0.666203966;0.000348343;75761
11-1-2021 05:59;358405;0.288055682;0.675764872;0.000401934;78939
11-1-2021 06:59;390843;0.298154854;0.646827196;0.000946778;94526
11-1-2021 07:59;411320;0.308352289;0.640516997;0.010575339;105439
11-1-2021 08:59;422164;0.314903102;0.670474504;0.054037839;105644
11-1-2021 09:59;424497;0.313991447;0.661869689;0.125912631;101368
11-1-2021 10:59;424825;0.316415249;0.657216714;0.169312607;96530
11-1-2021 11:59;423918;0.32193431;0.688958924;0.18457718;93084
11-1-2021 12:59;419617;0.330177418;0.671494334;0.181674321;89358
11-1-2021 13:59;417169;0.335538167;0.672195468;0.15788874;88134
11-1-2021 14:59;414606;0.344769357;0.671876771;0.109817393;89030
11-1-2021 15:59;413642;0.358258576;0.671558073;0.05766418;91003
11-1-2021 16:59;423395;0.373079793;0.626876771;0.021900956;99343
11-1-2021 17:59;427792;0.386323356;0.635417847;0.002965383;104278
11-1-2021 18:59;422397;0.403142571;0.622160057;0.000678822;100318
11-1-2021 19:59;409885;0.407864616;0.615849858;0.000526981;91613
11-1-2021 20:59;394556;0.416402511;0.618271955;0.000500185;85240
11-1-2021 21:59;376779;0.413116186;0.615594901;0.000500185;77024
11-1-2021 22:59;362291;0.414546447;0.62802408;0.000491253;68966
11-1-2021 23:59;347009;0.41922482;0.635481587;0.000491253;65181
12-1-2021 00:59;344534;0.42480939;0.680672804;0.000491253;64438
12-1-2021 01:59;342925;0.421190065;0.584681303;0.000491253;65788
12-1-2021 02:59;340335;0.417166772;0.559950425;0.000384071;66677
12-1-2021 03:59;339682;0.410015467;0.525913598;0.000357275;67501
12-1-2021 04:59;348746;0.404550996;0.490028329;0.000357275;72577
12-1-2021 05:59;367834;0.404894914;0.498760623;0.000357275;75156
12-1-2021 06:59;397479;0.390543171;0.492131728;0.001438032;87634
12-1-2021 07:59;416573;0.373079793;0.500417847;0.015068071;97115
12-1-2021 08:59;425012;0.359939951;0.532415014;0.054859571;100856
12-1-2021 09:59;429053;0.345282504;0.548987252;0.117123665;99895
12-1-2021 10:59;429355;0.329118369;0.569192635;0.162801271;97153
12-1-2021 11:59;426330;0.321475753;0.609667139;0.182522849;93657
12-1-2021 12:59;423229;0.32469657;0.652308782;0.182746146;91545
12-1-2021 13:59;417375;0.322087163;0.626813032;0.156406048;89739
12-1-2021 14:59;413407;0.321372032;0.622669972;0.111728814;89589
12-1-2021 15:59;414849;0.321115458;0.642237961;0.061531681;93182
12-1-2021 16:59;421087;0.320684197;0.640771955;0.024410813;100541
12-1-2021 17:59;424554;0.323157128;0.653456091;0.003724592;104243
12-1-2021 18:59;419306;0.323053407;0.642811614;0.000991438;101341
12-1-2021 19:59;404455;0.318713493;0.611898017;0.00057164;94566
12-1-2021 20:59;386396;0.318194887;0.57167847;0.000446594;86838
12-1-2021 21:59;369580;0.311403876;0.527060906;0.000446594;80546
12-1-2021 22:59;355797;0.311742335;0.558803116;0.000446594;75483
12-1-2021 23:59;347470;0.316142298;0.555042493;0.000446594;75808
13-1-2021 00:59;337010;0.311955236;0.56766289;0.000446594;72676
13-1-2021 01:59;333778;0.314171595;0.586402267;0.000446594;72318
13-1-2021 02:59;337945;0.324085161;0.618271955;0.000446594;75027
13-1-2021 03:59;339012;0.324008735;0.574737961;0.000446594;76028
13-1-2021 04:59;345268;0.327906469;0.611069405;0.000446594;76207
13-1-2021 05:59;362789;0.329811665;0.601189802;0.000455526;79326
13-1-2021 06:59;392652;0.334844873;0.582195468;0.003340521;92519
13-1-2021 07:59;410104;0.335756528;0.628852691;0.022097456;99676
13-1-2021 08:59;421778;0.338655263;0.617443343;0.079475816;102683
13-1-2021 09:59;422945;0.340784278;0.583406516;0.162703021;97313
13-1-2021 10:59;425160;0.350965336;0.573654391;0.21069398;96161
13-1-2021 11:59;421587;0.35911564;0.552811614;0.23166602;92678
13-1-2021 12:59;418981;0.370437631;0.582004249;0.219188192;89871
13-1-2021 13:59;416704;0.373887726;0.572507082;0.184434269;90009
13-1-2021 14:59;413293;0.373500137;0.540764872;0.124099459;91042
13-1-2021 15:59;415628;0.380651442;0.507811614;0.065238409;95373
13-1-2021 16:59;422337;0.389762533;0.509277621;0.02554516;101334
13-1-2021 17:59;423452;0.390242926;0.489645893;0.004055071;105691
13-1-2021 18:59;417836;0.384150668;0.482953258;0.00128619;102592
13-1-2021 19:59;404036;0.373385498;0.476770538;0.000741345;94429
13-1-2021 20:59;387900;0.365055045;0.449745043;0.000705619;88526
13-1-2021 21:59;372909;0.34690383;0.442478753;0.000500185;82926
13-1-2021 22:59;360097;0.338906378;0.487223796;0.000482321;77922
13-1-2021 23:59;350691;0.33497589;0.507811614;0.000482321;76738
14-1-2021 00:59;342128;0.334839414;0.481805949;0.000482321;74372
14-1-2021 01:59;338723;0.324401783;0.430368272;0.000446594;75815
14-1-2021 02:59;338553;0.30977709;0.486331445;0.000348343;78514
14-1-2021 03:59;340095;0.301015376;0.431451842;0.000339412;80224
14-1-2021 04:59;348371;0.296391593;0.425715297;0.000339412;81566
14-1-2021 05:59;367913;0.288017469;0.487924929;0.000348343;85612
14-1-2021 06:59;393769;0.277399691;0.434575071;0.00409973;91703
14-1-2021 07:59;409301;0.25745792;0.341324363;0.027224353;99614
14-1-2021 08:59;416239;0.241179147;0.358788952;0.077716238;102867
14-1-2021 09:59;420606;0.226194159;0.364971671;0.142516985;102174
14-1-2021 10:59;421720;0.213310891;0.355793201;0.181075884;101951
14-1-2021 11:59;419736;0.209402239;0.320609066;0.194089626;100779
14-1-2021 12:59;415556;0.211520335;0.297726629;0.182326347;97310
14-1-2021 13:59;410365;0.215106906;0.317103399;0.152904754;94168
14-1-2021 14:59;409257;0.225500864;0.264327196;0.102734417;96128
14-1-2021 15:59;409999;0.230708762;0.238066573;0.054511228;100982
14-1-2021 16:59;418280;0.234546447;0.283066573;0.02173125;108146
14-1-2021 17:59;421922;0.236451642;0.295495751;0.003411976;111772
14-1-2021 18:59;417666;0.231991629;0.289376771;0.000696686;109175
14-1-2021 19:59;404965;0.231036303;0.245779037;0.000357275;101673
14-1-2021 20:59;387291;0.230594123;0.241189802;0.000357275;93233
14-1-2021 21:59;372158;0.226947503;0.197719547;0.000357275;88042
14-1-2021 22:59;361097;0.222667637;0.17286119;0.000357275;84374
14-1-2021 23:59;349534;0.218491493;0.199249292;0.000357275;83318
15-1-2021 00:59;345711;0.213616596;0.175793201;0.000375139;84573
15-1-2021 01:59;344758;0.210428532;0.203201133;0.000464458;85860
15-1-2021 02:59;345445;0.208637977;0.258909349;0.000509117;86624
15-1-2021 03:59;346154;0.20259485;0.253491502;0.000562708;86918
15-1-2021 04:59;350926;0.199646984;0.280516997;0.000580572;84952
15-1-2021 05:59;364880;0.19674279;0.312450425;0.000589504;84416
15-1-2021 06:59;391554;0.195323447;0.257060906;0.003671;95736
15-1-2021 07:59;414047;0.19563461;0.250113315;0.021356111;109568
15-1-2021 08:59;423852;0.193019744;0.194022663;0.064497064;112368
15-1-2021 09:59;426485;0.18734783;0.116388102;0.118990427;110359
15-1-2021 10:59;426979;0.181621327;0.075786119;0.164980648;108479
15-1-2021 11:59;422619;0.180534983;0.058640226;0.181852958;103381
15-1-2021 12:59;416044;0.183723046;0.05213881;0.172286921;98759
15-1-2021 13:59;410314;0.187085797;0.053286119;0.14668817;96412
15-1-2021 14:59;408087;0.191305614;0.054497167;0.104913794;96535
15-1-2021 15:59;408542;0.192206351;0.039773372;0.058727073;100713
15-1-2021 16:59;416432;0.189755254;0.046211048;0.023964218;111137
15-1-2021 17:59;419532;0.190088254;0.042450425;0.003429841;115156
15-1-2021 18:59;415203;0.192058957;0.041749292;0.000678822;111873
15-1-2021 19:59;399308;0.190557729;0.049461756;0.000562708;100246
15-1-2021 20:59;382220;0.184929488;0.049652975;0.000562708;91484
15-1-2021 21:59;367627;0.18436175;0.055771955;0.000562708;85323
15-1-2021 22:59;353368;0.183695751;0.061954674;0.000544845;79315
15-1-2021 23:59;339815;0.186277864;0.076805949;0.000553776;78397
16-1-2021 00:59;331546;0.184574652;0.078271955;0.000553776;76361
16-1-2021 01:59;327942;0.187407879;0.082160057;0.000553776;76017
16-1-2021 02:59;329239;0.184536439;0.101345609;0.000544845;78241
16-1-2021 03:59;329927;0.185617323;0.145516997;0.000553776;80571
16-1-2021 04:59;331248;0.188406878;0.183378187;0.000544845;80790
16-1-2021 05:59;335320;0.183848603;0.218243626;0.000535913;81566
16-1-2021 06:59;340473;0.180753343;0.254192635;0.001446963;80380
16-1-2021 07:59;353076;0.18027841;0.276246459;0.015139526;85020
16-1-2021 08:59;368571;0.181392048;0.29759915;0.061245861;91403
16-1-2021 09:59;378366;0.183308162;0.340304532;0.133665496;93086
16-1-2021 10:59;381581;0.183635702;0.371409349;0.178869713;91329
16-1-2021 11:59;382673;0.188794468;0.449808782;0.198939632;89249
16-1-2021 12:59;377040;0.191169139;0.509723796;0.192723049;84889
16-1-2021 13:59;370469;0.197572559;0.533817281;0.16170265;81700
16-1-2021 14:59;366887;0.196786462;0.592776204;0.110478351;82119
16-1-2021 15:59;370172;0.194777546;0.63407932;0.063818241;87308
16-1-2021 16:59;379003;0.19381676;0.625028329;0.027242216;95440
16-1-2021 17:59;386431;0.196115003;0.595516997;0.004867871;101931
16-1-2021 18:59;385728;0.1975671;0.486076487;0.001679192;101757
16-1-2021 19:59;374247;0.195847511;0.424121813;0.001357645;95520
16-1-2021 20:59;361816;0.193090711;0.411947592;0.000946778;90536
16-1-2021 21:59;350594;0.183253571;0.383966006;0.000919984;86054
16-1-2021 22:59;340625;0.172734055;0.390594901;0.000848528;82831
16-1-2021 23:59;324955;0.164703848;0.403342776;0.000580572;76618
17-1-2021 00:59;317128;0.159212083;0.402769121;0.000580572;75904
17-1-2021 01:59;316353;0.157104904;0.439228045;0.000562708;77547
17-1-2021 02:59;317656;0.151716859;0.472181303;0.000455526;80371
17-1-2021 03:59;315879;0.148435993;0.477726629;0.000446594;79955
17-1-2021 04:59;315938;0.147147666;0.481359774;0.000446594;79299
17-1-2021 05:59;315475;0.142643982;0.476324363;0.000464458;78773
17-1-2021 06:59;317583;0.145422618;0.463002833;0.003581681;77613
17-1-2021 07:59;327634;0.148157583;0.447514164;0.020355742;79475
17-1-2021 08:59;342165;0.143217177;0.456182719;0.062603507;80770
17-1-2021 09:59;353087;0.138446001;0.407932011;0.121366306;81117
17-1-2021 10:59;359309;0.132146302;0.348271955;0.166097132;81950
17-1-2021 11:59;360650;0.129695206;0.283194051;0.187739063;82000
