,Period_type,Period_index,Period_weight,Period_start,Period_end
0,Day,37.0,54.84615384615384,2015-02-07 00:00:00,2015-02-07 23:00:00
1,Day,61.0,51.168777728631404,2015-03-03 00:00:00,2015-03-03 23:00:00
2,Day,93.0,68.3761309260524,2015-04-04 00:00:00,2015-04-04 23:00:00
3,Day,165.0,43.13485106401991,2015-06-15 00:00:00,2015-06-15 23:00:00
4,Day,204.0,43.39317021191043,2015-07-24 00:00:00,2015-07-24 23:00:00
5,Day,217.0,43.85655389798104,2015-08-06 00:00:00,2015-08-06 23:00:00
6,Day,356.0,24.89102899191763,2015-12-23 00:00:00,2015-12-23 23:00:00
7,Day,358.0,35.33333333333334,2015-12-25 00:00:00,2015-12-25 23:00:00
