Hour;EOM_price;PROD_SMR;PROD_electrolysis;PROD_SMRCCS;PROD_Biomass;PROD_SPP_lignite;PROD_Solar;PROD_ICE;PROD_WindOffshore;PROD_WindOnshore;PROD_Nuclear;PROD_CCGT_old;PROD_CCGT_new;PROD_SPP_coal;PROD_OCGT
13.0;3.602513050539509;-0.009525175715607731;-0.00013499999999707968;-0.00034999999870405845;0.0;0.0;0.022106899450000002;0.0;0.007544339996940001;0.08647552250788;0.0;0.0;0.0;0.0;0.0
14.0;3.601185364017111;-0.009525175715607731;-0.0001349999999970797;-0.00034999999870405845;0.0;0.0;0.01928636405644;0.0;0.007662599996832;0.08674193066504;0.0;0.0;0.0;0.0;0.0
15.0;3.632302776979797;-0.009525175715607731;-0.00013499999999707932;-0.00034999999870405845;0.0;0.0;0.014537291248439999;0.0;0.007424460006624;0.08622081484488;0.0;0.0;0.0;0.0;0.0
16.0;3.6623401311572765;-0.009525175715607731;-0.00013499999999707894;-0.00034999999870405845;0.0;0.0;0.008126983324200001;0.0;0.007514369996184;0.08455846443323001;0.0;0.0;0.0;0.0;0.0
17.0;3.691504975922368;-0.009525175715607731;-0.0001349999999970786;-0.00034999999870405845;0.0;0.0;0.00299576700484;0.0;0.007391249999604001;0.08465296725775001;0.0;0.0;0.0;0.0;0.0
18.0;3.712790136364717;-0.009525175715607731;-0.00013499999999707832;-0.00034999999870405845;0.0;0.0;0.0007256765737600001;0.0;0.007328070004536;0.08620011426229;0.0;0.0;0.0;0.0;0.0
19.0;3.719042115055365;-0.009525175715607731;-0.00013499999999707824;-0.00034999999870405845;0.0;0.0;5.9400596919999995e-5;0.0;0.007090739996832;0.08707314064596;0.0;0.0;0.0;0.0;0.0
20.0;3.6818839927617457;-0.009525175715607731;-0.00013499999999707875;-0.00034999999870405845;0.0;0.0;2.079014796e-5;0.0;0.005391360002736;0.08673653051306;0.0;0.0;0.0;0.0;0.0
21.0;3.6010704726845475;-0.009525175715607731;-0.00013499999999707973;-0.00034999999870405845;0.0;0.0;1.881021304e-5;0.0;0.005158890004428001;0.08520918406578001;0.0;0.0;0.0;0.0;0.0
22.0;3.471585385761106;-0.009525175715607731;-0.00013499999999708136;-0.00034999999870405845;0.0;0.0;1.881021304e-5;0.0;0.005058450000864;0.08489237449014002;0.0;0.0;0.0;0.0;0.0
23.0;3.3728204711694687;-0.009525175715607731;-0.00013499999999708258;-0.00034999999870405845;0.0;0.0;1.881021304e-5;0.0;0.005674049996472;0.08347843172905002;0.0;0.0;0.0;0.0;0.0
24.0;3.2704075213781723;-0.009525175715607731;-0.00013499999999708385;-0.00034999999870405845;0.0;0.0;1.881021304e-5;0.0;0.006036120003888;0.08272780879026;0.0;0.0;0.0;0.0;0.0
25.0;3.263747991719975;-0.007830295355274321;-0.00013499999999768927;-0.0003499999990482564;0.0;0.0;1.683027812e-5;0.0;0.006204599999208;0.04342001679544;0.0;0.0;0.0;0.0;0.0
26.0;3.1674286104603637;-0.007830295355274321;-0.0001349999999976902;-0.0003499999990482564;0.0;0.0;1.683027812e-5;0.0;0.0073896299964719995;0.04453425062703;0.0;0.0;0.0;0.0;0.0
27.0;3.131377059390936;-0.007830295355274321;-0.00013499999999769057;-0.0003499999990482564;0.0;0.0;1.7820190160000002e-5;0.0;0.008163989994024;0.04612189877142;0.0;0.0;0.0;0.0;0.0
28.0;3.1134308023141752;-0.007830295355274321;-0.00013499999999769073;-0.0003499999990482564;0.0;0.0;1.683027812e-5;0.0;0.008693730001548;0.04767534595327;0.0;0.0;0.0;0.0;0.0
