Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak
1.0;114.67246099697373;9.40431796176239e-13;4.353013704225553e-13
2.0;51.02021632688996;2.1145294119912693e-12;9.788317299956826e-13
3.0;-1.4026735030973061e-6;1.4598953829297988e-5;1.4645049066673626e-5
4.0;-2.0880835654139335e-6;1.4607320727304159e-5;1.4667690145401557e-5
5.0;-1.8280945046950546e-6;1.4604180694969815e-5;1.4659302999581439e-5
6.0;9.790522831376864;1.1003648088794595e-11;5.097432719119189e-12
7.0;156.27666962658697;6.900152543403819e-13;3.193854388684868e-13
8.0;179.23249724706665;6.016010947676521e-13;2.7846001814915933e-13
9.0;121.55184454786341;8.87109957866882e-13;4.1061879866436123e-13
10.0;67.33961413561042;1.6016166454335533e-12;7.413762832694757e-13
11.0;3.4878064028474624e-8;1.4580591358044836e-5;1.4580233134987878e-5
12.0;-6.99021861412537e-7;1.4590406492263345e-5;1.4621596448686732e-5
13.0;-6.992364645251582e-7;1.459040934943063e-5;1.4621605384253977e-5
14.0;-6.992685333901501e-7;1.4590409680417138e-5;1.4621606546743305e-5
15.0;-6.992286407803907e-7;1.4590409139312627e-5;1.4621605199819195e-5
16.0;-6.990702529828455e-7;1.4590407144757591e-5;1.462159974581939e-5
17.0;-6.983602041750455e-7;1.4590398523654253e-5;1.4621575136731966e-5
18.0;48.03068988766263;2.2459598540586047e-12;1.0396808195656717e-12
19.0;202.53175752823228;5.323935714486704e-13;2.464253206020975e-13
20.0;112.94566684302441;9.54850753450349e-13;4.4197590444297827e-13
21.0;-4.984615710323881e-7;1.4587955549801099e-5;1.4614285389774068e-5
22.0;-1.5833765284292237e-6;1.4601250280995782e-5;1.465146983147194e-5
23.0;-1.6775158818746322e-6;1.460229246314381e-5;1.46541454599051e-5
24.0;-1.680515003680857e-6;1.4602326379546153e-5;1.4654248221222936e-5
25.0;-2.046254137138781e-6;1.4411597883586091e-5;1.4444335650247614e-5
26.0;-7.55000563884396e-7;1.4396360582227211e-5;1.4395075499581627e-5
27.0;-1.330623750967345e-6;1.440385564704522e-5;1.4415020523254373e-5
28.0;-1.421880931042315e-6;1.4405084840359071e-5;1.4416950562282777e-5
29.0;-1.4654538315995707e-6;1.4405620725734429e-5;1.4418473448791102e-5
30.0;-4.713859177455942e-7;1.4393001478008248e-5;1.4383720571274899e-5
31.0;48.7579993347525;2.4363399180606878e-12;1.1278372508415018e-12
32.0;59.60122888467618;1.9928092304195418e-12;9.224880926563908e-13
33.0;9.979065987297123;1.1883233450905549e-11;5.505604296560765e-12
34.0;9.906696879533241;1.1978816831043994e-11;5.549941061542633e-12
35.0;4.173809878048008e-6;1.4329950778319724e-5;1.4027106861087155e-5
36.0;-5.151237061261289e-7;1.4393509569412928e-5;1.4385122318476247e-5
37.0;-4.6385039833730406e-7;1.4392612430180335e-5;1.438174573572177e-5
38.0;1.8247047528298604e-6;1.4357380713719902e-5;1.4149571330596354e-5
39.0;4.026299598365306e-6;1.4333601317220121e-5;1.3997337568526163e-5
40.0;123.50377092693581;9.614987368387535e-13;4.4505536165967565e-13
41.0;327.1953781787771;3.630908762142009e-13;1.680600679948841e-13
42.0;456.30389259586997;2.6031558249924136e-13;1.2048880067322338e-13
43.0;392.8646058009392;3.0238382661267863e-13;1.3996072052630812e-13
44.0;238.53677656143805;4.979632123199815e-13;2.304889015190113e-13
45.0;61.52345348496805;1.9311586756100143e-12;8.939457385212609e-13
46.0;-5.219893255549997e-7;1.439365258556534e-5;1.4385645664281885e-5
47.0;-5.435181499797182e-7;1.4393918711723226e-5;1.4386425162980062e-5
48.0;-1.5849987887319418e-6;1.440659521471651e-5;1.4426179415451297e-5
