Hour;EOM_price;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;PROD_Import;PROD_CCGT_new;PROD_WindOffshore;PROD_SPP_coal;PROD_WindOnshore;PROD_Nuclear;PROD_Solar;PROD_OCGT
1.0;23.35530206728894;-1.3297586039803752e-19;-8.345719139634897e-17;-0.0076110244322131855;-0.006937974709529171;-7.619787615993181e-5;0.0;0.1957785778205042;0.0;0.20653187222313718;0.019467780682727923;0.0008835420455203219;0.0
2.0;23.211662800599942;-1.3297516648253265e-19;-8.345954577375822e-17;-0.007594614167750316;-0.006922574304608868;-7.639745086780995e-5;0.0;0.19166288236282097;0.0;0.20666415466169186;0.019373497876671256;0.0008835420455177846;0.0
3.0;23.096098549929604;-1.329747859797891e-19;-8.34608367638021e-17;-0.00761827398186332;-0.006944469630003542;-7.65068897330046e-5;0.0;0.18882100057391207;0.0;0.2083341603506106;0.019294997985172438;0.0008246383631691384;0.0
4.0;22.852321983725552;-1.329739719858494e-19;-8.346359849514934e-17;-0.007665773977537172;-0.006988416572555356;-7.674099357808172e-5;0.0;0.18752779920005996;0.0;0.2061700829951104;0.019131115521919456;0.000824638363164572;0.0
5.0;22.4946625571982;-1.3297354853172497e-19;-8.346503518010312e-17;-0.007895113248850713;-0.007201383628133473;-7.68628333305939e-5;0.0;0.1901573659056911;0.0;0.20546668136762058;0.018882472046644443;0.0008246383631573918;0.0
6.0;23.6812257326031;-1.329771432514316e-19;-8.34528387376976e-17;-0.0075878707347161066;-0.006916750748601849;-7.582886624088636e-5;0.0;0.19701794591813762;0.0;0.21168375028124295;0.01968481475694731;0.0008835420455260125;0.0
7.0;21.130662744567584;-1.3298289775335127e-19;-8.34333127015268e-17;-0.010751555744332649;-0.009857451053700233;-7.417393835471974e-5;0.0;0.19958890977410493;0.0;0.21595904037109628;0.017592149467178107;0.012958625464804745;0.0
8.0;0.49101722290702554;-1.3298396574770812e-19;-8.342968857580069e-17;-0.025520535180098974;-0.02358216678779274;-7.386991839750398e-5;0.0;0.15213594447016066;0.0;0.17161300038853602;0.0005072313865977753;0.08944843182160515;0.0
9.0;-0.10775370135603168;-1.3299097812048726e-19;-8.340589101668577e-17;-0.02730712373156314;-0.02524377872960822;-7.185139899148281e-5;0.0;0.1481591901492461;0.0;0.1670321669264961;0.00041659263815432645;0.11918685858609201;0.0
10.0;-0.769249934046254;-1.3298807435825433e-19;-8.341574576050694e-17;-0.027635305439716172;-0.025547715625752417;-7.26880512271185e-5;0.0;0.14439546375317255;0.0;0.15482739907688414;0.00046486784437997734;0.1410336628749847;0.0
11.0;-1.3495612597160864;-1.3298472846218842e-19;-8.342710034051298e-17;-0.027743584986346437;-0.025647298650916243;-7.365161770274424e-5;0.0;0.13230416526948727;0.0;0.14660657680651387;0.0004383476863552258;0.1621137271140129;0.0
12.0;-1.9496341775471269;-1.32977839949594e-19;-8.345047483097483e-17;-0.027344791594608474;-0.025274802993393023;-7.563406690773372e-5;0.0;0.1244659791823937;0.0;0.1392721195401065;0.0005395595322574874;0.16900065381975687;0.0
13.0;-2.18230836908473;-1.3297512537844215e-19;-8.345968523426885e-17;-0.027183865068027155;-0.02512450830774688;-7.641491785507697e-5;0.0;0.12395569723840792;0.0;0.13977986079855928;0.0005803245696267353;0.16567890194702545;0.0
14.0;-2.160151165019901;-1.3297600037694316e-19;-8.34567164598642e-17;-0.027291012718740706;-0.025224299123234484;-7.616327471819681e-5;0.0;0.12046473691192015;0.0;0.1442867292040427;0.0005533755224416621;0.16661155769865413;0.0
15.0;-1.9570745037603547;-1.329753337734052e-19;-8.345897817741908e-17;-0.026979221446010924;-0.024934475923313455;-7.63548683267852e-5;0.0;0.11828665411836216;0.0;0.1480038517885209;0.000631638093835887;0.15993465348847624;0.0
16.0;-1.1980471048589223;-1.3297958589988748e-19;-8.344455066084259e-17;-0.02681850894334075;-0.0247864569376531;-7.513140463848984e-5;0.0;0.12266698534438748;0.0;0.15676001101711287;0.000671132509605626;0.14545441652752186;0.0
17.0;-0.3752431104802909;-1.329842635233481e-19;-8.342867809280501e-17;-0.026654767351303732;-0.024635751690909553;-7.378491825985025e-5;0.0;0.13362399692371665;0.0;0.16552904820720796;0.0007113073682898059;0.12445792228115267;0.0
18.0;-0.0104425621802271;-1.3298893646292244e-19;-8.34128200194113e-17;-0.026781914952701043;-0.024755379263435743;-7.243921615994685e-5;0.0;0.1433883062563693;0.0;0.17237288524954186;0.00032525283041889245;0.10713247544878993;0.0
19.0;7.264349338560972;-1.3298243595960078e-19;-8.343487972702707e-17;-0.01963581831474462;-0.01811404697137707;-7.430774565693349e-5;0.0;0.18760040658263027;0.0;0.21517359419065898;0.003696380136217031;0.04290884484263433;0.0
20.0;26.34980561946929;-1.329938665893943e-19;-8.339608763810987e-17;-0.007761327511881277;-0.007082424539726562;-7.101392415056183e-5;0.0;0.2179906282369013;0.0;0.24374719689914037;0.020454498210900583;0.003946487364803033;0.0
21.0;26.05141649245081;-1.329901194993796e-19;-8.340880504828354e-17;-0.007581522660712582;-0.006914258586988965;-7.209347612950881e-5;0.0;0.21363157807390704;0.0;0.24025239436468748;0.02061583178614931;0.002709529819570078;0.0
22.0;25.8841664422398;-1.3298580914542223e-19;-8.342343302930975e-17;-0.0071965381039880245;-0.006555324667214806;-7.333474090554789e-5;0.0;0.2080214249657834;0.0;0.23577557327738038;0.02089618426644991;0.0009424457279008973;0.0
