Year;EOM_avg;REC_y;CAP_CCGT_new;CAP_WindOffshore;CAP_SPP_coal;CAP_WindOnshore;CAP_Nuclear;CAP_Solar;CAP_OCGT;FS_CCGT_new;FS_WindOffshore;FS_SPP_coal;FS_WindOnshore;FS_Nuclear;FS_Solar;FS_OCGT
2021.0;170.35629094155453;1.455493079409319;153.0;12.708;49.44;164.87;78.48;110.84;11.39;298.50502250979594;27.51013231758485;433.0943999999995;288.6219235013827;687.4847999999996;126.15955034204879;0.0
2022.0;279.7091203800774;1.255086078290203;153.0;12.708;49.44;247.305;78.48;166.25999999999897;11.390000000000164;0.0;27.51013231758485;433.0943999999996;432.9328852520697;687.4847999999996;189.23932551299075;0.0
2023.0;205.6851440636297;1.2508051602747896;145.35;18.35599999999986;46.144000000000005;359.9661666666666;74.556;242.00066666666117;10.25100000000033;51.1610271926186;39.73685779204184;373.9398648926164;630.1578663113447;653.1105599999997;275.4483515799987;0.0
2024.0;129.66050209067254;1.2917612281046547;137.70000000000022;24.003999999999042;42.848000000000006;534.453583333333;70.632;234.61133333334897;9.1120000000005;0.0;51.963583266483646;294.24970709828693;935.6160686836294;617.2447387611594;267.037714890343;0.0
2025.0;70.04517264940644;1.408039780291012;130.0500000000004;23.29799999999949;39.552;637.5833115674468;66.708;227.22200000003153;7.973000000000704;0.0;50.43524258213422;183.91988932716833;1116.1552846301493;584.3620800000003;258.6270782006734;0.0
2026.0;67.31656947080279;1.5217464138939776;122.40000000000059;22.592000000000063;36.25599999999999;809.2829397084756;62.784000000000006;219.83266666674314;6.834000000000959;3.9005384077725287;48.906901897829265;159.46819965487177;1416.733175929572;549.9878400000006;250.2164415112769;0.0
2027.0;67.76809669147131;1.6249881518506704;114.75000000000081;21.88600000000079;32.96;798.2916063751965;58.86;232.8470615841992;5.695000000001285;16.632995583197385;47.3785612135338;174.66215256286907;1397.4917143629127;515.6135999999996;265.02959750881615;0.0
2028.0;65.12587425416203;1.7319159452253765;107.10000000000109;21.180000000001833;29.664;875.8157402041303;54.93599999999999;234.05067081299347;4.556000000001713;30.056553718079797;45.850220529207014;143.57550339019446;1533.2056988566637;481.2393599999998;266.3995614125101;0.0
2029.0;63.535518811649624;1.8336970194210918;99.45000000000142;20.474000000003542;26.368000000000002;947.3092518171259;51.012;226.66133748029196;3.4170000000023175;12.066543703501889;44.32187984487953;102.10203856526958;1658.362457755253;446.86512000000016;257.98892472366725;0.0
2030.0;64.01087575669436;1.9005035795729943;91.80000000000183;19.768000000007987;23.072000000000003;1018.6329582822291;47.088;219.2720041475749;2.278000000003275;16.2639107815096;42.79353916055699;84.39866515885213;1783.2219552454235;412.49088000000035;249.57828803481044;0.0
2031.0;65.10744642923258;2.579467338028485;84.15000000000236;24.813598613264716;19.776000000000003;1049.1907207518932;43.164000000000016;220.90822916935366;1.1390000000052949;31.968039896213483;53.716193037786255;36.501282066291786;1836.7164671753674;376.0660809021348;251.44066094161548;0.0
2032.0;68.32385798113398;2.514933769811932;76.50000000000301;34.34459861325453;16.480000000000004;1064.7942299206609;39.24000000000003;213.51889583637603;1.0118588701084112;73.51915656725761;74.34879227596863;6.622301989132696;1864.0320177889535;343.7423999998617;243.0300242526021;0.0
2033.0;69.65590238975157;2.3879986128315873;68.85000000000394;46.3983979198759;13.184000000000005;1067.9103113274302;35.31600000000005;218.7336805731493;2.0872883051592503;147.08782729997546;100.44271845276194;5.935283681795764;1869.4870393781034;309.36815995404805;248.96556103995425;0.0
2034.0;71.33439512420625;2.2643969414697054;61.20000000000539;63.217697226485335;9.888000000000005;1071.0825132978352;31.392000000000067;234.46582266331913;3.1309324577367272;203.98374519155416;136.85294424860425;2.50658681056766;1873.150709058384;273.81282535983894;266.8720927251631;1.662185072497082e-11
2035.0;76.28468581633;2.2662551134043163;53.55000000000817;71.45327851473823;6.5920000000000085;1060.0911799645944;27.468000000000085;256.9711505869418;4.696398686603281;184.75146104436837;154.68123595083426;4.555050435108465;1855.2602592471942;240.35459424564996;292.4879538866958;1.3282277816073047
2036.0;80.30797908722889;2.190448984415646;45.900000000017236;84.8594729034038;3.296000000000014;1049.0998466312722;23.54400000000012;276.5184686447975;7.044598029903202;145.19255180315696;183.70281145502486;3.4723355766103716;1832.084429003446;205.87027908427928;314.73696919306127;7.612724583286115
2037.0;88.13200047364731;2.242889721741957;38.25000001851422;84.15347290343217;4.09429414426915e-13;1038.1085132979429;19.620000000000164;299.0997815545196;10.566897044852805;143.5568606006253;182.17447077075676;1.289089296428703e-12;1786.4290097986702;171.87119999974047;340.43931746812586;15.156883997860303
2038.0;94.94036303065408;2.309574317237779;30.60000001858828;83.44747290344046;4.725692241390824e-13;1038.1085132979683;15.696000000000222;317.1960623666841;15.850345567276452;136.76791819456244;180.64613008642388;1.4627082056572216e-12;1754.0597257146992;132.2043330550413;361.0367430374366;29.949086049158133
2039.0;95.90623134305048;2.3742594140762177;22.950000018598484;82.74147290346505;5.119499375639735e-13;1049.7899183611084;11.77200000000031;327.60769149247744;23.775518350909486;102.21764929565849;179.11778940116304;1.4929952584003157e-12;1748.348331197899;93.05335930985744;372.88739667147684;45.709758589790766
2040.0;92.6596473667642;2.3531735682998707;15.300000018607516;87.84727605383088;5.430118828382418e-13;1058.840904700239;7.848000000000462;338.4103828416305;35.66327752634889;64.26702791064653;187.51772273663576;1.374409913740695e-12;1739.3057757579052;60.431117719247084;385.1831624872655;60.47735960884464
