Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak
1.0;104.78086298251182;1.0674557779568152e-12;1.1818249098862782e-11
2.0;36.66998510508273;3.052568865045588e-12;3.376098160888288e-11
3.0;2.764936618508395e-6;1.5565402672015317e-5;1.548725306872783e-5
4.0;2.9181652591868785e-6;1.556050501751488e-5;1.548361461467287e-5
5.0;2.784347714447262e-6;1.5564781745644786e-5;1.5486791923243762e-5
6.0;3.325924182754425;3.3703238091338904e-11;3.6692389544441994e-10
7.0;148.3174726994619;7.540269641151138e-13;8.34952356707052e-12
8.0;171.8075592347337;6.50883936929264e-13;7.207786606385897e-12
9.0;110.87589517315105;1.0086598147080324e-12;1.1167639686549868e-11
10.0;45.7872680823531;2.443667705521186e-12;2.703528474956311e-11
11.0;7.897750680536737e-6;1.4547548955066644e-5;1.4759526974002576e-5
12.0;2.615658102425823e-6;1.5567069260552333e-5;1.548674227346649e-5
13.0;2.6155248812942547e-6;1.5567072025908517e-5;1.5486743427498145e-5
14.0;2.6155148062981466e-6;1.556707221762724e-5;1.5486743566140098e-5
15.0;2.6155343469419486e-6;1.5567071561170426e-5;1.5486743143823636e-5
16.0;2.6155982651548613e-6;1.556706956026198e-5;1.548674179920764e-5
17.0;2.615815115369431e-6;1.5567062930539542e-5;1.5486737306173503e-5
18.0;32.27947811179428;3.4677086005682125e-12;3.8343986682663093e-11
19.0;197.1366640852083;5.672508223588459e-13;6.281922776703167e-12
20.0;100.74571038402694;1.110264259231152e-12;1.2291922973638477e-11
21.0;2.2032595965386716e-6;1.5581289479025784e-5;1.549856757437274e-5
22.0;2.446797804568461e-6;1.5574599728695335e-5;1.549368460159993e-5
23.0;2.8744473965817307e-6;1.556286478852269e-5;1.5485685256779395e-5
24.0;2.87400835666188e-6;1.5562880977627015e-5;1.548570317497068e-5
25.0;1.6494031300940346e-6;1.537402294781061e-5;1.528421317148883e-5
26.0;1.8271981132622154e-6;1.536839282002811e-5;1.5279350223385595e-5
27.0;2.318865383042364e-6;1.5349219667028953e-5;1.52655258592004e-5
28.0;2.4880258103010452e-6;1.534426062133952e-5;1.526172110756068e-5
29.0;2.5079869057570334e-6;1.5343596290780318e-5;1.526126678901684e-5
30.0;2.7987204841729516e-6;1.5332009363292065e-5;1.5251716306710083e-5
31.0;38.061686064814964;3.23801853270149e-12;3.581131369480206e-11
32.0;49.130228139495024;2.5078629293470177e-12;2.774623274171152e-11
33.0;0.0002443424381914074;9.275343541315894e-6;1.3229130512179827e-5
34.0;0.008823322641713465;1.144406814681875e-8;1.702305927479201e-7
35.0;2.8009311464660806e-6;1.533183916337801e-5;1.5251408351903051e-5
36.0;2.7988818554659888e-6;1.5331886518225724e-5;1.5251437053803513e-5
37.0;1.981227988918188e-5;1.379734796376277e-5;1.4005593922112261e-5
38.0;1.4383780024889367e-5;1.382305010248438e-5;1.421177474950123e-5
39.0;2.800097322035775e-6;1.5331844314277723e-5;1.5251384059990294e-5
40.0;108.02912074431813;1.1400922506733108e-12;1.2622300108834761e-11
41.0;389.5783853467821;3.162400347790014e-13;3.502635026914794e-12
42.0;524.5958971797379;2.3481403934752243e-13;2.600877117682999e-12
43.0;459.10303518061545;2.6833642027542747e-13;2.9721320030175926e-12
44.0;287.839096802699;4.279780476221268e-13;4.739965585056248e-12
45.0;46.35525072420589;2.6590601949870083e-12;2.941679898209973e-11
46.0;2.792313110244877e-6;1.533210444989898e-5;1.525159231985015e-5
47.0;2.79276617046818e-6;1.533209015100572e-5;1.5251595898672912e-5
48.0;2.0369510523856186e-6;1.5359738894641022e-5;1.5273367232611536e-5
