Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;1.6379044787589953e-14;1.7835130898702313e-17;4.564255658100472e-12;8.73092154347618e-12;0.0;0.0;0.0;0.0;0.00023724298970377168;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;6.6456334575200004e-15;5.402092968965386e-18;2.6493954166039986e-12;5.068156706031871e-12;0.0;0.0;0.0;0.0;0.00026349210666321487;0.0;0.0
2023.0;65.33333333333333;0.32666666666666666;0.12825000000105782;0.12825000000234654;8.903202023873124e-15;7.091747454378103e-18;7.137841754418321e-12;1.3666876949339183e-11;0.0;0.0;0.0;0.0;0.0003005687023470714;0.0;0.0
2024.0;60.66666666666668;0.30333333333333334;0.12150000000216077;0.12150000000474423;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0005867483312019993;0.0;0.0
2025.0;56.00000000000001;0.27999999999999997;0.11475000000328844;0.11475000000724052;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.00125951392904871;0.0;0.0
2026.0;51.33333333333334;0.25666666666666665;0.10800000000457725;0.10800000001006613;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0021821505220401645;0.0;0.0
2027.0;46.66666666666668;0.2333333333333333;0.10125000000604784;0.10125000001330008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0036655608759213055;0.0;0.0
2028.0;42.00000000000002;0.21;0.09450000000773041;0.09450000001699566;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.005810914394340439;0.0;0.0
2029.0;37.33333333333336;0.18666666666666665;0.08775000000966136;0.08775000002123544;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.008870213603849505;0.0;0.0
2030.0;32.66666666666669;0.16333333333333336;0.0810000000118952;0.08100000002613321;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.013036118687706958;0.0;0.0
2031.0;28.00000000000004;0.14;0.07425000001448324;0.0742500000318109;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.018987628627374867;0.0;0.0
2032.0;23.33333333333338;0.11666666666666668;0.06750000001745578;0.06750000003833555;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.026702009094240534;0.0;0.0
2033.0;18.66666666666673;0.09333333333333335;0.060750000020886125;0.06075000004585914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.03632584759676848;0.0;0.0
2034.0;14.000000000000076;0.07000000000000002;0.054000000025133825;0.05400000005516299;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.04828187003962276;0.0;0.0
2035.0;9.333333333333435;0.046666666666666703;0.047250000030488334;0.047250000066838875;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.06260574449683308;0.0;0.0
2036.0;4.666666666666812;0.023333333333333383;0.040500000037402145;0.04050000008177967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07951495790698004;0.0;0.0
2037.0;2.476974060350653e-13;6.762960804519355e-17;0.03375000004656996;0.03375000010142087;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09907068635988166;0.0;0.0
2038.0;2.548096423982566e-13;9.478842224231503e-17;0.02700000005924828;0.027000000128284303;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.12150592823563273;0.0;0.0
2039.0;1.443581316123546e-12;1.3258186130430138e-16;0.02025000007793081;0.020250000167424148;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.14679775727520364;0.0;0.0
2040.0;1.5157754738180652e-12;1.8315242968030838e-16;0.013500000106784845;0.013500000231500348;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.17497698464846057;0.0;0.0
2041.0;2.157509231440539e-12;2.7148984665468192e-16;0.00675000020471404;0.006750000371036603;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.2061312403227208;0.0;0.0
2042.0;2.8403869715313547e-12;7.900695478246895e-16;6.225137329252273e-9;0.0007610615824475891;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.24042923046120004;0.0;0.0
2043.0;3.836902648285019e-12;9.338976601531105e-16;0.06218873888454264;0.0007610618272388105;0.0;0.0;0.005559284500917848;0.0;0.0;0.0;0.0;0.0;0.2780853260516294;0.0;0.0
2044.0;5.1846734421726386e-12;8.129318237537448e-15;0.06218873904711728;0.07587167579285227;1.131275776964636e-13;8.745674202503152e-16;0.010644938297130098;0.012986985621340852;0.0;0.0;0.0;0.0;0.3190941354011411;0.0;0.0
2045.0;6.956050085467747e-12;1.1605039363396515e-14;0.6840761271429232;0.0758716762464741;1.2570743461395751e-13;1.374375291391985e-15;0.11709508910316566;0.01298712949991559;0.0;0.0;0.0;0.0;0.3677336614078865;0.0;0.0
2046.0;9.210739771694229e-12;1.7237824259184603e-14;1.1811111763279554;0.8345884328164495;1.353960235942868e-13;1.7666228760850371e-15;0.1602440612841355;0.14285865331970218;0.0;0.0;0.0;0.0;0.4211093064916362;0.0;0.0
2047.0;1.1516719668835608e-11;2.566828530604643e-14;8.021872446051997;1.2932760270206312;1.590365136711034e-13;2.7932841877377334e-15;0.9461920609918926;0.10762815270905114;0.0;0.0;0.0;0.0;0.4683030804969434;0.0;0.0
2048.0;1.2188885935070634e-11;3.1179516545707467e-14;19.832984207623674;9.639160351976486;1.8868446545197237e-13;6.492876977770311e-15;2.7211730420340037;0.7832693251250625;0.0;0.0;0.0;0.0;0.4712467150611036;0.0;0.0
2049.0;1.2521207052669476e-11;3.19061749543104e-14;21.008489456262357;22.57192060912881;1.9745905688048198e-13;6.669822765073864e-15;5.142113218384638;3.6661801962552976;0.0;0.0;0.0;0.0;0.44954324307552007;0.0;0.0
2050.0;1.2518328701637369e-11;3.1904689720711505e-14;21.008489456260126;22.571920609123907;0.0;0.0;1.8967105247319909;1.4777528561552613;0.0;0.0;0.0;0.0;0.5198103403888431;0.0;0.0
