Hour;EOM_price;PROD_Alkaline_base;PROD_Alkaline_peak
1.0;115.58011535606377;2.1840947818541657e-13;8.658755061014132e-13
2.0;50.73164834350639;4.979079706217458e-13;1.973710842287661e-12
3.0;-1.5712119157978297e-6;1.5330609743085643e-5;1.527211213052809e-5
4.0;-1.3077844907604205e-6;1.5325632596416385e-5;1.526765222683343e-5
5.0;-1.9215782550777847e-6;1.5336966641385998e-5;1.527804633301705e-5
6.0;9.434811780946461;2.679965214270032e-12;1.0614105621039152e-11
7.0;157.89058631880286;1.5986176990162817e-13;6.337805048274196e-13
8.0;180.1943722882624;1.400632198643837e-13;5.552925351946731e-13
9.0;119.20928635875919;2.117309545284981e-13;8.394010414840484e-13
10.0;62.598187633298075;4.0332498474530963e-13;1.5988451433216154e-12
11.0;-7.044944183115816e-8;1.5303372466620703e-5;1.5247681925573226e-5
12.0;-7.899778469595532e-8;1.5303531976287436e-5;1.5247836999269102e-5
13.0;-7.917705452749062e-8;1.5303535021591736e-5;1.5247840540398553e-5
14.0;-7.919497299772773e-8;1.530353539452359e-5;1.5247840865905278e-5
15.0;-7.90939346872436e-8;1.530353374397969e-5;1.524783900469604e-5
16.0;-7.879192252206973e-8;1.530352868809089e-5;1.5247833462399096e-5
17.0;-7.769888233162196e-8;1.530351001664287e-5;1.52478135521431e-5
18.0;44.448844700497965;5.682757850290173e-13;2.252584249855317e-12
19.0;204.73837509429396;1.2327136684043853e-13;4.88723115420478e-13
20.0;113.74042347467163;2.219533711950219e-13;8.799238622791932e-13
21.0;2.2547254535149365e-7;1.5297934864669147e-5;1.5241981044199755e-5
22.0;-1.4554148655145919e-6;1.5328473800551344e-5;1.5270230090925674e-5
23.0;-1.2284992618626795e-6;1.5324125363277428e-5;1.5266237425413754e-5
24.0;-1.2319584093372104e-6;1.5324198275663775e-5;1.5266296547528632e-5
25.0;-1.1418017158618933e-5;1.5309082087464063e-5;1.5205913553313851e-5
26.0;-3.036159031052813e-6;1.5161290835924694e-5;1.507373353681129e-5
27.0;-1.8470302824388956e-6;1.5137607774385508e-5;1.5053436577150728e-5
28.0;-1.6695265247836943e-6;1.5132024570927004e-5;1.5048042161361886e-5
29.0;-1.918322890171338e-6;1.5136475948905854e-5;1.505181091425713e-5
30.0;-3.420980637480609e-7;1.5111491514286242e-5;1.502701745083157e-5
31.0;48.398747485180074;5.746978707275309e-13;2.278036886964737e-12
32.0;56.82846675791629;4.893260001550948e-13;1.939700198153006e-12
33.0;9.990316947529541;2.78400997816767e-12;1.1025866177590447e-11
34.0;9.975802146797808;2.7891217980457353e-12;1.104609092019845e-11
35.0;3.6108436210760497;7.774131948775545e-12;3.0755672129414515e-11
36.0;-1.2164464434614677e-7;1.5107407210458934e-5;1.5023304030477689e-5
37.0;-1.1837871374462679e-7;1.5107325853822377e-5;1.5023251271354663e-5
38.0;-1.2036984377904174e-7;1.510737550331026e-5;1.5023283749442828e-5
39.0;2.920409306575196;9.636481935016074e-12;3.81181762045765e-11
40.0;125.07639188413368;2.2221662369507362e-13;8.809676872873721e-13
41.0;327.4064132956021;8.491465940867273e-14;3.366588922689463e-13
42.0;458.01472906007166;6.069309328678268e-14;2.406306260617432e-13
43.0;394.7726912648979;7.042315466716367e-14;2.792064287900264e-13
44.0;238.52759061261065;1.1655516094697253e-13;4.620972847689326e-13
45.0;61.139732365563816;4.549635837683754e-13;1.8035120260557573e-12
46.0;-1.4139250628865968e-7;1.5107803112634453e-5;1.5023649336310561e-5
47.0;-3.442932143304072e-7;1.5111713166050726e-5;1.5027319773000678e-5
48.0;-2.348834906713149e-6;1.5148164525160463e-5;1.5063859205724998e-5
