Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_CAP_Import;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;CN_PROD_Import;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;1.6723998708548192e-12;3.479062903712859e-11;2.690223241115789e-5;6.990045209908037e-13;1.7675383549308599;0.0;0.0;0.0;0.0;0.0;0.0;0.1516939875688153;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;2.3484125932121646e-13;9.72329125639472e-12;1.2802218277966391e-5;3.317984507719778e-13;1.9643911694808949;0.0;0.0;0.0;0.0;0.0;0.0;0.16854140764420558;0.0;0.0
2023.0;65.33333333333343;0.3266666666725209;1.4782485933292777;1.4782499999999665;4.0477038847372746e-13;1.6992383051784544e-11;5.182133648535762e-5;1.107501723575525e-12;2.1612439840384057;0.0;0.0;0.0;0.0;0.0;0.0;0.18538869131834976;0.0;0.0
2024.0;60.66666666666687;0.3033333333453386;2.8214908503554077;2.821499999999774;1.0661617712838903e-12;2.665124643392145e-11;0.16943954028121613;0.16938303856569276;2.4692006920238665;0.0;0.0;0.0;0.0;0.0;0.0;0.19664907379234622;0.0;0.0
2025.0;56.0000000000003;0.2800000000184441;17.66470972560015;17.66474999999904;1.8144427230723887e-12;4.186905580655714e-11;1.938209041787875;1.8170856275614824;2.297819378042927;0.0;0.0;0.0;0.0;0.0;0.0;0.17955963341264103;0.0;0.0
2026.0;51.33333333333376;0.2566666666994366;22.1028972959077;27.34821398516073;7.184788155892278e-13;2.5489883566026925e-11;5.240479828664767;6.055393463500979;1.391191575842135;0.0;0.0;0.0;0.0;0.0;0.0;0.12949997028087243;0.0;0.0
2027.0;46.666666666667254;1.5125191488081366;24.42892660512223;27.946041840459145;1.4161978116893486e-12;0.4015050830336733;5.95527923764557;6.400129863255378;1.2572042257210316;0.0;0.0;0.0;0.0;0.0;0.0;0.10935343442701849;0.0;0.0
2028.0;42.00000000000078;1.4891858154949638;76.81700632311883;85.55681992629304;1.5849434608164276e-12;0.39531114366407516;6.863731933720581;6.770924574361546;1.3428673847441968;0.0;0.0;0.0;0.0;0.0;0.0;0.10687085501441733;0.0;0.0
2029.0;37.333333333334316;1.4658524821684025;76.8103141212511;85.55006992629531;0.34888353772722525;0.38911720429389923;6.926766059316671;6.807087432457511;1.5282095030086555;0.0;0.0;0.0;0.0;0.0;0.0;0.11146161119098226;0.0;0.0
2030.0;32.666666666667886;1.442519148838561;845.0408882983486;941.1790191892165;0.0;0.0;179.38103855871415;176.68941377905702;47.283392900048156;0.0;0.0;0.0;179.3810385446758;176.68941377905688;47.283392900048106;-5.574356164842715;55.38516136565911;0.0
2031.0;28.000000000001503;1.4191858155096824;845.0341782010635;941.1722691892177;0.0;0.0;178.183232435844;175.6971530506385;50.033271553300814;0.0;0.0;0.0;178.18323242158257;175.6971530506391;50.03327155330082;-5.578502881654121;55.09147071397384;0.0
2032.0;23.333333333335183;1.3958524821817653;845.027453564515;941.1655191892183;0.0;0.0;176.06515403694368;173.65275312440474;53.77734178729094;0.0;0.0;0.0;176.06515402254854;173.65275312440508;53.77734178729097;-5.568399300412698;54.94008781979595;0.0
2033.0;18.666666666668956;1.3725191488552702;845.0207235542445;941.1587691892189;0.0;0.0;173.95119943490172;171.58984315857725;57.80317345341956;0.0;0.0;0.0;173.9511994203704;171.58984315857714;57.80317345341959;-5.557073907687009;54.800745751763955;0.0
2034.0;14.000000000002865;1.3491858155309324;845.0139908831003;941.1520191892193;0.0;0.0;171.83092177474882;169.5108332317002;61.99601186661966;0.0;0.0;0.0;171.83092176008796;169.5108332317;61.99601186661968;-5.545814366123907;54.660661640509616;0.0
2035.0;9.333333333337006;1.3258524822102125;845.007256623576;941.1452691892198;0.0;0.0;169.7564458437091;167.477672355037;66.24251837390996;0.0;0.0;0.0;169.756445828922;167.47767235503696;66.24251837390993;-5.535679385981276;54.508012292024326;0.0
2036.0;4.666666666671604;1.3025191488967633;845.0005214887622;941.1385191892203;0.0;0.0;167.70758267536942;165.48484292207405;70.48425034801424;0.0;0.0;0.0;167.7075826604689;165.48484292207317;70.48425034801424;-5.5267924092184675;54.34427125050819;0.0
2037.0;7.597015413805742e-12;1.2791858156051863;844.9937859504116;941.131769189221;0.0;0.0;165.6004915359346;163.42466106061667;74.7559002773903;0.0;0.0;0.0;165.60049152093592;163.42466106061593;74.75590027739032;-5.517621701989663;54.182871535020396;0.0
2038.0;1.5073638028666476;3.2834686028460833;844.9870511428954;941.1250191892217;0.0;0.0;163.55708523399488;161.41574302721818;79.00800105159104;0.0;0.0;0.0;163.55708521890108;161.41574302721827;79.00800105159101;-5.508810968890575;54.017134658165666;0.0
2039.0;1.507363802869584;3.2834686028921674;844.9803184945629;941.1182691892225;0.0;0.0;161.60033672904314;159.48194238491052;83.30312650278181;0.0;0.0;0.0;161.60033671385378;159.4819423849104;83.30312650278182;-5.499577505057669;53.856259025122675;0.0
2040.0;16.58100183152385;36.11815463116136;844.9735877238539;941.1115191892234;4.401502304340137;9.587728319832076;7.917106886939747;7.527657182594523;3.721444400438202;0.0;0.0;0.0;0.0;0.0;0.0;0.10594530219400666;0.0;0.0
