Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_CAP_Import;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;CN_PROD_Import;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2041.0;18.031564112738558;37.637202571634205;844.9668609624866;941.1047691892244;4.786560655342746;9.990966500225237;8.10946694973502;7.7232797066208985;4.057514529496993;0.0;0.0;0.0;0.0;0.0;0.0;0.10619919132241633;0.0;0.0
2042.0;19.25912000847653;39.051456345853396;844.9601380796;941.0980191892256;5.112420947660662;10.366386592935516;8.33345240579239;7.951390859662662;4.422673809297507;0.0;0.0;0.0;0.0;0.0;0.0;0.10662591578846584;0.0;0.0
2043.0;20.481800895060786;40.44144764552201;843.6101713239848;939.7480191892271;5.4369871466388275;10.735366101480379;8.569732367350877;8.188168378241;4.8150614248604455;0.0;0.0;0.0;0.0;0.0;0.0;0.10711435277449617;0.0;0.0
2044.0;21.758536404163117;41.86808813835551;842.2602197358801;938.3980191892291;5.775902390866358;11.114074304924209;8.791278479773348;8.410499372782207;5.241581594404382;0.0;0.0;0.0;0.0;0.0;0.0;0.10782234820587647;0.0;0.0
2045.0;22.981486246470993;43.22531942789453;827.4103042876703;923.5480191892323;6.100539985361979;11.474357519840977;9.025363504124382;8.651579474809282;5.684040493077535;0.0;0.0;0.0;0.0;0.0;0.0;0.1084898309555399;0.0;0.0
2046.0;24.152940259293132;44.517033110306485;822.9654397607176;913.8578052040739;6.411507777847444;11.817248788119743;9.239447028830316;8.865305213429819;6.139672814140092;0.0;0.0;0.0;0.0;0.0;0.0;0.1093144916353949;0.0;0.0
2047.0;25.363267279864484;45.835037672946946;820.6327670063071;913.2532273487802;6.732794586934047;12.16711909003718;9.433035447354218;9.056133341285785;6.619260045702521;0.0;0.0;0.0;0.0;0.0;0.0;0.11033469856988642;0.0;0.0
2048.0;26.477621698136065;47.045781283775426;768.2381116885592;855.6356992629542;7.0286050324994065;12.488516484720563;9.652080636676311;9.27502719959219;7.09986670850694;0.0;0.0;0.0;0.0;0.0;0.0;0.11122121308186862;0.0;0.0
2049.0;27.62871446497058;48.28313742385381;768.2384324517063;855.6356992629688;7.334167839681506;12.816978296229083;9.853843283369393;9.471425094123433;7.602055516735798;0.0;0.0;0.0;0.0;0.0;0.0;0.11231674834407883;0.0;0.0
2050.0;28.36260661065257;49.54300890233814;49.71180493926728;52.75435787714085;7.528982845725109;13.151416906945846;10.053354623144168;9.700780753161748;8.157368401748892;0.0;0.0;0.0;0.0;0.0;0.0;0.11411878964365406;0.0;0.0
2051.0;28.36260661067616;49.54300890967127;50.77578878723026;53.995921659012154;7.528982845690966;13.151416900510139;9.945924240529733;9.593078014416994;8.43540191301936;0.0;0.0;0.0;0.0;0.0;0.0;0.11213746894387698;0.0;0.0
2052.0;28.362606610677663;48.80839987049324;51.746206923513526;54.6468696606286;7.528982845463843;12.956411600143461;9.897957937231446;9.54403306505622;8.762638632758799;0.0;0.0;0.0;0.0;0.0;0.0;0.1111623122656052;0.0;0.0
2053.0;28.36260661068171;48.80839987201386;52.886895701094886;54.86920968748696;7.499370447946583;12.95641155814569;9.800957826288396;9.45253374342511;9.031634865251505;0.0;0.0;0.0;0.0;0.0;0.0;0.1096435057273998;0.0;0.0
2054.0;28.362606610697664;48.80839990845813;54.58605606844308;55.79834572039741;7.436145306527426;12.95641161139776;9.704946382149462;9.35148679900606;9.304256338144052;0.0;0.0;0.0;0.0;0.0;0.0;0.1085675461770479;0.0;0.0
2055.0;28.362606610717187;48.80839990959416;60.371508207259524;60.454928379446926;7.423597722869125;12.956411611368575;9.552992598401458;9.188696440049371;9.603451189807231;0.0;0.0;0.0;0.0;0.0;0.0;0.10820184354290718;0.0;0.0
2056.0;28.362606610732357;48.80839990964373;62.69932113853517;62.058877554618896;7.358526516212324;12.956411574013401;9.479919676160964;9.11403815350848;9.841185258831421;0.0;0.0;0.0;0.0;0.0;0.0;0.107150318920744;0.0;0.0
2057.0;28.36260661074762;48.808399909747024;62.76486633738183;62.058877554931065;7.294068008798961;12.905148774091538;9.452701900864376;9.089083554906967;10.06118184251336;0.0;0.0;0.0;0.0;0.0;0.0;0.10605734809456135;0.0;0.0
2058.0;28.36260661076352;48.808399909882695;62.892102122569895;62.05887755541935;7.243809771570455;12.861287794087986;9.411997608476538;9.050411022198189;10.276396631612409;0.0;0.0;0.0;0.0;0.0;0.0;0.10518219875728226;0.0;0.0
2059.0;28.36260661077913;48.80839991006848;62.97055675187427;62.32957814607016;7.198924461098482;12.820465009752615;9.36725340822393;9.005660675668736;10.476276856668058;0.0;0.0;0.0;0.0;0.0;0.0;0.10439232872131436;0.0;0.0
2060.0;28.36260661077832;48.80839991005587;62.97053752258316;62.32957814606928;7.17609823842066;12.802534589138805;9.255022161689098;8.889482479385764;10.692721766281917;0.0;0.0;0.0;0.0;0.0;0.0;0.10422599469798191;0.0;0.0
