Year;CAP_SMR;CAP_SMRCCS;CAP_Alkaline_base;CAP_Alkaline_peak;PROD_SMR;PROD_SMRCCS;PROD_Alkaline_base;PROD_Alkaline_peak;IMPORT_Import;CN_CAP_Alkaline_base;CN_CAP_Alkaline_peak;CN_PROD_Alkaline_base;CN_PROD_Alkaline_peak;PriceH2;PremiumH2CN_prod;PremiumH2CN_cap
2021.0;70.0;0.35;0.135;0.135;2.735587297527265e-17;2.1381174899423897e-14;1.2993099683518747e-11;8.728793028487786e-13;329.9999999999389;0.0;0.0;0.0;0.0;0.16446370308340738;0.0;0.0
2022.0;70.0;0.35;0.135;0.135;1.2050402768359035e-17;1.315420060131384e-14;6.550327403097416e-12;4.401771733144345e-13;366.666666666626;0.0;0.0;0.0;0.0;0.18273744787051266;0.0;0.0
2023.0;65.33333333333333;0.3266666666666906;0.1282500000029;0.12825000000025022;1.4061835927067872e-17;1.608475035307524e-14;1.7472615685258756e-11;1.1728878620072546e-12;403.33333333325515;0.0;0.0;0.0;0.0;0.2010111926575621;0.0;0.0
2024.0;60.66666666666667;0.30333333333336343;0.1215000000059069;0.12150000000053107;1.871466162477219e-17;1.8820227581990112e-14;8.932222191501714e-11;5.775998171723341e-12;439.9999999995173;0.0;0.0;0.0;0.0;0.21928493744149508;0.0;0.0
2025.0;56.0;0.2800000000000353;0.11475000000902866;0.11475000000081483;2.6028262764334815e-17;2.1239339701161148e-14;4.5597809020922126e-10;2.914102371897081e-11;476.66666666426784;0.0;0.0;0.0;0.0;0.23755868221382814;0.0;0.0
2026.0;51.33333333333333;0.25666666666670995;0.10800000001266313;0.10800000000113553;3.891549955787491e-17;2.234447895855067e-14;6.954192532958147e-10;4.424647180148831e-11;513.3333333253256;0.0;0.0;0.0;0.0;0.25583242689824864;0.0;0.0
2027.0;46.666666666666664;0.23333333333338424;0.10125000001691803;0.10125000000149997;7.423965254878381e-17;2.235743396347882e-14;5.661660337474988e-10;3.587111947110826e-11;549.9999999700564;0.0;0.0;0.0;0.0;0.27410617116158753;0.0;0.0
2028.0;42.0;0.21000000000005997;0.09450000002193105;0.09450000000195172;8.309955721990487e-17;2.3280579788917532e-14;7.697495309265428e-10;4.8673965518082527e-11;586.6666665394246;0.0;0.0;0.0;0.0;0.2923799134481884;0.0;0.0
2029.0;37.333333333333336;0.18666666666673917;0.0877500000278792;0.08775000000270641;9.293346782372012e-17;2.49234443558078e-14;1.1377187501245425e-9;7.191156684697599e-11;623.3333328648839;0.0;0.0;0.0;0.0;0.3106536484904715;0.0;0.0
2030.0;32.666666666666664;0.1633333333334237;0.08100000003508549;0.08100000000364165;1.0404251234617528e-16;2.756266838264109e-14;1.4776354864319532e-9;9.364380189787488e-11;659.9999984724755;0.0;0.0;0.0;0.0;0.3289273597044443;0.0;0.0
2031.0;28.0;0.14000000000012655;0.07425000004388725;0.07425000000500512;1.1497478302160836e-16;3.0916666396675156e-14;2.298349169373302e-9;1.4515310017473086e-10;709.499995784572;0.0;0.0;0.0;0.0;0.3535968203648142;0.0;0.0
2032.0;23.333333333333332;0.11666666666691407;0.06750000005466675;0.0675000000064139;1.2681373829827002e-16;3.544125763562971e-14;0.0011378969647266816;0.0011378945720217591;758.9248884062996;0.0;0.0;0.0;0.0;0.3782286988540662;0.0;0.0
2033.0;18.666666666666668;0.09333333333368561;0.06075000006793968;0.06075000000898786;1.3963454165332354e-16;4.1242016674332753e-14;0.0013762820313321781;0.0013762783688751128;808.4091407569579;0.0;0.0;0.0;0.0;0.40288979232335503;0.0;0.0
2034.0;14.0;0.07000000000086848;0.05400000008659833;0.05400000001467607;1.5355750041167947e-16;5.069170085117102e-14;0.0021336801647751794;0.0021336742985601925;857.8591254987051;0.0;0.0;0.0;0.0;0.4275331208398999;0.0;0.0
