scen_number;sensitivity;n_iter;walltime;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap;Beta;EUA_2021;CumulativeEmissions;TotalCost
1;ref;267;95.73862756653337;16.087092766464316;1.0530848879458183;1.8901408005449987;3.5380155917255807;7.449894867945807;0.0;0.0;11.064978066326427;1.4456652262000569;5.3470677850785835;5.292754812042111;0.0;0.0;0.5638585581401186;88.70826477821761;11425.365543709804;2.0294661801198665e6
2;ref;282;20.17123067415001;16.368574064671975;1.0668749000249789;1.8777059394109679;4.453409505784775;5.432809479148464;0.004837393687305509;0.0;11.06568967509489;1.089228239913841;5.568902551865808;4.104563720714172;0.008292076767938951;0.0;0.5638585581401186;89.79016666006217;11420.714270391512;2.030034838768137e6
3;ref;283;19.020473340716674;16.188282049940234;0.7637461281815621;1.8743344706268013;5.314387172341451;5.587272212182069;0.03353294497829213;0.0;9.894416703014246;1.0050822894281073;6.418526205417917;3.4227399820406283;0.01754382517512283;0.0;0.5638585581401186;90.54761692326858;11391.707745022211;2.0330633120664214e6
4;ref;282;18.622447729600008;16.368574064671975;1.0668749000249789;1.8777059394109679;4.453409505784775;5.432809479148464;0.004837393687305509;0.0;11.06568967509489;1.089228239913841;5.568902551865808;4.104563720714172;0.008292076767938951;0.0;0.5638585581401186;89.79016666006217;11420.714270391512;2.030034838768137e6
5;ref;282;20.000107929983344;16.368574064671975;1.0668749000249789;1.8777059394109679;4.453409505784775;5.432809479148464;0.004837393687305509;0.0;11.06568967509489;1.089228239913841;5.568902551865808;4.104563720714172;0.008292076767938951;0.0;0.5638585581401186;89.79016666006217;11420.714270391512;2.030034838768137e6
6;ref;282;19.991866461016677;16.368574064671975;1.0668749000249789;1.8777059394109679;4.453409505784775;5.432809479148464;0.004837393687305509;0.0;11.06568967509489;1.089228239913841;5.568902551865808;4.104563720714172;0.008292076767938951;0.0;0.5638585581401186;89.79016666006217;11420.714270391512;2.030034838768137e6
7;ref;282;19.155291000766677;16.2935832616018;0.9571041978261132;1.8640459435677044;3.1665383411955674;5.4944646233706225;0.0;0.0018204395363801643;11.399680457972808;1.1917161192743801;5.325583152553266;4.1192605628287;0.0;0.003998717427379765;0.5638585581401186;89.64876537946505;11419.241388803834;2.0295565401967207e6
8;ref;282;19.674075353216676;16.293560544434605;0.9572014203920429;1.8640450806085984;3.1665390292793765;5.494454059172691;0.0;0.0018204395384517446;11.399690056104065;1.1917180894138883;5.325585097352773;4.119262123881554;0.0;0.00399871731903051;0.5638585581401186;89.64878358763457;11419.240969884964;2.0295567609002718e6
9;ref;282;20.081353540950012;16.2935832616018;0.9571041978261132;1.8640459435677044;3.1665383411955674;5.4944646233706225;0.0;0.0018204395363801643;11.399680457972808;1.1917161192743801;5.325583152553266;4.1192605628287;0.0;0.003998717427379765;0.5638585581401186;89.64876537946505;11419.241388803834;2.0295565401967207e6
10;ref;282;22.092312548966678;16.2935832616018;0.9571041978261132;1.8640459435677044;3.1665383411955674;5.4944646233706225;0.0;0.0018204395363801643;11.399680457972808;1.1917161192743801;5.325583152553266;4.1192605628287;0.0;0.003998717427379765;0.5638585581401186;89.64876537946505;11419.241388803834;2.0295565401967207e6
11;ref;282;18.845330333516678;16.2935832616018;0.9571041978261132;1.8640459435677044;3.1665383411955674;5.4944646233706225;0.0;0.0018204395363801643;11.399680457972808;1.1917161192743801;5.325583152553266;4.1192605628287;0.0;0.003998717427379765;0.5638585581401186;89.64876537946505;11419.241388803834;2.0295565401967207e6
12;ref;282;19.49823371063334;16.3685898181883;1.0669419436867775;1.8777046533448767;4.453394135045773;5.432816320127915;0.0048350369082163;0.0018204395382244007;11.065726912496913;1.0893272662535662;5.568902984369537;4.104565045081485;0.00835737938680867;0.003998717503059016;0.5638585581401186;89.79016296764878;11420.714234818117;2.0300360369159365e6
13;ref;283;19.813322351483343;16.188298035702815;0.7637576271881001;1.8743335121985978;5.31438601340024;5.5872798357978715;0.03353301488242506;0.0018654181498275327;9.89439407813951;1.0049983407160261;6.41852692518054;3.4227406536123133;0.017543386352188307;0.001983633718888585;0.5638585581401186;90.54761060279031;11391.708013211379;2.0330629158887784e6
14;ref;282;18.983472077866676;16.3685898181883;1.0669419436867775;1.8777046533448767;4.453394135045773;5.432816320127915;0.0048350369082163;0.0018204395382244007;11.065726912496913;1.0893272662535662;5.568902984369537;4.104565045081485;0.00835737938680867;0.003998717503059016;0.5638585581401186;89.79016296764878;11420.714234818117;2.0300360369159365e6
15;ref;282;19.324071102233344;16.3685898181883;1.0669419436867775;1.8777046533448767;4.453394135045773;5.432816320127915;0.0048350369082163;0.0018204395382244007;11.065726912496913;1.0893272662535662;5.568902984369537;4.104565045081485;0.00835737938680867;0.003998717503059016;0.5638585581401186;89.79016296764878;11420.714234818117;2.0300360369159365e6
16;ref;282;18.44466459320001;16.3685898181883;1.0669419436867775;1.8777046533448767;4.453394135045773;5.432816320127915;0.0048350369082163;0.0018204395382244007;11.065726912496913;1.0893272662535662;5.568902984369537;4.104565045081485;0.00835737938680867;0.003998717503059016;0.5638585581401186;89.79016296764878;11420.714234818117;2.0300360369159365e6
