Year;EOM_avg;REC_y;CAP_Solar;CAP_ICE;CAP_SPP_lignite_old;CAP_WindOffshore;CAP_SPP_lignite_new;CAP_WindOnshore;CAP_Nuclear;CAP_CCGT_old;CAP_SPP_coal_new;CAP_SPP_gas;CAP_CCGT_new;CAP_SPP_coal_old;CAP_OCGT;FS_Solar;FS_ICE;FS_SPP_lignite_old;FS_WindOffshore;FS_SPP_lignite_new;FS_WindOnshore;FS_Nuclear;FS_CCGT_old;FS_SPP_coal_new;FS_SPP_gas;FS_CCGT_new;FS_SPP_coal_old;FS_OCGT
2017.0;81.33291402105993;NaN;106.038;17.3094;34.0592;15.78;1.7926999999999997;153.539;94.72480000000002;32.29575;16.10495;6.43365;129.1847;37.894;5.5896;60.772499999999994;1.36757519117513e-12;76.34560681060036;33.034325;11.778039000055323;284.659485;829.7892480000003;190.65357392163585;101.2207957739958;8.45856364282045e-12;1047.7980112202338;1.5241753057085415e-10;4.532184579469402
2018.0;59.99582116353949;NaN;99.80047058824104;13.847520000000017;32.35624;14.903333333333366;1.732943333333333;535.5133068324856;90.93580800000001;30.142699999999994;15.56811833333333;6.1119674999999996;122.725465;35.9993;4.471680000003191;57.19764705741987;0.0;3.3046834489053715e-11;31.199084722187663;5.060194533520074;992.8353195838038;777.57351312353;23.774998444717127;36.43094691117444;2.6354752015943422e-12;724.0397438877054;6.505188676353226e-12;5.31531438150329e-10
2019.0;64.11794218673293;NaN;93.5629411764823;10.38564000000004;30.653279999999995;14.026666666666735;1.6731866666666666;526.4816009501337;87.14681600000002;27.98965;15.031286666666666;5.790285;116.26623000000001;34.1046;3.3537600000067327;53.62279411630135;0.0;3.5361949474441325;29.363844444411292;7.93927073312155;976.0906439955716;754.4067154566856;48.561799661027166;48.246195606012066;5.054497329887424e-12;728.8872223518601;1.368183548463179e-11;8.139378903974098e-10
2020.0;76.63631767347063;-9.872114125438834e-7;87.3254117647236;6.923760000000063;28.950319999999998;13.150000000000107;1.61343;517.4498950677812;83.35782400000001;25.8366;14.494454999999999;5.4686025;109.80699499999999;32.2099;2.2358400000108065;50.04794117546805;5.786196404669817e-13;20.917194404520664;27.52860416664196;9.422431199899368;959.3459684073445;729.7392969232328;73.74124694529242;79.35714111876237;9.812247633439547e-12;710.0756898300699;5.6483577147087207e-11;4.080407994590939
2021.0;72.71559385307148;-1.0282092390609063e-10;81.0878823529671;3.461880000000106;27.24736;12.273333333333488;1.5536733333333335;508.4181891854291;79.568832;23.683549999999997;13.957623333333334;5.14692;152.4472940465044;30.3152;1.117920000019338;46.47308823450412;0.0;2.575763567887061e-11;25.6933638888694;3.4025446001067374;942.6012928191153;697.0229683200002;12.349714052073093;25.709243756015507;6.737177867875949e-12;926.7264496812829;4.2909889992205975e-12;6.763901644227115e-10
2022.0;84.03285496420541;-8.063992981586209e-11;74.85035294121488;3.369484610159326e-13;25.544399999999996;11.396666666666889;1.4939166666666666;499.3864833030791;75.77984000000002;21.530499999999996;13.420791666666666;4.8252375;145.9880590465059;28.420499999999997;3.0346823380576056e-10;42.8982352933592;1.2909740008362268e-13;3.943660760863725;23.85812361109236;5.566127887975441;925.856617230886;663.8313983999999;53.23206892342009;17.232182945872854;1.0908676521813243e-11;959.1164590085746;2.4525792566118882e-11;6.803895897263651e-10
2023.0;94.65965127319622;-6.94994500280422e-11;68.6128235294715;7.637257785545554e-13;23.841439999999995;10.52000000000032;1.4341599999999999;509.4973728276046;71.99084800000001;19.377449999999996;12.88396;4.5035549999999995;139.52882404650626;26.525799999999997;3.9690383997206724e-10;39.32338235220335;1.052723273443695e-12;20.218456386304478;22.022883333314997;7.8520259998435025;944.6020864923983;630.6398284799999;81.11410310039649;28.73115971551;2.080483619233301e-11;934.4260498930573;4.31226256369637e-11;1.0270930827598785e-9
2024.0;95.31500422254025;-0.0025987861335621714;62.37529411775641;8.376040776141019e-13;22.138479999999998;9.643333333333816;1.3744033333333332;636.7382518329462;68.201856;17.2244;12.347128333333334;4.1818725;133.0695890465065;24.6311;4.4810808325424697e-10;35.74852941075188;7.629445665434314e-13;12.613642363709516;20.18764305553009;4.514914950043371;1180.5051670687135;597.4482585599999;47.901253630392745;22.93372743511283;2.5205054874334555e-10;846.5212851692066;4.659785935827524e-11;1.080439527695226e-9
2025.0;96.59234682909947;3.2120584269435267e-9;56.13776470601721;9.032386272936548e-13;20.435519999999997;8.766666666667305;1.3146466666666665;698.0404127086434;64.41286400000001;15.071349999999997;11.810296666666664;3.8601899999999993;126.61035404650673;22.7364;4.792567047428473e-10;32.17367646881821;1.0380399600360146e-12;13.013660557567409;18.352402777733644;5.278306365211666;1294.158646277648;557.9840382218106;46.00418633297345;25.44220922300373;6.762586158338653;798.2032562160135;5.790011053709511e-11;1.2259589499143281e-9
2026.0;93.1336755640445;4.79532407692453e-10;49.900235294303585;9.51262444587829e-13;18.73256;7.890000000000961;1.2548899999999998;867.6917151308389;60.623872000000006;12.9183;11.273464999999998;3.5385075;120.15111904650689;20.8417;4.972837203018789e-10;28.598823527458926;7.69964763553822e-13;1.468285654775719;16.51716249995132;2.2901742500979183;1608.6901488736053;522.1476336978537;28.547989566256806;15.893725860830934;2.5831104750034726;641.2580261047118;3.494794092454119e-11;9.645645082817946e-10
