Iterations;PrimalResidual_ETS;PrimalResidual_MSR;PrimalResidual_EOM;PrimalResidual_REC;PrimalResidual_H2;PrimalResidual_H2CN_prod;PrimalResidual_H2CN_cap;DualResidual_ETS;DualResidual_EOM;DualResidual_REC;DualResidual_H2;DualResidual_H2CN_prod;DualResidual_H2CN_cap
1.0;45.64934618939417;1.3311083142165314;0.09584794900714236;3.59295984318127;2.7089316734102007;1.9456702812286941;0.0;48.52481875931254;0.10807785604238739;5.603309557261395;3.8063329116484463;0.8153504790859761;0.0
2.0;44.476049378236276;1.3047633827077054;0.0949190411580206;3.588891056432346;2.6904748082299794;1.8647494045142803;0.0;41.48494827438917;0.10899948029335531;5.603309511542494;4.874965812790187;2.9870355061375085;0.0
3.0;43.612061898065264;1.1454069897291126;0.09344316333673924;3.584945630929011;2.6813967486461157;1.813669885931822;0.0;36.8401394786597;0.11261674363888914;5.603300599148881;3.7291023365113216;2.0073520056966143;0.0
4.0;43.007763633465565;0.9937419874280056;0.09198923423154459;3.58109247357964;2.657837149573671;1.7810480655146481;0.0;33.41587414001959;0.12435779297639724;5.6032804176933455;1.0660978835965602;1.4318160040572703;0.0
5.0;42.475727058445;0.9949523491512566;0.09130650393827976;3.577283152269853;2.5469687593789754;1.7453007453818707;0.0;30.531578688649297;0.12087187583783873;5.603257194341345;1.6542488364627883;1.3783853935421595;0.0
6.0;42.15368764738157;0.9264620219414409;0.0907496477341894;3.573473410691235;2.4933188685490664;1.7264774814397776;0.0;28.93913585860239;0.11539937449264177;5.603233470972598;1.0573789557637383;0.7306155592342573;0.0
7.0;41.99324144218445;0.9172638192684407;0.09053311256211785;3.5696512481142313;2.347346394852924;1.647042374695933;0.0;27.93690515174805;0.11876488612816093;5.603201641328279;2.6147291720501897;3.190550991116729;0.0
8.0;41.94485406304705;0.8621708009508396;0.09096332806795156;3.5658296092142616;2.2828964897990223;1.6044489668987991;0.0;27.44866385761152;0.11194915215920881;5.603174472138471;1.5083141203815011;1.7165991829075924;0.0
9.0;41.98334274675923;0.5277935836921401;0.09123859647856968;3.5620184801590002;2.2543416464689066;1.5806740918191782;0.0;26.999740613226543;0.10066618758759847;5.603150995936028;0.9698954053504429;0.9630199377115435;0.0
10.0;42.02474686514137;0.7197016155236493;0.09098538841007461;3.558226482602957;2.1640482681375635;1.5510767863095074;0.0;26.261408380254917;0.10224213089873135;5.603132360408731;1.716247441211646;1.1917707317761668;0.0
11.0;42.018259041703;1.1818132988998165;0.09062611542428421;3.554478620230318;2.1219150439712076;1.5351765283120993;0.0;25.86791153857486;0.1001966813280691;5.603119852517358;1.0260796237401093;0.6452692606940165;0.0
12.0;42.00716336028698;1.562469318302396;0.08972562867357921;3.5507845660057837;1.9962744612543875;1.4654503948367;0.0;25.756684617785442;0.09887506991692026;5.603118606640119;2.7713840550209214;3.0781852342893905;0.0
