Year;EOM_avg;REC_y;REC_d;REC_h;CAP_Solar;CAP_ICE;CAP_SPP_lignite_old;CAP_WindOffshore;CAP_SPP_lignite_new;CAP_WindOnshore;CAP_Nuclear;CAP_CCGT_old;CAP_SPP_coal_new;CAP_SPP_gas;CAP_CCGT_new;CAP_SPP_coal_old;CAP_OCGT;FS_Solar;FS_ICE;FS_SPP_lignite_old;FS_WindOffshore;FS_SPP_lignite_new;FS_WindOnshore;FS_Nuclear;FS_CCGT_old;FS_SPP_coal_new;FS_SPP_gas;FS_CCGT_new;FS_SPP_coal_old;FS_OCGT
2017.0;77.50372045403324;0.0;0.00036502848417583613;0.0;106.038;17.3094;34.0592;15.78;1.7926999999999997;153.539;94.72480000000002;32.29575;16.10495;6.43365;129.1847;37.894;5.5896;60.772499999999994;2.461334022046836e-13;71.14156668420334;33.034325;11.778039000047347;284.659485;829.7892480000003;191.19696479355667;100.9689795183607;1.776127530747292e-10;1046.8454356108348;1.9388852606189425e-11;1.9013139216123447
2018.0;59.19953483693461;0.0;-1.0942675559384538e-7;0.0;99.80047058823689;13.847520000000005;32.35624;14.903333333333451;1.732943333333333;542.1078602301607;90.93580800000001;30.142699999999994;15.56811833333333;6.1119674999999996;122.725465;35.9993;4.471680000000004;57.19764705835459;0.0;5.8871013714502e-10;31.199084722075092;5.06019453366763;1005.061543370464;775.0033169240894;22.238207491409213;35.62995841734964;5.67844065887579e-11;716.2635047858404;3.0926668839985754e-12;5.790371593422324e-13
2019.0;63.837601718141734;0.0;-1.2516166429328666e-7;0.0;93.56294117647383;10.385640000000011;30.653279999999995;14.026666666666909;1.6731866666666666;533.0761543478104;87.14681600000002;27.98965;15.031286666666666;5.790285;116.26623000000001;34.1046;3.3537600000000087;53.62279411726878;0.0;1.8108646598201366;29.363844444325714;9.160696999453018;988.3168677822483;755.63635437969;47.90166882356555;46.43886414312777;1.0107281304309431e-10;724.9856138696138;5.820097206061404e-12;8.690453562529864e-13
2020.0;76.43303500125293;-1.1269392401772268e-5;-3.638189326609973e-7;0.0;87.32541176471078;6.923760000000016;28.950319999999998;13.150000000000372;1.61343;524.0444484654586;83.35782400000001;25.8366;14.494454999999999;5.4686025;109.80699499999999;32.2099;2.2358400000000134;50.0479411762303;0.0;20.507045290443102;27.528604166591187;9.422431199850008;971.5721921940377;730.2145382400004;71.1664159876308;79.35714112498071;1.7966623835027604e-10;705.304509614512;3.392700258257784e-11;4.621362968153934e-12
2021.0;71.28507526880254;-1.592226760006521e-8;-0.0007086294581849625;0.0;81.08788235294821;3.461880000000027;27.24736;12.273333333333863;1.5536733333333335;515.0127425831076;79.568832;23.683549999999997;13.957623333333334;5.14692;147.53556066857908;30.3152;1.1179200000000238;46.47308823502348;0.0;3.626573996093357e-10;25.693363888803837;4.536652087420596;954.827516605801;697.0229683200002;18.079701961130734;27.722453573539045;1.3342663078935127e-10;902.8379178359553;3.57602910268523e-12;8.453836372657467e-13
2022.0;84.36239305370692;2.3145483291904833e-7;-0.0004336190062764984;0.0;74.85035294118649;1.5809862256231925e-13;25.544399999999996;11.3966666666674;1.4939166666666666;505.98103670076165;75.77984000000002;21.530499999999996;13.420791666666666;4.8252375;141.07632566857922;28.420499999999997;3.5173545205944554e-13;42.898235293862705;1.477699999250994e-13;5.679836540482668;23.85812361103088;8.179193749282529;938.082841017581;663.8313983999999;39.781754713985045;41.14913739396885;2.1178600712746037e-10;925.5169567017336;1.8361971980686056e-11;9.04491811356225e-13
2023.0;94.09870195508911;1.4561049243195093e-6;-0.000497128707307613;0.0;68.6128235294259;2.875120803436068e-13;23.841439999999995;10.520000000000996;1.4341599999999999;496.94933081854913;71.99084800000001;19.377449999999996;12.88396;4.5035549999999995;134.61709066857924;26.525799999999997;4.570470289359167e-13;39.32338235268866;4.743451049400699e-13;29.93514541693466;22.022883333253677;8.375494399376393;921.338165429606;630.6398284799999;102.22966522162365;34.94507937052627;4.0319649439648154e-10;916.2280459387158;2.9028570408857495e-10;1.4111323707299921e-12
2024.0;94.51500625533038;0.0021153678882340297;0.0009255615582891243;0.0;62.37529411766719;3.6300365867555554e-13;22.138479999999998;9.643333333334674;1.3744033333333332;648.4829774530024;68.201856;17.2244;12.347128333333334;4.1818725;128.15785566857926;24.6311;4.97913601781461e-13;35.74852941147303;8.34168044874145e-13;12.9717592054412;20.18764305546326;7.524858246719834;1202.2797490737248;597.4482585599999;52.87452031626889;27.040211050173745;4.2357307056514907e-10;811.0130695352127;4.841203681575871e-11;1.3687062763889324e-12
2025.0;95.94826357674101;3.6541499910970856e-5;5.017755538280959e-9;0.0;56.137764705912225;3.9552570452302397e-13;20.435519999999997;8.766666666668481;1.3146466666666665;715.8350849508586;64.41286400000001;15.071349999999997;11.810296666666664;3.8601899999999993;121.69862066857928;22.7364;5.274941642244844e-13;32.17367647005678;1.1697758570293909e-12;20.4167153929184;18.352402777609502;6.237998259532366;1327.1497575666695;557.1240622726943;48.70989962017089;26.85235293218072;0.15119822355009865;761.2460657813037;1.0525652637462557e-10;1.4977326880298367e-12
2026.0;93.1692027355044;0.00013017079433543172;1.474880232115695e-10;0.0;49.900235294156374;4.0935229386680733e-13;18.73256;7.890000000002313;1.2548899999999998;862.4159368771899;60.623872000000006;12.9183;11.273464999999998;3.5385075;115.2393856685793;20.8417;5.46496970427993e-13;28.598823528799656;8.372259067583127e-13;3.171697452283027;16.51716249980588;3.2062375755357566;1598.908918562954;527.9064040292519;34.968836204654224;20.57407362505483;2.583111141472755;629.0663679655736;6.626415174803089e-11;1.2821262891784801e-12
