Year;CAP;Supply;Cancellation;MSR;TNAC;Emissions_Ind;Emissions_PS;EUAprice;EUAs_Ind;EUAs_PS
2017.0;3457.904897;3457.904897;0.0;0.0;1955.4097351168095;756.7289523460736;745.7662095371168;5.0;1684.3329394105103;1788.7365436173493
2018.0;1892.9805800000001;1892.9805800000001;0.0;0.0;2679.668029071303;756.7289523460736;411.99333369943247;5.0;1375.1467352342845;533.4215902412295
2019.0;1854.716334;1327.4773340556062;0.0;1427.2389999443944;2808.573177557262;756.7289523460736;441.8432332235725;24.72;1102.7642842530913;235.25356688704377
2020.0;1816.452088;1163.0193491440104;0.0;2080.671738800385;3028.6896118070654;441.0560571114662;501.8468577827414;73.47179896203559;891.1080526174254;272.06788724990605
2021.0;1635.379448;943.7125706462728;0.0;3472.3386161541125;3053.6406537865278;459.2635328096228;459.49799585718733;81.0902450940432;644.7305792276607;298.9943247296344
2022.0;1547.7698321887224;818.8882419966698;0.0;4201.2202063461655;2886.5841722925543;495.46048295207424;490.48424053856957;89.31647512541902;503.71607058859234;315.0365307496378
2023.0;1460.160216377445;740.6509779881962;4520.729444735414;400.0;2562.719716612397;530.5641919219192;533.9512417464342;98.54545201567926;399.0912004753662;341.4212918207966
2024.0;1372.5506005661675;705.6795556703672;666.8710448958009;400.0;2249.8004759079195;565.1111322965846;453.4876640782593;108.46268084181816;328.5799026972846;377.0126372365096
2025.0;1284.94098475489;694.9217920242728;590.0191927306173;400.0;1906.0217397960696;599.23626467012;439.46426346600435;119.0357261523075;301.8615335775808;393.1177711018328
2026.0;1197.3313689436127;684.8815536146601;512.4498153289528;400.0;1665.6076480214215;584.5077695345663;340.78787585474134;130.529927366979;340.30458572122035;344.8226261045391
2027.0;1109.7217531323354;671.5096629232505;438.21209020908464;400.0;1516.948095013564;566.9586751198349;253.21054081127204;144.26018982402962;390.1652663253964;281.91003094329125
2028.0;1022.1121373210578;634.2590660365454;387.85307128451245;400.0;1408.7211268388637;548.7954789252271;193.6905552860196;158.79534730858325;405.1598623148423;229.82999215902774
2029.0;934.5025215097804;579.0931361605011;355.4093853492793;400.0;1295.2430810505612;529.0891525971306;163.4820293516739;174.92173524170468;391.77480541436563;188.35040979807408
2030.0;846.892905698503;517.8780789202399;329.0148267782631;400.0;1205.2661192829692;507.044953942524;100.81008674530719;193.09389933040998;368.66714469915917;150.38411065342277
2031.0;759.2832898872256;607.4531986318619;151.83009125536387;400.0;1278.322039967794;487.06943996910536;47.32783797793112;210.22542072702913;586.819195245055;21.353450993877978
2032.0;671.6736740759482;524.1195029345988;147.55417114134934;400.0;1287.6182401390179;462.74695595441807;52.07634680895594;231.13583902581738;468.5452027322512;56.1683203858617
2033.0;584.0640582646706;430.2935654616864;153.7704928029841;400.0;1220.2173143938908;436.12037280856754;61.574118398243726;254.33956636457356;372.51222493560397;58.08400536585951
2034.0;496.4544424533931;344.636290666516;151.81815178687702;400.0;1094.5595368154936;407.60217277591585;62.69189546899875;279.782518203389;307.4017168990579;37.32668865384432
2035.0;408.84482664211555;224.04092921877307;184.8038974233425;400.0;898.5539841594546;366.8715873306521;53.17489454415973;315.04166784505406;209.50538518863416;14.331485627941062
2036.0;321.235210830838;125.01085823402406;196.2243525968138;400.0;665.8142180818759;313.1304144424062;44.620209869196714;361.4240763397976;122.52173380359808;2.201037074584951
2037.0;233.62559501956048;189.92293891325744;43.70265610630304;400.0;526.3764684332673;290.9158412860268;38.444847275839244;385.8797953974855;162.28507009732192;27.968463990269736
2038.0;146.01597920828294;146.01597920828294;0.0;400.0;360.13635815048474;275.4831353274486;36.77295416361379;405.3703124945421;128.94534086022512;16.977806394151845
2039.0;58.40636339700586;91.7396967303392;0.0;366.66666666666674;184.48855027060927;234.49681559618034;32.890689014032866;445.950380432786;66.69933305045991;24.947140374306073
2040.0;0.0;99.99999999999999;0.0;266.66666666666697;63.59270470032425;190.29842170934148;30.597423860942225;490.58724264205097;66.02539953651073;33.881081636014784
2041.0;0.0;99.99999999999999;0.0;166.66666666666688;-10.359163256594911;142.63505869933886;31.316809257579123;539.6872827526493;92.40957589052357;7.496661514618462
2042.0;0.0;99.99999999999999;0.0;66.66666666666688;-23.52425611162471;91.57861202740355;21.58648082762724;593.4125306930413;86.56178406374448;13.353652345793686
2043.0;0.0;66.6666666666669;0.0;0.0;-20.421388519556785;38.824158314908345;24.739640759691007;650.5349218789538;37.41261030124155;29.194859539744648
2044.0;0.0;0.0;0.0;0.0;-36.86495766846929;0.0;16.443569148912736;723.6046836161753;2.7061807187271284e-12;6.139791862383378e-5
2045.0;0.0;0.0;0.0;0.0;-45.93523199320771;0.0;9.07027432473895;795.8491521745286;1.4917981451388456e-13;9.109187321210906e-5
2046.0;0.0;0.0;0.0;0.0;-45.93523199342599;0.0;2.1815551997618151e-10;725.7165563335993;1.4988494140296903e-12;2.993949011804171e-10
2047.0;0.0;0.0;0.0;0.0;-45.93523199363699;0.0;2.1218723787150774e-10;740.2308726616932;1.5939333835042546e-12;2.3400079681584533e-10
2048.0;0.0;0.0;0.0;0.0;-45.935231993844354;0.0;2.075926609461935e-10;755.035480484124;2.1268755716063172e-12;2.2644428940340736e-10
2049.0;0.0;0.0;0.0;0.0;-45.93523199403717;0.0;1.9108746781833875e-10;770.1361851578318;3.0338274519495734e-12;2.1543619038536454e-10
2050.0;0.0;0.0;0.0;0.0;-45.93523199421543;0.0;1.8599581253071566e-10;785.5389045005273;4.293702264280506e-12;2.1041943584151387e-10
2051.0;0.0;0.0;0.0;0.0;-45.93523199439733;0.0;1.811455819443867e-10;801.2496820493683;4.9984022450808755e-12;2.053870271463663e-10
2052.0;0.0;0.0;0.0;0.0;-45.93523199456831;0.0;1.7031132807874472e-10;817.2746774199948;5.788281891434112e-12;1.9767779545429246e-10
2053.0;0.0;0.0;0.0;0.0;-45.93523199472838;0.0;1.6091603015919496e-10;833.6201737394716;7.457412268151299e-12;1.880756261755817e-10
2054.0;0.0;0.0;0.0;0.0;-45.935231994866626;0.0;1.386233173841073e-10;850.6884787254565;1.0170628112371248e-11;1.779662301435016e-10
2055.0;0.0;0.0;0.0;0.0;-45.93523199500123;0.0;1.3478514751097141e-10;869.5569689681921;1.3088526540766526e-11;1.7226113420908334e-10
2056.0;0.0;0.0;0.0;0.0;-45.93523199511765;0.0;1.1554474065053337e-10;887.7575337005113;1.6576256479374397e-11;1.7329658556184154e-10
2057.0;0.0;0.0;0.0;0.0;-45.93523199523406;0.0;1.1605212335879967e-10;905.2136227608659;2.3559551864394098e-11;1.8241395180994758e-10
2058.0;0.0;0.0;0.0;0.0;-45.935231995354115;0.0;1.1874160962702884e-10;921.7742771963732;4.14642431008274e-11;1.974271911486943e-10
2059.0;0.0;0.0;0.0;0.0;-45.93523199547781;0.0;1.238377977848662e-10;939.1053841399508;6.839761138568324e-11;2.1532715948146814e-10
2060.0;0.0;0.0;0.0;0.0;-45.93523199557967;0.0;1.0289670569211959e-10;957.5675433789552;1.0546581864482922e-10;2.367465941040389e-10
2061.0;0.0;0.0;0.0;0.0;-45.93523199586707;0.0;2.8581232738542917e-10;976.7188943037997;1.522216973320578e-10;2.6849029432962015e-10
