periods,weights,selected_periods
35,36.97584069657323,true
54,17.566478615553454,true
93,23.76821681499181,true
102,4.50938713169817,true
160,63.06902230805465,true
170,34.75758382893547,true
244,38.63692759890049,true
277,42.715543887995814,true
290,24.643867303671552,true
336,28.932006519566393,true
338,28.949665292714876,true
364,20.47546000134406,true
