period,time_step,WindOffshore,Other,Load,WindOnshore,Solar
244,16,0.095290368,58001.0,334463.0,0.178466018,0.397146853
244,17,0.119447592,60762.0,328923.0,0.179656082,0.283988939
244,18,0.116706799,68503.0,324097.0,0.17762533,0.154521423
244,19,0.132514164,77505.0,323775.0,0.177805477,0.049750539
244,20,0.134235128,78649.0,323048.0,0.178711673,0.007377728
244,21,0.154950425,69422.0,312714.0,0.186528978,0.001697056
244,22,0.129390935,59966.0,298353.0,0.187598945,0.001098621
244,23,0.134362607,55820.0,286262.0,0.185486307,0.001018234
244,24,0.110779037,51758.0,272724.0,0.18005459,0.000669891
277,1,0.744858357,44058.0,252475.0,0.30259849,0.000178637
277,2,0.72312323,43563.0,247792.0,0.285227914,0.000178637
277,3,0.704001416,44371.0,246326.0,0.267497043,0.000178637
277,4,0.689915014,46674.0,251145.0,0.255181512,0.000178637
277,5,0.627386685,47328.0,260087.0,0.248630698,0.000187569
277,6,0.601827196,51082.0,283513.0,0.243548357,0.000705619
277,7,0.58901558,62771.0,309691.0,0.242620326,0.013326357
277,8,0.612790368,68694.0,324870.0,0.233471021,0.06443454
277,9,0.64529745,65348.0,332784.0,0.219921755,0.158397857
277,10,0.660913598,62299.0,335670.0,0.205739241,0.2509678
277,11,0.67296034,59899.0,335908.0,0.197987444,0.312142207
277,12,0.642620397,56037.0,334479.0,0.201142753,0.358525429
277,13,0.65766289,53393.0,333244.0,0.213507415,0.364652695
277,14,0.698073655,56584.0,337628.0,0.223180784,0.356596144
277,15,0.575502833,58653.0,335289.0,0.227302339,0.326066998
277,16,0.525531162,58266.0,329125.0,0.21895005,0.267884771
277,17,0.50220255,61963.0,324730.0,0.206858338,0.171349074
277,18,0.610878187,70851.0,328436.0,0.194875808,0.079609794
277,19,0.665184136,80297.0,336495.0,0.203168047,0.018622958
277,20,0.643703966,74198.0,329571.0,0.220838868,0.004796417
277,21,0.65651558,61751.0,312750.0,0.22845419,0.003930025
277,22,0.653201133,51368.0,294385.0,0.227979256,0.003813911
277,23,0.67901558,46944.0,283421.0,0.230572286,0.002893928
277,24,0.669199717,48862.0,276807.0,0.232062597,0.000777073
290,1,0.444645893,50062.0,268100.0,0.189673369,0.000169706
290,2,0.35490085,48727.0,262895.0,0.190186516,0.000160774
290,3,0.315318697,50244.0,260829.0,0.184618324,0.000160774
290,4,0.284022663,51294.0,260347.0,0.17618961,0.000160774
290,5,0.284405099,52005.0,261028.0,0.167034847,0.000160774
290,6,0.258973088,51455.0,261510.0,0.163240834,0.000205433
290,7,0.267641643,52968.0,265069.0,0.160713311,0.002697426
290,8,0.26802408,54283.0,271733.0,0.152628514,0.033306959
290,9,0.210913598,56202.0,283300.0,0.141950687,0.126287769
290,10,0.206324363,55366.0,292421.0,0.130710581,0.240321006
290,11,0.190899434,54980.0,298504.0,0.118875443,0.32474508
290,12,0.19121813,55309.0,303106.0,0.115185152,0.379667175
290,13,0.247117564,58117.0,304708.0,0.115982168,0.387777317
290,14,0.278349858,57679.0,300746.0,0.118072969,0.357489332
290,15,0.287273372,56889.0,295638.0,0.116435265,0.306399011
290,16,0.292818697,55958.0,289796.0,0.115785643,0.215928058
290,17,0.343555241,55042.0,284356.0,0.11563279,0.105547957
290,18,0.366692635,66612.0,295436.0,0.122260031,0.027295808
290,19,0.378356941,75714.0,306816.0,0.128532435,0.003170815
290,20,0.416473088,70984.0,305299.0,0.139041033,0.000366207
290,21,0.443562323,62495.0,295427.0,0.143037031,0.000187569
290,22,0.42947592,56982.0,285800.0,0.144887635,0.000169706
290,23,0.396522663,51430.0,275500.0,0.145892093,0.000169706
290,24,0.362804532,50141.0,266779.0,0.144227095,0.000169706
336,1,0.658873938,60602.0,342775.0,0.455014103,0.000276889
336,2,0.686983003,61674.0,336754.0,0.44739878,0.000151843
336,3,0.640262039,62913.0,334330.0,0.44193431,0.000160774
336,4,0.63713881,63984.0,332983.0,0.434379038,0.000151843
336,5,0.579454674,63478.0,334333.0,0.424241653,0.00014291
336,6,0.551728045,62659.0,340107.0,0.411904285,0.000151843
336,7,0.545545326,66498.0,360336.0,0.405162406,0.000482321
336,8,0.60233711,78690.0,386849.0,0.391291056,0.006368426
336,9,0.548987252,87077.0,404619.0,0.377266855,0.030636329
336,10,0.603101983,85549.0,410340.0,0.360633245,0.094115158
336,11,0.587613315,81074.0,410517.0,0.344518242,0.168785626
336,12,0.549752125,80433.0,412892.0,0.345479028,0.210417092
336,13,0.51144476,79405.0,412942.0,0.345943044,0.216687267
336,14,0.495701133,80083.0,411417.0,0.333665726,0.204673896
336,15,0.515587819,81829.0,409061.0,0.323795833,0.163015636
336,16,0.513930595,84676.0,407088.0,0.311261942,0.104851272
336,17,0.587422096,92470.0,411844.0,0.300797015,0.049152103
336,18,0.537896601,101561.0,419141.0,0.296342462,0.012406373
336,19,0.488116148,104017.0,422007.0,0.294295333,0.000794937
336,20,0.502330028,100982.0,417214.0,0.29259758,0.000169706
336,21,0.536303116,91970.0,404191.0,0.295512692,0.000151843
336,22,0.466635977,83450.0,385740.0,0.298804477,0.000151843
336,23,0.468739377,74399.0,365232.0,0.29751615,0.00014291
336,24,0.51029745,69448.0,351583.0,0.302030753,0.00014291
338,1,0.311813032,67400.0,341348.0,0.39337094,0.000241161
338,2,0.277584986,64414.0,327498.0,0.371600401,0.000241161
338,3,0.251770538,63837.0,319422.0,0.353225366,0.000250093
338,4,0.210786119,65703.0,317782.0,0.336111364,0.000241161
338,5,0.210084986,67033.0,316397.0,0.320700573,0.000241161
338,6,0.206706799,66881.0,318116.0,0.313603858,0.000241161
338,7,0.185417847,66112.0,321229.0,0.303078883,0.000276889
338,8,0.156097733,66811.0,329634.0,0.293793104,0.003224407
338,9,0.159348442,71224.0,344506.0,0.288017469,0.030332645
338,10,0.154822946,73244.0,356745.0,0.282438359,0.085272602
338,11,0.208937678,75250.0,364814.0,0.281947047,0.136416515
338,12,0.303144476,74283.0,367932.0,0.282416522,0.163953482
338,13,0.358215297,73702.0,369551.0,0.288164862,0.169437652
338,14,0.424121813,71527.0,363313.0,0.276466199,0.156298865
338,15,0.428328612,72964.0,364847.0,0.297112182,0.116212614
338,16,0.428009915,73939.0,362463.0,0.308630698,0.070168803
338,17,0.437825779,77248.0,365051.0,0.318833591,0.0297878
338,18,0.446111898,79016.0,369884.0,0.326088618,0.005636012
338,19,0.439355525,78431.0,372445.0,0.344185242,0.000607367
338,20,0.451912181,76189.0,367710.0,0.353285415,0.000410866
338,21,0.484674221,71983.0,360244.0,0.357630789,0.000303683
338,22,0.509022663,70766.0,352549.0,0.356042217,0.000303683
338,23,0.476196884,67777.0,343488.0,0.3521554,0.000303683
338,24,0.46434136,65921.0,333737.0,0.356233282,0.000303683
364,1,0.710502833,69516.0,295170.0,0.301042671,0.000544845
364,2,0.741543909,70211.0,290610.0,0.303783096,0.000544845
364,3,0.771883853,70039.0,288026.0,0.304318078,0.000544845
364,4,0.756586402,70204.0,284866.0,0.302647621,0.000535913
364,5,0.737655808,70716.0,285088.0,0.305158766,0.000535913
364,6,0.729305949,73163.0,292333.0,0.316044036,0.000535913
364,7,0.737847025,69572.0,296918.0,0.334015104,0.000544845
364,8,0.742117564,70923.0,307881.0,0.342280048,0.001795307
364,9,0.78851983,77059.0,322803.0,0.351762351,0.016479308
364,10,0.792726629,79959.0,334007.0,0.358165772,0.058584163
364,11,0.80184136,77157.0,337584.0,0.35856428,0.119838956
364,12,0.811784703,76475.0,342161.0,0.359934492,0.161488285
364,13,0.788201133,76935.0,345434.0,0.358880902,0.182478189
364,14,0.772584986,75724.0,342762.0,0.360731507,0.181986936
364,15,0.775070822,72892.0,338472.0,0.359055591,0.160621893
364,16,0.783739377,75937.0,337844.0,0.360971704,0.118695676
364,17,0.777237961,80592.0,340323.0,0.36800837,0.065292
364,18,0.76601983,88338.0,346773.0,0.377643526,0.021311452
364,19,0.733640226,91769.0,349481.0,0.384510964,0.002393742
364,20,0.734660057,90383.0,347698.0,0.385853881,0.001009302
364,21,0.747790368,83020.0,337050.0,0.384936766,0.000973574
364,22,0.753208215,75639.0,323357.0,0.386470749,0.000919984
364,23,0.742117564,70768.0,313028.0,0.382327358,0.000794937
364,24,0.72720255,67054.0,303850.0,0.383817669,0.000696686
