periods,January,February,March,April,May,June,July,August,September,October,November,December
35.0,12.045083782392084,11.656566108925817,3.405804488305142,0.851142836423644,0.8020063526611725,0.7870634100434712,0.4588223906001777,0.1066457248480962,0.30837006474697043,0.5454071763473564,1.6120706218070144,4.396857739472301
54.0,1.258446971950078,4.331821724631149,2.2453113182080684,1.6250377728626133,1.3533347254569037,1.3151816918099872,1.1326185778169653,0.3943152262767443,0.5698258044989442,1.4187055256378447,1.1263122016759224,0.7955670747282356
93.0,0.09372728410309908,1.0001925015460642,2.2657506588944294,5.958671373190468,7.400157586671716,1.5017223020217965,1.7356475084912946,3.231193997448376,0.0,0.48225104659370127,0.0,0.09890255603086483
102.0,0.0,0.07015574398848055,0.9537521002823479,1.9747801193923316,0.4706063876956992,0.16847846252225684,0.32549410694594166,0.22853573950902972,0.0,0.317584471362083,0.0,0.0
160.0,3.1766348441953833,1.1727208804252496,6.4162445627577975,4.984140172546767,10.920686579478541,15.452761454064165,8.89410148654154,5.983962028967464,2.3883166481884173,0.583826250473569,1.2551150330469487,1.8405123673688872
170.0,0.2793268168297371,0.4494669737336967,0.3833282395005215,2.0027539572543933,6.204873748960074,7.8980524411835455,7.482438256310568,6.587297549065473,3.1336901806976196,0.2279079989605836,0.05098695093270616,0.057460715506563224
244.0,0.0,0.4138941242809343,2.670450641198356,4.954382258466769,0.18108848703514485,0.7859714257364043,5.006512838195518,3.467486263447571,13.196416885757507,4.037519174395392,3.5660141363379694,0.357191364048937
277.0,0.0,0.2761428198552658,3.2652862819965507,2.329041147796853,0.2739138867590872,1.6082660647392943,3.654770634117996,7.410750571599818,4.8473780921521685,14.072555569133609,4.498011265686599,0.4794275541585778
290.0,0.7808480528966961,0.011003375025822432,0.6665356445134167,2.165950668926933,0.34553996079179505,0.25245248788701746,1.2591551095638138,3.0424799669808884,5.4341779649215045,6.239803775081199,2.806525631101401,1.63939466598106
336.0,5.840077486039242,2.459711471706832,3.239737305004817,1.222403573369748,0.6535271157467446,0.08661891310190739,0.3681908356852969,0.14960913163185868,0.07439968321292934,1.4267555439784794,6.459031995550615,6.951943464537923
338.0,5.5019041684567656,2.167848888980528,2.0905832940539337,0.9513774370061174,1.2432807589834443,0.012745660573105083,0.356543785122955,0.15374431297478713,0.04742467582393979,0.6835318996015805,6.265520768043784,9.475159643093933
364.0,2.0239505931369153,3.9904753869001626,3.397215465284619,0.9803186827633626,1.1509844097596793,0.13068568631705085,0.32570447060793495,0.24397948724989268,0.0,0.9641515684346009,2.3604113958170414,4.907582855072715
